I0715 13:45:39.891183 140474056287744 run.py:723] (val) algo binary_search step 0: {'return': 0.054443359375, 'score': 0.054443359375, 'examples_seen': 96, 'step': 0, 'algorithm': 'binary_search'}
I0715 13:51:50.297823 140474056287744 run.py:723] (val) algo binary_search step 7050: {'return': 0.886474609375, 'score': 0.886474609375, 'examples_seen': 541866, 'step': 7050, 'algorithm': 'binary_search'}
I0715 13:51:52.448992 140474056287744 run.py:723] (val) algo binary_search step 7100: {'return': 0.9296875, 'score': 0.9296875, 'examples_seen': 545706, 'step': 7100, 'algorithm': 'binary_search'}
I0715 13:51:54.569541 140474056287744 run.py:723] (val) algo binary_search step 7150: {'return': 0.9111328125, 'score': 0.9111328125, 'examples_seen': 549512, 'step': 7150, 'algorithm': 'binary_search'}
I0715 13:51:56.719875 140474056287744 run.py:723] (val) algo binary_search step 7200: {'return': 0.893798828125, 'score': 0.893798828125, 'examples_seen': 553331, 'step': 7200, 'algorithm': 'binary_search'}
I0715 13:51:58.867402 140474056287744 run.py:723] (val) algo binary_search step 7250: {'return': 0.84619140625, 'score': 0.84619140625, 'examples_seen': 557148, 'step': 7250, 'algorithm': 'binary_search'}
I0715 13:52:01.049640 140474056287744 run.py:723] (val) algo binary_search step 7300: {'return': 0.93359375, 'score': 0.93359375, 'examples_seen': 561032, 'step': 7300, 'algorithm': 'binary_search'}
I0715 13:52:03.212643 140474056287744 run.py:723] (val) algo binary_search step 7350: {'return': 0.86767578125, 'score': 0.86767578125, 'examples_seen': 564894, 'step': 7350, 'algorithm': 'binary_search'}
I0715 13:52:05.353028 140474056287744 run.py:723] (val) algo binary_search step 7400: {'return': 0.865478515625, 'score': 0.865478515625, 'examples_seen': 568722, 'step': 7400, 'algorithm': 'binary_search'}
I0715 13:52:07.470477 140474056287744 run.py:723] (val) algo binary_search step 7450: {'return': 0.931396484375, 'score': 0.931396484375, 'examples_seen': 572558, 'step': 7450, 'algorithm': 'binary_search'}
I0715 13:52:09.580325 140474056287744 run.py:723] (val) algo binary_search step 7500: {'return': 0.90283203125, 'score': 0.90283203125, 'examples_seen': 576384, 'step': 7500, 'algorithm': 'binary_search'}
I0715 13:52:11.741885 140474056287744 run.py:723] (val) algo binary_search step 7550: {'return': 0.934814453125, 'score': 0.934814453125, 'examples_seen': 580185, 'step': 7550, 'algorithm': 'binary_search'}
I0715 13:52:13.896921 140474056287744 run.py:723] (val) algo binary_search step 7600: {'return': 0.931396484375, 'score': 0.931396484375, 'examples_seen': 583995, 'step': 7600, 'algorithm': 'binary_search'}
I0715 13:52:16.067401 140474056287744 run.py:723] (val) algo binary_search step 7650: {'return': 0.939208984375, 'score': 0.939208984375, 'examples_seen': 587866, 'step': 7650, 'algorithm': 'binary_search'}
I0715 13:52:18.254157 140474056287744 run.py:723] (val) algo binary_search step 7700: {'return': 0.8310546875, 'score': 0.8310546875, 'examples_seen': 591746, 'step': 7700, 'algorithm': 'binary_search'}
I0715 13:52:20.359645 140474056287744 run.py:723] (val) algo binary_search step 7750: {'return': 0.9013671875, 'score': 0.9013671875, 'examples_seen': 595568, 'step': 7750, 'algorithm': 'binary_search'}
I0715 13:52:22.497730 140474056287744 run.py:723] (val) algo binary_search step 7800: {'return': 0.792724609375, 'score': 0.792724609375, 'examples_seen': 599418, 'step': 7800, 'algorithm': 'binary_search'}
I0715 13:52:24.620810 140474056287744 run.py:723] (val) algo binary_search step 7850: {'return': 0.93701171875, 'score': 0.93701171875, 'examples_seen': 603243, 'step': 7850, 'algorithm': 'binary_search'}
I0715 13:52:26.717972 140474056287744 run.py:723] (val) algo binary_search step 7900: {'return': 0.92236328125, 'score': 0.92236328125, 'examples_seen': 607043, 'step': 7900, 'algorithm': 'binary_search'}
I0715 13:52:28.855976 140474056287744 run.py:723] (val) algo binary_search step 7950: {'return': 0.919677734375, 'score': 0.919677734375, 'examples_seen': 610867, 'step': 7950, 'algorithm': 'binary_search'}
I0715 13:52:31.033064 140474056287744 run.py:723] (val) algo binary_search step 8000: {'return': 0.81591796875, 'score': 0.81591796875, 'examples_seen': 614754, 'step': 8000, 'algorithm': 'binary_search'}
I0715 13:52:33.232297 140474056287744 run.py:723] (val) algo binary_search step 8050: {'return': 0.896240234375, 'score': 0.896240234375, 'examples_seen': 618627, 'step': 8050, 'algorithm': 'binary_search'}
I0715 13:52:35.362290 140474056287744 run.py:723] (val) algo binary_search step 8100: {'return': 0.938720703125, 'score': 0.938720703125, 'examples_seen': 622460, 'step': 8100, 'algorithm': 'binary_search'}
I0715 13:52:37.491988 140474056287744 run.py:723] (val) algo binary_search step 8150: {'return': 0.87548828125, 'score': 0.87548828125, 'examples_seen': 626309, 'step': 8150, 'algorithm': 'binary_search'}
I0715 13:52:39.681295 140474056287744 run.py:723] (val) algo binary_search step 8200: {'return': 0.854248046875, 'score': 0.854248046875, 'examples_seen': 630124, 'step': 8200, 'algorithm': 'binary_search'}
I0715 13:52:41.810684 140474056287744 run.py:723] (val) algo binary_search step 8250: {'return': 0.92138671875, 'score': 0.92138671875, 'examples_seen': 633931, 'step': 8250, 'algorithm': 'binary_search'}
I0715 13:52:44.008253 140474056287744 run.py:723] (val) algo binary_search step 8300: {'return': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 637770, 'step': 8300, 'algorithm': 'binary_search'}
I0715 13:52:46.185383 140474056287744 run.py:723] (val) algo binary_search step 8350: {'return': 0.921630859375, 'score': 0.921630859375, 'examples_seen': 641653, 'step': 8350, 'algorithm': 'binary_search'}
I0715 13:52:48.361293 140474056287744 run.py:723] (val) algo binary_search step 8400: {'return': 0.83837890625, 'score': 0.83837890625, 'examples_seen': 645535, 'step': 8400, 'algorithm': 'binary_search'}
I0715 13:52:50.515864 140474056287744 run.py:723] (val) algo binary_search step 8450: {'return': 0.906494140625, 'score': 0.906494140625, 'examples_seen': 649367, 'step': 8450, 'algorithm': 'binary_search'}
I0715 13:52:52.681599 140474056287744 run.py:723] (val) algo binary_search step 8500: {'return': 0.89794921875, 'score': 0.89794921875, 'examples_seen': 653214, 'step': 8500, 'algorithm': 'binary_search'}
I0715 13:52:54.862443 140474056287744 run.py:723] (val) algo binary_search step 8550: {'return': 0.925048828125, 'score': 0.925048828125, 'examples_seen': 657034, 'step': 8550, 'algorithm': 'binary_search'}
I0715 13:52:57.010115 140474056287744 run.py:723] (val) algo binary_search step 8600: {'return': 0.93408203125, 'score': 0.93408203125, 'examples_seen': 660842, 'step': 8600, 'algorithm': 'binary_search'}
I0715 13:52:59.200796 140474056287744 run.py:723] (val) algo binary_search step 8650: {'return': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 664664, 'step': 8650, 'algorithm': 'binary_search'}
I0715 13:53:01.423619 140474056287744 run.py:723] (val) algo binary_search step 8700: {'return': 0.910888671875, 'score': 0.910888671875, 'examples_seen': 668540, 'step': 8700, 'algorithm': 'binary_search'}
I0715 13:53:03.579736 140474056287744 run.py:723] (val) algo binary_search step 8750: {'return': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 672406, 'step': 8750, 'algorithm': 'binary_search'}
I0715 13:53:05.740120 140474056287744 run.py:723] (val) algo binary_search step 8800: {'return': 0.945556640625, 'score': 0.945556640625, 'examples_seen': 676244, 'step': 8800, 'algorithm': 'binary_search'}
I0715 13:53:07.893038 140474056287744 run.py:723] (val) algo binary_search step 8850: {'return': 0.93017578125, 'score': 0.93017578125, 'examples_seen': 680084, 'step': 8850, 'algorithm': 'binary_search'}
I0715 13:53:10.055315 140474056287744 run.py:723] (val) algo binary_search step 8900: {'return': 0.935546875, 'score': 0.935546875, 'examples_seen': 683907, 'step': 8900, 'algorithm': 'binary_search'}
I0715 13:53:12.194824 140474056287744 run.py:723] (val) algo binary_search step 8950: {'return': 0.91943359375, 'score': 0.91943359375, 'examples_seen': 687706, 'step': 8950, 'algorithm': 'binary_search'}
I0715 13:53:14.351439 140474056287744 run.py:723] (val) algo binary_search step 9000: {'return': 0.918212890625, 'score': 0.918212890625, 'examples_seen': 691529, 'step': 9000, 'algorithm': 'binary_search'}
I0715 13:53:16.538043 140474056287744 run.py:723] (val) algo binary_search step 9050: {'return': 0.932373046875, 'score': 0.932373046875, 'examples_seen': 695422, 'step': 9050, 'algorithm': 'binary_search'}
I0715 13:53:18.703446 140474056287744 run.py:723] (val) algo binary_search step 9100: {'return': 0.894775390625, 'score': 0.894775390625, 'examples_seen': 699300, 'step': 9100, 'algorithm': 'binary_search'}
I0715 13:53:21.081704 140474056287744 run.py:723] (val) algo binary_search step 9150: {'return': 0.892333984375, 'score': 0.892333984375, 'examples_seen': 703148, 'step': 9150, 'algorithm': 'binary_search'}
I0715 13:53:23.236862 140474056287744 run.py:723] (val) algo binary_search step 9200: {'return': 0.848388671875, 'score': 0.848388671875, 'examples_seen': 706976, 'step': 9200, 'algorithm': 'binary_search'}
I0715 13:53:25.392149 140474056287744 run.py:723] (val) algo binary_search step 9250: {'return': 0.87060546875, 'score': 0.87060546875, 'examples_seen': 710797, 'step': 9250, 'algorithm': 'binary_search'}
I0715 13:53:27.555224 140474056287744 run.py:723] (val) algo binary_search step 9300: {'return': 0.939453125, 'score': 0.939453125, 'examples_seen': 714614, 'step': 9300, 'algorithm': 'binary_search'}
I0715 13:53:29.725259 140474056287744 run.py:723] (val) algo binary_search step 9350: {'return': 0.949951171875, 'score': 0.949951171875, 'examples_seen': 718432, 'step': 9350, 'algorithm': 'binary_search'}
I0715 13:53:31.890977 140474056287744 run.py:723] (val) algo binary_search step 9400: {'return': 0.91650390625, 'score': 0.91650390625, 'examples_seen': 722305, 'step': 9400, 'algorithm': 'binary_search'}
I0715 13:53:34.060512 140474056287744 run.py:723] (val) algo binary_search step 9450: {'return': 0.922119140625, 'score': 0.922119140625, 'examples_seen': 726188, 'step': 9450, 'algorithm': 'binary_search'}
I0715 13:53:36.199944 140474056287744 run.py:723] (val) algo binary_search step 9500: {'return': 0.877685546875, 'score': 0.877685546875, 'examples_seen': 730035, 'step': 9500, 'algorithm': 'binary_search'}
I0715 13:53:38.347406 140474056287744 run.py:723] (val) algo binary_search step 9550: {'return': 0.946533203125, 'score': 0.946533203125, 'examples_seen': 733888, 'step': 9550, 'algorithm': 'binary_search'}
I0715 13:53:40.531369 140474056287744 run.py:723] (val) algo binary_search step 9600: {'return': 0.93994140625, 'score': 0.93994140625, 'examples_seen': 737704, 'step': 9600, 'algorithm': 'binary_search'}
I0715 13:53:42.672597 140474056287744 run.py:723] (val) algo binary_search step 9650: {'return': 0.941650390625, 'score': 0.941650390625, 'examples_seen': 741526, 'step': 9650, 'algorithm': 'binary_search'}
I0715 13:53:44.846899 140474056287744 run.py:723] (val) algo binary_search step 9700: {'return': 0.908447265625, 'score': 0.908447265625, 'examples_seen': 745347, 'step': 9700, 'algorithm': 'binary_search'}
I0715 13:53:47.049177 140474056287744 run.py:723] (val) algo binary_search step 9750: {'return': 0.923828125, 'score': 0.923828125, 'examples_seen': 749232, 'step': 9750, 'algorithm': 'binary_search'}
I0715 13:53:49.241830 140474056287744 run.py:723] (val) algo binary_search step 9800: {'return': 0.937744140625, 'score': 0.937744140625, 'examples_seen': 753094, 'step': 9800, 'algorithm': 'binary_search'}
I0715 13:53:51.428689 140474056287744 run.py:723] (val) algo binary_search step 9850: {'return': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 756931, 'step': 9850, 'algorithm': 'binary_search'}
I0715 13:53:53.591079 140474056287744 run.py:723] (val) algo binary_search step 9900: {'return': 0.944091796875, 'score': 0.944091796875, 'examples_seen': 760767, 'step': 9900, 'algorithm': 'binary_search'}
I0715 13:53:55.733632 140474056287744 run.py:723] (val) algo binary_search step 9950: {'return': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 764588, 'step': 9950, 'algorithm': 'binary_search'}
