I0715 18:40:27.012383 135582186747392 run.py:723] (val) algo task_scheduling step 0: {'selected': 0.0, 'score': 0.0, 'examples_seen': 64, 'step': 0, 'algorithm': 'task_scheduling'}
I0715 18:43:49.715690 135582186747392 run.py:723] (val) algo task_scheduling step 6450: {'selected': 0.9433962264150944, 'score': 0.9433962264150944, 'examples_seen': 256816, 'step': 6450, 'algorithm': 'task_scheduling'}
I0715 18:43:50.736994 135582186747392 run.py:723] (val) algo task_scheduling step 6500: {'selected': 0.9523809523809524, 'score': 0.9523809523809524, 'examples_seen': 258816, 'step': 6500, 'algorithm': 'task_scheduling'}
I0715 18:43:51.780205 135582186747392 run.py:723] (val) algo task_scheduling step 6550: {'selected': 0.9570815450643777, 'score': 0.9570815450643777, 'examples_seen': 260752, 'step': 6550, 'algorithm': 'task_scheduling'}
I0715 18:43:52.828793 135582186747392 run.py:723] (val) algo task_scheduling step 6600: {'selected': 0.9679343773303505, 'score': 0.9679343773303505, 'examples_seen': 262800, 'step': 6600, 'algorithm': 'task_scheduling'}
I0715 18:43:53.872241 135582186747392 run.py:723] (val) algo task_scheduling step 6650: {'selected': 0.9413447782546495, 'score': 0.9413447782546495, 'examples_seen': 264832, 'step': 6650, 'algorithm': 'task_scheduling'}
I0715 18:43:54.892429 135582186747392 run.py:723] (val) algo task_scheduling step 6700: {'selected': 0.9665697674418604, 'score': 0.9665697674418604, 'examples_seen': 266800, 'step': 6700, 'algorithm': 'task_scheduling'}
I0715 18:43:55.911336 135582186747392 run.py:723] (val) algo task_scheduling step 6750: {'selected': 0.9629080118694362, 'score': 0.9629080118694362, 'examples_seen': 268800, 'step': 6750, 'algorithm': 'task_scheduling'}
I0715 18:43:56.946424 135582186747392 run.py:723] (val) algo task_scheduling step 6800: {'selected': 0.9638376383763838, 'score': 0.9638376383763838, 'examples_seen': 270752, 'step': 6800, 'algorithm': 'task_scheduling'}
I0715 18:43:57.976791 135582186747392 run.py:723] (val) algo task_scheduling step 6850: {'selected': 0.9656181419166056, 'score': 0.9656181419166056, 'examples_seen': 272736, 'step': 6850, 'algorithm': 'task_scheduling'}
I0715 18:43:59.016993 135582186747392 run.py:723] (val) algo task_scheduling step 6900: {'selected': 0.9668109668109668, 'score': 0.9668109668109668, 'examples_seen': 274720, 'step': 6900, 'algorithm': 'task_scheduling'}
I0715 18:44:00.079312 135582186747392 run.py:723] (val) algo task_scheduling step 6950: {'selected': 0.9406528189910979, 'score': 0.9406528189910979, 'examples_seen': 276736, 'step': 6950, 'algorithm': 'task_scheduling'}
I0715 18:44:01.188273 135582186747392 run.py:723] (val) algo task_scheduling step 7000: {'selected': 0.9325762952448545, 'score': 0.9325762952448545, 'examples_seen': 278768, 'step': 7000, 'algorithm': 'task_scheduling'}
I0715 18:44:02.225446 135582186747392 run.py:723] (val) algo task_scheduling step 7050: {'selected': 0.9526542324246773, 'score': 0.9526542324246773, 'examples_seen': 280752, 'step': 7050, 'algorithm': 'task_scheduling'}
I0715 18:44:03.365923 135582186747392 run.py:723] (val) algo task_scheduling step 7100: {'selected': 0.9553113553113552, 'score': 0.9553113553113552, 'examples_seen': 282736, 'step': 7100, 'algorithm': 'task_scheduling'}
I0715 18:44:04.385989 135582186747392 run.py:723] (val) algo task_scheduling step 7150: {'selected': 0.9568452380952381, 'score': 0.9568452380952381, 'examples_seen': 284720, 'step': 7150, 'algorithm': 'task_scheduling'}
I0715 18:44:05.431935 135582186747392 run.py:723] (val) algo task_scheduling step 7200: {'selected': 0.960352422907489, 'score': 0.960352422907489, 'examples_seen': 286672, 'step': 7200, 'algorithm': 'task_scheduling'}
I0715 18:44:06.497198 135582186747392 run.py:723] (val) algo task_scheduling step 7250: {'selected': 0.9605947955390333, 'score': 0.9605947955390333, 'examples_seen': 288640, 'step': 7250, 'algorithm': 'task_scheduling'}
I0715 18:44:07.535136 135582186747392 run.py:723] (val) algo task_scheduling step 7300: {'selected': 0.9585185185185185, 'score': 0.9585185185185185, 'examples_seen': 290688, 'step': 7300, 'algorithm': 'task_scheduling'}
I0715 18:44:08.576707 135582186747392 run.py:723] (val) algo task_scheduling step 7350: {'selected': 0.9506933744221879, 'score': 0.9506933744221879, 'examples_seen': 292688, 'step': 7350, 'algorithm': 'task_scheduling'}
I0715 18:44:09.615642 135582186747392 run.py:723] (val) algo task_scheduling step 7400: {'selected': 0.9575757575757575, 'score': 0.9575757575757575, 'examples_seen': 294688, 'step': 7400, 'algorithm': 'task_scheduling'}
I0715 18:44:10.661570 135582186747392 run.py:723] (val) algo task_scheduling step 7450: {'selected': 0.9607843137254901, 'score': 0.9607843137254901, 'examples_seen': 296672, 'step': 7450, 'algorithm': 'task_scheduling'}
I0715 18:44:11.686014 135582186747392 run.py:723] (val) algo task_scheduling step 7500: {'selected': 0.96, 'score': 0.96, 'examples_seen': 298624, 'step': 7500, 'algorithm': 'task_scheduling'}
I0715 18:44:12.749607 135582186747392 run.py:723] (val) algo task_scheduling step 7550: {'selected': 0.9556650246305418, 'score': 0.9556650246305418, 'examples_seen': 300624, 'step': 7550, 'algorithm': 'task_scheduling'}
I0715 18:44:13.860619 135582186747392 run.py:723] (val) algo task_scheduling step 7600: {'selected': 0.966190833959429, 'score': 0.966190833959429, 'examples_seen': 302576, 'step': 7600, 'algorithm': 'task_scheduling'}
I0715 18:44:14.911922 135582186747392 run.py:723] (val) algo task_scheduling step 7650: {'selected': 0.9652173913043478, 'score': 0.9652173913043478, 'examples_seen': 304608, 'step': 7650, 'algorithm': 'task_scheduling'}
I0715 18:44:15.941520 135582186747392 run.py:723] (val) algo task_scheduling step 7700: {'selected': 0.940586972083035, 'score': 0.940586972083035, 'examples_seen': 306640, 'step': 7700, 'algorithm': 'task_scheduling'}
I0715 18:44:16.987858 135582186747392 run.py:723] (val) algo task_scheduling step 7750: {'selected': 0.9601873536299766, 'score': 0.9601873536299766, 'examples_seen': 308608, 'step': 7750, 'algorithm': 'task_scheduling'}
I0715 18:44:18.061966 135582186747392 run.py:723] (val) algo task_scheduling step 7800: {'selected': 0.9359534206695778, 'score': 0.9359534206695778, 'examples_seen': 310608, 'step': 7800, 'algorithm': 'task_scheduling'}
I0715 18:44:19.110128 135582186747392 run.py:723] (val) algo task_scheduling step 7850: {'selected': 0.9600591715976332, 'score': 0.9600591715976332, 'examples_seen': 312576, 'step': 7850, 'algorithm': 'task_scheduling'}
I0715 18:44:20.133839 135582186747392 run.py:723] (val) algo task_scheduling step 7900: {'selected': 0.9553956834532374, 'score': 0.9553956834532374, 'examples_seen': 314528, 'step': 7900, 'algorithm': 'task_scheduling'}
I0715 18:44:21.163320 135582186747392 run.py:723] (val) algo task_scheduling step 7950: {'selected': 0.965925925925926, 'score': 0.965925925925926, 'examples_seen': 316528, 'step': 7950, 'algorithm': 'task_scheduling'}
I0715 18:44:22.196814 135582186747392 run.py:723] (val) algo task_scheduling step 8000: {'selected': 0.9595375722543353, 'score': 0.9595375722543353, 'examples_seen': 318528, 'step': 8000, 'algorithm': 'task_scheduling'}
I0715 18:44:23.228460 135582186747392 run.py:723] (val) algo task_scheduling step 8050: {'selected': 0.9560117302052785, 'score': 0.9560117302052785, 'examples_seen': 320560, 'step': 8050, 'algorithm': 'task_scheduling'}
I0715 18:44:24.243100 135582186747392 run.py:723] (val) algo task_scheduling step 8100: {'selected': 0.9564586357039188, 'score': 0.9564586357039188, 'examples_seen': 322544, 'step': 8100, 'algorithm': 'task_scheduling'}
I0715 18:44:25.266809 135582186747392 run.py:723] (val) algo task_scheduling step 8150: {'selected': 0.9578713968957872, 'score': 0.9578713968957872, 'examples_seen': 324528, 'step': 8150, 'algorithm': 'task_scheduling'}
I0715 18:44:26.276040 135582186747392 run.py:723] (val) algo task_scheduling step 8200: {'selected': 0.9672619047619049, 'score': 0.9672619047619049, 'examples_seen': 326528, 'step': 8200, 'algorithm': 'task_scheduling'}
I0715 18:44:27.294385 135582186747392 run.py:723] (val) algo task_scheduling step 8250: {'selected': 0.95906432748538, 'score': 0.95906432748538, 'examples_seen': 328464, 'step': 8250, 'algorithm': 'task_scheduling'}
I0715 18:44:28.320272 135582186747392 run.py:723] (val) algo task_scheduling step 8300: {'selected': 0.9678864824495893, 'score': 0.9678864824495893, 'examples_seen': 330432, 'step': 8300, 'algorithm': 'task_scheduling'}
I0715 18:44:29.348081 135582186747392 run.py:723] (val) algo task_scheduling step 8350: {'selected': 0.9619860356865787, 'score': 0.9619860356865787, 'examples_seen': 332480, 'step': 8350, 'algorithm': 'task_scheduling'}
I0715 18:44:30.385722 135582186747392 run.py:723] (val) algo task_scheduling step 8400: {'selected': 0.9451176051318604, 'score': 0.9451176051318604, 'examples_seen': 334480, 'step': 8400, 'algorithm': 'task_scheduling'}
I0715 18:44:31.394593 135582186747392 run.py:723] (val) algo task_scheduling step 8450: {'selected': 0.9623616236162362, 'score': 0.9623616236162362, 'examples_seen': 336480, 'step': 8450, 'algorithm': 'task_scheduling'}
I0715 18:44:32.412487 135582186747392 run.py:723] (val) algo task_scheduling step 8500: {'selected': 0.9627376425855513, 'score': 0.9627376425855513, 'examples_seen': 338464, 'step': 8500, 'algorithm': 'task_scheduling'}
I0715 18:44:33.426607 135582186747392 run.py:723] (val) algo task_scheduling step 8550: {'selected': 0.9643636363636362, 'score': 0.9643636363636362, 'examples_seen': 340432, 'step': 8550, 'algorithm': 'task_scheduling'}
I0715 18:44:34.432975 135582186747392 run.py:723] (val) algo task_scheduling step 8600: {'selected': 0.9585185185185187, 'score': 0.9585185185185187, 'examples_seen': 342416, 'step': 8600, 'algorithm': 'task_scheduling'}
I0715 18:44:35.459089 135582186747392 run.py:723] (val) algo task_scheduling step 8650: {'selected': 0.9574309185959672, 'score': 0.9574309185959672, 'examples_seen': 344368, 'step': 8650, 'algorithm': 'task_scheduling'}
I0715 18:44:36.472866 135582186747392 run.py:723] (val) algo task_scheduling step 8700: {'selected': 0.9694258016405667, 'score': 0.9694258016405667, 'examples_seen': 346400, 'step': 8700, 'algorithm': 'task_scheduling'}
I0715 18:44:37.488642 135582186747392 run.py:723] (val) algo task_scheduling step 8750: {'selected': 0.9691032403918615, 'score': 0.9691032403918615, 'examples_seen': 348432, 'step': 8750, 'algorithm': 'task_scheduling'}
I0715 18:44:38.499800 135582186747392 run.py:723] (val) algo task_scheduling step 8800: {'selected': 0.9475357710651828, 'score': 0.9475357710651828, 'examples_seen': 350416, 'step': 8800, 'algorithm': 'task_scheduling'}
I0715 18:44:39.510128 135582186747392 run.py:723] (val) algo task_scheduling step 8850: {'selected': 0.94679186228482, 'score': 0.94679186228482, 'examples_seen': 352400, 'step': 8850, 'algorithm': 'task_scheduling'}
I0715 18:44:40.529222 135582186747392 run.py:723] (val) algo task_scheduling step 8900: {'selected': 0.9622205088666153, 'score': 0.9622205088666153, 'examples_seen': 354368, 'step': 8900, 'algorithm': 'task_scheduling'}
I0715 18:44:41.544610 135582186747392 run.py:723] (val) algo task_scheduling step 8950: {'selected': 0.9642585551330798, 'score': 0.9642585551330798, 'examples_seen': 356320, 'step': 8950, 'algorithm': 'task_scheduling'}
I0715 18:44:42.570608 135582186747392 run.py:723] (val) algo task_scheduling step 9000: {'selected': 0.9680772086117297, 'score': 0.9680772086117297, 'examples_seen': 358320, 'step': 9000, 'algorithm': 'task_scheduling'}
I0715 18:44:43.609434 135582186747392 run.py:723] (val) algo task_scheduling step 9050: {'selected': 0.9612518628912071, 'score': 0.9612518628912071, 'examples_seen': 360320, 'step': 9050, 'algorithm': 'task_scheduling'}
I0715 18:44:44.647878 135582186747392 run.py:723] (val) algo task_scheduling step 9100: {'selected': 0.9594202898550724, 'score': 0.9594202898550724, 'examples_seen': 362352, 'step': 9100, 'algorithm': 'task_scheduling'}
I0715 18:44:45.669766 135582186747392 run.py:723] (val) algo task_scheduling step 9150: {'selected': 0.9516837481698389, 'score': 0.9516837481698389, 'examples_seen': 364352, 'step': 9150, 'algorithm': 'task_scheduling'}
I0715 18:44:46.676871 135582186747392 run.py:723] (val) algo task_scheduling step 9200: {'selected': 0.9606177606177606, 'score': 0.9606177606177606, 'examples_seen': 366320, 'step': 9200, 'algorithm': 'task_scheduling'}
I0715 18:44:47.678768 135582186747392 run.py:723] (val) algo task_scheduling step 9250: {'selected': 0.9595290654893304, 'score': 0.9595290654893304, 'examples_seen': 368320, 'step': 9250, 'algorithm': 'task_scheduling'}
I0715 18:44:48.696660 135582186747392 run.py:723] (val) algo task_scheduling step 9300: {'selected': 0.9644670050761421, 'score': 0.9644670050761421, 'examples_seen': 370272, 'step': 9300, 'algorithm': 'task_scheduling'}
I0715 18:44:49.747981 135582186747392 run.py:723] (val) algo task_scheduling step 9350: {'selected': 0.975317875841436, 'score': 0.975317875841436, 'examples_seen': 372240, 'step': 9350, 'algorithm': 'task_scheduling'}
I0715 18:44:50.780343 135582186747392 run.py:723] (val) algo task_scheduling step 9400: {'selected': 0.9428172942817294, 'score': 0.9428172942817294, 'examples_seen': 374288, 'step': 9400, 'algorithm': 'task_scheduling'}
I0715 18:44:51.814408 135582186747392 run.py:723] (val) algo task_scheduling step 9450: {'selected': 0.9444444444444444, 'score': 0.9444444444444444, 'examples_seen': 376288, 'step': 9450, 'algorithm': 'task_scheduling'}
I0715 18:44:52.829840 135582186747392 run.py:723] (val) algo task_scheduling step 9500: {'selected': 0.9712230215827337, 'score': 0.9712230215827337, 'examples_seen': 378304, 'step': 9500, 'algorithm': 'task_scheduling'}
I0715 18:44:53.833277 135582186747392 run.py:723] (val) algo task_scheduling step 9550: {'selected': 0.9704769114307342, 'score': 0.9704769114307342, 'examples_seen': 380272, 'step': 9550, 'algorithm': 'task_scheduling'}
I0715 18:44:54.853350 135582186747392 run.py:723] (val) algo task_scheduling step 9600: {'selected': 0.9675090252707581, 'score': 0.9675090252707581, 'examples_seen': 382240, 'step': 9600, 'algorithm': 'task_scheduling'}
I0715 18:44:55.861980 135582186747392 run.py:723] (val) algo task_scheduling step 9650: {'selected': 0.9513590844062947, 'score': 0.9513590844062947, 'examples_seen': 384224, 'step': 9650, 'algorithm': 'task_scheduling'}
I0715 18:44:56.888015 135582186747392 run.py:723] (val) algo task_scheduling step 9700: {'selected': 0.9621212121212122, 'score': 0.9621212121212122, 'examples_seen': 386176, 'step': 9700, 'algorithm': 'task_scheduling'}
I0715 18:44:57.906115 135582186747392 run.py:723] (val) algo task_scheduling step 9750: {'selected': 0.9639970609845702, 'score': 0.9639970609845702, 'examples_seen': 388224, 'step': 9750, 'algorithm': 'task_scheduling'}
I0715 18:44:58.920251 135582186747392 run.py:723] (val) algo task_scheduling step 9800: {'selected': 0.9628008752735231, 'score': 0.9628008752735231, 'examples_seen': 390240, 'step': 9800, 'algorithm': 'task_scheduling'}
I0715 18:44:59.950995 135582186747392 run.py:723] (val) algo task_scheduling step 9850: {'selected': 0.9605263157894737, 'score': 0.9605263157894737, 'examples_seen': 392224, 'step': 9850, 'algorithm': 'task_scheduling'}
I0715 18:45:00.960750 135582186747392 run.py:723] (val) algo task_scheduling step 9900: {'selected': 0.9607843137254902, 'score': 0.9607843137254902, 'examples_seen': 394208, 'step': 9900, 'algorithm': 'task_scheduling'}
I0715 18:45:01.994622 135582186747392 run.py:723] (val) algo task_scheduling step 9950: {'selected': 0.9634055265123227, 'score': 0.9634055265123227, 'examples_seen': 396176, 'step': 9950, 'algorithm': 'task_scheduling'}
I0715 18:45:02.963861 135582186747392 run.py:753] Restoring best model from checkpoint...
I0715 18:45:09.721666 135582186747392 run.py:768] (test) algo task_scheduling : {'selected': 0.9020242914979757, 'score': 0.9020242914979757, 'examples_seen': 398112, 'step': 10000, 'algorithm': 'task_scheduling'}
I0715 18:45:09.721820 135582186747392 run.py:770] Done!
