I0715 17:13:42.059503 135280435951104 run.py:723] (val) algo naive_string_matcher step 0: {'match': 0.103759765625, 'score': 0.103759765625, 'examples_seen': 26, 'step': 0, 'algorithm': 'naive_string_matcher'}
I0715 17:17:57.712139 135280435951104 run.py:723] (val) algo naive_string_matcher step 6500: {'match': 0.99609375, 'score': 0.99609375, 'examples_seen': 149550, 'step': 6500, 'algorithm': 'naive_string_matcher'}
I0715 17:17:59.678094 135280435951104 run.py:723] (val) algo naive_string_matcher step 6550: {'match': 0.984130859375, 'score': 0.984130859375, 'examples_seen': 150696, 'step': 6550, 'algorithm': 'naive_string_matcher'}
I0715 17:18:01.667068 135280435951104 run.py:723] (val) algo naive_string_matcher step 6600: {'match': 0.994873046875, 'score': 0.994873046875, 'examples_seen': 151857, 'step': 6600, 'algorithm': 'naive_string_matcher'}
I0715 17:18:03.623610 135280435951104 run.py:723] (val) algo naive_string_matcher step 6650: {'match': 0.995849609375, 'score': 0.995849609375, 'examples_seen': 152999, 'step': 6650, 'algorithm': 'naive_string_matcher'}
I0715 17:18:05.615891 135280435951104 run.py:723] (val) algo naive_string_matcher step 6700: {'match': 0.99462890625, 'score': 0.99462890625, 'examples_seen': 154163, 'step': 6700, 'algorithm': 'naive_string_matcher'}
I0715 17:18:07.548223 135280435951104 run.py:723] (val) algo naive_string_matcher step 6750: {'match': 0.974853515625, 'score': 0.974853515625, 'examples_seen': 155311, 'step': 6750, 'algorithm': 'naive_string_matcher'}
I0715 17:18:09.561142 135280435951104 run.py:723] (val) algo naive_string_matcher step 6800: {'match': 0.984375, 'score': 0.984375, 'examples_seen': 156465, 'step': 6800, 'algorithm': 'naive_string_matcher'}
I0715 17:18:11.574719 135280435951104 run.py:723] (val) algo naive_string_matcher step 6850: {'match': 0.99609375, 'score': 0.99609375, 'examples_seen': 157624, 'step': 6850, 'algorithm': 'naive_string_matcher'}
I0715 17:18:13.496713 135280435951104 run.py:723] (val) algo naive_string_matcher step 6900: {'match': 0.9931640625, 'score': 0.9931640625, 'examples_seen': 158760, 'step': 6900, 'algorithm': 'naive_string_matcher'}
I0715 17:18:15.509403 135280435951104 run.py:723] (val) algo naive_string_matcher step 6950: {'match': 0.9970703125, 'score': 0.9970703125, 'examples_seen': 159909, 'step': 6950, 'algorithm': 'naive_string_matcher'}
I0715 17:18:17.495043 135280435951104 run.py:723] (val) algo naive_string_matcher step 7000: {'match': 0.988037109375, 'score': 0.988037109375, 'examples_seen': 161044, 'step': 7000, 'algorithm': 'naive_string_matcher'}
I0715 17:18:19.446081 135280435951104 run.py:723] (val) algo naive_string_matcher step 7050: {'match': 0.994873046875, 'score': 0.994873046875, 'examples_seen': 162186, 'step': 7050, 'algorithm': 'naive_string_matcher'}
I0715 17:18:21.424243 135280435951104 run.py:723] (val) algo naive_string_matcher step 7100: {'match': 0.978759765625, 'score': 0.978759765625, 'examples_seen': 163334, 'step': 7100, 'algorithm': 'naive_string_matcher'}
I0715 17:18:23.422446 135280435951104 run.py:723] (val) algo naive_string_matcher step 7150: {'match': 0.98291015625, 'score': 0.98291015625, 'examples_seen': 164499, 'step': 7150, 'algorithm': 'naive_string_matcher'}
I0715 17:18:25.365122 135280435951104 run.py:723] (val) algo naive_string_matcher step 7200: {'match': 0.998779296875, 'score': 0.998779296875, 'examples_seen': 165654, 'step': 7200, 'algorithm': 'naive_string_matcher'}
I0715 17:18:27.412125 135280435951104 run.py:723] (val) algo naive_string_matcher step 7250: {'match': 0.99755859375, 'score': 0.99755859375, 'examples_seen': 166795, 'step': 7250, 'algorithm': 'naive_string_matcher'}
I0715 17:18:29.377621 135280435951104 run.py:723] (val) algo naive_string_matcher step 7300: {'match': 0.977294921875, 'score': 0.977294921875, 'examples_seen': 167933, 'step': 7300, 'algorithm': 'naive_string_matcher'}
I0715 17:18:31.339016 135280435951104 run.py:723] (val) algo naive_string_matcher step 7350: {'match': 0.992919921875, 'score': 0.992919921875, 'examples_seen': 169077, 'step': 7350, 'algorithm': 'naive_string_matcher'}
I0715 17:18:33.304203 135280435951104 run.py:723] (val) algo naive_string_matcher step 7400: {'match': 0.996826171875, 'score': 0.996826171875, 'examples_seen': 170212, 'step': 7400, 'algorithm': 'naive_string_matcher'}
I0715 17:18:35.386249 135280435951104 run.py:723] (val) algo naive_string_matcher step 7450: {'match': 0.98974609375, 'score': 0.98974609375, 'examples_seen': 171382, 'step': 7450, 'algorithm': 'naive_string_matcher'}
I0715 17:18:37.372435 135280435951104 run.py:723] (val) algo naive_string_matcher step 7500: {'match': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 172525, 'step': 7500, 'algorithm': 'naive_string_matcher'}
I0715 17:18:39.306497 135280435951104 run.py:723] (val) algo naive_string_matcher step 7550: {'match': 0.993408203125, 'score': 0.993408203125, 'examples_seen': 173676, 'step': 7550, 'algorithm': 'naive_string_matcher'}
I0715 17:18:41.295445 135280435951104 run.py:723] (val) algo naive_string_matcher step 7600: {'match': 0.995361328125, 'score': 0.995361328125, 'examples_seen': 174849, 'step': 7600, 'algorithm': 'naive_string_matcher'}
I0715 17:18:43.398700 135280435951104 run.py:723] (val) algo naive_string_matcher step 7650: {'match': 0.993408203125, 'score': 0.993408203125, 'examples_seen': 176001, 'step': 7650, 'algorithm': 'naive_string_matcher'}
I0715 17:18:45.328799 135280435951104 run.py:723] (val) algo naive_string_matcher step 7700: {'match': 0.994140625, 'score': 0.994140625, 'examples_seen': 177171, 'step': 7700, 'algorithm': 'naive_string_matcher'}
I0715 17:18:47.285887 135280435951104 run.py:723] (val) algo naive_string_matcher step 7750: {'match': 0.9921875, 'score': 0.9921875, 'examples_seen': 178308, 'step': 7750, 'algorithm': 'naive_string_matcher'}
I0715 17:18:49.236089 135280435951104 run.py:723] (val) algo naive_string_matcher step 7800: {'match': 0.9912109375, 'score': 0.9912109375, 'examples_seen': 179458, 'step': 7800, 'algorithm': 'naive_string_matcher'}
I0715 17:18:51.187363 135280435951104 run.py:723] (val) algo naive_string_matcher step 7850: {'match': 0.98974609375, 'score': 0.98974609375, 'examples_seen': 180609, 'step': 7850, 'algorithm': 'naive_string_matcher'}
I0715 17:18:53.181640 135280435951104 run.py:723] (val) algo naive_string_matcher step 7900: {'match': 0.99462890625, 'score': 0.99462890625, 'examples_seen': 181769, 'step': 7900, 'algorithm': 'naive_string_matcher'}
I0715 17:18:55.149528 135280435951104 run.py:723] (val) algo naive_string_matcher step 7950: {'match': 0.982666015625, 'score': 0.982666015625, 'examples_seen': 182926, 'step': 7950, 'algorithm': 'naive_string_matcher'}
I0715 17:18:57.132261 135280435951104 run.py:723] (val) algo naive_string_matcher step 8000: {'match': 0.991943359375, 'score': 0.991943359375, 'examples_seen': 184066, 'step': 8000, 'algorithm': 'naive_string_matcher'}
I0715 17:18:59.126132 135280435951104 run.py:723] (val) algo naive_string_matcher step 8050: {'match': 0.98974609375, 'score': 0.98974609375, 'examples_seen': 185231, 'step': 8050, 'algorithm': 'naive_string_matcher'}
I0715 17:19:01.091145 135280435951104 run.py:723] (val) algo naive_string_matcher step 8100: {'match': 0.99169921875, 'score': 0.99169921875, 'examples_seen': 186375, 'step': 8100, 'algorithm': 'naive_string_matcher'}
I0715 17:19:03.060789 135280435951104 run.py:723] (val) algo naive_string_matcher step 8150: {'match': 0.991943359375, 'score': 0.991943359375, 'examples_seen': 187516, 'step': 8150, 'algorithm': 'naive_string_matcher'}
I0715 17:19:05.017241 135280435951104 run.py:723] (val) algo naive_string_matcher step 8200: {'match': 0.99462890625, 'score': 0.99462890625, 'examples_seen': 188688, 'step': 8200, 'algorithm': 'naive_string_matcher'}
I0715 17:19:07.022149 135280435951104 run.py:723] (val) algo naive_string_matcher step 8250: {'match': 0.996337890625, 'score': 0.996337890625, 'examples_seen': 189856, 'step': 8250, 'algorithm': 'naive_string_matcher'}
I0715 17:19:09.025854 135280435951104 run.py:723] (val) algo naive_string_matcher step 8300: {'match': 0.998046875, 'score': 0.998046875, 'examples_seen': 191029, 'step': 8300, 'algorithm': 'naive_string_matcher'}
I0715 17:19:11.022724 135280435951104 run.py:723] (val) algo naive_string_matcher step 8350: {'match': 0.99365234375, 'score': 0.99365234375, 'examples_seen': 192202, 'step': 8350, 'algorithm': 'naive_string_matcher'}
I0715 17:19:13.000792 135280435951104 run.py:723] (val) algo naive_string_matcher step 8400: {'match': 0.994384765625, 'score': 0.994384765625, 'examples_seen': 193367, 'step': 8400, 'algorithm': 'naive_string_matcher'}
I0715 17:19:14.962588 135280435951104 run.py:723] (val) algo naive_string_matcher step 8450: {'match': 0.993896484375, 'score': 0.993896484375, 'examples_seen': 194511, 'step': 8450, 'algorithm': 'naive_string_matcher'}
I0715 17:19:16.924061 135280435951104 run.py:723] (val) algo naive_string_matcher step 8500: {'match': 0.9970703125, 'score': 0.9970703125, 'examples_seen': 195633, 'step': 8500, 'algorithm': 'naive_string_matcher'}
I0715 17:19:18.878079 135280435951104 run.py:723] (val) algo naive_string_matcher step 8550: {'match': 0.997802734375, 'score': 0.997802734375, 'examples_seen': 196779, 'step': 8550, 'algorithm': 'naive_string_matcher'}
I0715 17:19:20.806684 135280435951104 run.py:723] (val) algo naive_string_matcher step 8600: {'match': 0.993408203125, 'score': 0.993408203125, 'examples_seen': 197943, 'step': 8600, 'algorithm': 'naive_string_matcher'}
I0715 17:19:22.776686 135280435951104 run.py:723] (val) algo naive_string_matcher step 8650: {'match': 0.9951171875, 'score': 0.9951171875, 'examples_seen': 199113, 'step': 8650, 'algorithm': 'naive_string_matcher'}
I0715 17:19:24.760864 135280435951104 run.py:723] (val) algo naive_string_matcher step 8700: {'match': 0.993896484375, 'score': 0.993896484375, 'examples_seen': 200296, 'step': 8700, 'algorithm': 'naive_string_matcher'}
I0715 17:19:26.724255 135280435951104 run.py:723] (val) algo naive_string_matcher step 8750: {'match': 0.994140625, 'score': 0.994140625, 'examples_seen': 201445, 'step': 8750, 'algorithm': 'naive_string_matcher'}
I0715 17:19:28.701903 135280435951104 run.py:723] (val) algo naive_string_matcher step 8800: {'match': 0.997314453125, 'score': 0.997314453125, 'examples_seen': 202603, 'step': 8800, 'algorithm': 'naive_string_matcher'}
I0715 17:19:30.643272 135280435951104 run.py:723] (val) algo naive_string_matcher step 8850: {'match': 0.98681640625, 'score': 0.98681640625, 'examples_seen': 203742, 'step': 8850, 'algorithm': 'naive_string_matcher'}
I0715 17:19:32.603644 135280435951104 run.py:723] (val) algo naive_string_matcher step 8900: {'match': 0.99609375, 'score': 0.99609375, 'examples_seen': 204892, 'step': 8900, 'algorithm': 'naive_string_matcher'}
I0715 17:19:34.601268 135280435951104 run.py:723] (val) algo naive_string_matcher step 8950: {'match': 0.993408203125, 'score': 0.993408203125, 'examples_seen': 206048, 'step': 8950, 'algorithm': 'naive_string_matcher'}
I0715 17:19:36.573496 135280435951104 run.py:723] (val) algo naive_string_matcher step 9000: {'match': 0.997314453125, 'score': 0.997314453125, 'examples_seen': 207190, 'step': 9000, 'algorithm': 'naive_string_matcher'}
I0715 17:19:38.576162 135280435951104 run.py:723] (val) algo naive_string_matcher step 9050: {'match': 0.982666015625, 'score': 0.982666015625, 'examples_seen': 208365, 'step': 9050, 'algorithm': 'naive_string_matcher'}
I0715 17:19:40.536605 135280435951104 run.py:723] (val) algo naive_string_matcher step 9100: {'match': 0.989013671875, 'score': 0.989013671875, 'examples_seen': 209527, 'step': 9100, 'algorithm': 'naive_string_matcher'}
I0715 17:19:42.460546 135280435951104 run.py:723] (val) algo naive_string_matcher step 9150: {'match': 0.99462890625, 'score': 0.99462890625, 'examples_seen': 210675, 'step': 9150, 'algorithm': 'naive_string_matcher'}
I0715 17:19:44.426640 135280435951104 run.py:723] (val) algo naive_string_matcher step 9200: {'match': 0.999755859375, 'score': 0.999755859375, 'examples_seen': 211818, 'step': 9200, 'algorithm': 'naive_string_matcher'}
I0715 17:19:46.443843 135280435951104 run.py:723] (val) algo naive_string_matcher step 9250: {'match': 0.99560546875, 'score': 0.99560546875, 'examples_seen': 212971, 'step': 9250, 'algorithm': 'naive_string_matcher'}
I0715 17:19:48.450344 135280435951104 run.py:723] (val) algo naive_string_matcher step 9300: {'match': 0.991943359375, 'score': 0.991943359375, 'examples_seen': 214112, 'step': 9300, 'algorithm': 'naive_string_matcher'}
I0715 17:19:50.467056 135280435951104 run.py:723] (val) algo naive_string_matcher step 9350: {'match': 0.99462890625, 'score': 0.99462890625, 'examples_seen': 215269, 'step': 9350, 'algorithm': 'naive_string_matcher'}
I0715 17:19:52.503219 135280435951104 run.py:723] (val) algo naive_string_matcher step 9400: {'match': 0.998046875, 'score': 0.998046875, 'examples_seen': 216443, 'step': 9400, 'algorithm': 'naive_string_matcher'}
I0715 17:19:54.438459 135280435951104 run.py:723] (val) algo naive_string_matcher step 9450: {'match': 0.99267578125, 'score': 0.99267578125, 'examples_seen': 217593, 'step': 9450, 'algorithm': 'naive_string_matcher'}
I0715 17:19:56.397506 135280435951104 run.py:723] (val) algo naive_string_matcher step 9500: {'match': 0.9951171875, 'score': 0.9951171875, 'examples_seen': 218754, 'step': 9500, 'algorithm': 'naive_string_matcher'}
I0715 17:19:58.356979 135280435951104 run.py:723] (val) algo naive_string_matcher step 9550: {'match': 0.993896484375, 'score': 0.993896484375, 'examples_seen': 219909, 'step': 9550, 'algorithm': 'naive_string_matcher'}
I0715 17:20:00.313773 135280435951104 run.py:723] (val) algo naive_string_matcher step 9600: {'match': 0.982177734375, 'score': 0.982177734375, 'examples_seen': 221061, 'step': 9600, 'algorithm': 'naive_string_matcher'}
I0715 17:20:02.291616 135280435951104 run.py:723] (val) algo naive_string_matcher step 9650: {'match': 0.99609375, 'score': 0.99609375, 'examples_seen': 222236, 'step': 9650, 'algorithm': 'naive_string_matcher'}
I0715 17:20:04.247563 135280435951104 run.py:723] (val) algo naive_string_matcher step 9700: {'match': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 223373, 'step': 9700, 'algorithm': 'naive_string_matcher'}
I0715 17:20:06.178485 135280435951104 run.py:723] (val) algo naive_string_matcher step 9750: {'match': 0.990966796875, 'score': 0.990966796875, 'examples_seen': 224523, 'step': 9750, 'algorithm': 'naive_string_matcher'}
I0715 17:20:08.167806 135280435951104 run.py:723] (val) algo naive_string_matcher step 9800: {'match': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 225680, 'step': 9800, 'algorithm': 'naive_string_matcher'}
I0715 17:20:10.147549 135280435951104 run.py:723] (val) algo naive_string_matcher step 9850: {'match': 0.993408203125, 'score': 0.993408203125, 'examples_seen': 226843, 'step': 9850, 'algorithm': 'naive_string_matcher'}
I0715 17:20:12.154020 135280435951104 run.py:723] (val) algo naive_string_matcher step 9900: {'match': 0.9951171875, 'score': 0.9951171875, 'examples_seen': 228014, 'step': 9900, 'algorithm': 'naive_string_matcher'}
I0715 17:20:14.125614 135280435951104 run.py:723] (val) algo naive_string_matcher step 9950: {'match': 0.988037109375, 'score': 0.988037109375, 'examples_seen': 229152, 'step': 9950, 'algorithm': 'naive_string_matcher'}
