I0716 15:55:25.860742 128740243666432 run.py:722] (val) algo minimum step 0: {'min': 0.123046875, 'score': 0.123046875, 'examples_seen': 80, 'step': 0, 'algorithm': 'minimum'}
I0716 16:00:38.664492 128740243666432 run.py:722] (val) algo minimum step 7200: {'min': 0.990478515625, 'score': 0.990478515625, 'examples_seen': 370368, 'step': 7200, 'algorithm': 'minimum'}
I0716 16:00:40.404559 128740243666432 run.py:722] (val) algo minimum step 7250: {'min': 0.987060546875, 'score': 0.987060546875, 'examples_seen': 372896, 'step': 7250, 'algorithm': 'minimum'}
I0716 16:00:42.144701 128740243666432 run.py:722] (val) algo minimum step 7300: {'min': 0.96435546875, 'score': 0.96435546875, 'examples_seen': 375536, 'step': 7300, 'algorithm': 'minimum'}
I0716 16:00:43.878446 128740243666432 run.py:722] (val) algo minimum step 7350: {'min': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 378144, 'step': 7350, 'algorithm': 'minimum'}
I0716 16:00:45.609476 128740243666432 run.py:722] (val) algo minimum step 7400: {'min': 0.96240234375, 'score': 0.96240234375, 'examples_seen': 380720, 'step': 7400, 'algorithm': 'minimum'}
I0716 16:00:47.340407 128740243666432 run.py:722] (val) algo minimum step 7450: {'min': 0.987548828125, 'score': 0.987548828125, 'examples_seen': 383280, 'step': 7450, 'algorithm': 'minimum'}
I0716 16:00:49.064588 128740243666432 run.py:722] (val) algo minimum step 7500: {'min': 0.967041015625, 'score': 0.967041015625, 'examples_seen': 385808, 'step': 7500, 'algorithm': 'minimum'}
I0716 16:00:50.783475 128740243666432 run.py:722] (val) algo minimum step 7550: {'min': 0.98779296875, 'score': 0.98779296875, 'examples_seen': 388368, 'step': 7550, 'algorithm': 'minimum'}
I0716 16:00:52.514179 128740243666432 run.py:722] (val) algo minimum step 7600: {'min': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 390896, 'step': 7600, 'algorithm': 'minimum'}
I0716 16:00:54.258837 128740243666432 run.py:722] (val) algo minimum step 7650: {'min': 0.962158203125, 'score': 0.962158203125, 'examples_seen': 393536, 'step': 7650, 'algorithm': 'minimum'}
I0716 16:00:55.991504 128740243666432 run.py:722] (val) algo minimum step 7700: {'min': 0.97119140625, 'score': 0.97119140625, 'examples_seen': 396160, 'step': 7700, 'algorithm': 'minimum'}
I0716 16:00:57.696098 128740243666432 run.py:722] (val) algo minimum step 7750: {'min': 0.95458984375, 'score': 0.95458984375, 'examples_seen': 398704, 'step': 7750, 'algorithm': 'minimum'}
I0716 16:00:59.407365 128740243666432 run.py:722] (val) algo minimum step 7800: {'min': 0.964599609375, 'score': 0.964599609375, 'examples_seen': 401280, 'step': 7800, 'algorithm': 'minimum'}
I0716 16:01:01.133356 128740243666432 run.py:722] (val) algo minimum step 7850: {'min': 0.975341796875, 'score': 0.975341796875, 'examples_seen': 403808, 'step': 7850, 'algorithm': 'minimum'}
I0716 16:01:02.862743 128740243666432 run.py:722] (val) algo minimum step 7900: {'min': 0.983642578125, 'score': 0.983642578125, 'examples_seen': 406352, 'step': 7900, 'algorithm': 'minimum'}
I0716 16:01:04.572783 128740243666432 run.py:722] (val) algo minimum step 7950: {'min': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 408896, 'step': 7950, 'algorithm': 'minimum'}
I0716 16:01:06.305484 128740243666432 run.py:722] (val) algo minimum step 8000: {'min': 0.95849609375, 'score': 0.95849609375, 'examples_seen': 411552, 'step': 8000, 'algorithm': 'minimum'}
I0716 16:01:08.049919 128740243666432 run.py:722] (val) algo minimum step 8050: {'min': 0.974609375, 'score': 0.974609375, 'examples_seen': 414160, 'step': 8050, 'algorithm': 'minimum'}
I0716 16:01:09.773615 128740243666432 run.py:722] (val) algo minimum step 8100: {'min': 0.962890625, 'score': 0.962890625, 'examples_seen': 416720, 'step': 8100, 'algorithm': 'minimum'}
I0716 16:01:11.497208 128740243666432 run.py:722] (val) algo minimum step 8150: {'min': 0.990234375, 'score': 0.990234375, 'examples_seen': 419280, 'step': 8150, 'algorithm': 'minimum'}
I0716 16:01:13.216456 128740243666432 run.py:722] (val) algo minimum step 8200: {'min': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 421840, 'step': 8200, 'algorithm': 'minimum'}
I0716 16:01:15.149289 128740243666432 run.py:722] (val) algo minimum step 8250: {'min': 0.980712890625, 'score': 0.980712890625, 'examples_seen': 424384, 'step': 8250, 'algorithm': 'minimum'}
I0716 16:01:16.866957 128740243666432 run.py:722] (val) algo minimum step 8300: {'min': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 426896, 'step': 8300, 'algorithm': 'minimum'}
I0716 16:01:18.602850 128740243666432 run.py:722] (val) algo minimum step 8350: {'min': 0.97021484375, 'score': 0.97021484375, 'examples_seen': 429552, 'step': 8350, 'algorithm': 'minimum'}
I0716 16:01:20.333126 128740243666432 run.py:722] (val) algo minimum step 8400: {'min': 0.974365234375, 'score': 0.974365234375, 'examples_seen': 432160, 'step': 8400, 'algorithm': 'minimum'}
I0716 16:01:22.058656 128740243666432 run.py:722] (val) algo minimum step 8450: {'min': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 434736, 'step': 8450, 'algorithm': 'minimum'}
I0716 16:01:23.776501 128740243666432 run.py:722] (val) algo minimum step 8500: {'min': 0.98046875, 'score': 0.98046875, 'examples_seen': 437296, 'step': 8500, 'algorithm': 'minimum'}
I0716 16:01:25.472917 128740243666432 run.py:722] (val) algo minimum step 8550: {'min': 0.98486328125, 'score': 0.98486328125, 'examples_seen': 439824, 'step': 8550, 'algorithm': 'minimum'}
I0716 16:01:27.196224 128740243666432 run.py:722] (val) algo minimum step 8600: {'min': 0.990966796875, 'score': 0.990966796875, 'examples_seen': 442384, 'step': 8600, 'algorithm': 'minimum'}
I0716 16:01:28.933438 128740243666432 run.py:722] (val) algo minimum step 8650: {'min': 0.964111328125, 'score': 0.964111328125, 'examples_seen': 444912, 'step': 8650, 'algorithm': 'minimum'}
I0716 16:01:30.673504 128740243666432 run.py:722] (val) algo minimum step 8700: {'min': 0.97412109375, 'score': 0.97412109375, 'examples_seen': 447552, 'step': 8700, 'algorithm': 'minimum'}
I0716 16:01:32.396886 128740243666432 run.py:722] (val) algo minimum step 8750: {'min': 0.9912109375, 'score': 0.9912109375, 'examples_seen': 450160, 'step': 8750, 'algorithm': 'minimum'}
I0716 16:01:34.136705 128740243666432 run.py:722] (val) algo minimum step 8800: {'min': 0.980712890625, 'score': 0.980712890625, 'examples_seen': 452720, 'step': 8800, 'algorithm': 'minimum'}
I0716 16:01:35.851759 128740243666432 run.py:722] (val) algo minimum step 8850: {'min': 0.98486328125, 'score': 0.98486328125, 'examples_seen': 455296, 'step': 8850, 'algorithm': 'minimum'}
I0716 16:01:37.579696 128740243666432 run.py:722] (val) algo minimum step 8900: {'min': 0.991455078125, 'score': 0.991455078125, 'examples_seen': 457824, 'step': 8900, 'algorithm': 'minimum'}
I0716 16:01:39.299957 128740243666432 run.py:722] (val) algo minimum step 8950: {'min': 0.988037109375, 'score': 0.988037109375, 'examples_seen': 460368, 'step': 8950, 'algorithm': 'minimum'}
I0716 16:01:41.006436 128740243666432 run.py:722] (val) algo minimum step 9000: {'min': 0.983642578125, 'score': 0.983642578125, 'examples_seen': 462928, 'step': 9000, 'algorithm': 'minimum'}
I0716 16:01:42.740381 128740243666432 run.py:722] (val) algo minimum step 9050: {'min': 0.98291015625, 'score': 0.98291015625, 'examples_seen': 465552, 'step': 9050, 'algorithm': 'minimum'}
I0716 16:01:44.459452 128740243666432 run.py:722] (val) algo minimum step 9100: {'min': 0.980712890625, 'score': 0.980712890625, 'examples_seen': 468176, 'step': 9100, 'algorithm': 'minimum'}
I0716 16:01:46.166005 128740243666432 run.py:722] (val) algo minimum step 9150: {'min': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 470720, 'step': 9150, 'algorithm': 'minimum'}
I0716 16:01:47.892024 128740243666432 run.py:722] (val) algo minimum step 9200: {'min': 0.986572265625, 'score': 0.986572265625, 'examples_seen': 473296, 'step': 9200, 'algorithm': 'minimum'}
I0716 16:01:49.615541 128740243666432 run.py:722] (val) algo minimum step 9250: {'min': 0.97509765625, 'score': 0.97509765625, 'examples_seen': 475856, 'step': 9250, 'algorithm': 'minimum'}
I0716 16:01:51.336327 128740243666432 run.py:722] (val) algo minimum step 9300: {'min': 0.983154296875, 'score': 0.983154296875, 'examples_seen': 478384, 'step': 9300, 'algorithm': 'minimum'}
I0716 16:01:53.056643 128740243666432 run.py:722] (val) algo minimum step 9350: {'min': 0.99169921875, 'score': 0.99169921875, 'examples_seen': 480912, 'step': 9350, 'algorithm': 'minimum'}
I0716 16:01:54.806473 128740243666432 run.py:722] (val) algo minimum step 9400: {'min': 0.98388671875, 'score': 0.98388671875, 'examples_seen': 483568, 'step': 9400, 'algorithm': 'minimum'}
I0716 16:01:56.532114 128740243666432 run.py:722] (val) algo minimum step 9450: {'min': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 486176, 'step': 9450, 'algorithm': 'minimum'}
I0716 16:01:58.249806 128740243666432 run.py:722] (val) algo minimum step 9500: {'min': 0.977783203125, 'score': 0.977783203125, 'examples_seen': 488752, 'step': 9500, 'algorithm': 'minimum'}
I0716 16:01:59.956997 128740243666432 run.py:722] (val) algo minimum step 9550: {'min': 0.965576171875, 'score': 0.965576171875, 'examples_seen': 491312, 'step': 9550, 'algorithm': 'minimum'}
I0716 16:02:01.671757 128740243666432 run.py:722] (val) algo minimum step 9600: {'min': 0.988037109375, 'score': 0.988037109375, 'examples_seen': 493840, 'step': 9600, 'algorithm': 'minimum'}
I0716 16:02:03.386369 128740243666432 run.py:722] (val) algo minimum step 9650: {'min': 0.989990234375, 'score': 0.989990234375, 'examples_seen': 496400, 'step': 9650, 'algorithm': 'minimum'}
I0716 16:02:05.103743 128740243666432 run.py:722] (val) algo minimum step 9700: {'min': 0.984619140625, 'score': 0.984619140625, 'examples_seen': 498928, 'step': 9700, 'algorithm': 'minimum'}
I0716 16:02:06.819449 128740243666432 run.py:722] (val) algo minimum step 9750: {'min': 0.986083984375, 'score': 0.986083984375, 'examples_seen': 501552, 'step': 9750, 'algorithm': 'minimum'}
I0716 16:02:08.537412 128740243666432 run.py:722] (val) algo minimum step 9800: {'min': 0.982421875, 'score': 0.982421875, 'examples_seen': 504176, 'step': 9800, 'algorithm': 'minimum'}
I0716 16:02:10.246912 128740243666432 run.py:722] (val) algo minimum step 9850: {'min': 0.9912109375, 'score': 0.9912109375, 'examples_seen': 506736, 'step': 9850, 'algorithm': 'minimum'}
I0716 16:02:11.967337 128740243666432 run.py:722] (val) algo minimum step 9900: {'min': 0.986572265625, 'score': 0.986572265625, 'examples_seen': 509312, 'step': 9900, 'algorithm': 'minimum'}
I0716 16:02:13.697824 128740243666432 run.py:722] (val) algo minimum step 9950: {'min': 0.9931640625, 'score': 0.9931640625, 'examples_seen': 511840, 'step': 9950, 'algorithm': 'minimum'}
