I0716 12:38:58.956633 135562045462016 run.py:722] (val) algo bellman_ford step 0: {'pi': 0.3876953125, 'score': 0.3876953125, 'examples_seen': 159, 'step': 0, 'algorithm': 'bellman_ford'}
I0716 12:46:59.465077 135562045462016 run.py:722] (val) algo bellman_ford step 6750: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 748591, 'step': 6750, 'algorithm': 'bellman_ford'}
I0716 12:47:02.394333 135562045462016 run.py:722] (val) algo bellman_ford step 6800: {'pi': 0.919921875, 'score': 0.919921875, 'examples_seen': 754161, 'step': 6800, 'algorithm': 'bellman_ford'}
I0716 12:47:05.314285 135562045462016 run.py:722] (val) algo bellman_ford step 6850: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 759700, 'step': 6850, 'algorithm': 'bellman_ford'}
I0716 12:47:08.219057 135562045462016 run.py:722] (val) algo bellman_ford step 6900: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 765245, 'step': 6900, 'algorithm': 'bellman_ford'}
I0716 12:47:11.173035 135562045462016 run.py:722] (val) algo bellman_ford step 6950: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 770874, 'step': 6950, 'algorithm': 'bellman_ford'}
I0716 12:47:14.022509 135562045462016 run.py:722] (val) algo bellman_ford step 7000: {'pi': 0.984375, 'score': 0.984375, 'examples_seen': 776494, 'step': 7000, 'algorithm': 'bellman_ford'}
I0716 12:47:16.821188 135562045462016 run.py:722] (val) algo bellman_ford step 7050: {'pi': 0.9921875, 'score': 0.9921875, 'examples_seen': 781995, 'step': 7050, 'algorithm': 'bellman_ford'}
I0716 12:47:19.747702 135562045462016 run.py:722] (val) algo bellman_ford step 7100: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 787530, 'step': 7100, 'algorithm': 'bellman_ford'}
I0716 12:47:22.663434 135562045462016 run.py:722] (val) algo bellman_ford step 7150: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 793035, 'step': 7150, 'algorithm': 'bellman_ford'}
I0716 12:47:25.574035 135562045462016 run.py:722] (val) algo bellman_ford step 7200: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 798444, 'step': 7200, 'algorithm': 'bellman_ford'}
I0716 12:47:28.536384 135562045462016 run.py:722] (val) algo bellman_ford step 7250: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 803897, 'step': 7250, 'algorithm': 'bellman_ford'}
I0716 12:47:31.469772 135562045462016 run.py:722] (val) algo bellman_ford step 7300: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 809451, 'step': 7300, 'algorithm': 'bellman_ford'}
I0716 12:47:34.470782 135562045462016 run.py:722] (val) algo bellman_ford step 7350: {'pi': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 815091, 'step': 7350, 'algorithm': 'bellman_ford'}
I0716 12:47:37.325235 135562045462016 run.py:722] (val) algo bellman_ford step 7400: {'pi': 0.90234375, 'score': 0.90234375, 'examples_seen': 820552, 'step': 7400, 'algorithm': 'bellman_ford'}
I0716 12:47:40.216691 135562045462016 run.py:722] (val) algo bellman_ford step 7450: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 826094, 'step': 7450, 'algorithm': 'bellman_ford'}
I0716 12:47:43.172794 135562045462016 run.py:722] (val) algo bellman_ford step 7500: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 831601, 'step': 7500, 'algorithm': 'bellman_ford'}
I0716 12:47:46.045300 135562045462016 run.py:722] (val) algo bellman_ford step 7550: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 837062, 'step': 7550, 'algorithm': 'bellman_ford'}
I0716 12:47:48.887645 135562045462016 run.py:722] (val) algo bellman_ford step 7600: {'pi': 0.98046875, 'score': 0.98046875, 'examples_seen': 842436, 'step': 7600, 'algorithm': 'bellman_ford'}
I0716 12:47:51.803234 135562045462016 run.py:722] (val) algo bellman_ford step 7650: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 848046, 'step': 7650, 'algorithm': 'bellman_ford'}
I0716 12:47:54.774673 135562045462016 run.py:722] (val) algo bellman_ford step 7700: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 853681, 'step': 7700, 'algorithm': 'bellman_ford'}
I0716 12:47:57.627132 135562045462016 run.py:722] (val) algo bellman_ford step 7750: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 859215, 'step': 7750, 'algorithm': 'bellman_ford'}
I0716 12:48:00.491677 135562045462016 run.py:722] (val) algo bellman_ford step 7800: {'pi': 0.98828125, 'score': 0.98828125, 'examples_seen': 864750, 'step': 7800, 'algorithm': 'bellman_ford'}
I0716 12:48:03.483139 135562045462016 run.py:722] (val) algo bellman_ford step 7850: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 870296, 'step': 7850, 'algorithm': 'bellman_ford'}
I0716 12:48:06.330569 135562045462016 run.py:722] (val) algo bellman_ford step 7900: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 875822, 'step': 7900, 'algorithm': 'bellman_ford'}
I0716 12:48:09.301031 135562045462016 run.py:722] (val) algo bellman_ford step 7950: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 881345, 'step': 7950, 'algorithm': 'bellman_ford'}
I0716 12:48:12.215118 135562045462016 run.py:722] (val) algo bellman_ford step 8000: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 886969, 'step': 8000, 'algorithm': 'bellman_ford'}
I0716 12:48:15.173238 135562045462016 run.py:722] (val) algo bellman_ford step 8050: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 892571, 'step': 8050, 'algorithm': 'bellman_ford'}
I0716 12:48:18.054655 135562045462016 run.py:722] (val) algo bellman_ford step 8100: {'pi': 0.9873046875, 'score': 0.9873046875, 'examples_seen': 898132, 'step': 8100, 'algorithm': 'bellman_ford'}
I0716 12:48:20.900147 135562045462016 run.py:722] (val) algo bellman_ford step 8150: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 903662, 'step': 8150, 'algorithm': 'bellman_ford'}
I0716 12:48:23.826348 135562045462016 run.py:722] (val) algo bellman_ford step 8200: {'pi': 0.849609375, 'score': 0.849609375, 'examples_seen': 909219, 'step': 8200, 'algorithm': 'bellman_ford'}
I0716 12:48:26.809058 135562045462016 run.py:722] (val) algo bellman_ford step 8250: {'pi': 0.986328125, 'score': 0.986328125, 'examples_seen': 914752, 'step': 8250, 'algorithm': 'bellman_ford'}
I0716 12:48:29.800710 135562045462016 run.py:722] (val) algo bellman_ford step 8300: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 920284, 'step': 8300, 'algorithm': 'bellman_ford'}
I0716 12:48:32.775765 135562045462016 run.py:722] (val) algo bellman_ford step 8350: {'pi': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 925882, 'step': 8350, 'algorithm': 'bellman_ford'}
I0716 12:48:35.833631 135562045462016 run.py:722] (val) algo bellman_ford step 8400: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 931492, 'step': 8400, 'algorithm': 'bellman_ford'}
I0716 12:48:38.589534 135562045462016 run.py:722] (val) algo bellman_ford step 8450: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 937050, 'step': 8450, 'algorithm': 'bellman_ford'}
I0716 12:48:41.439728 135562045462016 run.py:722] (val) algo bellman_ford step 8500: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 942593, 'step': 8500, 'algorithm': 'bellman_ford'}
I0716 12:48:44.330987 135562045462016 run.py:722] (val) algo bellman_ford step 8550: {'pi': 0.923828125, 'score': 0.923828125, 'examples_seen': 948088, 'step': 8550, 'algorithm': 'bellman_ford'}
I0716 12:48:47.240774 135562045462016 run.py:722] (val) algo bellman_ford step 8600: {'pi': 0.875, 'score': 0.875, 'examples_seen': 953583, 'step': 8600, 'algorithm': 'bellman_ford'}
I0716 12:48:50.130368 135562045462016 run.py:722] (val) algo bellman_ford step 8650: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 959058, 'step': 8650, 'algorithm': 'bellman_ford'}
I0716 12:48:53.030564 135562045462016 run.py:722] (val) algo bellman_ford step 8700: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 964626, 'step': 8700, 'algorithm': 'bellman_ford'}
I0716 12:48:55.947965 135562045462016 run.py:722] (val) algo bellman_ford step 8750: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 970298, 'step': 8750, 'algorithm': 'bellman_ford'}
I0716 12:48:58.828898 135562045462016 run.py:722] (val) algo bellman_ford step 8800: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 975825, 'step': 8800, 'algorithm': 'bellman_ford'}
I0716 12:49:01.859791 135562045462016 run.py:722] (val) algo bellman_ford step 8850: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 981377, 'step': 8850, 'algorithm': 'bellman_ford'}
I0716 12:49:04.747115 135562045462016 run.py:722] (val) algo bellman_ford step 8900: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 986846, 'step': 8900, 'algorithm': 'bellman_ford'}
I0716 12:49:07.718070 135562045462016 run.py:722] (val) algo bellman_ford step 8950: {'pi': 0.9296875, 'score': 0.9296875, 'examples_seen': 992419, 'step': 8950, 'algorithm': 'bellman_ford'}
I0716 12:49:10.670506 135562045462016 run.py:722] (val) algo bellman_ford step 9000: {'pi': 0.916015625, 'score': 0.916015625, 'examples_seen': 997892, 'step': 9000, 'algorithm': 'bellman_ford'}
I0716 12:49:13.650639 135562045462016 run.py:722] (val) algo bellman_ford step 9050: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 1003572, 'step': 9050, 'algorithm': 'bellman_ford'}
I0716 12:49:16.513583 135562045462016 run.py:722] (val) algo bellman_ford step 9100: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 1009140, 'step': 9100, 'algorithm': 'bellman_ford'}
I0716 12:49:19.343906 135562045462016 run.py:722] (val) algo bellman_ford step 9150: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 1014681, 'step': 9150, 'algorithm': 'bellman_ford'}
I0716 12:49:22.235968 135562045462016 run.py:722] (val) algo bellman_ford step 9200: {'pi': 0.98046875, 'score': 0.98046875, 'examples_seen': 1020218, 'step': 9200, 'algorithm': 'bellman_ford'}
I0716 12:49:25.134884 135562045462016 run.py:722] (val) algo bellman_ford step 9250: {'pi': 0.98828125, 'score': 0.98828125, 'examples_seen': 1025713, 'step': 9250, 'algorithm': 'bellman_ford'}
I0716 12:49:28.003978 135562045462016 run.py:722] (val) algo bellman_ford step 9300: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 1031163, 'step': 9300, 'algorithm': 'bellman_ford'}
I0716 12:49:30.883850 135562045462016 run.py:722] (val) algo bellman_ford step 9350: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 1036661, 'step': 9350, 'algorithm': 'bellman_ford'}
I0716 12:49:33.920404 135562045462016 run.py:722] (val) algo bellman_ford step 9400: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 1042311, 'step': 9400, 'algorithm': 'bellman_ford'}
I0716 12:49:36.835118 135562045462016 run.py:722] (val) algo bellman_ford step 9450: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 1047901, 'step': 9450, 'algorithm': 'bellman_ford'}
I0716 12:49:39.684033 135562045462016 run.py:722] (val) algo bellman_ford step 9500: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 1053434, 'step': 9500, 'algorithm': 'bellman_ford'}
I0716 12:49:42.580947 135562045462016 run.py:722] (val) algo bellman_ford step 9550: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 1059006, 'step': 9550, 'algorithm': 'bellman_ford'}
I0716 12:49:45.469234 135562045462016 run.py:722] (val) algo bellman_ford step 9600: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 1064509, 'step': 9600, 'algorithm': 'bellman_ford'}
I0716 12:49:48.413888 135562045462016 run.py:722] (val) algo bellman_ford step 9650: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 1070042, 'step': 9650, 'algorithm': 'bellman_ford'}
I0716 12:49:51.283667 135562045462016 run.py:722] (val) algo bellman_ford step 9700: {'pi': 0.98046875, 'score': 0.98046875, 'examples_seen': 1075528, 'step': 9700, 'algorithm': 'bellman_ford'}
I0716 12:49:54.131930 135562045462016 run.py:722] (val) algo bellman_ford step 9750: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 1081174, 'step': 9750, 'algorithm': 'bellman_ford'}
I0716 12:49:56.954389 135562045462016 run.py:722] (val) algo bellman_ford step 9800: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 1086803, 'step': 9800, 'algorithm': 'bellman_ford'}
I0716 12:49:59.814091 135562045462016 run.py:722] (val) algo bellman_ford step 9850: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 1092342, 'step': 9850, 'algorithm': 'bellman_ford'}
I0716 12:50:02.676328 135562045462016 run.py:722] (val) algo bellman_ford step 9900: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 1097900, 'step': 9900, 'algorithm': 'bellman_ford'}
I0716 12:50:05.547163 135562045462016 run.py:722] (val) algo bellman_ford step 9950: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 1103445, 'step': 9950, 'algorithm': 'bellman_ford'}
