I0716 13:38:25.170624 139335303030272 run.py:722] (val) algo dag_shortest_paths step 0: {'pi': 0.7080078125, 'score': 0.7080078125, 'examples_seen': 41, 'step': 0, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:34.136305 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6400: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 189541, 'step': 6400, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:36.270564 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6450: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 191034, 'step': 6450, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:38.236670 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6500: {'pi': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 192495, 'step': 6500, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:40.169244 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6550: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 193975, 'step': 6550, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:42.265524 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6600: {'pi': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 195508, 'step': 6600, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:44.304578 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6650: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 196996, 'step': 6650, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:46.319360 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6700: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 198488, 'step': 6700, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:48.238579 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6750: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 199957, 'step': 6750, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:50.324005 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6800: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 201449, 'step': 6800, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:52.306917 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6850: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 202926, 'step': 6850, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:54.382342 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6900: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 204390, 'step': 6900, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:56.331665 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6950: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 205891, 'step': 6950, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:58.208561 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7000: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 207406, 'step': 7000, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:00.300921 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7050: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 208892, 'step': 7050, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:02.627158 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7100: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 210377, 'step': 7100, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:04.648562 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7150: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 211835, 'step': 7150, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:06.632505 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7200: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 213300, 'step': 7200, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:08.682378 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7250: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 214739, 'step': 7250, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:10.761210 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7300: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 216233, 'step': 7300, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:12.813609 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7350: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 217730, 'step': 7350, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:14.755815 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7400: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 219210, 'step': 7400, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:16.739409 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7450: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 220710, 'step': 7450, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:18.701458 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7500: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 222169, 'step': 7500, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:20.792117 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7550: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 223648, 'step': 7550, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:22.772774 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7600: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 225089, 'step': 7600, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:24.771486 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7650: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 226618, 'step': 7650, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:26.780874 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7700: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 228088, 'step': 7700, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:28.788854 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7750: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 229579, 'step': 7750, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:30.803283 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7800: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 231068, 'step': 7800, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:32.890832 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7850: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 232558, 'step': 7850, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:34.910605 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7900: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 234024, 'step': 7900, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:36.950379 139335303030272 run.py:722] (val) algo dag_shortest_paths step 7950: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 235525, 'step': 7950, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:39.060155 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8000: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 237055, 'step': 8000, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:41.040633 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8050: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 238513, 'step': 8050, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:43.162493 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8100: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 240012, 'step': 8100, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:45.171755 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8150: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 241475, 'step': 8150, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:47.250429 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8200: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 242944, 'step': 8200, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:49.345109 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8250: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 244454, 'step': 8250, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:51.398497 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8300: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 245906, 'step': 8300, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:53.407009 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8350: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 247393, 'step': 8350, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:55.391567 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8400: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 248884, 'step': 8400, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:57.360286 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8450: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 250351, 'step': 8450, 'algorithm': 'dag_shortest_paths'}
I0716 13:45:59.351556 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8500: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 251811, 'step': 8500, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:01.356594 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8550: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 253269, 'step': 8550, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:03.353880 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8600: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 254709, 'step': 8600, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:05.551542 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8650: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 256207, 'step': 8650, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:07.656561 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8700: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 257710, 'step': 8700, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:09.673816 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8750: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 259221, 'step': 8750, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:11.669982 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8800: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 260731, 'step': 8800, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:13.645622 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8850: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 262229, 'step': 8850, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:15.564921 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8900: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 263682, 'step': 8900, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:17.604393 139335303030272 run.py:722] (val) algo dag_shortest_paths step 8950: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 265146, 'step': 8950, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:19.614822 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9000: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 266590, 'step': 9000, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:21.739679 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9050: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 268084, 'step': 9050, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:23.645844 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9100: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 269584, 'step': 9100, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:25.766347 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9150: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 271102, 'step': 9150, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:27.781015 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9200: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 272579, 'step': 9200, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:29.891144 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9250: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 274060, 'step': 9250, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:31.926871 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9300: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 275516, 'step': 9300, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:34.156351 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9350: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 276965, 'step': 9350, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:36.225653 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9400: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 278465, 'step': 9400, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:38.184766 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9450: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 279943, 'step': 9450, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:40.187953 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9500: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 281436, 'step': 9500, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:42.234779 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9550: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 282921, 'step': 9550, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:44.364276 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9600: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 284404, 'step': 9600, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:46.404579 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9650: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 285860, 'step': 9650, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:48.432678 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9700: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 287314, 'step': 9700, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:50.475367 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9750: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 288827, 'step': 9750, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:52.487936 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9800: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 290348, 'step': 9800, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:54.717611 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9850: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 291819, 'step': 9850, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:56.735504 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9900: {'pi': 0.984375, 'score': 0.984375, 'examples_seen': 293285, 'step': 9900, 'algorithm': 'dag_shortest_paths'}
I0716 13:46:58.732961 139335303030272 run.py:722] (val) algo dag_shortest_paths step 9950: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 294728, 'step': 9950, 'algorithm': 'dag_shortest_paths'}
I0716 13:47:00.600844 139335303030272 run.py:752] Restoring best model from checkpoint...
I0716 13:47:08.333022 139335303030272 run.py:767] (test) algo dag_shortest_paths : {'pi': 0.896484375, 'score': 0.896484375, 'examples_seen': 296183, 'step': 10000, 'algorithm': 'dag_shortest_paths'}
I0716 13:47:08.333214 139335303030272 run.py:769] Done!
