I0716 14:26:12.428631 137316556228096 run.py:722] (val) algo graham_scan step 0: {'in_hull': 0.44968944099378877, 'score': 0.44968944099378877, 'examples_seen': 48, 'step': 0, 'algorithm': 'graham_scan'}
I0716 14:30:22.270362 137316556228096 run.py:722] (val) algo graham_scan step 6450: {'in_hull': 0.9307135470527403, 'score': 0.9307135470527403, 'examples_seen': 191840, 'step': 6450, 'algorithm': 'graham_scan'}
I0716 14:30:23.482011 137316556228096 run.py:722] (val) algo graham_scan step 6500: {'in_hull': 0.950959488272921, 'score': 0.950959488272921, 'examples_seen': 193326, 'step': 6500, 'algorithm': 'graham_scan'}
I0716 14:30:24.726587 137316556228096 run.py:722] (val) algo graham_scan step 6550: {'in_hull': 0.9587628865979382, 'score': 0.9587628865979382, 'examples_seen': 194791, 'step': 6550, 'algorithm': 'graham_scan'}
I0716 14:30:25.941358 137316556228096 run.py:722] (val) algo graham_scan step 6600: {'in_hull': 0.9319066147859922, 'score': 0.9319066147859922, 'examples_seen': 196302, 'step': 6600, 'algorithm': 'graham_scan'}
I0716 14:30:27.146876 137316556228096 run.py:722] (val) algo graham_scan step 6650: {'in_hull': 0.9475890985324947, 'score': 0.9475890985324947, 'examples_seen': 197816, 'step': 6650, 'algorithm': 'graham_scan'}
I0716 14:30:28.364159 137316556228096 run.py:722] (val) algo graham_scan step 6700: {'in_hull': 0.9073482428115016, 'score': 0.9073482428115016, 'examples_seen': 199307, 'step': 6700, 'algorithm': 'graham_scan'}
I0716 14:30:29.567025 137316556228096 run.py:722] (val) algo graham_scan step 6750: {'in_hull': 0.9266247379454926, 'score': 0.9266247379454926, 'examples_seen': 200799, 'step': 6750, 'algorithm': 'graham_scan'}
I0716 14:30:30.773328 137316556228096 run.py:722] (val) algo graham_scan step 6800: {'in_hull': 0.974947807933194, 'score': 0.974947807933194, 'examples_seen': 202260, 'step': 6800, 'algorithm': 'graham_scan'}
I0716 14:30:32.018922 137316556228096 run.py:722] (val) algo graham_scan step 6850: {'in_hull': 0.9338677354709419, 'score': 0.9338677354709419, 'examples_seen': 203736, 'step': 6850, 'algorithm': 'graham_scan'}
I0716 14:30:33.246712 137316556228096 run.py:722] (val) algo graham_scan step 6900: {'in_hull': 0.9582463465553237, 'score': 0.9582463465553237, 'examples_seen': 205202, 'step': 6900, 'algorithm': 'graham_scan'}
I0716 14:30:34.468920 137316556228096 run.py:722] (val) algo graham_scan step 6950: {'in_hull': 0.9336099585062241, 'score': 0.9336099585062241, 'examples_seen': 206713, 'step': 6950, 'algorithm': 'graham_scan'}
I0716 14:30:35.670281 137316556228096 run.py:722] (val) algo graham_scan step 7000: {'in_hull': 0.9592274678111589, 'score': 0.9592274678111589, 'examples_seen': 208235, 'step': 7000, 'algorithm': 'graham_scan'}
I0716 14:30:36.883663 137316556228096 run.py:722] (val) algo graham_scan step 7050: {'in_hull': 0.9576271186440678, 'score': 0.9576271186440678, 'examples_seen': 209716, 'step': 7050, 'algorithm': 'graham_scan'}
I0716 14:30:38.110943 137316556228096 run.py:722] (val) algo graham_scan step 7100: {'in_hull': 0.9457700650759219, 'score': 0.9457700650759219, 'examples_seen': 211208, 'step': 7100, 'algorithm': 'graham_scan'}
I0716 14:30:39.337046 137316556228096 run.py:722] (val) algo graham_scan step 7150: {'in_hull': 0.9555325749741469, 'score': 0.9555325749741469, 'examples_seen': 212671, 'step': 7150, 'algorithm': 'graham_scan'}
I0716 14:30:40.553918 137316556228096 run.py:722] (val) algo graham_scan step 7200: {'in_hull': 0.9431230610134436, 'score': 0.9431230610134436, 'examples_seen': 214153, 'step': 7200, 'algorithm': 'graham_scan'}
I0716 14:30:41.794972 137316556228096 run.py:722] (val) algo graham_scan step 7250: {'in_hull': 0.9382198952879581, 'score': 0.9382198952879581, 'examples_seen': 215613, 'step': 7250, 'algorithm': 'graham_scan'}
I0716 14:30:43.039905 137316556228096 run.py:722] (val) algo graham_scan step 7300: {'in_hull': 0.9583333333333334, 'score': 0.9583333333333334, 'examples_seen': 217135, 'step': 7300, 'algorithm': 'graham_scan'}
I0716 14:30:44.255335 137316556228096 run.py:722] (val) algo graham_scan step 7350: {'in_hull': 0.9353128313891833, 'score': 0.9353128313891833, 'examples_seen': 218641, 'step': 7350, 'algorithm': 'graham_scan'}
I0716 14:30:45.479048 137316556228096 run.py:722] (val) algo graham_scan step 7400: {'in_hull': 0.9507494646680943, 'score': 0.9507494646680943, 'examples_seen': 220131, 'step': 7400, 'algorithm': 'graham_scan'}
I0716 14:30:46.691558 137316556228096 run.py:722] (val) algo graham_scan step 7450: {'in_hull': 0.9363057324840764, 'score': 0.9363057324840764, 'examples_seen': 221618, 'step': 7450, 'algorithm': 'graham_scan'}
I0716 14:30:47.912339 137316556228096 run.py:722] (val) algo graham_scan step 7500: {'in_hull': 0.9393305439330545, 'score': 0.9393305439330545, 'examples_seen': 223086, 'step': 7500, 'algorithm': 'graham_scan'}
I0716 14:30:49.150542 137316556228096 run.py:722] (val) algo graham_scan step 7550: {'in_hull': 0.9642857142857143, 'score': 0.9642857142857143, 'examples_seen': 224571, 'step': 7550, 'algorithm': 'graham_scan'}
I0716 14:30:50.379584 137316556228096 run.py:722] (val) algo graham_scan step 7600: {'in_hull': 0.9360341151385928, 'score': 0.9360341151385928, 'examples_seen': 226022, 'step': 7600, 'algorithm': 'graham_scan'}
I0716 14:30:51.624538 137316556228096 run.py:722] (val) algo graham_scan step 7650: {'in_hull': 0.9540347293156282, 'score': 0.9540347293156282, 'examples_seen': 227535, 'step': 7650, 'algorithm': 'graham_scan'}
I0716 14:30:52.851373 137316556228096 run.py:722] (val) algo graham_scan step 7700: {'in_hull': 0.9623430962343097, 'score': 0.9623430962343097, 'examples_seen': 229053, 'step': 7700, 'algorithm': 'graham_scan'}
I0716 14:30:54.067626 137316556228096 run.py:722] (val) algo graham_scan step 7750: {'in_hull': 0.9541666666666667, 'score': 0.9541666666666667, 'examples_seen': 230532, 'step': 7750, 'algorithm': 'graham_scan'}
I0716 14:30:55.271769 137316556228096 run.py:722] (val) algo graham_scan step 7800: {'in_hull': 0.9330587023686921, 'score': 0.9330587023686921, 'examples_seen': 232022, 'step': 7800, 'algorithm': 'graham_scan'}
I0716 14:30:56.506746 137316556228096 run.py:722] (val) algo graham_scan step 7850: {'in_hull': 0.9639546858908342, 'score': 0.9639546858908342, 'examples_seen': 233493, 'step': 7850, 'algorithm': 'graham_scan'}
I0716 14:30:57.724479 137316556228096 run.py:722] (val) algo graham_scan step 7900: {'in_hull': 0.9570011025358324, 'score': 0.9570011025358324, 'examples_seen': 234967, 'step': 7900, 'algorithm': 'graham_scan'}
I0716 14:30:58.964402 137316556228096 run.py:722] (val) algo graham_scan step 7950: {'in_hull': 0.970873786407767, 'score': 0.970873786407767, 'examples_seen': 236425, 'step': 7950, 'algorithm': 'graham_scan'}
I0716 14:31:00.201262 137316556228096 run.py:722] (val) algo graham_scan step 8000: {'in_hull': 0.9609544468546637, 'score': 0.9609544468546637, 'examples_seen': 237939, 'step': 8000, 'algorithm': 'graham_scan'}
I0716 14:31:01.440625 137316556228096 run.py:722] (val) algo graham_scan step 8050: {'in_hull': 0.9506172839506173, 'score': 0.9506172839506173, 'examples_seen': 239454, 'step': 8050, 'algorithm': 'graham_scan'}
I0716 14:31:02.650320 137316556228096 run.py:722] (val) algo graham_scan step 8100: {'in_hull': 0.9674027339642483, 'score': 0.9674027339642483, 'examples_seen': 240942, 'step': 8100, 'algorithm': 'graham_scan'}
I0716 14:31:03.863461 137316556228096 run.py:722] (val) algo graham_scan step 8150: {'in_hull': 0.9658031088082901, 'score': 0.9658031088082901, 'examples_seen': 242435, 'step': 8150, 'algorithm': 'graham_scan'}
I0716 14:31:05.111714 137316556228096 run.py:722] (val) algo graham_scan step 8200: {'in_hull': 0.9689174705251876, 'score': 0.9689174705251876, 'examples_seen': 243898, 'step': 8200, 'algorithm': 'graham_scan'}
I0716 14:31:06.339078 137316556228096 run.py:722] (val) algo graham_scan step 8250: {'in_hull': 0.9329004329004329, 'score': 0.9329004329004329, 'examples_seen': 245380, 'step': 8250, 'algorithm': 'graham_scan'}
I0716 14:31:07.587749 137316556228096 run.py:722] (val) algo graham_scan step 8300: {'in_hull': 0.9376915219611849, 'score': 0.9376915219611849, 'examples_seen': 246841, 'step': 8300, 'algorithm': 'graham_scan'}
I0716 14:31:08.830107 137316556228096 run.py:722] (val) algo graham_scan step 8350: {'in_hull': 0.9307135470527403, 'score': 0.9307135470527403, 'examples_seen': 248358, 'step': 8350, 'algorithm': 'graham_scan'}
I0716 14:31:10.053170 137316556228096 run.py:722] (val) algo graham_scan step 8400: {'in_hull': 0.9311408016443987, 'score': 0.9311408016443987, 'examples_seen': 249875, 'step': 8400, 'algorithm': 'graham_scan'}
I0716 14:31:11.270199 137316556228096 run.py:722] (val) algo graham_scan step 8450: {'in_hull': 0.9715489989462591, 'score': 0.9715489989462591, 'examples_seen': 251356, 'step': 8450, 'algorithm': 'graham_scan'}
I0716 14:31:12.495584 137316556228096 run.py:722] (val) algo graham_scan step 8500: {'in_hull': 0.9460834181078331, 'score': 0.9460834181078331, 'examples_seen': 252846, 'step': 8500, 'algorithm': 'graham_scan'}
I0716 14:31:13.706827 137316556228096 run.py:722] (val) algo graham_scan step 8550: {'in_hull': 0.9353448275862069, 'score': 0.9353448275862069, 'examples_seen': 254316, 'step': 8550, 'algorithm': 'graham_scan'}
I0716 14:31:14.930584 137316556228096 run.py:722] (val) algo graham_scan step 8600: {'in_hull': 0.9689067201604815, 'score': 0.9689067201604815, 'examples_seen': 255792, 'step': 8600, 'algorithm': 'graham_scan'}
I0716 14:31:16.167999 137316556228096 run.py:722] (val) algo graham_scan step 8650: {'in_hull': 0.9236790606653621, 'score': 0.9236790606653621, 'examples_seen': 257258, 'step': 8650, 'algorithm': 'graham_scan'}
I0716 14:31:17.389790 137316556228096 run.py:722] (val) algo graham_scan step 8700: {'in_hull': 0.9538784067085954, 'score': 0.9538784067085954, 'examples_seen': 258772, 'step': 8700, 'algorithm': 'graham_scan'}
I0716 14:31:18.624007 137316556228096 run.py:722] (val) algo graham_scan step 8750: {'in_hull': 0.955440414507772, 'score': 0.955440414507772, 'examples_seen': 260281, 'step': 8750, 'algorithm': 'graham_scan'}
I0716 14:31:19.858035 137316556228096 run.py:722] (val) algo graham_scan step 8800: {'in_hull': 0.9537444933920703, 'score': 0.9537444933920703, 'examples_seen': 261772, 'step': 8800, 'algorithm': 'graham_scan'}
I0716 14:31:21.088208 137316556228096 run.py:722] (val) algo graham_scan step 8850: {'in_hull': 0.9611451942740287, 'score': 0.9611451942740287, 'examples_seen': 263270, 'step': 8850, 'algorithm': 'graham_scan'}
I0716 14:31:22.299505 137316556228096 run.py:722] (val) algo graham_scan step 8900: {'in_hull': 0.9363920750782064, 'score': 0.9363920750782064, 'examples_seen': 264731, 'step': 8900, 'algorithm': 'graham_scan'}
I0716 14:31:23.529481 137316556228096 run.py:722] (val) algo graham_scan step 8950: {'in_hull': 0.9477911646586346, 'score': 0.9477911646586346, 'examples_seen': 266208, 'step': 8950, 'algorithm': 'graham_scan'}
I0716 14:31:24.786058 137316556228096 run.py:722] (val) algo graham_scan step 9000: {'in_hull': 0.9376979936642028, 'score': 0.9376979936642028, 'examples_seen': 267671, 'step': 9000, 'algorithm': 'graham_scan'}
I0716 14:31:26.005489 137316556228096 run.py:722] (val) algo graham_scan step 9050: {'in_hull': 0.9622833843017329, 'score': 0.9622833843017329, 'examples_seen': 269189, 'step': 9050, 'algorithm': 'graham_scan'}
I0716 14:31:27.224005 137316556228096 run.py:722] (val) algo graham_scan step 9100: {'in_hull': 0.9327817993795242, 'score': 0.9327817993795242, 'examples_seen': 270708, 'step': 9100, 'algorithm': 'graham_scan'}
I0716 14:31:28.437287 137316556228096 run.py:722] (val) algo graham_scan step 9150: {'in_hull': 0.9488465396188566, 'score': 0.9488465396188566, 'examples_seen': 272188, 'step': 9150, 'algorithm': 'graham_scan'}
I0716 14:31:29.651447 137316556228096 run.py:722] (val) algo graham_scan step 9200: {'in_hull': 0.9555325749741467, 'score': 0.9555325749741467, 'examples_seen': 273677, 'step': 9200, 'algorithm': 'graham_scan'}
I0716 14:31:30.870360 137316556228096 run.py:722] (val) algo graham_scan step 9250: {'in_hull': 0.953781512605042, 'score': 0.953781512605042, 'examples_seen': 275148, 'step': 9250, 'algorithm': 'graham_scan'}
I0716 14:31:32.089309 137316556228096 run.py:722] (val) algo graham_scan step 9300: {'in_hull': 0.9558665231431647, 'score': 0.9558665231431647, 'examples_seen': 276632, 'step': 9300, 'algorithm': 'graham_scan'}
I0716 14:31:33.313082 137316556228096 run.py:722] (val) algo graham_scan step 9350: {'in_hull': 0.9488752556237219, 'score': 0.9488752556237219, 'examples_seen': 278086, 'step': 9350, 'algorithm': 'graham_scan'}
I0716 14:31:34.538117 137316556228096 run.py:722] (val) algo graham_scan step 9400: {'in_hull': 0.9628844114528102, 'score': 0.9628844114528102, 'examples_seen': 279597, 'step': 9400, 'algorithm': 'graham_scan'}
I0716 14:31:35.758163 137316556228096 run.py:722] (val) algo graham_scan step 9450: {'in_hull': 0.9498464687819856, 'score': 0.9498464687819856, 'examples_seen': 281116, 'step': 9450, 'algorithm': 'graham_scan'}
I0716 14:31:36.973960 137316556228096 run.py:722] (val) algo graham_scan step 9500: {'in_hull': 0.970464135021097, 'score': 0.970464135021097, 'examples_seen': 282596, 'step': 9500, 'algorithm': 'graham_scan'}
I0716 14:31:38.184350 137316556228096 run.py:722] (val) algo graham_scan step 9550: {'in_hull': 0.9605963791267307, 'score': 0.9605963791267307, 'examples_seen': 284090, 'step': 9550, 'algorithm': 'graham_scan'}
I0716 14:31:39.406373 137316556228096 run.py:722] (val) algo graham_scan step 9600: {'in_hull': 0.9604395604395604, 'score': 0.9604395604395604, 'examples_seen': 285557, 'step': 9600, 'algorithm': 'graham_scan'}
I0716 14:31:40.636788 137316556228096 run.py:722] (val) algo graham_scan step 9650: {'in_hull': 0.9502164502164501, 'score': 0.9502164502164501, 'examples_seen': 287036, 'step': 9650, 'algorithm': 'graham_scan'}
I0716 14:31:41.894513 137316556228096 run.py:722] (val) algo graham_scan step 9700: {'in_hull': 0.9504741833508956, 'score': 0.9504741833508956, 'examples_seen': 288496, 'step': 9700, 'algorithm': 'graham_scan'}
I0716 14:31:43.137885 137316556228096 run.py:722] (val) algo graham_scan step 9750: {'in_hull': 0.9487983281086729, 'score': 0.9487983281086729, 'examples_seen': 290006, 'step': 9750, 'algorithm': 'graham_scan'}
I0716 14:31:44.376726 137316556228096 run.py:722] (val) algo graham_scan step 9800: {'in_hull': 0.9428868120456905, 'score': 0.9428868120456905, 'examples_seen': 291528, 'step': 9800, 'algorithm': 'graham_scan'}
I0716 14:31:45.599968 137316556228096 run.py:722] (val) algo graham_scan step 9850: {'in_hull': 0.9607635206786851, 'score': 0.9607635206786851, 'examples_seen': 293008, 'step': 9850, 'algorithm': 'graham_scan'}
I0716 14:31:46.832725 137316556228096 run.py:722] (val) algo graham_scan step 9900: {'in_hull': 0.9608247422680413, 'score': 0.9608247422680413, 'examples_seen': 294497, 'step': 9900, 'algorithm': 'graham_scan'}
I0716 14:31:48.066192 137316556228096 run.py:722] (val) algo graham_scan step 9950: {'in_hull': 0.9535864978902954, 'score': 0.9535864978902954, 'examples_seen': 295963, 'step': 9950, 'algorithm': 'graham_scan'}
I0716 14:31:49.186398 137316556228096 run.py:752] Restoring best model from checkpoint...
I0716 14:31:56.241941 137316556228096 run.py:767] (test) algo graham_scan : {'in_hull': 0.8962264150943395, 'score': 0.8962264150943395, 'examples_seen': 297430, 'step': 10000, 'algorithm': 'graham_scan'}
I0716 14:31:56.242121 137316556228096 run.py:769] Done!
