I0716 16:49:01.110013 128977844405760 run.py:722] (val) algo quickselect step 0: {'median': 0.025146484375, 'score': 0.025146484375, 'examples_seen': 46, 'step': 0, 'algorithm': 'quickselect'}
I0716 17:11:15.511045 128977844405760 run.py:722] (val) algo quickselect step 7050: {'median': 0.130126953125, 'score': 0.130126953125, 'examples_seen': 227850, 'step': 7050, 'algorithm': 'quickselect'}
I0716 17:11:24.314177 128977844405760 run.py:722] (val) algo quickselect step 7100: {'median': 0.19873046875, 'score': 0.19873046875, 'examples_seen': 229450, 'step': 7100, 'algorithm': 'quickselect'}
I0716 17:11:33.135977 128977844405760 run.py:722] (val) algo quickselect step 7150: {'median': 0.22802734375, 'score': 0.22802734375, 'examples_seen': 231046, 'step': 7150, 'algorithm': 'quickselect'}
I0716 17:11:41.995188 128977844405760 run.py:722] (val) algo quickselect step 7200: {'median': 0.198974609375, 'score': 0.198974609375, 'examples_seen': 232652, 'step': 7200, 'algorithm': 'quickselect'}
I0716 17:11:50.818239 128977844405760 run.py:722] (val) algo quickselect step 7250: {'median': 0.105224609375, 'score': 0.105224609375, 'examples_seen': 234226, 'step': 7250, 'algorithm': 'quickselect'}
I0716 17:11:59.620575 128977844405760 run.py:722] (val) algo quickselect step 7300: {'median': 0.14794921875, 'score': 0.14794921875, 'examples_seen': 235894, 'step': 7300, 'algorithm': 'quickselect'}
I0716 17:12:08.477032 128977844405760 run.py:722] (val) algo quickselect step 7350: {'median': 0.17626953125, 'score': 0.17626953125, 'examples_seen': 237531, 'step': 7350, 'algorithm': 'quickselect'}
I0716 17:12:17.294776 128977844405760 run.py:722] (val) algo quickselect step 7400: {'median': 0.194580078125, 'score': 0.194580078125, 'examples_seen': 239131, 'step': 7400, 'algorithm': 'quickselect'}
I0716 17:12:26.099274 128977844405760 run.py:722] (val) algo quickselect step 7450: {'median': 0.145751953125, 'score': 0.145751953125, 'examples_seen': 240724, 'step': 7450, 'algorithm': 'quickselect'}
I0716 17:12:34.826558 128977844405760 run.py:722] (val) algo quickselect step 7500: {'median': 0.16796875, 'score': 0.16796875, 'examples_seen': 242301, 'step': 7500, 'algorithm': 'quickselect'}
I0716 17:12:43.728749 128977844405760 run.py:722] (val) algo quickselect step 7550: {'median': 0.178466796875, 'score': 0.178466796875, 'examples_seen': 243893, 'step': 7550, 'algorithm': 'quickselect'}
I0716 17:12:52.540888 128977844405760 run.py:722] (val) algo quickselect step 7600: {'median': 0.14306640625, 'score': 0.14306640625, 'examples_seen': 245478, 'step': 7600, 'algorithm': 'quickselect'}
I0716 17:13:01.403589 128977844405760 run.py:722] (val) algo quickselect step 7650: {'median': 0.14453125, 'score': 0.14453125, 'examples_seen': 247169, 'step': 7650, 'algorithm': 'quickselect'}
I0716 17:13:10.176178 128977844405760 run.py:722] (val) algo quickselect step 7700: {'median': 0.139892578125, 'score': 0.139892578125, 'examples_seen': 248817, 'step': 7700, 'algorithm': 'quickselect'}
I0716 17:13:19.003445 128977844405760 run.py:722] (val) algo quickselect step 7750: {'median': 0.1611328125, 'score': 0.1611328125, 'examples_seen': 250443, 'step': 7750, 'algorithm': 'quickselect'}
I0716 17:13:27.792021 128977844405760 run.py:722] (val) algo quickselect step 7800: {'median': 0.15087890625, 'score': 0.15087890625, 'examples_seen': 252043, 'step': 7800, 'algorithm': 'quickselect'}
I0716 17:13:36.616750 128977844405760 run.py:722] (val) algo quickselect step 7850: {'median': 0.09814453125, 'score': 0.09814453125, 'examples_seen': 253616, 'step': 7850, 'algorithm': 'quickselect'}
I0716 17:13:45.409780 128977844405760 run.py:722] (val) algo quickselect step 7900: {'median': 0.205078125, 'score': 0.205078125, 'examples_seen': 255202, 'step': 7900, 'algorithm': 'quickselect'}
I0716 17:13:54.249643 128977844405760 run.py:722] (val) algo quickselect step 7950: {'median': 0.217529296875, 'score': 0.217529296875, 'examples_seen': 256806, 'step': 7950, 'algorithm': 'quickselect'}
I0716 17:14:03.122820 128977844405760 run.py:722] (val) algo quickselect step 8000: {'median': 0.086181640625, 'score': 0.086181640625, 'examples_seen': 258486, 'step': 8000, 'algorithm': 'quickselect'}
I0716 17:14:11.922733 128977844405760 run.py:722] (val) algo quickselect step 8050: {'median': 0.07861328125, 'score': 0.07861328125, 'examples_seen': 260113, 'step': 8050, 'algorithm': 'quickselect'}
I0716 17:14:20.706560 128977844405760 run.py:722] (val) algo quickselect step 8100: {'median': 0.209716796875, 'score': 0.209716796875, 'examples_seen': 261722, 'step': 8100, 'algorithm': 'quickselect'}
I0716 17:14:29.509389 128977844405760 run.py:722] (val) algo quickselect step 8150: {'median': 0.1357421875, 'score': 0.1357421875, 'examples_seen': 263319, 'step': 8150, 'algorithm': 'quickselect'}
I0716 17:14:38.341243 128977844405760 run.py:722] (val) algo quickselect step 8200: {'median': 0.1806640625, 'score': 0.1806640625, 'examples_seen': 264916, 'step': 8200, 'algorithm': 'quickselect'}
I0716 17:14:47.170123 128977844405760 run.py:722] (val) algo quickselect step 8250: {'median': 0.12353515625, 'score': 0.12353515625, 'examples_seen': 266510, 'step': 8250, 'algorithm': 'quickselect'}
I0716 17:14:56.047763 128977844405760 run.py:722] (val) algo quickselect step 8300: {'median': 0.133056640625, 'score': 0.133056640625, 'examples_seen': 268103, 'step': 8300, 'algorithm': 'quickselect'}
I0716 17:15:04.861629 128977844405760 run.py:722] (val) algo quickselect step 8350: {'median': 0.209228515625, 'score': 0.209228515625, 'examples_seen': 269787, 'step': 8350, 'algorithm': 'quickselect'}
I0716 17:15:13.712292 128977844405760 run.py:722] (val) algo quickselect step 8400: {'median': 0.084228515625, 'score': 0.084228515625, 'examples_seen': 271438, 'step': 8400, 'algorithm': 'quickselect'}
I0716 17:15:22.547304 128977844405760 run.py:722] (val) algo quickselect step 8450: {'median': 0.158203125, 'score': 0.158203125, 'examples_seen': 273037, 'step': 8450, 'algorithm': 'quickselect'}
I0716 17:15:31.381178 128977844405760 run.py:722] (val) algo quickselect step 8500: {'median': 0.153076171875, 'score': 0.153076171875, 'examples_seen': 274658, 'step': 8500, 'algorithm': 'quickselect'}
I0716 17:15:40.178662 128977844405760 run.py:722] (val) algo quickselect step 8550: {'median': 0.22802734375, 'score': 0.22802734375, 'examples_seen': 276254, 'step': 8550, 'algorithm': 'quickselect'}
I0716 17:15:49.003951 128977844405760 run.py:722] (val) algo quickselect step 8600: {'median': 0.2353515625, 'score': 0.2353515625, 'examples_seen': 277855, 'step': 8600, 'algorithm': 'quickselect'}
I0716 17:15:57.879252 128977844405760 run.py:722] (val) algo quickselect step 8650: {'median': 0.16064453125, 'score': 0.16064453125, 'examples_seen': 279434, 'step': 8650, 'algorithm': 'quickselect'}
I0716 17:16:06.691179 128977844405760 run.py:722] (val) algo quickselect step 8700: {'median': 0.2431640625, 'score': 0.2431640625, 'examples_seen': 281121, 'step': 8700, 'algorithm': 'quickselect'}
I0716 17:16:15.513710 128977844405760 run.py:722] (val) algo quickselect step 8750: {'median': 0.1611328125, 'score': 0.1611328125, 'examples_seen': 282741, 'step': 8750, 'algorithm': 'quickselect'}
I0716 17:16:24.315921 128977844405760 run.py:722] (val) algo quickselect step 8800: {'median': 0.1103515625, 'score': 0.1103515625, 'examples_seen': 284348, 'step': 8800, 'algorithm': 'quickselect'}
I0716 17:16:33.156161 128977844405760 run.py:722] (val) algo quickselect step 8850: {'median': 0.11279296875, 'score': 0.11279296875, 'examples_seen': 285958, 'step': 8850, 'algorithm': 'quickselect'}
I0716 17:16:41.926493 128977844405760 run.py:722] (val) algo quickselect step 8900: {'median': 0.17578125, 'score': 0.17578125, 'examples_seen': 287546, 'step': 8900, 'algorithm': 'quickselect'}
I0716 17:16:50.703079 128977844405760 run.py:722] (val) algo quickselect step 8950: {'median': 0.12646484375, 'score': 0.12646484375, 'examples_seen': 289137, 'step': 8950, 'algorithm': 'quickselect'}
I0716 17:16:59.510429 128977844405760 run.py:722] (val) algo quickselect step 9000: {'median': 0.1376953125, 'score': 0.1376953125, 'examples_seen': 290728, 'step': 9000, 'algorithm': 'quickselect'}
I0716 17:17:08.343948 128977844405760 run.py:722] (val) algo quickselect step 9050: {'median': 0.13134765625, 'score': 0.13134765625, 'examples_seen': 292431, 'step': 9050, 'algorithm': 'quickselect'}
I0716 17:17:17.103877 128977844405760 run.py:722] (val) algo quickselect step 9100: {'median': 0.1630859375, 'score': 0.1630859375, 'examples_seen': 294069, 'step': 9100, 'algorithm': 'quickselect'}
I0716 17:17:25.874906 128977844405760 run.py:722] (val) algo quickselect step 9150: {'median': 0.25634765625, 'score': 0.25634765625, 'examples_seen': 295667, 'step': 9150, 'algorithm': 'quickselect'}
I0716 17:17:34.943044 128977844405760 run.py:722] (val) algo quickselect step 9200: {'median': 0.106201171875, 'score': 0.106201171875, 'examples_seen': 297284, 'step': 9200, 'algorithm': 'quickselect'}
I0716 17:17:43.747459 128977844405760 run.py:722] (val) algo quickselect step 9250: {'median': 0.185546875, 'score': 0.185546875, 'examples_seen': 298888, 'step': 9250, 'algorithm': 'quickselect'}
I0716 17:17:52.587273 128977844405760 run.py:722] (val) algo quickselect step 9300: {'median': 0.13818359375, 'score': 0.13818359375, 'examples_seen': 300484, 'step': 9300, 'algorithm': 'quickselect'}
I0716 17:18:01.437568 128977844405760 run.py:722] (val) algo quickselect step 9350: {'median': 0.10302734375, 'score': 0.10302734375, 'examples_seen': 302085, 'step': 9350, 'algorithm': 'quickselect'}
I0716 17:18:10.265619 128977844405760 run.py:722] (val) algo quickselect step 9400: {'median': 0.1015625, 'score': 0.1015625, 'examples_seen': 303777, 'step': 9400, 'algorithm': 'quickselect'}
I0716 17:18:19.087931 128977844405760 run.py:722] (val) algo quickselect step 9450: {'median': 0.1025390625, 'score': 0.1025390625, 'examples_seen': 305410, 'step': 9450, 'algorithm': 'quickselect'}
I0716 17:18:27.890938 128977844405760 run.py:722] (val) algo quickselect step 9500: {'median': 0.130126953125, 'score': 0.130126953125, 'examples_seen': 307022, 'step': 9500, 'algorithm': 'quickselect'}
I0716 17:18:36.705960 128977844405760 run.py:722] (val) algo quickselect step 9550: {'median': 0.111328125, 'score': 0.111328125, 'examples_seen': 308634, 'step': 9550, 'algorithm': 'quickselect'}
I0716 17:18:45.531434 128977844405760 run.py:722] (val) algo quickselect step 9600: {'median': 0.10595703125, 'score': 0.10595703125, 'examples_seen': 310214, 'step': 9600, 'algorithm': 'quickselect'}
I0716 17:18:54.333745 128977844405760 run.py:722] (val) algo quickselect step 9650: {'median': 0.1162109375, 'score': 0.1162109375, 'examples_seen': 311822, 'step': 9650, 'algorithm': 'quickselect'}
I0716 17:19:03.124298 128977844405760 run.py:722] (val) algo quickselect step 9700: {'median': 0.1083984375, 'score': 0.1083984375, 'examples_seen': 313408, 'step': 9700, 'algorithm': 'quickselect'}
I0716 17:19:11.919918 128977844405760 run.py:722] (val) algo quickselect step 9750: {'median': 0.11474609375, 'score': 0.11474609375, 'examples_seen': 315087, 'step': 9750, 'algorithm': 'quickselect'}
I0716 17:19:20.751711 128977844405760 run.py:722] (val) algo quickselect step 9800: {'median': 0.104248046875, 'score': 0.104248046875, 'examples_seen': 316722, 'step': 9800, 'algorithm': 'quickselect'}
I0716 17:19:29.550157 128977844405760 run.py:722] (val) algo quickselect step 9850: {'median': 0.11474609375, 'score': 0.11474609375, 'examples_seen': 318323, 'step': 9850, 'algorithm': 'quickselect'}
I0716 17:19:38.405282 128977844405760 run.py:722] (val) algo quickselect step 9900: {'median': 0.1904296875, 'score': 0.1904296875, 'examples_seen': 319940, 'step': 9900, 'algorithm': 'quickselect'}
I0716 17:19:47.244486 128977844405760 run.py:722] (val) algo quickselect step 9950: {'median': 0.160888671875, 'score': 0.160888671875, 'examples_seen': 321518, 'step': 9950, 'algorithm': 'quickselect'}
