I0716 20:16:40.009438 128459458754048 run.py:722] (val) algo graham_scan step 0: {'in_hull': 0.43545279383429675, 'score': 0.43545279383429675, 'examples_seen': 48, 'step': 0, 'algorithm': 'graham_scan'}
I0716 20:20:52.556561 128459458754048 run.py:722] (val) algo graham_scan step 6450: {'in_hull': 0.9556025369978858, 'score': 0.9556025369978858, 'examples_seen': 191840, 'step': 6450, 'algorithm': 'graham_scan'}
I0716 20:20:53.791378 128459458754048 run.py:722] (val) algo graham_scan step 6500: {'in_hull': 0.9219858156028368, 'score': 0.9219858156028368, 'examples_seen': 193326, 'step': 6500, 'algorithm': 'graham_scan'}
I0716 20:20:55.059707 128459458754048 run.py:722] (val) algo graham_scan step 6550: {'in_hull': 0.9581993569131834, 'score': 0.9581993569131834, 'examples_seen': 194791, 'step': 6550, 'algorithm': 'graham_scan'}
I0716 20:20:56.305431 128459458754048 run.py:722] (val) algo graham_scan step 6600: {'in_hull': 0.9626639757820384, 'score': 0.9626639757820384, 'examples_seen': 196302, 'step': 6600, 'algorithm': 'graham_scan'}
I0716 20:20:57.523865 128459458754048 run.py:722] (val) algo graham_scan step 6650: {'in_hull': 0.9397344228804904, 'score': 0.9397344228804904, 'examples_seen': 197816, 'step': 6650, 'algorithm': 'graham_scan'}
I0716 20:20:58.746868 128459458754048 run.py:722] (val) algo graham_scan step 6700: {'in_hull': 0.9516648764769066, 'score': 0.9516648764769066, 'examples_seen': 199307, 'step': 6700, 'algorithm': 'graham_scan'}
I0716 20:20:59.962371 128459458754048 run.py:722] (val) algo graham_scan step 6750: {'in_hull': 0.9500531349628055, 'score': 0.9500531349628055, 'examples_seen': 200799, 'step': 6750, 'algorithm': 'graham_scan'}
I0716 20:21:01.182208 128459458754048 run.py:722] (val) algo graham_scan step 6800: {'in_hull': 0.9650053022269354, 'score': 0.9650053022269354, 'examples_seen': 202260, 'step': 6800, 'algorithm': 'graham_scan'}
I0716 20:21:02.420482 128459458754048 run.py:722] (val) algo graham_scan step 6850: {'in_hull': 0.9282945736434108, 'score': 0.9282945736434108, 'examples_seen': 203736, 'step': 6850, 'algorithm': 'graham_scan'}
I0716 20:21:03.678179 128459458754048 run.py:722] (val) algo graham_scan step 6900: {'in_hull': 0.9717868338557993, 'score': 0.9717868338557993, 'examples_seen': 205202, 'step': 6900, 'algorithm': 'graham_scan'}
I0716 20:21:04.950015 128459458754048 run.py:722] (val) algo graham_scan step 6950: {'in_hull': 0.958817317845829, 'score': 0.958817317845829, 'examples_seen': 206713, 'step': 6950, 'algorithm': 'graham_scan'}
I0716 20:21:06.166624 128459458754048 run.py:722] (val) algo graham_scan step 7000: {'in_hull': 0.9595744680851065, 'score': 0.9595744680851065, 'examples_seen': 208235, 'step': 7000, 'algorithm': 'graham_scan'}
I0716 20:21:07.386898 128459458754048 run.py:722] (val) algo graham_scan step 7050: {'in_hull': 0.9640591966173362, 'score': 0.9640591966173362, 'examples_seen': 209716, 'step': 7050, 'algorithm': 'graham_scan'}
I0716 20:21:08.619710 128459458754048 run.py:722] (val) algo graham_scan step 7100: {'in_hull': 0.9338929695697796, 'score': 0.9338929695697796, 'examples_seen': 211208, 'step': 7100, 'algorithm': 'graham_scan'}
I0716 20:21:09.839893 128459458754048 run.py:722] (val) algo graham_scan step 7150: {'in_hull': 0.9591623036649214, 'score': 0.9591623036649214, 'examples_seen': 212671, 'step': 7150, 'algorithm': 'graham_scan'}
I0716 20:21:11.068095 128459458754048 run.py:722] (val) algo graham_scan step 7200: {'in_hull': 0.962486602357985, 'score': 0.962486602357985, 'examples_seen': 214153, 'step': 7200, 'algorithm': 'graham_scan'}
I0716 20:21:12.331087 128459458754048 run.py:722] (val) algo graham_scan step 7250: {'in_hull': 0.9519743863393811, 'score': 0.9519743863393811, 'examples_seen': 215613, 'step': 7250, 'algorithm': 'graham_scan'}
I0716 20:21:13.595565 128459458754048 run.py:722] (val) algo graham_scan step 7300: {'in_hull': 0.9483282674772036, 'score': 0.9483282674772036, 'examples_seen': 217135, 'step': 7300, 'algorithm': 'graham_scan'}
I0716 20:21:14.836385 128459458754048 run.py:722] (val) algo graham_scan step 7350: {'in_hull': 0.9281314168377823, 'score': 0.9281314168377823, 'examples_seen': 218641, 'step': 7350, 'algorithm': 'graham_scan'}
I0716 20:21:16.067334 128459458754048 run.py:722] (val) algo graham_scan step 7400: {'in_hull': 0.9281314168377823, 'score': 0.9281314168377823, 'examples_seen': 220131, 'step': 7400, 'algorithm': 'graham_scan'}
I0716 20:21:17.279212 128459458754048 run.py:722] (val) algo graham_scan step 7450: {'in_hull': 0.9541666666666667, 'score': 0.9541666666666667, 'examples_seen': 221618, 'step': 7450, 'algorithm': 'graham_scan'}
I0716 20:21:18.496041 128459458754048 run.py:722] (val) algo graham_scan step 7500: {'in_hull': 0.9403292181069959, 'score': 0.9403292181069959, 'examples_seen': 223086, 'step': 7500, 'algorithm': 'graham_scan'}
I0716 20:21:19.746661 128459458754048 run.py:722] (val) algo graham_scan step 7550: {'in_hull': 0.9491173416407062, 'score': 0.9491173416407062, 'examples_seen': 224571, 'step': 7550, 'algorithm': 'graham_scan'}
I0716 20:21:20.990692 128459458754048 run.py:722] (val) algo graham_scan step 7600: {'in_hull': 0.9358178053830226, 'score': 0.9358178053830226, 'examples_seen': 226022, 'step': 7600, 'algorithm': 'graham_scan'}
I0716 20:21:22.255886 128459458754048 run.py:722] (val) algo graham_scan step 7650: {'in_hull': 0.9495365602471678, 'score': 0.9495365602471678, 'examples_seen': 227535, 'step': 7650, 'algorithm': 'graham_scan'}
I0716 20:21:23.510577 128459458754048 run.py:722] (val) algo graham_scan step 7700: {'in_hull': 0.9197651663405088, 'score': 0.9197651663405088, 'examples_seen': 229053, 'step': 7700, 'algorithm': 'graham_scan'}
I0716 20:21:24.738529 128459458754048 run.py:722] (val) algo graham_scan step 7750: {'in_hull': 0.9446185997910136, 'score': 0.9446185997910136, 'examples_seen': 230532, 'step': 7750, 'algorithm': 'graham_scan'}
I0716 20:21:25.943032 128459458754048 run.py:722] (val) algo graham_scan step 7800: {'in_hull': 0.946058091286307, 'score': 0.946058091286307, 'examples_seen': 232022, 'step': 7800, 'algorithm': 'graham_scan'}
I0716 20:21:27.182326 128459458754048 run.py:722] (val) algo graham_scan step 7850: {'in_hull': 0.9566094853683148, 'score': 0.9566094853683148, 'examples_seen': 233493, 'step': 7850, 'algorithm': 'graham_scan'}
I0716 20:21:28.413847 128459458754048 run.py:722] (val) algo graham_scan step 7900: {'in_hull': 0.9405405405405406, 'score': 0.9405405405405406, 'examples_seen': 234967, 'step': 7900, 'algorithm': 'graham_scan'}
I0716 20:21:29.666050 128459458754048 run.py:722] (val) algo graham_scan step 7950: {'in_hull': 0.9472595656670114, 'score': 0.9472595656670114, 'examples_seen': 236425, 'step': 7950, 'algorithm': 'graham_scan'}
I0716 20:21:30.924542 128459458754048 run.py:722] (val) algo graham_scan step 8000: {'in_hull': 0.961337513061651, 'score': 0.961337513061651, 'examples_seen': 237939, 'step': 8000, 'algorithm': 'graham_scan'}
I0716 20:21:32.178752 128459458754048 run.py:722] (val) algo graham_scan step 8050: {'in_hull': 0.9505154639175257, 'score': 0.9505154639175257, 'examples_seen': 239454, 'step': 8050, 'algorithm': 'graham_scan'}
I0716 20:21:33.390068 128459458754048 run.py:722] (val) algo graham_scan step 8100: {'in_hull': 0.9110671936758894, 'score': 0.9110671936758894, 'examples_seen': 240942, 'step': 8100, 'algorithm': 'graham_scan'}
I0716 20:21:34.605143 128459458754048 run.py:722] (val) algo graham_scan step 8150: {'in_hull': 0.9538461538461539, 'score': 0.9538461538461539, 'examples_seen': 242435, 'step': 8150, 'algorithm': 'graham_scan'}
I0716 20:21:35.850608 128459458754048 run.py:722] (val) algo graham_scan step 8200: {'in_hull': 0.9525773195876288, 'score': 0.9525773195876288, 'examples_seen': 243898, 'step': 8200, 'algorithm': 'graham_scan'}
I0716 20:21:37.090322 128459458754048 run.py:722] (val) algo graham_scan step 8250: {'in_hull': 0.9589041095890412, 'score': 0.9589041095890412, 'examples_seen': 245380, 'step': 8250, 'algorithm': 'graham_scan'}
I0716 20:21:38.334479 128459458754048 run.py:722] (val) algo graham_scan step 8300: {'in_hull': 0.9329388560157792, 'score': 0.9329388560157792, 'examples_seen': 246841, 'step': 8300, 'algorithm': 'graham_scan'}
I0716 20:21:39.575596 128459458754048 run.py:722] (val) algo graham_scan step 8350: {'in_hull': 0.9486081370449678, 'score': 0.9486081370449678, 'examples_seen': 248358, 'step': 8350, 'algorithm': 'graham_scan'}
I0716 20:21:40.791995 128459458754048 run.py:722] (val) algo graham_scan step 8400: {'in_hull': 0.9290187891440501, 'score': 0.9290187891440501, 'examples_seen': 249875, 'step': 8400, 'algorithm': 'graham_scan'}
I0716 20:21:42.011810 128459458754048 run.py:722] (val) algo graham_scan step 8450: {'in_hull': 0.9548254620123203, 'score': 0.9548254620123203, 'examples_seen': 251356, 'step': 8450, 'algorithm': 'graham_scan'}
I0716 20:21:43.248964 128459458754048 run.py:722] (val) algo graham_scan step 8500: {'in_hull': 0.9557894736842104, 'score': 0.9557894736842104, 'examples_seen': 252846, 'step': 8500, 'algorithm': 'graham_scan'}
I0716 20:21:44.466411 128459458754048 run.py:722] (val) algo graham_scan step 8550: {'in_hull': 0.9406688241639699, 'score': 0.9406688241639699, 'examples_seen': 254316, 'step': 8550, 'algorithm': 'graham_scan'}
I0716 20:21:45.697828 128459458754048 run.py:722] (val) algo graham_scan step 8600: {'in_hull': 0.9356388088376562, 'score': 0.9356388088376562, 'examples_seen': 255792, 'step': 8600, 'algorithm': 'graham_scan'}
I0716 20:21:46.944191 128459458754048 run.py:722] (val) algo graham_scan step 8650: {'in_hull': 0.9180327868852458, 'score': 0.9180327868852458, 'examples_seen': 257258, 'step': 8650, 'algorithm': 'graham_scan'}
I0716 20:21:48.149849 128459458754048 run.py:722] (val) algo graham_scan step 8700: {'in_hull': 0.9352226720647773, 'score': 0.9352226720647773, 'examples_seen': 258772, 'step': 8700, 'algorithm': 'graham_scan'}
I0716 20:21:49.375621 128459458754048 run.py:722] (val) algo graham_scan step 8750: {'in_hull': 0.9375639713408394, 'score': 0.9375639713408394, 'examples_seen': 260281, 'step': 8750, 'algorithm': 'graham_scan'}
I0716 20:21:50.616225 128459458754048 run.py:722] (val) algo graham_scan step 8800: {'in_hull': 0.9536423841059603, 'score': 0.9536423841059603, 'examples_seen': 261772, 'step': 8800, 'algorithm': 'graham_scan'}
I0716 20:21:51.856047 128459458754048 run.py:722] (val) algo graham_scan step 8850: {'in_hull': 0.9317507418397627, 'score': 0.9317507418397627, 'examples_seen': 263270, 'step': 8850, 'algorithm': 'graham_scan'}
I0716 20:21:53.061151 128459458754048 run.py:722] (val) algo graham_scan step 8900: {'in_hull': 0.9443254817987152, 'score': 0.9443254817987152, 'examples_seen': 264731, 'step': 8900, 'algorithm': 'graham_scan'}
I0716 20:21:54.298101 128459458754048 run.py:722] (val) algo graham_scan step 8950: {'in_hull': 0.92725509214355, 'score': 0.92725509214355, 'examples_seen': 266208, 'step': 8950, 'algorithm': 'graham_scan'}
I0716 20:21:55.571950 128459458754048 run.py:722] (val) algo graham_scan step 9000: {'in_hull': 0.9425531914893618, 'score': 0.9425531914893618, 'examples_seen': 267671, 'step': 9000, 'algorithm': 'graham_scan'}
I0716 20:21:56.792911 128459458754048 run.py:722] (val) algo graham_scan step 9050: {'in_hull': 0.9512670565302144, 'score': 0.9512670565302144, 'examples_seen': 269189, 'step': 9050, 'algorithm': 'graham_scan'}
I0716 20:21:58.000562 128459458754048 run.py:722] (val) algo graham_scan step 9100: {'in_hull': 0.9221311475409837, 'score': 0.9221311475409837, 'examples_seen': 270708, 'step': 9100, 'algorithm': 'graham_scan'}
I0716 20:21:59.209967 128459458754048 run.py:722] (val) algo graham_scan step 9150: {'in_hull': 0.9529780564263324, 'score': 0.9529780564263324, 'examples_seen': 272188, 'step': 9150, 'algorithm': 'graham_scan'}
I0716 20:22:00.437719 128459458754048 run.py:722] (val) algo graham_scan step 9200: {'in_hull': 0.9398797595190381, 'score': 0.9398797595190381, 'examples_seen': 273677, 'step': 9200, 'algorithm': 'graham_scan'}
I0716 20:22:01.668580 128459458754048 run.py:722] (val) algo graham_scan step 9250: {'in_hull': 0.9349593495934959, 'score': 0.9349593495934959, 'examples_seen': 275148, 'step': 9250, 'algorithm': 'graham_scan'}
I0716 20:22:02.906304 128459458754048 run.py:722] (val) algo graham_scan step 9300: {'in_hull': 0.9661016949152542, 'score': 0.9661016949152542, 'examples_seen': 276632, 'step': 9300, 'algorithm': 'graham_scan'}
I0716 20:22:04.153596 128459458754048 run.py:722] (val) algo graham_scan step 9350: {'in_hull': 0.9484752891692956, 'score': 0.9484752891692956, 'examples_seen': 278086, 'step': 9350, 'algorithm': 'graham_scan'}
I0716 20:22:05.383514 128459458754048 run.py:722] (val) algo graham_scan step 9400: {'in_hull': 0.9496402877697842, 'score': 0.9496402877697842, 'examples_seen': 279597, 'step': 9400, 'algorithm': 'graham_scan'}
I0716 20:22:06.625073 128459458754048 run.py:722] (val) algo graham_scan step 9450: {'in_hull': 0.9660144181256436, 'score': 0.9660144181256436, 'examples_seen': 281116, 'step': 9450, 'algorithm': 'graham_scan'}
I0716 20:22:07.869643 128459458754048 run.py:722] (val) algo graham_scan step 9500: {'in_hull': 0.955440414507772, 'score': 0.955440414507772, 'examples_seen': 282596, 'step': 9500, 'algorithm': 'graham_scan'}
I0716 20:22:09.085493 128459458754048 run.py:722] (val) algo graham_scan step 9550: {'in_hull': 0.9501039501039501, 'score': 0.9501039501039501, 'examples_seen': 284090, 'step': 9550, 'algorithm': 'graham_scan'}
I0716 20:22:10.307856 128459458754048 run.py:722] (val) algo graham_scan step 9600: {'in_hull': 0.9532908704883227, 'score': 0.9532908704883227, 'examples_seen': 285557, 'step': 9600, 'algorithm': 'graham_scan'}
I0716 20:22:11.545044 128459458754048 run.py:722] (val) algo graham_scan step 9650: {'in_hull': 0.9522776572668114, 'score': 0.9522776572668114, 'examples_seen': 287036, 'step': 9650, 'algorithm': 'graham_scan'}
I0716 20:22:12.796961 128459458754048 run.py:722] (val) algo graham_scan step 9700: {'in_hull': 0.9319796954314721, 'score': 0.9319796954314721, 'examples_seen': 288496, 'step': 9700, 'algorithm': 'graham_scan'}
I0716 20:22:14.041124 128459458754048 run.py:722] (val) algo graham_scan step 9750: {'in_hull': 0.9442148760330578, 'score': 0.9442148760330578, 'examples_seen': 290006, 'step': 9750, 'algorithm': 'graham_scan'}
I0716 20:22:15.271087 128459458754048 run.py:722] (val) algo graham_scan step 9800: {'in_hull': 0.9471502590673575, 'score': 0.9471502590673575, 'examples_seen': 291528, 'step': 9800, 'algorithm': 'graham_scan'}
I0716 20:22:16.483456 128459458754048 run.py:722] (val) algo graham_scan step 9850: {'in_hull': 0.9578059071729959, 'score': 0.9578059071729959, 'examples_seen': 293008, 'step': 9850, 'algorithm': 'graham_scan'}
I0716 20:22:17.706109 128459458754048 run.py:722] (val) algo graham_scan step 9900: {'in_hull': 0.9710144927536232, 'score': 0.9710144927536232, 'examples_seen': 294497, 'step': 9900, 'algorithm': 'graham_scan'}
I0716 20:22:18.932991 128459458754048 run.py:722] (val) algo graham_scan step 9950: {'in_hull': 0.9518828451882846, 'score': 0.9518828451882846, 'examples_seen': 295963, 'step': 9950, 'algorithm': 'graham_scan'}
I0716 20:22:20.046811 128459458754048 run.py:752] Restoring best model from checkpoint...
I0716 20:22:28.844798 128459458754048 run.py:767] (test) algo graham_scan : {'in_hull': 0.7876447876447876, 'score': 0.7876447876447876, 'examples_seen': 297430, 'step': 10000, 'algorithm': 'graham_scan'}
I0716 20:22:28.844986 128459458754048 run.py:769] Done!
