I0716 22:13:04.932263 129552255399424 run.py:722] (val) algo mst_prim step 0: {'pi': 0.43359375, 'score': 0.43359375, 'examples_seen': 84, 'step': 0, 'algorithm': 'mst_prim'}
I0716 22:19:15.563481 129552255399424 run.py:722] (val) algo mst_prim step 6900: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 389507, 'step': 6900, 'algorithm': 'mst_prim'}
I0716 22:19:17.492843 129552255399424 run.py:722] (val) algo mst_prim step 6950: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 392435, 'step': 6950, 'algorithm': 'mst_prim'}
I0716 22:19:19.467866 129552255399424 run.py:722] (val) algo mst_prim step 7000: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 395323, 'step': 7000, 'algorithm': 'mst_prim'}
I0716 22:19:21.392503 129552255399424 run.py:722] (val) algo mst_prim step 7050: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 398132, 'step': 7050, 'algorithm': 'mst_prim'}
I0716 22:19:23.367799 129552255399424 run.py:722] (val) algo mst_prim step 7100: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 400911, 'step': 7100, 'algorithm': 'mst_prim'}
I0716 22:19:25.327816 129552255399424 run.py:722] (val) algo mst_prim step 7150: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 403707, 'step': 7150, 'algorithm': 'mst_prim'}
I0716 22:19:27.260243 129552255399424 run.py:722] (val) algo mst_prim step 7200: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 406508, 'step': 7200, 'algorithm': 'mst_prim'}
I0716 22:19:29.257117 129552255399424 run.py:722] (val) algo mst_prim step 7250: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 409318, 'step': 7250, 'algorithm': 'mst_prim'}
I0716 22:19:31.238199 129552255399424 run.py:722] (val) algo mst_prim step 7300: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 412205, 'step': 7300, 'algorithm': 'mst_prim'}
I0716 22:19:33.241800 129552255399424 run.py:722] (val) algo mst_prim step 7350: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 415058, 'step': 7350, 'algorithm': 'mst_prim'}
I0716 22:19:35.172350 129552255399424 run.py:722] (val) algo mst_prim step 7400: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 417912, 'step': 7400, 'algorithm': 'mst_prim'}
I0716 22:19:37.103486 129552255399424 run.py:722] (val) algo mst_prim step 7450: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 420715, 'step': 7450, 'algorithm': 'mst_prim'}
I0716 22:19:39.084343 129552255399424 run.py:722] (val) algo mst_prim step 7500: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 423528, 'step': 7500, 'algorithm': 'mst_prim'}
I0716 22:19:41.080051 129552255399424 run.py:722] (val) algo mst_prim step 7550: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 426306, 'step': 7550, 'algorithm': 'mst_prim'}
I0716 22:19:43.005574 129552255399424 run.py:722] (val) algo mst_prim step 7600: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 429096, 'step': 7600, 'algorithm': 'mst_prim'}
I0716 22:19:44.960441 129552255399424 run.py:722] (val) algo mst_prim step 7650: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 431991, 'step': 7650, 'algorithm': 'mst_prim'}
I0716 22:19:46.967243 129552255399424 run.py:722] (val) algo mst_prim step 7700: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 434881, 'step': 7700, 'algorithm': 'mst_prim'}
I0716 22:19:48.891969 129552255399424 run.py:722] (val) algo mst_prim step 7750: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 437695, 'step': 7750, 'algorithm': 'mst_prim'}
I0716 22:19:50.850169 129552255399424 run.py:722] (val) algo mst_prim step 7800: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 440510, 'step': 7800, 'algorithm': 'mst_prim'}
I0716 22:19:52.779671 129552255399424 run.py:722] (val) algo mst_prim step 7850: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 443292, 'step': 7850, 'algorithm': 'mst_prim'}
I0716 22:19:54.740906 129552255399424 run.py:722] (val) algo mst_prim step 7900: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 446072, 'step': 7900, 'algorithm': 'mst_prim'}
I0716 22:19:56.799117 129552255399424 run.py:722] (val) algo mst_prim step 7950: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 448868, 'step': 7950, 'algorithm': 'mst_prim'}
I0716 22:19:58.843040 129552255399424 run.py:722] (val) algo mst_prim step 8000: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 451752, 'step': 8000, 'algorithm': 'mst_prim'}
I0716 22:20:00.839823 129552255399424 run.py:722] (val) algo mst_prim step 8050: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 454601, 'step': 8050, 'algorithm': 'mst_prim'}
I0716 22:20:02.777484 129552255399424 run.py:722] (val) algo mst_prim step 8100: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 457450, 'step': 8100, 'algorithm': 'mst_prim'}
I0716 22:20:04.672801 129552255399424 run.py:722] (val) algo mst_prim step 8150: {'pi': 0.9873046875, 'score': 0.9873046875, 'examples_seen': 460254, 'step': 8150, 'algorithm': 'mst_prim'}
I0716 22:20:06.597837 129552255399424 run.py:722] (val) algo mst_prim step 8200: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 463060, 'step': 8200, 'algorithm': 'mst_prim'}
I0716 22:20:08.491539 129552255399424 run.py:722] (val) algo mst_prim step 8250: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 465871, 'step': 8250, 'algorithm': 'mst_prim'}
I0716 22:20:10.466430 129552255399424 run.py:722] (val) algo mst_prim step 8300: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 468672, 'step': 8300, 'algorithm': 'mst_prim'}
I0716 22:20:12.379786 129552255399424 run.py:722] (val) algo mst_prim step 8350: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 471526, 'step': 8350, 'algorithm': 'mst_prim'}
I0716 22:20:14.384680 129552255399424 run.py:722] (val) algo mst_prim step 8400: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 474409, 'step': 8400, 'algorithm': 'mst_prim'}
I0716 22:20:16.333492 129552255399424 run.py:722] (val) algo mst_prim step 8450: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 477268, 'step': 8450, 'algorithm': 'mst_prim'}
I0716 22:20:18.309865 129552255399424 run.py:722] (val) algo mst_prim step 8500: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 480081, 'step': 8500, 'algorithm': 'mst_prim'}
I0716 22:20:20.267655 129552255399424 run.py:722] (val) algo mst_prim step 8550: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 482868, 'step': 8550, 'algorithm': 'mst_prim'}
I0716 22:20:22.160725 129552255399424 run.py:722] (val) algo mst_prim step 8600: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 485664, 'step': 8600, 'algorithm': 'mst_prim'}
I0716 22:20:24.073775 129552255399424 run.py:722] (val) algo mst_prim step 8650: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 488441, 'step': 8650, 'algorithm': 'mst_prim'}
I0716 22:20:26.010078 129552255399424 run.py:722] (val) algo mst_prim step 8700: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 491333, 'step': 8700, 'algorithm': 'mst_prim'}
I0716 22:20:27.920109 129552255399424 run.py:722] (val) algo mst_prim step 8750: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 494213, 'step': 8750, 'algorithm': 'mst_prim'}
I0716 22:20:29.811826 129552255399424 run.py:722] (val) algo mst_prim step 8800: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 497025, 'step': 8800, 'algorithm': 'mst_prim'}
I0716 22:20:31.719180 129552255399424 run.py:722] (val) algo mst_prim step 8850: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 499850, 'step': 8850, 'algorithm': 'mst_prim'}
I0716 22:20:33.610800 129552255399424 run.py:722] (val) algo mst_prim step 8900: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 502637, 'step': 8900, 'algorithm': 'mst_prim'}
I0716 22:20:35.535375 129552255399424 run.py:722] (val) algo mst_prim step 8950: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 505392, 'step': 8950, 'algorithm': 'mst_prim'}
I0716 22:20:37.528795 129552255399424 run.py:722] (val) algo mst_prim step 9000: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 508139, 'step': 9000, 'algorithm': 'mst_prim'}
I0716 22:20:39.507815 129552255399424 run.py:722] (val) algo mst_prim step 9050: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 511068, 'step': 9050, 'algorithm': 'mst_prim'}
I0716 22:20:41.453403 129552255399424 run.py:722] (val) algo mst_prim step 9100: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 513951, 'step': 9100, 'algorithm': 'mst_prim'}
I0716 22:20:43.362894 129552255399424 run.py:722] (val) algo mst_prim step 9150: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 516763, 'step': 9150, 'algorithm': 'mst_prim'}
I0716 22:20:45.268497 129552255399424 run.py:722] (val) algo mst_prim step 9200: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 519585, 'step': 9200, 'algorithm': 'mst_prim'}
I0716 22:20:47.148312 129552255399424 run.py:722] (val) algo mst_prim step 9250: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 522382, 'step': 9250, 'algorithm': 'mst_prim'}
I0716 22:20:49.030951 129552255399424 run.py:722] (val) algo mst_prim step 9300: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 525200, 'step': 9300, 'algorithm': 'mst_prim'}
I0716 22:20:50.973879 129552255399424 run.py:722] (val) algo mst_prim step 9350: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 527972, 'step': 9350, 'algorithm': 'mst_prim'}
I0716 22:20:52.898817 129552255399424 run.py:722] (val) algo mst_prim step 9400: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 530840, 'step': 9400, 'algorithm': 'mst_prim'}
I0716 22:20:54.800206 129552255399424 run.py:722] (val) algo mst_prim step 9450: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 533704, 'step': 9450, 'algorithm': 'mst_prim'}
I0716 22:20:56.719341 129552255399424 run.py:722] (val) algo mst_prim step 9500: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 536567, 'step': 9500, 'algorithm': 'mst_prim'}
I0716 22:20:58.621903 129552255399424 run.py:722] (val) algo mst_prim step 9550: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 539410, 'step': 9550, 'algorithm': 'mst_prim'}
I0716 22:21:00.583709 129552255399424 run.py:722] (val) algo mst_prim step 9600: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 542217, 'step': 9600, 'algorithm': 'mst_prim'}
I0716 22:21:02.492748 129552255399424 run.py:722] (val) algo mst_prim step 9650: {'pi': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 545004, 'step': 9650, 'algorithm': 'mst_prim'}
I0716 22:21:04.433712 129552255399424 run.py:722] (val) algo mst_prim step 9700: {'pi': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 547822, 'step': 9700, 'algorithm': 'mst_prim'}
I0716 22:21:06.271146 129552255399424 run.py:722] (val) algo mst_prim step 9750: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 550670, 'step': 9750, 'algorithm': 'mst_prim'}
I0716 22:21:08.220779 129552255399424 run.py:722] (val) algo mst_prim step 9800: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 553548, 'step': 9800, 'algorithm': 'mst_prim'}
I0716 22:21:10.206638 129552255399424 run.py:722] (val) algo mst_prim step 9850: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 556410, 'step': 9850, 'algorithm': 'mst_prim'}
I0716 22:21:12.105009 129552255399424 run.py:722] (val) algo mst_prim step 9900: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 559220, 'step': 9900, 'algorithm': 'mst_prim'}
I0716 22:21:13.989463 129552255399424 run.py:722] (val) algo mst_prim step 9950: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 561977, 'step': 9950, 'algorithm': 'mst_prim'}
