I0716 20:24:09.673210 140086191965696 run.py:722] (val) algo heapsort step 0: {'pred': 0.072265625, 'score': 0.072265625, 'examples_seen': 16, 'step': 0, 'algorithm': 'heapsort'}
I0716 20:33:49.443746 140086191965696 run.py:722] (val) algo heapsort step 7000: {'pred': 0.5322265625, 'score': 0.5322265625, 'examples_seen': 108837, 'step': 7000, 'algorithm': 'heapsort'}
I0716 20:33:52.743222 140086191965696 run.py:722] (val) algo heapsort step 7050: {'pred': 0.6533203125, 'score': 0.6533203125, 'examples_seen': 109604, 'step': 7050, 'algorithm': 'heapsort'}
I0716 20:33:56.052883 140086191965696 run.py:722] (val) algo heapsort step 7100: {'pred': 0.5439453125, 'score': 0.5439453125, 'examples_seen': 110373, 'step': 7100, 'algorithm': 'heapsort'}
I0716 20:33:59.374627 140086191965696 run.py:722] (val) algo heapsort step 7150: {'pred': 0.52734375, 'score': 0.52734375, 'examples_seen': 111144, 'step': 7150, 'algorithm': 'heapsort'}
I0716 20:34:03.068565 140086191965696 run.py:722] (val) algo heapsort step 7200: {'pred': 0.5849609375, 'score': 0.5849609375, 'examples_seen': 111911, 'step': 7200, 'algorithm': 'heapsort'}
I0716 20:34:06.351992 140086191965696 run.py:722] (val) algo heapsort step 7250: {'pred': 0.6142578125, 'score': 0.6142578125, 'examples_seen': 112667, 'step': 7250, 'algorithm': 'heapsort'}
I0716 20:34:09.718775 140086191965696 run.py:722] (val) algo heapsort step 7300: {'pred': 0.640625, 'score': 0.640625, 'examples_seen': 113477, 'step': 7300, 'algorithm': 'heapsort'}
I0716 20:34:13.042293 140086191965696 run.py:722] (val) algo heapsort step 7350: {'pred': 0.66015625, 'score': 0.66015625, 'examples_seen': 114265, 'step': 7350, 'algorithm': 'heapsort'}
I0716 20:34:16.361310 140086191965696 run.py:722] (val) algo heapsort step 7400: {'pred': 0.609375, 'score': 0.609375, 'examples_seen': 115037, 'step': 7400, 'algorithm': 'heapsort'}
I0716 20:34:19.743930 140086191965696 run.py:722] (val) algo heapsort step 7450: {'pred': 0.6162109375, 'score': 0.6162109375, 'examples_seen': 115809, 'step': 7450, 'algorithm': 'heapsort'}
I0716 20:34:23.097337 140086191965696 run.py:722] (val) algo heapsort step 7500: {'pred': 0.5439453125, 'score': 0.5439453125, 'examples_seen': 116575, 'step': 7500, 'algorithm': 'heapsort'}
I0716 20:34:26.549206 140086191965696 run.py:722] (val) algo heapsort step 7550: {'pred': 0.61328125, 'score': 0.61328125, 'examples_seen': 117334, 'step': 7550, 'algorithm': 'heapsort'}
I0716 20:34:30.034511 140086191965696 run.py:722] (val) algo heapsort step 7600: {'pred': 0.625, 'score': 0.625, 'examples_seen': 118096, 'step': 7600, 'algorithm': 'heapsort'}
I0716 20:34:33.480110 140086191965696 run.py:722] (val) algo heapsort step 7650: {'pred': 0.560546875, 'score': 0.560546875, 'examples_seen': 118905, 'step': 7650, 'algorithm': 'heapsort'}
I0716 20:34:36.808872 140086191965696 run.py:722] (val) algo heapsort step 7700: {'pred': 0.578125, 'score': 0.578125, 'examples_seen': 119697, 'step': 7700, 'algorithm': 'heapsort'}
I0716 20:34:40.126855 140086191965696 run.py:722] (val) algo heapsort step 7750: {'pred': 0.4931640625, 'score': 0.4931640625, 'examples_seen': 120477, 'step': 7750, 'algorithm': 'heapsort'}
I0716 20:34:43.451405 140086191965696 run.py:722] (val) algo heapsort step 7800: {'pred': 0.5361328125, 'score': 0.5361328125, 'examples_seen': 121238, 'step': 7800, 'algorithm': 'heapsort'}
I0716 20:34:46.857235 140086191965696 run.py:722] (val) algo heapsort step 7850: {'pred': 0.5478515625, 'score': 0.5478515625, 'examples_seen': 122006, 'step': 7850, 'algorithm': 'heapsort'}
I0716 20:34:50.198119 140086191965696 run.py:722] (val) algo heapsort step 7900: {'pred': 0.5068359375, 'score': 0.5068359375, 'examples_seen': 122769, 'step': 7900, 'algorithm': 'heapsort'}
I0716 20:34:53.533722 140086191965696 run.py:722] (val) algo heapsort step 7950: {'pred': 0.5458984375, 'score': 0.5458984375, 'examples_seen': 123525, 'step': 7950, 'algorithm': 'heapsort'}
I0716 20:34:56.894433 140086191965696 run.py:722] (val) algo heapsort step 8000: {'pred': 0.5537109375, 'score': 0.5537109375, 'examples_seen': 124336, 'step': 8000, 'algorithm': 'heapsort'}
I0716 20:35:00.292467 140086191965696 run.py:722] (val) algo heapsort step 8050: {'pred': 0.5400390625, 'score': 0.5400390625, 'examples_seen': 125125, 'step': 8050, 'algorithm': 'heapsort'}
I0716 20:35:03.665014 140086191965696 run.py:722] (val) algo heapsort step 8100: {'pred': 0.53515625, 'score': 0.53515625, 'examples_seen': 125903, 'step': 8100, 'algorithm': 'heapsort'}
I0716 20:35:07.042984 140086191965696 run.py:722] (val) algo heapsort step 8150: {'pred': 0.533203125, 'score': 0.533203125, 'examples_seen': 126671, 'step': 8150, 'algorithm': 'heapsort'}
I0716 20:35:10.388983 140086191965696 run.py:722] (val) algo heapsort step 8200: {'pred': 0.5283203125, 'score': 0.5283203125, 'examples_seen': 127435, 'step': 8200, 'algorithm': 'heapsort'}
I0716 20:35:13.743692 140086191965696 run.py:722] (val) algo heapsort step 8250: {'pred': 0.5478515625, 'score': 0.5478515625, 'examples_seen': 128197, 'step': 8250, 'algorithm': 'heapsort'}
I0716 20:35:17.070873 140086191965696 run.py:722] (val) algo heapsort step 8300: {'pred': 0.537109375, 'score': 0.537109375, 'examples_seen': 128970, 'step': 8300, 'algorithm': 'heapsort'}
I0716 20:35:20.399961 140086191965696 run.py:722] (val) algo heapsort step 8350: {'pred': 0.6171875, 'score': 0.6171875, 'examples_seen': 129777, 'step': 8350, 'algorithm': 'heapsort'}
I0716 20:35:23.751264 140086191965696 run.py:722] (val) algo heapsort step 8400: {'pred': 0.5625, 'score': 0.5625, 'examples_seen': 130566, 'step': 8400, 'algorithm': 'heapsort'}
I0716 20:35:27.071187 140086191965696 run.py:722] (val) algo heapsort step 8450: {'pred': 0.5166015625, 'score': 0.5166015625, 'examples_seen': 131338, 'step': 8450, 'algorithm': 'heapsort'}
I0716 20:35:30.412589 140086191965696 run.py:722] (val) algo heapsort step 8500: {'pred': 0.5712890625, 'score': 0.5712890625, 'examples_seen': 132114, 'step': 8500, 'algorithm': 'heapsort'}
I0716 20:35:33.854609 140086191965696 run.py:722] (val) algo heapsort step 8550: {'pred': 0.56640625, 'score': 0.56640625, 'examples_seen': 132882, 'step': 8550, 'algorithm': 'heapsort'}
I0716 20:35:37.195351 140086191965696 run.py:722] (val) algo heapsort step 8600: {'pred': 0.6494140625, 'score': 0.6494140625, 'examples_seen': 133653, 'step': 8600, 'algorithm': 'heapsort'}
I0716 20:35:40.569046 140086191965696 run.py:722] (val) algo heapsort step 8650: {'pred': 0.7216796875, 'score': 0.7216796875, 'examples_seen': 134407, 'step': 8650, 'algorithm': 'heapsort'}
I0716 20:35:43.965175 140086191965696 run.py:722] (val) algo heapsort step 8700: {'pred': 0.5869140625, 'score': 0.5869140625, 'examples_seen': 135221, 'step': 8700, 'algorithm': 'heapsort'}
I0716 20:35:47.316890 140086191965696 run.py:722] (val) algo heapsort step 8750: {'pred': 0.5556640625, 'score': 0.5556640625, 'examples_seen': 136012, 'step': 8750, 'algorithm': 'heapsort'}
I0716 20:35:50.709186 140086191965696 run.py:722] (val) algo heapsort step 8800: {'pred': 0.6767578125, 'score': 0.6767578125, 'examples_seen': 136793, 'step': 8800, 'algorithm': 'heapsort'}
I0716 20:35:54.042793 140086191965696 run.py:722] (val) algo heapsort step 8850: {'pred': 0.5576171875, 'score': 0.5576171875, 'examples_seen': 137560, 'step': 8850, 'algorithm': 'heapsort'}
I0716 20:35:57.381660 140086191965696 run.py:722] (val) algo heapsort step 8900: {'pred': 0.4775390625, 'score': 0.4775390625, 'examples_seen': 138332, 'step': 8900, 'algorithm': 'heapsort'}
I0716 20:36:00.723791 140086191965696 run.py:722] (val) algo heapsort step 8950: {'pred': 0.609375, 'score': 0.609375, 'examples_seen': 139086, 'step': 8950, 'algorithm': 'heapsort'}
I0716 20:36:04.145707 140086191965696 run.py:722] (val) algo heapsort step 9000: {'pred': 0.5595703125, 'score': 0.5595703125, 'examples_seen': 139858, 'step': 9000, 'algorithm': 'heapsort'}
I0716 20:36:07.545062 140086191965696 run.py:722] (val) algo heapsort step 9050: {'pred': 0.560546875, 'score': 0.560546875, 'examples_seen': 140655, 'step': 9050, 'algorithm': 'heapsort'}
I0716 20:36:10.917008 140086191965696 run.py:722] (val) algo heapsort step 9100: {'pred': 0.650390625, 'score': 0.650390625, 'examples_seen': 141445, 'step': 9100, 'algorithm': 'heapsort'}
I0716 20:36:14.263367 140086191965696 run.py:722] (val) algo heapsort step 9150: {'pred': 0.544921875, 'score': 0.544921875, 'examples_seen': 142226, 'step': 9150, 'algorithm': 'heapsort'}
I0716 20:36:17.563564 140086191965696 run.py:722] (val) algo heapsort step 9200: {'pred': 0.62890625, 'score': 0.62890625, 'examples_seen': 142996, 'step': 9200, 'algorithm': 'heapsort'}
I0716 20:36:20.893045 140086191965696 run.py:722] (val) algo heapsort step 9250: {'pred': 0.658203125, 'score': 0.658203125, 'examples_seen': 143758, 'step': 9250, 'algorithm': 'heapsort'}
I0716 20:36:24.262820 140086191965696 run.py:722] (val) algo heapsort step 9300: {'pred': 0.560546875, 'score': 0.560546875, 'examples_seen': 144526, 'step': 9300, 'algorithm': 'heapsort'}
I0716 20:36:27.649281 140086191965696 run.py:722] (val) algo heapsort step 9350: {'pred': 0.607421875, 'score': 0.607421875, 'examples_seen': 145295, 'step': 9350, 'algorithm': 'heapsort'}
I0716 20:36:31.022659 140086191965696 run.py:722] (val) algo heapsort step 9400: {'pred': 0.62890625, 'score': 0.62890625, 'examples_seen': 146103, 'step': 9400, 'algorithm': 'heapsort'}
I0716 20:36:34.353309 140086191965696 run.py:722] (val) algo heapsort step 9450: {'pred': 0.583984375, 'score': 0.583984375, 'examples_seen': 146891, 'step': 9450, 'algorithm': 'heapsort'}
I0716 20:36:37.714047 140086191965696 run.py:722] (val) algo heapsort step 9500: {'pred': 0.5732421875, 'score': 0.5732421875, 'examples_seen': 147664, 'step': 9500, 'algorithm': 'heapsort'}
I0716 20:36:41.084016 140086191965696 run.py:722] (val) algo heapsort step 9550: {'pred': 0.5458984375, 'score': 0.5458984375, 'examples_seen': 148443, 'step': 9550, 'algorithm': 'heapsort'}
I0716 20:36:44.454873 140086191965696 run.py:722] (val) algo heapsort step 9600: {'pred': 0.5244140625, 'score': 0.5244140625, 'examples_seen': 149211, 'step': 9600, 'algorithm': 'heapsort'}
I0716 20:36:47.795381 140086191965696 run.py:722] (val) algo heapsort step 9650: {'pred': 0.5771484375, 'score': 0.5771484375, 'examples_seen': 149979, 'step': 9650, 'algorithm': 'heapsort'}
I0716 20:36:51.188352 140086191965696 run.py:722] (val) algo heapsort step 9700: {'pred': 0.6005859375, 'score': 0.6005859375, 'examples_seen': 150738, 'step': 9700, 'algorithm': 'heapsort'}
I0716 20:36:54.610836 140086191965696 run.py:722] (val) algo heapsort step 9750: {'pred': 0.5634765625, 'score': 0.5634765625, 'examples_seen': 151554, 'step': 9750, 'algorithm': 'heapsort'}
I0716 20:36:57.961268 140086191965696 run.py:722] (val) algo heapsort step 9800: {'pred': 0.6396484375, 'score': 0.6396484375, 'examples_seen': 152337, 'step': 9800, 'algorithm': 'heapsort'}
I0716 20:37:01.318023 140086191965696 run.py:722] (val) algo heapsort step 9850: {'pred': 0.6240234375, 'score': 0.6240234375, 'examples_seen': 153118, 'step': 9850, 'algorithm': 'heapsort'}
I0716 20:37:04.685776 140086191965696 run.py:722] (val) algo heapsort step 9900: {'pred': 0.6533203125, 'score': 0.6533203125, 'examples_seen': 153884, 'step': 9900, 'algorithm': 'heapsort'}
I0716 20:37:08.044894 140086191965696 run.py:722] (val) algo heapsort step 9950: {'pred': 0.5390625, 'score': 0.5390625, 'examples_seen': 154648, 'step': 9950, 'algorithm': 'heapsort'}
I0716 20:37:11.060874 140086191965696 run.py:752] Restoring best model from checkpoint...
I0716 20:37:23.862481 140086191965696 run.py:767] (test) algo heapsort : {'pred': 0.1953125, 'score': 0.1953125, 'examples_seen': 155410, 'step': 10000, 'algorithm': 'heapsort'}
I0716 20:37:23.862668 140086191965696 run.py:769] Done!
