I0716 18:34:18.267283 130711122957824 run.py:722] (val) algo bellman_ford step 0: {'pi': 0.5986328125, 'score': 0.5986328125, 'examples_seen': 159, 'step': 0, 'algorithm': 'bellman_ford'}
I0716 18:42:26.752056 130711122957824 run.py:722] (val) algo bellman_ford step 6750: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 748591, 'step': 6750, 'algorithm': 'bellman_ford'}
I0716 18:42:29.698386 130711122957824 run.py:722] (val) algo bellman_ford step 6800: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 754161, 'step': 6800, 'algorithm': 'bellman_ford'}
I0716 18:42:32.621834 130711122957824 run.py:722] (val) algo bellman_ford step 6850: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 759700, 'step': 6850, 'algorithm': 'bellman_ford'}
I0716 18:42:35.520092 130711122957824 run.py:722] (val) algo bellman_ford step 6900: {'pi': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 765245, 'step': 6900, 'algorithm': 'bellman_ford'}
I0716 18:42:38.453925 130711122957824 run.py:722] (val) algo bellman_ford step 6950: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 770874, 'step': 6950, 'algorithm': 'bellman_ford'}
I0716 18:42:41.289167 130711122957824 run.py:722] (val) algo bellman_ford step 7000: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 776494, 'step': 7000, 'algorithm': 'bellman_ford'}
I0716 18:42:44.098366 130711122957824 run.py:722] (val) algo bellman_ford step 7050: {'pi': 0.9130859375, 'score': 0.9130859375, 'examples_seen': 781995, 'step': 7050, 'algorithm': 'bellman_ford'}
I0716 18:42:47.012490 130711122957824 run.py:722] (val) algo bellman_ford step 7100: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 787530, 'step': 7100, 'algorithm': 'bellman_ford'}
I0716 18:42:49.952109 130711122957824 run.py:722] (val) algo bellman_ford step 7150: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 793035, 'step': 7150, 'algorithm': 'bellman_ford'}
I0716 18:42:52.890567 130711122957824 run.py:722] (val) algo bellman_ford step 7200: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 798444, 'step': 7200, 'algorithm': 'bellman_ford'}
I0716 18:42:55.882233 130711122957824 run.py:722] (val) algo bellman_ford step 7250: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 803897, 'step': 7250, 'algorithm': 'bellman_ford'}
I0716 18:42:58.837199 130711122957824 run.py:722] (val) algo bellman_ford step 7300: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 809451, 'step': 7300, 'algorithm': 'bellman_ford'}
I0716 18:43:01.864032 130711122957824 run.py:722] (val) algo bellman_ford step 7350: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 815091, 'step': 7350, 'algorithm': 'bellman_ford'}
I0716 18:43:04.743162 130711122957824 run.py:722] (val) algo bellman_ford step 7400: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 820552, 'step': 7400, 'algorithm': 'bellman_ford'}
I0716 18:43:07.662072 130711122957824 run.py:722] (val) algo bellman_ford step 7450: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 826094, 'step': 7450, 'algorithm': 'bellman_ford'}
I0716 18:43:10.647844 130711122957824 run.py:722] (val) algo bellman_ford step 7500: {'pi': 0.9150390625, 'score': 0.9150390625, 'examples_seen': 831601, 'step': 7500, 'algorithm': 'bellman_ford'}
I0716 18:43:13.547883 130711122957824 run.py:722] (val) algo bellman_ford step 7550: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 837062, 'step': 7550, 'algorithm': 'bellman_ford'}
I0716 18:43:16.414995 130711122957824 run.py:722] (val) algo bellman_ford step 7600: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 842436, 'step': 7600, 'algorithm': 'bellman_ford'}
I0716 18:43:19.321676 130711122957824 run.py:722] (val) algo bellman_ford step 7650: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 848046, 'step': 7650, 'algorithm': 'bellman_ford'}
I0716 18:43:22.313101 130711122957824 run.py:722] (val) algo bellman_ford step 7700: {'pi': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 853681, 'step': 7700, 'algorithm': 'bellman_ford'}
I0716 18:43:25.191101 130711122957824 run.py:722] (val) algo bellman_ford step 7750: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 859215, 'step': 7750, 'algorithm': 'bellman_ford'}
I0716 18:43:28.033700 130711122957824 run.py:722] (val) algo bellman_ford step 7800: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 864750, 'step': 7800, 'algorithm': 'bellman_ford'}
I0716 18:43:31.017548 130711122957824 run.py:722] (val) algo bellman_ford step 7850: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 870296, 'step': 7850, 'algorithm': 'bellman_ford'}
I0716 18:43:33.852975 130711122957824 run.py:722] (val) algo bellman_ford step 7900: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 875822, 'step': 7900, 'algorithm': 'bellman_ford'}
I0716 18:43:36.821777 130711122957824 run.py:722] (val) algo bellman_ford step 7950: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 881345, 'step': 7950, 'algorithm': 'bellman_ford'}
I0716 18:43:39.722288 130711122957824 run.py:722] (val) algo bellman_ford step 8000: {'pi': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 886969, 'step': 8000, 'algorithm': 'bellman_ford'}
I0716 18:43:42.664509 130711122957824 run.py:722] (val) algo bellman_ford step 8050: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 892571, 'step': 8050, 'algorithm': 'bellman_ford'}
I0716 18:43:45.555175 130711122957824 run.py:722] (val) algo bellman_ford step 8100: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 898132, 'step': 8100, 'algorithm': 'bellman_ford'}
I0716 18:43:48.426883 130711122957824 run.py:722] (val) algo bellman_ford step 8150: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 903662, 'step': 8150, 'algorithm': 'bellman_ford'}
I0716 18:43:51.371582 130711122957824 run.py:722] (val) algo bellman_ford step 8200: {'pi': 0.8271484375, 'score': 0.8271484375, 'examples_seen': 909219, 'step': 8200, 'algorithm': 'bellman_ford'}
I0716 18:43:54.373587 130711122957824 run.py:722] (val) algo bellman_ford step 8250: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 914752, 'step': 8250, 'algorithm': 'bellman_ford'}
I0716 18:43:57.390964 130711122957824 run.py:722] (val) algo bellman_ford step 8300: {'pi': 0.990234375, 'score': 0.990234375, 'examples_seen': 920284, 'step': 8300, 'algorithm': 'bellman_ford'}
I0716 18:44:00.390346 130711122957824 run.py:722] (val) algo bellman_ford step 8350: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 925882, 'step': 8350, 'algorithm': 'bellman_ford'}
I0716 18:44:03.469691 130711122957824 run.py:722] (val) algo bellman_ford step 8400: {'pi': 0.92578125, 'score': 0.92578125, 'examples_seen': 931492, 'step': 8400, 'algorithm': 'bellman_ford'}
I0716 18:44:06.217544 130711122957824 run.py:722] (val) algo bellman_ford step 8450: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 937050, 'step': 8450, 'algorithm': 'bellman_ford'}
I0716 18:44:09.067460 130711122957824 run.py:722] (val) algo bellman_ford step 8500: {'pi': 0.9345703125, 'score': 0.9345703125, 'examples_seen': 942593, 'step': 8500, 'algorithm': 'bellman_ford'}
I0716 18:44:11.956573 130711122957824 run.py:722] (val) algo bellman_ford step 8550: {'pi': 0.880859375, 'score': 0.880859375, 'examples_seen': 948088, 'step': 8550, 'algorithm': 'bellman_ford'}
I0716 18:44:14.852895 130711122957824 run.py:722] (val) algo bellman_ford step 8600: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 953583, 'step': 8600, 'algorithm': 'bellman_ford'}
I0716 18:44:17.738033 130711122957824 run.py:722] (val) algo bellman_ford step 8650: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 959058, 'step': 8650, 'algorithm': 'bellman_ford'}
I0716 18:44:20.683549 130711122957824 run.py:722] (val) algo bellman_ford step 8700: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 964626, 'step': 8700, 'algorithm': 'bellman_ford'}
I0716 18:44:23.628703 130711122957824 run.py:722] (val) algo bellman_ford step 8750: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 970298, 'step': 8750, 'algorithm': 'bellman_ford'}
I0716 18:44:26.532194 130711122957824 run.py:722] (val) algo bellman_ford step 8800: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 975825, 'step': 8800, 'algorithm': 'bellman_ford'}
I0716 18:44:29.585801 130711122957824 run.py:722] (val) algo bellman_ford step 8850: {'pi': 0.8642578125, 'score': 0.8642578125, 'examples_seen': 981377, 'step': 8850, 'algorithm': 'bellman_ford'}
I0716 18:44:32.493902 130711122957824 run.py:722] (val) algo bellman_ford step 8900: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 986846, 'step': 8900, 'algorithm': 'bellman_ford'}
I0716 18:44:35.483678 130711122957824 run.py:722] (val) algo bellman_ford step 8950: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 992419, 'step': 8950, 'algorithm': 'bellman_ford'}
I0716 18:44:38.466080 130711122957824 run.py:722] (val) algo bellman_ford step 9000: {'pi': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 997892, 'step': 9000, 'algorithm': 'bellman_ford'}
I0716 18:44:41.450484 130711122957824 run.py:722] (val) algo bellman_ford step 9050: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 1003572, 'step': 9050, 'algorithm': 'bellman_ford'}
I0716 18:44:44.372744 130711122957824 run.py:722] (val) algo bellman_ford step 9100: {'pi': 0.986328125, 'score': 0.986328125, 'examples_seen': 1009140, 'step': 9100, 'algorithm': 'bellman_ford'}
I0716 18:44:47.246268 130711122957824 run.py:722] (val) algo bellman_ford step 9150: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 1014681, 'step': 9150, 'algorithm': 'bellman_ford'}
I0716 18:44:50.164619 130711122957824 run.py:722] (val) algo bellman_ford step 9200: {'pi': 0.923828125, 'score': 0.923828125, 'examples_seen': 1020218, 'step': 9200, 'algorithm': 'bellman_ford'}
I0716 18:44:53.069341 130711122957824 run.py:722] (val) algo bellman_ford step 9250: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 1025713, 'step': 9250, 'algorithm': 'bellman_ford'}
I0716 18:44:55.928723 130711122957824 run.py:722] (val) algo bellman_ford step 9300: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 1031163, 'step': 9300, 'algorithm': 'bellman_ford'}
I0716 18:44:58.786526 130711122957824 run.py:722] (val) algo bellman_ford step 9350: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 1036661, 'step': 9350, 'algorithm': 'bellman_ford'}
I0716 18:45:01.777084 130711122957824 run.py:722] (val) algo bellman_ford step 9400: {'pi': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 1042311, 'step': 9400, 'algorithm': 'bellman_ford'}
I0716 18:45:04.700691 130711122957824 run.py:722] (val) algo bellman_ford step 9450: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 1047901, 'step': 9450, 'algorithm': 'bellman_ford'}
I0716 18:45:07.591188 130711122957824 run.py:722] (val) algo bellman_ford step 9500: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 1053434, 'step': 9500, 'algorithm': 'bellman_ford'}
I0716 18:45:10.509066 130711122957824 run.py:722] (val) algo bellman_ford step 9550: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 1059006, 'step': 9550, 'algorithm': 'bellman_ford'}
I0716 18:45:13.422060 130711122957824 run.py:722] (val) algo bellman_ford step 9600: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 1064509, 'step': 9600, 'algorithm': 'bellman_ford'}
I0716 18:45:16.390071 130711122957824 run.py:722] (val) algo bellman_ford step 9650: {'pi': 0.98046875, 'score': 0.98046875, 'examples_seen': 1070042, 'step': 9650, 'algorithm': 'bellman_ford'}
I0716 18:45:19.285990 130711122957824 run.py:722] (val) algo bellman_ford step 9700: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 1075528, 'step': 9700, 'algorithm': 'bellman_ford'}
I0716 18:45:22.163734 130711122957824 run.py:722] (val) algo bellman_ford step 9750: {'pi': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 1081174, 'step': 9750, 'algorithm': 'bellman_ford'}
I0716 18:45:25.030783 130711122957824 run.py:722] (val) algo bellman_ford step 9800: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 1086803, 'step': 9800, 'algorithm': 'bellman_ford'}
I0716 18:45:27.939378 130711122957824 run.py:722] (val) algo bellman_ford step 9850: {'pi': 0.9873046875, 'score': 0.9873046875, 'examples_seen': 1092342, 'step': 9850, 'algorithm': 'bellman_ford'}
I0716 18:45:30.841650 130711122957824 run.py:722] (val) algo bellman_ford step 9900: {'pi': 0.912109375, 'score': 0.912109375, 'examples_seen': 1097900, 'step': 9900, 'algorithm': 'bellman_ford'}
I0716 18:45:33.749137 130711122957824 run.py:722] (val) algo bellman_ford step 9950: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 1103445, 'step': 9950, 'algorithm': 'bellman_ford'}
