I0715 11:19:58.006843 139071426848256 run.py:723] (val) algo mst_prim step 0: {'pi': 0.48828125, 'score': 0.48828125, 'examples_seen': 84, 'step': 0, 'algorithm': 'mst_prim'}
I0715 11:25:52.030778 139071426848256 run.py:723] (val) algo mst_prim step 6900: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 389507, 'step': 6900, 'algorithm': 'mst_prim'}
I0715 11:25:53.920076 139071426848256 run.py:723] (val) algo mst_prim step 6950: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 392435, 'step': 6950, 'algorithm': 'mst_prim'}
I0715 11:25:55.810700 139071426848256 run.py:723] (val) algo mst_prim step 7000: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 395323, 'step': 7000, 'algorithm': 'mst_prim'}
I0715 11:25:57.647398 139071426848256 run.py:723] (val) algo mst_prim step 7050: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 398132, 'step': 7050, 'algorithm': 'mst_prim'}
I0715 11:25:59.555583 139071426848256 run.py:723] (val) algo mst_prim step 7100: {'pi': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 400911, 'step': 7100, 'algorithm': 'mst_prim'}
I0715 11:26:01.431348 139071426848256 run.py:723] (val) algo mst_prim step 7150: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 403707, 'step': 7150, 'algorithm': 'mst_prim'}
I0715 11:26:03.258324 139071426848256 run.py:723] (val) algo mst_prim step 7200: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 406508, 'step': 7200, 'algorithm': 'mst_prim'}
I0715 11:26:05.172430 139071426848256 run.py:723] (val) algo mst_prim step 7250: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 409318, 'step': 7250, 'algorithm': 'mst_prim'}
I0715 11:26:07.102492 139071426848256 run.py:723] (val) algo mst_prim step 7300: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 412205, 'step': 7300, 'algorithm': 'mst_prim'}
I0715 11:26:09.042047 139071426848256 run.py:723] (val) algo mst_prim step 7350: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 415058, 'step': 7350, 'algorithm': 'mst_prim'}
I0715 11:26:10.919700 139071426848256 run.py:723] (val) algo mst_prim step 7400: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 417912, 'step': 7400, 'algorithm': 'mst_prim'}
I0715 11:26:12.779691 139071426848256 run.py:723] (val) algo mst_prim step 7450: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 420715, 'step': 7450, 'algorithm': 'mst_prim'}
I0715 11:26:14.695931 139071426848256 run.py:723] (val) algo mst_prim step 7500: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 423528, 'step': 7500, 'algorithm': 'mst_prim'}
I0715 11:26:16.611546 139071426848256 run.py:723] (val) algo mst_prim step 7550: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 426306, 'step': 7550, 'algorithm': 'mst_prim'}
I0715 11:26:18.481128 139071426848256 run.py:723] (val) algo mst_prim step 7600: {'pi': 0.9296875, 'score': 0.9296875, 'examples_seen': 429096, 'step': 7600, 'algorithm': 'mst_prim'}
I0715 11:26:20.393684 139071426848256 run.py:723] (val) algo mst_prim step 7650: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 431991, 'step': 7650, 'algorithm': 'mst_prim'}
I0715 11:26:22.328567 139071426848256 run.py:723] (val) algo mst_prim step 7700: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 434881, 'step': 7700, 'algorithm': 'mst_prim'}
I0715 11:26:24.167882 139071426848256 run.py:723] (val) algo mst_prim step 7750: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 437695, 'step': 7750, 'algorithm': 'mst_prim'}
I0715 11:26:26.031085 139071426848256 run.py:723] (val) algo mst_prim step 7800: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 440510, 'step': 7800, 'algorithm': 'mst_prim'}
I0715 11:26:27.892931 139071426848256 run.py:723] (val) algo mst_prim step 7850: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 443292, 'step': 7850, 'algorithm': 'mst_prim'}
I0715 11:26:29.749342 139071426848256 run.py:723] (val) algo mst_prim step 7900: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 446072, 'step': 7900, 'algorithm': 'mst_prim'}
I0715 11:26:31.662034 139071426848256 run.py:723] (val) algo mst_prim step 7950: {'pi': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 448868, 'step': 7950, 'algorithm': 'mst_prim'}
I0715 11:26:33.547951 139071426848256 run.py:723] (val) algo mst_prim step 8000: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 451752, 'step': 8000, 'algorithm': 'mst_prim'}
I0715 11:26:35.451830 139071426848256 run.py:723] (val) algo mst_prim step 8050: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 454601, 'step': 8050, 'algorithm': 'mst_prim'}
I0715 11:26:37.290535 139071426848256 run.py:723] (val) algo mst_prim step 8100: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 457450, 'step': 8100, 'algorithm': 'mst_prim'}
I0715 11:26:39.165714 139071426848256 run.py:723] (val) algo mst_prim step 8150: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 460254, 'step': 8150, 'algorithm': 'mst_prim'}
I0715 11:26:41.029532 139071426848256 run.py:723] (val) algo mst_prim step 8200: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 463060, 'step': 8200, 'algorithm': 'mst_prim'}
I0715 11:26:42.913198 139071426848256 run.py:723] (val) algo mst_prim step 8250: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 465871, 'step': 8250, 'algorithm': 'mst_prim'}
I0715 11:26:44.876402 139071426848256 run.py:723] (val) algo mst_prim step 8300: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 468672, 'step': 8300, 'algorithm': 'mst_prim'}
I0715 11:26:46.778240 139071426848256 run.py:723] (val) algo mst_prim step 8350: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 471526, 'step': 8350, 'algorithm': 'mst_prim'}
I0715 11:26:48.747221 139071426848256 run.py:723] (val) algo mst_prim step 8400: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 474409, 'step': 8400, 'algorithm': 'mst_prim'}
I0715 11:26:50.641125 139071426848256 run.py:723] (val) algo mst_prim step 8450: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 477268, 'step': 8450, 'algorithm': 'mst_prim'}
I0715 11:26:52.558461 139071426848256 run.py:723] (val) algo mst_prim step 8500: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 480081, 'step': 8500, 'algorithm': 'mst_prim'}
I0715 11:26:54.471199 139071426848256 run.py:723] (val) algo mst_prim step 8550: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 482868, 'step': 8550, 'algorithm': 'mst_prim'}
I0715 11:26:56.336253 139071426848256 run.py:723] (val) algo mst_prim step 8600: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 485664, 'step': 8600, 'algorithm': 'mst_prim'}
I0715 11:26:58.200594 139071426848256 run.py:723] (val) algo mst_prim step 8650: {'pi': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 488441, 'step': 8650, 'algorithm': 'mst_prim'}
I0715 11:27:00.079738 139071426848256 run.py:723] (val) algo mst_prim step 8700: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 491333, 'step': 8700, 'algorithm': 'mst_prim'}
I0715 11:27:01.976884 139071426848256 run.py:723] (val) algo mst_prim step 8750: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 494213, 'step': 8750, 'algorithm': 'mst_prim'}
I0715 11:27:03.838995 139071426848256 run.py:723] (val) algo mst_prim step 8800: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 497025, 'step': 8800, 'algorithm': 'mst_prim'}
I0715 11:27:05.733182 139071426848256 run.py:723] (val) algo mst_prim step 8850: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 499850, 'step': 8850, 'algorithm': 'mst_prim'}
I0715 11:27:07.571835 139071426848256 run.py:723] (val) algo mst_prim step 8900: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 502637, 'step': 8900, 'algorithm': 'mst_prim'}
I0715 11:27:09.417226 139071426848256 run.py:723] (val) algo mst_prim step 8950: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 505392, 'step': 8950, 'algorithm': 'mst_prim'}
I0715 11:27:11.324102 139071426848256 run.py:723] (val) algo mst_prim step 9000: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 508139, 'step': 9000, 'algorithm': 'mst_prim'}
I0715 11:27:13.281780 139071426848256 run.py:723] (val) algo mst_prim step 9050: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 511068, 'step': 9050, 'algorithm': 'mst_prim'}
I0715 11:27:15.192563 139071426848256 run.py:723] (val) algo mst_prim step 9100: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 513951, 'step': 9100, 'algorithm': 'mst_prim'}
I0715 11:27:17.071569 139071426848256 run.py:723] (val) algo mst_prim step 9150: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 516763, 'step': 9150, 'algorithm': 'mst_prim'}
I0715 11:27:18.973397 139071426848256 run.py:723] (val) algo mst_prim step 9200: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 519585, 'step': 9200, 'algorithm': 'mst_prim'}
I0715 11:27:20.854155 139071426848256 run.py:723] (val) algo mst_prim step 9250: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 522382, 'step': 9250, 'algorithm': 'mst_prim'}
I0715 11:27:22.701329 139071426848256 run.py:723] (val) algo mst_prim step 9300: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 525200, 'step': 9300, 'algorithm': 'mst_prim'}
I0715 11:27:24.611603 139071426848256 run.py:723] (val) algo mst_prim step 9350: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 527972, 'step': 9350, 'algorithm': 'mst_prim'}
I0715 11:27:26.534842 139071426848256 run.py:723] (val) algo mst_prim step 9400: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 530840, 'step': 9400, 'algorithm': 'mst_prim'}
I0715 11:27:28.400299 139071426848256 run.py:723] (val) algo mst_prim step 9450: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 533704, 'step': 9450, 'algorithm': 'mst_prim'}
I0715 11:27:30.286576 139071426848256 run.py:723] (val) algo mst_prim step 9500: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 536567, 'step': 9500, 'algorithm': 'mst_prim'}
I0715 11:27:32.149831 139071426848256 run.py:723] (val) algo mst_prim step 9550: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 539410, 'step': 9550, 'algorithm': 'mst_prim'}
I0715 11:27:34.055045 139071426848256 run.py:723] (val) algo mst_prim step 9600: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 542217, 'step': 9600, 'algorithm': 'mst_prim'}
I0715 11:27:35.920281 139071426848256 run.py:723] (val) algo mst_prim step 9650: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 545004, 'step': 9650, 'algorithm': 'mst_prim'}
I0715 11:27:37.816281 139071426848256 run.py:723] (val) algo mst_prim step 9700: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 547822, 'step': 9700, 'algorithm': 'mst_prim'}
I0715 11:27:39.636470 139071426848256 run.py:723] (val) algo mst_prim step 9750: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 550670, 'step': 9750, 'algorithm': 'mst_prim'}
I0715 11:27:41.467411 139071426848256 run.py:723] (val) algo mst_prim step 9800: {'pi': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 553548, 'step': 9800, 'algorithm': 'mst_prim'}
I0715 11:27:43.393388 139071426848256 run.py:723] (val) algo mst_prim step 9850: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 556410, 'step': 9850, 'algorithm': 'mst_prim'}
I0715 11:27:45.254581 139071426848256 run.py:723] (val) algo mst_prim step 9900: {'pi': 0.9208984375, 'score': 0.9208984375, 'examples_seen': 559220, 'step': 9900, 'algorithm': 'mst_prim'}
I0715 11:27:47.089596 139071426848256 run.py:723] (val) algo mst_prim step 9950: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 561977, 'step': 9950, 'algorithm': 'mst_prim'}
I0715 11:27:48.877671 139071426848256 run.py:753] Restoring best model from checkpoint...
I0715 11:27:54.873143 139071426848256 run.py:768] (test) algo mst_prim : {'pi': 0.556640625, 'score': 0.556640625, 'examples_seen': 564760, 'step': 10000, 'algorithm': 'mst_prim'}
I0715 11:27:54.873317 139071426848256 run.py:770] Done!
