I0715 08:05:00.554571 136117319849472 run.py:723] (val) algo binary_search step 0: {'return': 0.0478515625, 'score': 0.0478515625, 'examples_seen': 96, 'step': 0, 'algorithm': 'binary_search'}
I0715 08:11:10.702816 136117319849472 run.py:723] (val) algo binary_search step 7050: {'return': 0.94189453125, 'score': 0.94189453125, 'examples_seen': 541866, 'step': 7050, 'algorithm': 'binary_search'}
I0715 08:11:12.871356 136117319849472 run.py:723] (val) algo binary_search step 7100: {'return': 0.919677734375, 'score': 0.919677734375, 'examples_seen': 545706, 'step': 7100, 'algorithm': 'binary_search'}
I0715 08:11:15.020298 136117319849472 run.py:723] (val) algo binary_search step 7150: {'return': 0.929443359375, 'score': 0.929443359375, 'examples_seen': 549512, 'step': 7150, 'algorithm': 'binary_search'}
I0715 08:11:17.211343 136117319849472 run.py:723] (val) algo binary_search step 7200: {'return': 0.911376953125, 'score': 0.911376953125, 'examples_seen': 553331, 'step': 7200, 'algorithm': 'binary_search'}
I0715 08:11:19.350883 136117319849472 run.py:723] (val) algo binary_search step 7250: {'return': 0.91650390625, 'score': 0.91650390625, 'examples_seen': 557148, 'step': 7250, 'algorithm': 'binary_search'}
I0715 08:11:21.530920 136117319849472 run.py:723] (val) algo binary_search step 7300: {'return': 0.888427734375, 'score': 0.888427734375, 'examples_seen': 561032, 'step': 7300, 'algorithm': 'binary_search'}
I0715 08:11:23.683192 136117319849472 run.py:723] (val) algo binary_search step 7350: {'return': 0.876220703125, 'score': 0.876220703125, 'examples_seen': 564894, 'step': 7350, 'algorithm': 'binary_search'}
I0715 08:11:25.844945 136117319849472 run.py:723] (val) algo binary_search step 7400: {'return': 0.852294921875, 'score': 0.852294921875, 'examples_seen': 568722, 'step': 7400, 'algorithm': 'binary_search'}
I0715 08:11:28.017311 136117319849472 run.py:723] (val) algo binary_search step 7450: {'return': 0.906005859375, 'score': 0.906005859375, 'examples_seen': 572558, 'step': 7450, 'algorithm': 'binary_search'}
I0715 08:11:30.188107 136117319849472 run.py:723] (val) algo binary_search step 7500: {'return': 0.880615234375, 'score': 0.880615234375, 'examples_seen': 576384, 'step': 7500, 'algorithm': 'binary_search'}
I0715 08:11:32.333158 136117319849472 run.py:723] (val) algo binary_search step 7550: {'return': 0.813720703125, 'score': 0.813720703125, 'examples_seen': 580185, 'step': 7550, 'algorithm': 'binary_search'}
I0715 08:11:34.487370 136117319849472 run.py:723] (val) algo binary_search step 7600: {'return': 0.875732421875, 'score': 0.875732421875, 'examples_seen': 583995, 'step': 7600, 'algorithm': 'binary_search'}
I0715 08:11:36.644414 136117319849472 run.py:723] (val) algo binary_search step 7650: {'return': 0.939453125, 'score': 0.939453125, 'examples_seen': 587866, 'step': 7650, 'algorithm': 'binary_search'}
I0715 08:11:38.820112 136117319849472 run.py:723] (val) algo binary_search step 7700: {'return': 0.848876953125, 'score': 0.848876953125, 'examples_seen': 591746, 'step': 7700, 'algorithm': 'binary_search'}
I0715 08:11:40.964455 136117319849472 run.py:723] (val) algo binary_search step 7750: {'return': 0.907958984375, 'score': 0.907958984375, 'examples_seen': 595568, 'step': 7750, 'algorithm': 'binary_search'}
I0715 08:11:43.122600 136117319849472 run.py:723] (val) algo binary_search step 7800: {'return': 0.794677734375, 'score': 0.794677734375, 'examples_seen': 599418, 'step': 7800, 'algorithm': 'binary_search'}
I0715 08:11:45.320077 136117319849472 run.py:723] (val) algo binary_search step 7850: {'return': 0.927490234375, 'score': 0.927490234375, 'examples_seen': 603243, 'step': 7850, 'algorithm': 'binary_search'}
I0715 08:11:47.447132 136117319849472 run.py:723] (val) algo binary_search step 7900: {'return': 0.93798828125, 'score': 0.93798828125, 'examples_seen': 607043, 'step': 7900, 'algorithm': 'binary_search'}
I0715 08:11:49.605660 136117319849472 run.py:723] (val) algo binary_search step 7950: {'return': 0.88720703125, 'score': 0.88720703125, 'examples_seen': 610867, 'step': 7950, 'algorithm': 'binary_search'}
I0715 08:11:51.778601 136117319849472 run.py:723] (val) algo binary_search step 8000: {'return': 0.853759765625, 'score': 0.853759765625, 'examples_seen': 614754, 'step': 8000, 'algorithm': 'binary_search'}
I0715 08:11:53.946405 136117319849472 run.py:723] (val) algo binary_search step 8050: {'return': 0.904296875, 'score': 0.904296875, 'examples_seen': 618627, 'step': 8050, 'algorithm': 'binary_search'}
I0715 08:11:56.081306 136117319849472 run.py:723] (val) algo binary_search step 8100: {'return': 0.927490234375, 'score': 0.927490234375, 'examples_seen': 622460, 'step': 8100, 'algorithm': 'binary_search'}
I0715 08:11:58.253128 136117319849472 run.py:723] (val) algo binary_search step 8150: {'return': 0.88623046875, 'score': 0.88623046875, 'examples_seen': 626309, 'step': 8150, 'algorithm': 'binary_search'}
I0715 08:12:00.419209 136117319849472 run.py:723] (val) algo binary_search step 8200: {'return': 0.93798828125, 'score': 0.93798828125, 'examples_seen': 630124, 'step': 8200, 'algorithm': 'binary_search'}
I0715 08:12:02.557144 136117319849472 run.py:723] (val) algo binary_search step 8250: {'return': 0.935302734375, 'score': 0.935302734375, 'examples_seen': 633931, 'step': 8250, 'algorithm': 'binary_search'}
I0715 08:12:04.740758 136117319849472 run.py:723] (val) algo binary_search step 8300: {'return': 0.927734375, 'score': 0.927734375, 'examples_seen': 637770, 'step': 8300, 'algorithm': 'binary_search'}
I0715 08:12:06.918191 136117319849472 run.py:723] (val) algo binary_search step 8350: {'return': 0.900390625, 'score': 0.900390625, 'examples_seen': 641653, 'step': 8350, 'algorithm': 'binary_search'}
I0715 08:12:09.064959 136117319849472 run.py:723] (val) algo binary_search step 8400: {'return': 0.92138671875, 'score': 0.92138671875, 'examples_seen': 645535, 'step': 8400, 'algorithm': 'binary_search'}
I0715 08:12:11.214995 136117319849472 run.py:723] (val) algo binary_search step 8450: {'return': 0.807861328125, 'score': 0.807861328125, 'examples_seen': 649367, 'step': 8450, 'algorithm': 'binary_search'}
I0715 08:12:13.350801 136117319849472 run.py:723] (val) algo binary_search step 8500: {'return': 0.8798828125, 'score': 0.8798828125, 'examples_seen': 653214, 'step': 8500, 'algorithm': 'binary_search'}
I0715 08:12:15.495923 136117319849472 run.py:723] (val) algo binary_search step 8550: {'return': 0.87890625, 'score': 0.87890625, 'examples_seen': 657034, 'step': 8550, 'algorithm': 'binary_search'}
I0715 08:12:17.644598 136117319849472 run.py:723] (val) algo binary_search step 8600: {'return': 0.906005859375, 'score': 0.906005859375, 'examples_seen': 660842, 'step': 8600, 'algorithm': 'binary_search'}
I0715 08:12:19.792934 136117319849472 run.py:723] (val) algo binary_search step 8650: {'return': 0.86181640625, 'score': 0.86181640625, 'examples_seen': 664664, 'step': 8650, 'algorithm': 'binary_search'}
I0715 08:12:21.985802 136117319849472 run.py:723] (val) algo binary_search step 8700: {'return': 0.894287109375, 'score': 0.894287109375, 'examples_seen': 668540, 'step': 8700, 'algorithm': 'binary_search'}
I0715 08:12:24.133423 136117319849472 run.py:723] (val) algo binary_search step 8750: {'return': 0.91796875, 'score': 0.91796875, 'examples_seen': 672406, 'step': 8750, 'algorithm': 'binary_search'}
I0715 08:12:26.270121 136117319849472 run.py:723] (val) algo binary_search step 8800: {'return': 0.900146484375, 'score': 0.900146484375, 'examples_seen': 676244, 'step': 8800, 'algorithm': 'binary_search'}
I0715 08:12:28.417686 136117319849472 run.py:723] (val) algo binary_search step 8850: {'return': 0.787841796875, 'score': 0.787841796875, 'examples_seen': 680084, 'step': 8850, 'algorithm': 'binary_search'}
I0715 08:12:30.563329 136117319849472 run.py:723] (val) algo binary_search step 8900: {'return': 0.865234375, 'score': 0.865234375, 'examples_seen': 683907, 'step': 8900, 'algorithm': 'binary_search'}
I0715 08:12:32.695017 136117319849472 run.py:723] (val) algo binary_search step 8950: {'return': 0.912109375, 'score': 0.912109375, 'examples_seen': 687706, 'step': 8950, 'algorithm': 'binary_search'}
I0715 08:12:34.858469 136117319849472 run.py:723] (val) algo binary_search step 9000: {'return': 0.828857421875, 'score': 0.828857421875, 'examples_seen': 691529, 'step': 9000, 'algorithm': 'binary_search'}
I0715 08:12:37.029098 136117319849472 run.py:723] (val) algo binary_search step 9050: {'return': 0.88720703125, 'score': 0.88720703125, 'examples_seen': 695422, 'step': 9050, 'algorithm': 'binary_search'}
I0715 08:12:39.193199 136117319849472 run.py:723] (val) algo binary_search step 9100: {'return': 0.890380859375, 'score': 0.890380859375, 'examples_seen': 699300, 'step': 9100, 'algorithm': 'binary_search'}
I0715 08:12:41.593142 136117319849472 run.py:723] (val) algo binary_search step 9150: {'return': 0.921630859375, 'score': 0.921630859375, 'examples_seen': 703148, 'step': 9150, 'algorithm': 'binary_search'}
I0715 08:12:43.725799 136117319849472 run.py:723] (val) algo binary_search step 9200: {'return': 0.878662109375, 'score': 0.878662109375, 'examples_seen': 706976, 'step': 9200, 'algorithm': 'binary_search'}
I0715 08:12:45.882017 136117319849472 run.py:723] (val) algo binary_search step 9250: {'return': 0.869140625, 'score': 0.869140625, 'examples_seen': 710797, 'step': 9250, 'algorithm': 'binary_search'}
I0715 08:12:48.019898 136117319849472 run.py:723] (val) algo binary_search step 9300: {'return': 0.92138671875, 'score': 0.92138671875, 'examples_seen': 714614, 'step': 9300, 'algorithm': 'binary_search'}
I0715 08:12:50.155002 136117319849472 run.py:723] (val) algo binary_search step 9350: {'return': 0.893310546875, 'score': 0.893310546875, 'examples_seen': 718432, 'step': 9350, 'algorithm': 'binary_search'}
I0715 08:12:52.307559 136117319849472 run.py:723] (val) algo binary_search step 9400: {'return': 0.914306640625, 'score': 0.914306640625, 'examples_seen': 722305, 'step': 9400, 'algorithm': 'binary_search'}
I0715 08:12:54.474515 136117319849472 run.py:723] (val) algo binary_search step 9450: {'return': 0.89453125, 'score': 0.89453125, 'examples_seen': 726188, 'step': 9450, 'algorithm': 'binary_search'}
I0715 08:12:56.651093 136117319849472 run.py:723] (val) algo binary_search step 9500: {'return': 0.920166015625, 'score': 0.920166015625, 'examples_seen': 730035, 'step': 9500, 'algorithm': 'binary_search'}
I0715 08:12:58.790244 136117319849472 run.py:723] (val) algo binary_search step 9550: {'return': 0.922607421875, 'score': 0.922607421875, 'examples_seen': 733888, 'step': 9550, 'algorithm': 'binary_search'}
I0715 08:13:00.936144 136117319849472 run.py:723] (val) algo binary_search step 9600: {'return': 0.90625, 'score': 0.90625, 'examples_seen': 737704, 'step': 9600, 'algorithm': 'binary_search'}
I0715 08:13:03.078849 136117319849472 run.py:723] (val) algo binary_search step 9650: {'return': 0.917724609375, 'score': 0.917724609375, 'examples_seen': 741526, 'step': 9650, 'algorithm': 'binary_search'}
I0715 08:13:05.228363 136117319849472 run.py:723] (val) algo binary_search step 9700: {'return': 0.87353515625, 'score': 0.87353515625, 'examples_seen': 745347, 'step': 9700, 'algorithm': 'binary_search'}
I0715 08:13:07.418892 136117319849472 run.py:723] (val) algo binary_search step 9750: {'return': 0.905029296875, 'score': 0.905029296875, 'examples_seen': 749232, 'step': 9750, 'algorithm': 'binary_search'}
I0715 08:13:09.590039 136117319849472 run.py:723] (val) algo binary_search step 9800: {'return': 0.91650390625, 'score': 0.91650390625, 'examples_seen': 753094, 'step': 9800, 'algorithm': 'binary_search'}
I0715 08:13:11.750837 136117319849472 run.py:723] (val) algo binary_search step 9850: {'return': 0.879638671875, 'score': 0.879638671875, 'examples_seen': 756931, 'step': 9850, 'algorithm': 'binary_search'}
I0715 08:13:13.900261 136117319849472 run.py:723] (val) algo binary_search step 9900: {'return': 0.85107421875, 'score': 0.85107421875, 'examples_seen': 760767, 'step': 9900, 'algorithm': 'binary_search'}
I0715 08:13:16.043117 136117319849472 run.py:723] (val) algo binary_search step 9950: {'return': 0.86962890625, 'score': 0.86962890625, 'examples_seen': 764588, 'step': 9950, 'algorithm': 'binary_search'}
