I0715 07:32:08.654565 130174566307328 run.py:723] (val) algo articulation_points step 0: {'is_cut': 0.06829268292682926, 'score': 0.06829268292682926, 'examples_seen': 16, 'step': 0, 'algorithm': 'articulation_points'}
I0715 07:37:21.311143 130174566307328 run.py:723] (val) algo articulation_points step 6450: {'is_cut': 0.7567567567567567, 'score': 0.7567567567567567, 'examples_seen': 102293, 'step': 6450, 'algorithm': 'articulation_points'}
I0715 07:37:22.907842 130174566307328 run.py:723] (val) algo articulation_points step 6500: {'is_cut': 0.7377521613832853, 'score': 0.7377521613832853, 'examples_seen': 103075, 'step': 6500, 'algorithm': 'articulation_points'}
I0715 07:37:24.533031 130174566307328 run.py:723] (val) algo articulation_points step 6550: {'is_cut': 0.75, 'score': 0.75, 'examples_seen': 103854, 'step': 6550, 'algorithm': 'articulation_points'}
I0715 07:37:26.165439 130174566307328 run.py:723] (val) algo articulation_points step 6600: {'is_cut': 0.7657142857142857, 'score': 0.7657142857142857, 'examples_seen': 104682, 'step': 6600, 'algorithm': 'articulation_points'}
I0715 07:37:27.763170 130174566307328 run.py:723] (val) algo articulation_points step 6650: {'is_cut': 0.7563025210084033, 'score': 0.7563025210084033, 'examples_seen': 105484, 'step': 6650, 'algorithm': 'articulation_points'}
I0715 07:37:29.278293 130174566307328 run.py:723] (val) algo articulation_points step 6700: {'is_cut': 0.776978417266187, 'score': 0.776978417266187, 'examples_seen': 106273, 'step': 6700, 'algorithm': 'articulation_points'}
I0715 07:37:30.878275 130174566307328 run.py:723] (val) algo articulation_points step 6750: {'is_cut': 0.704, 'score': 0.704, 'examples_seen': 107058, 'step': 6750, 'algorithm': 'articulation_points'}
I0715 07:37:32.488337 130174566307328 run.py:723] (val) algo articulation_points step 6800: {'is_cut': 0.7479224376731302, 'score': 0.7479224376731302, 'examples_seen': 107837, 'step': 6800, 'algorithm': 'articulation_points'}
I0715 07:37:34.093089 130174566307328 run.py:723] (val) algo articulation_points step 6850: {'is_cut': 0.696629213483146, 'score': 0.696629213483146, 'examples_seen': 108619, 'step': 6850, 'algorithm': 'articulation_points'}
I0715 07:37:35.690246 130174566307328 run.py:723] (val) algo articulation_points step 6900: {'is_cut': 0.7792207792207793, 'score': 0.7792207792207793, 'examples_seen': 109394, 'step': 6900, 'algorithm': 'articulation_points'}
I0715 07:37:37.313885 130174566307328 run.py:723] (val) algo articulation_points step 6950: {'is_cut': 0.76, 'score': 0.76, 'examples_seen': 110221, 'step': 6950, 'algorithm': 'articulation_points'}
I0715 07:37:38.881330 130174566307328 run.py:723] (val) algo articulation_points step 7000: {'is_cut': 0.7305389221556886, 'score': 0.7305389221556886, 'examples_seen': 111023, 'step': 7000, 'algorithm': 'articulation_points'}
I0715 07:37:40.442152 130174566307328 run.py:723] (val) algo articulation_points step 7050: {'is_cut': 0.7976878612716763, 'score': 0.7976878612716763, 'examples_seen': 111818, 'step': 7050, 'algorithm': 'articulation_points'}
I0715 07:37:41.967662 130174566307328 run.py:723] (val) algo articulation_points step 7100: {'is_cut': 0.7675675675675675, 'score': 0.7675675675675675, 'examples_seen': 112603, 'step': 7100, 'algorithm': 'articulation_points'}
I0715 07:37:43.633773 130174566307328 run.py:723] (val) algo articulation_points step 7150: {'is_cut': 0.76, 'score': 0.76, 'examples_seen': 113385, 'step': 7150, 'algorithm': 'articulation_points'}
I0715 07:37:45.244081 130174566307328 run.py:723] (val) algo articulation_points step 7200: {'is_cut': 0.7519181585677749, 'score': 0.7519181585677749, 'examples_seen': 114163, 'step': 7200, 'algorithm': 'articulation_points'}
I0715 07:37:46.862365 130174566307328 run.py:723] (val) algo articulation_points step 7250: {'is_cut': 0.7125748502994012, 'score': 0.7125748502994012, 'examples_seen': 114957, 'step': 7250, 'algorithm': 'articulation_points'}
I0715 07:37:48.439032 130174566307328 run.py:723] (val) algo articulation_points step 7300: {'is_cut': 0.8121546961325967, 'score': 0.8121546961325967, 'examples_seen': 115775, 'step': 7300, 'algorithm': 'articulation_points'}
I0715 07:37:50.039590 130174566307328 run.py:723] (val) algo articulation_points step 7350: {'is_cut': 0.7861635220125786, 'score': 0.7861635220125786, 'examples_seen': 116585, 'step': 7350, 'algorithm': 'articulation_points'}
I0715 07:37:51.585667 130174566307328 run.py:723] (val) algo articulation_points step 7400: {'is_cut': 0.7807807807807807, 'score': 0.7807807807807807, 'examples_seen': 117369, 'step': 7400, 'algorithm': 'articulation_points'}
I0715 07:37:53.196533 130174566307328 run.py:723] (val) algo articulation_points step 7450: {'is_cut': 0.7673860911270983, 'score': 0.7673860911270983, 'examples_seen': 118150, 'step': 7450, 'algorithm': 'articulation_points'}
I0715 07:37:54.809821 130174566307328 run.py:723] (val) algo articulation_points step 7500: {'is_cut': 0.7708333333333333, 'score': 0.7708333333333333, 'examples_seen': 118931, 'step': 7500, 'algorithm': 'articulation_points'}
I0715 07:37:56.405837 130174566307328 run.py:723] (val) algo articulation_points step 7550: {'is_cut': 0.7209876543209877, 'score': 0.7209876543209877, 'examples_seen': 119715, 'step': 7550, 'algorithm': 'articulation_points'}
I0715 07:37:58.008161 130174566307328 run.py:723] (val) algo articulation_points step 7600: {'is_cut': 0.7932011331444759, 'score': 0.7932011331444759, 'examples_seen': 120499, 'step': 7600, 'algorithm': 'articulation_points'}
I0715 07:37:59.624886 130174566307328 run.py:723] (val) algo articulation_points step 7650: {'is_cut': 0.8118081180811808, 'score': 0.8118081180811808, 'examples_seen': 121320, 'step': 7650, 'algorithm': 'articulation_points'}
I0715 07:38:01.138535 130174566307328 run.py:723] (val) algo articulation_points step 7700: {'is_cut': 0.7391304347826086, 'score': 0.7391304347826086, 'examples_seen': 122120, 'step': 7700, 'algorithm': 'articulation_points'}
I0715 07:38:02.696012 130174566307328 run.py:723] (val) algo articulation_points step 7750: {'is_cut': 0.8187134502923976, 'score': 0.8187134502923976, 'examples_seen': 122916, 'step': 7750, 'algorithm': 'articulation_points'}
I0715 07:38:04.295128 130174566307328 run.py:723] (val) algo articulation_points step 7800: {'is_cut': 0.6645962732919255, 'score': 0.6645962732919255, 'examples_seen': 123694, 'step': 7800, 'algorithm': 'articulation_points'}
I0715 07:38:05.840670 130174566307328 run.py:723] (val) algo articulation_points step 7850: {'is_cut': 0.7157894736842105, 'score': 0.7157894736842105, 'examples_seen': 124473, 'step': 7850, 'algorithm': 'articulation_points'}
I0715 07:38:07.446200 130174566307328 run.py:723] (val) algo articulation_points step 7900: {'is_cut': 0.7285714285714286, 'score': 0.7285714285714286, 'examples_seen': 125257, 'step': 7900, 'algorithm': 'articulation_points'}
I0715 07:38:09.036742 130174566307328 run.py:723] (val) algo articulation_points step 7950: {'is_cut': 0.7613293051359517, 'score': 0.7613293051359517, 'examples_seen': 126040, 'step': 7950, 'algorithm': 'articulation_points'}
I0715 07:38:10.683829 130174566307328 run.py:723] (val) algo articulation_points step 8000: {'is_cut': 0.7597254004576659, 'score': 0.7597254004576659, 'examples_seen': 126860, 'step': 8000, 'algorithm': 'articulation_points'}
I0715 07:38:12.223632 130174566307328 run.py:723] (val) algo articulation_points step 8050: {'is_cut': 0.7673716012084592, 'score': 0.7673716012084592, 'examples_seen': 127654, 'step': 8050, 'algorithm': 'articulation_points'}
I0715 07:38:13.858438 130174566307328 run.py:723] (val) algo articulation_points step 8100: {'is_cut': 0.7093821510297483, 'score': 0.7093821510297483, 'examples_seen': 128447, 'step': 8100, 'algorithm': 'articulation_points'}
I0715 07:38:15.455992 130174566307328 run.py:723] (val) algo articulation_points step 8150: {'is_cut': 0.6864864864864865, 'score': 0.6864864864864865, 'examples_seen': 129242, 'step': 8150, 'algorithm': 'articulation_points'}
I0715 07:38:17.019901 130174566307328 run.py:723] (val) algo articulation_points step 8200: {'is_cut': 0.8044077134986225, 'score': 0.8044077134986225, 'examples_seen': 130027, 'step': 8200, 'algorithm': 'articulation_points'}
I0715 07:38:18.621831 130174566307328 run.py:723] (val) algo articulation_points step 8250: {'is_cut': 0.7863247863247863, 'score': 0.7863247863247863, 'examples_seen': 130806, 'step': 8250, 'algorithm': 'articulation_points'}
I0715 07:38:20.253146 130174566307328 run.py:723] (val) algo articulation_points step 8300: {'is_cut': 0.7904191616766467, 'score': 0.7904191616766467, 'examples_seen': 131584, 'step': 8300, 'algorithm': 'articulation_points'}
I0715 07:38:21.875929 130174566307328 run.py:723] (val) algo articulation_points step 8350: {'is_cut': 0.72544080604534, 'score': 0.72544080604534, 'examples_seen': 132407, 'step': 8350, 'algorithm': 'articulation_points'}
I0715 07:38:23.405218 130174566307328 run.py:723] (val) algo articulation_points step 8400: {'is_cut': 0.7845659163987139, 'score': 0.7845659163987139, 'examples_seen': 133208, 'step': 8400, 'algorithm': 'articulation_points'}
I0715 07:38:25.007930 130174566307328 run.py:723] (val) algo articulation_points step 8450: {'is_cut': 0.7342465753424657, 'score': 0.7342465753424657, 'examples_seen': 133997, 'step': 8450, 'algorithm': 'articulation_points'}
I0715 07:38:26.529753 130174566307328 run.py:723] (val) algo articulation_points step 8500: {'is_cut': 0.699421965317919, 'score': 0.699421965317919, 'examples_seen': 134780, 'step': 8500, 'algorithm': 'articulation_points'}
I0715 07:38:28.124310 130174566307328 run.py:723] (val) algo articulation_points step 8550: {'is_cut': 0.8495575221238938, 'score': 0.8495575221238938, 'examples_seen': 135570, 'step': 8550, 'algorithm': 'articulation_points'}
I0715 07:38:29.763697 130174566307328 run.py:723] (val) algo articulation_points step 8600: {'is_cut': 0.7921348314606741, 'score': 0.7921348314606741, 'examples_seen': 136362, 'step': 8600, 'algorithm': 'articulation_points'}
I0715 07:38:31.386328 130174566307328 run.py:723] (val) algo articulation_points step 8650: {'is_cut': 0.7237569060773481, 'score': 0.7237569060773481, 'examples_seen': 137135, 'step': 8650, 'algorithm': 'articulation_points'}
I0715 07:38:32.947223 130174566307328 run.py:723] (val) algo articulation_points step 8700: {'is_cut': 0.793733681462141, 'score': 0.793733681462141, 'examples_seen': 137954, 'step': 8700, 'algorithm': 'articulation_points'}
I0715 07:38:34.545579 130174566307328 run.py:723] (val) algo articulation_points step 8750: {'is_cut': 0.7272727272727273, 'score': 0.7272727272727273, 'examples_seen': 138756, 'step': 8750, 'algorithm': 'articulation_points'}
I0715 07:38:36.085313 130174566307328 run.py:723] (val) algo articulation_points step 8800: {'is_cut': 0.6846153846153847, 'score': 0.6846153846153847, 'examples_seen': 139540, 'step': 8800, 'algorithm': 'articulation_points'}
I0715 07:38:37.670161 130174566307328 run.py:723] (val) algo articulation_points step 8850: {'is_cut': 0.7688679245283018, 'score': 0.7688679245283018, 'examples_seen': 140330, 'step': 8850, 'algorithm': 'articulation_points'}
I0715 07:38:39.214567 130174566307328 run.py:723] (val) algo articulation_points step 8900: {'is_cut': 0.7357142857142858, 'score': 0.7357142857142858, 'examples_seen': 141109, 'step': 8900, 'algorithm': 'articulation_points'}
I0715 07:38:40.762759 130174566307328 run.py:723] (val) algo articulation_points step 8950: {'is_cut': 0.769620253164557, 'score': 0.769620253164557, 'examples_seen': 141899, 'step': 8950, 'algorithm': 'articulation_points'}
I0715 07:38:42.366001 130174566307328 run.py:723] (val) algo articulation_points step 9000: {'is_cut': 0.7154471544715447, 'score': 0.7154471544715447, 'examples_seen': 142677, 'step': 9000, 'algorithm': 'articulation_points'}
I0715 07:38:43.999510 130174566307328 run.py:723] (val) algo articulation_points step 9050: {'is_cut': 0.7138643067846607, 'score': 0.7138643067846607, 'examples_seen': 143489, 'step': 9050, 'algorithm': 'articulation_points'}
I0715 07:38:45.635164 130174566307328 run.py:723] (val) algo articulation_points step 9100: {'is_cut': 0.7268041237113402, 'score': 0.7268041237113402, 'examples_seen': 144301, 'step': 9100, 'algorithm': 'articulation_points'}
I0715 07:38:47.234528 130174566307328 run.py:723] (val) algo articulation_points step 9150: {'is_cut': 0.7525423728813558, 'score': 0.7525423728813558, 'examples_seen': 145094, 'step': 9150, 'algorithm': 'articulation_points'}
I0715 07:38:48.778534 130174566307328 run.py:723] (val) algo articulation_points step 9200: {'is_cut': 0.7335092348284961, 'score': 0.7335092348284961, 'examples_seen': 145880, 'step': 9200, 'algorithm': 'articulation_points'}
I0715 07:38:50.349586 130174566307328 run.py:723] (val) algo articulation_points step 9250: {'is_cut': 0.8176470588235294, 'score': 0.8176470588235294, 'examples_seen': 146666, 'step': 9250, 'algorithm': 'articulation_points'}
I0715 07:38:51.969353 130174566307328 run.py:723] (val) algo articulation_points step 9300: {'is_cut': 0.7640918580375784, 'score': 0.7640918580375784, 'examples_seen': 147448, 'step': 9300, 'algorithm': 'articulation_points'}
I0715 07:38:53.558151 130174566307328 run.py:723] (val) algo articulation_points step 9350: {'is_cut': 0.6906077348066298, 'score': 0.6906077348066298, 'examples_seen': 148230, 'step': 9350, 'algorithm': 'articulation_points'}
I0715 07:38:55.142569 130174566307328 run.py:723] (val) algo articulation_points step 9400: {'is_cut': 0.7347931873479318, 'score': 0.7347931873479318, 'examples_seen': 149047, 'step': 9400, 'algorithm': 'articulation_points'}
I0715 07:38:56.767645 130174566307328 run.py:723] (val) algo articulation_points step 9450: {'is_cut': 0.6481481481481481, 'score': 0.6481481481481481, 'examples_seen': 149855, 'step': 9450, 'algorithm': 'articulation_points'}
I0715 07:38:58.338029 130174566307328 run.py:723] (val) algo articulation_points step 9500: {'is_cut': 0.7949526813880127, 'score': 0.7949526813880127, 'examples_seen': 150644, 'step': 9500, 'algorithm': 'articulation_points'}
I0715 07:38:59.928641 130174566307328 run.py:723] (val) algo articulation_points step 9550: {'is_cut': 0.731070496083551, 'score': 0.731070496083551, 'examples_seen': 151437, 'step': 9550, 'algorithm': 'articulation_points'}
I0715 07:39:01.487049 130174566307328 run.py:723] (val) algo articulation_points step 9600: {'is_cut': 0.7142857142857143, 'score': 0.7142857142857143, 'examples_seen': 152222, 'step': 9600, 'algorithm': 'articulation_points'}
I0715 07:39:03.107927 130174566307328 run.py:723] (val) algo articulation_points step 9650: {'is_cut': 0.7262247838616716, 'score': 0.7262247838616716, 'examples_seen': 153008, 'step': 9650, 'algorithm': 'articulation_points'}
I0715 07:39:04.749582 130174566307328 run.py:723] (val) algo articulation_points step 9700: {'is_cut': 0.743661971830986, 'score': 0.743661971830986, 'examples_seen': 153803, 'step': 9700, 'algorithm': 'articulation_points'}
I0715 07:39:06.388002 130174566307328 run.py:723] (val) algo articulation_points step 9750: {'is_cut': 0.6923076923076923, 'score': 0.6923076923076923, 'examples_seen': 154616, 'step': 9750, 'algorithm': 'articulation_points'}
I0715 07:39:07.923770 130174566307328 run.py:723] (val) algo articulation_points step 9800: {'is_cut': 0.7434554973821988, 'score': 0.7434554973821988, 'examples_seen': 155420, 'step': 9800, 'algorithm': 'articulation_points'}
I0715 07:39:09.526294 130174566307328 run.py:723] (val) algo articulation_points step 9850: {'is_cut': 0.76657060518732, 'score': 0.76657060518732, 'examples_seen': 156214, 'step': 9850, 'algorithm': 'articulation_points'}
I0715 07:39:11.070818 130174566307328 run.py:723] (val) algo articulation_points step 9900: {'is_cut': 0.6688311688311689, 'score': 0.6688311688311689, 'examples_seen': 157002, 'step': 9900, 'algorithm': 'articulation_points'}
I0715 07:39:12.650647 130174566307328 run.py:723] (val) algo articulation_points step 9950: {'is_cut': 0.7029972752043596, 'score': 0.7029972752043596, 'examples_seen': 157775, 'step': 9950, 'algorithm': 'articulation_points'}
