I0715 10:57:17.031151 130291845821952 run.py:723] (val) algo minimum step 0: {'min': 0.123046875, 'score': 0.123046875, 'examples_seen': 80, 'step': 0, 'algorithm': 'minimum'}
I0715 11:02:30.801677 130291845821952 run.py:723] (val) algo minimum step 7200: {'min': 0.986328125, 'score': 0.986328125, 'examples_seen': 370368, 'step': 7200, 'algorithm': 'minimum'}
I0715 11:02:32.536665 130291845821952 run.py:723] (val) algo minimum step 7250: {'min': 0.986083984375, 'score': 0.986083984375, 'examples_seen': 372896, 'step': 7250, 'algorithm': 'minimum'}
I0715 11:02:34.278372 130291845821952 run.py:723] (val) algo minimum step 7300: {'min': 0.948974609375, 'score': 0.948974609375, 'examples_seen': 375536, 'step': 7300, 'algorithm': 'minimum'}
I0715 11:02:36.034357 130291845821952 run.py:723] (val) algo minimum step 7350: {'min': 0.989990234375, 'score': 0.989990234375, 'examples_seen': 378144, 'step': 7350, 'algorithm': 'minimum'}
I0715 11:02:37.763411 130291845821952 run.py:723] (val) algo minimum step 7400: {'min': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 380720, 'step': 7400, 'algorithm': 'minimum'}
I0715 11:02:39.492061 130291845821952 run.py:723] (val) algo minimum step 7450: {'min': 0.985107421875, 'score': 0.985107421875, 'examples_seen': 383280, 'step': 7450, 'algorithm': 'minimum'}
I0715 11:02:41.227197 130291845821952 run.py:723] (val) algo minimum step 7500: {'min': 0.9873046875, 'score': 0.9873046875, 'examples_seen': 385808, 'step': 7500, 'algorithm': 'minimum'}
I0715 11:02:42.970072 130291845821952 run.py:723] (val) algo minimum step 7550: {'min': 0.966552734375, 'score': 0.966552734375, 'examples_seen': 388368, 'step': 7550, 'algorithm': 'minimum'}
I0715 11:02:44.721458 130291845821952 run.py:723] (val) algo minimum step 7600: {'min': 0.981689453125, 'score': 0.981689453125, 'examples_seen': 390896, 'step': 7600, 'algorithm': 'minimum'}
I0715 11:02:46.481102 130291845821952 run.py:723] (val) algo minimum step 7650: {'min': 0.987548828125, 'score': 0.987548828125, 'examples_seen': 393536, 'step': 7650, 'algorithm': 'minimum'}
I0715 11:02:48.251177 130291845821952 run.py:723] (val) algo minimum step 7700: {'min': 0.966552734375, 'score': 0.966552734375, 'examples_seen': 396160, 'step': 7700, 'algorithm': 'minimum'}
I0715 11:02:50.004711 130291845821952 run.py:723] (val) algo minimum step 7750: {'min': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 398704, 'step': 7750, 'algorithm': 'minimum'}
I0715 11:02:51.726729 130291845821952 run.py:723] (val) algo minimum step 7800: {'min': 0.96435546875, 'score': 0.96435546875, 'examples_seen': 401280, 'step': 7800, 'algorithm': 'minimum'}
I0715 11:02:53.448316 130291845821952 run.py:723] (val) algo minimum step 7850: {'min': 0.978515625, 'score': 0.978515625, 'examples_seen': 403808, 'step': 7850, 'algorithm': 'minimum'}
I0715 11:02:55.193477 130291845821952 run.py:723] (val) algo minimum step 7900: {'min': 0.983154296875, 'score': 0.983154296875, 'examples_seen': 406352, 'step': 7900, 'algorithm': 'minimum'}
I0715 11:02:56.939208 130291845821952 run.py:723] (val) algo minimum step 7950: {'min': 0.981689453125, 'score': 0.981689453125, 'examples_seen': 408896, 'step': 7950, 'algorithm': 'minimum'}
I0715 11:02:58.691489 130291845821952 run.py:723] (val) algo minimum step 8000: {'min': 0.959228515625, 'score': 0.959228515625, 'examples_seen': 411552, 'step': 8000, 'algorithm': 'minimum'}
I0715 11:03:00.445418 130291845821952 run.py:723] (val) algo minimum step 8050: {'min': 0.950439453125, 'score': 0.950439453125, 'examples_seen': 414160, 'step': 8050, 'algorithm': 'minimum'}
I0715 11:03:02.192726 130291845821952 run.py:723] (val) algo minimum step 8100: {'min': 0.962890625, 'score': 0.962890625, 'examples_seen': 416720, 'step': 8100, 'algorithm': 'minimum'}
I0715 11:03:03.935225 130291845821952 run.py:723] (val) algo minimum step 8150: {'min': 0.98193359375, 'score': 0.98193359375, 'examples_seen': 419280, 'step': 8150, 'algorithm': 'minimum'}
I0715 11:03:05.670459 130291845821952 run.py:723] (val) algo minimum step 8200: {'min': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 421840, 'step': 8200, 'algorithm': 'minimum'}
I0715 11:03:07.633553 130291845821952 run.py:723] (val) algo minimum step 8250: {'min': 0.986328125, 'score': 0.986328125, 'examples_seen': 424384, 'step': 8250, 'algorithm': 'minimum'}
I0715 11:03:09.374566 130291845821952 run.py:723] (val) algo minimum step 8300: {'min': 0.99169921875, 'score': 0.99169921875, 'examples_seen': 426896, 'step': 8300, 'algorithm': 'minimum'}
I0715 11:03:11.139397 130291845821952 run.py:723] (val) algo minimum step 8350: {'min': 0.962158203125, 'score': 0.962158203125, 'examples_seen': 429552, 'step': 8350, 'algorithm': 'minimum'}
I0715 11:03:12.887952 130291845821952 run.py:723] (val) algo minimum step 8400: {'min': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 432160, 'step': 8400, 'algorithm': 'minimum'}
I0715 11:03:14.630584 130291845821952 run.py:723] (val) algo minimum step 8450: {'min': 0.97900390625, 'score': 0.97900390625, 'examples_seen': 434736, 'step': 8450, 'algorithm': 'minimum'}
I0715 11:03:16.376796 130291845821952 run.py:723] (val) algo minimum step 8500: {'min': 0.98974609375, 'score': 0.98974609375, 'examples_seen': 437296, 'step': 8500, 'algorithm': 'minimum'}
I0715 11:03:18.106819 130291845821952 run.py:723] (val) algo minimum step 8550: {'min': 0.988037109375, 'score': 0.988037109375, 'examples_seen': 439824, 'step': 8550, 'algorithm': 'minimum'}
I0715 11:03:19.860720 130291845821952 run.py:723] (val) algo minimum step 8600: {'min': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 442384, 'step': 8600, 'algorithm': 'minimum'}
I0715 11:03:21.613200 130291845821952 run.py:723] (val) algo minimum step 8650: {'min': 0.979736328125, 'score': 0.979736328125, 'examples_seen': 444912, 'step': 8650, 'algorithm': 'minimum'}
I0715 11:03:23.378716 130291845821952 run.py:723] (val) algo minimum step 8700: {'min': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 447552, 'step': 8700, 'algorithm': 'minimum'}
I0715 11:03:25.133166 130291845821952 run.py:723] (val) algo minimum step 8750: {'min': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 450160, 'step': 8750, 'algorithm': 'minimum'}
I0715 11:03:26.878574 130291845821952 run.py:723] (val) algo minimum step 8800: {'min': 0.982666015625, 'score': 0.982666015625, 'examples_seen': 452720, 'step': 8800, 'algorithm': 'minimum'}
I0715 11:03:28.614695 130291845821952 run.py:723] (val) algo minimum step 8850: {'min': 0.990478515625, 'score': 0.990478515625, 'examples_seen': 455296, 'step': 8850, 'algorithm': 'minimum'}
I0715 11:03:30.366463 130291845821952 run.py:723] (val) algo minimum step 8900: {'min': 0.97900390625, 'score': 0.97900390625, 'examples_seen': 457824, 'step': 8900, 'algorithm': 'minimum'}
I0715 11:03:32.096881 130291845821952 run.py:723] (val) algo minimum step 8950: {'min': 0.952392578125, 'score': 0.952392578125, 'examples_seen': 460368, 'step': 8950, 'algorithm': 'minimum'}
I0715 11:03:33.833023 130291845821952 run.py:723] (val) algo minimum step 9000: {'min': 0.978271484375, 'score': 0.978271484375, 'examples_seen': 462928, 'step': 9000, 'algorithm': 'minimum'}
I0715 11:03:35.601780 130291845821952 run.py:723] (val) algo minimum step 9050: {'min': 0.980224609375, 'score': 0.980224609375, 'examples_seen': 465552, 'step': 9050, 'algorithm': 'minimum'}
I0715 11:03:37.351420 130291845821952 run.py:723] (val) algo minimum step 9100: {'min': 0.979736328125, 'score': 0.979736328125, 'examples_seen': 468176, 'step': 9100, 'algorithm': 'minimum'}
I0715 11:03:39.069802 130291845821952 run.py:723] (val) algo minimum step 9150: {'min': 0.977783203125, 'score': 0.977783203125, 'examples_seen': 470720, 'step': 9150, 'algorithm': 'minimum'}
I0715 11:03:40.808673 130291845821952 run.py:723] (val) algo minimum step 9200: {'min': 0.98291015625, 'score': 0.98291015625, 'examples_seen': 473296, 'step': 9200, 'algorithm': 'minimum'}
I0715 11:03:42.553500 130291845821952 run.py:723] (val) algo minimum step 9250: {'min': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 475856, 'step': 9250, 'algorithm': 'minimum'}
I0715 11:03:44.270278 130291845821952 run.py:723] (val) algo minimum step 9300: {'min': 0.986328125, 'score': 0.986328125, 'examples_seen': 478384, 'step': 9300, 'algorithm': 'minimum'}
I0715 11:03:46.009939 130291845821952 run.py:723] (val) algo minimum step 9350: {'min': 0.982421875, 'score': 0.982421875, 'examples_seen': 480912, 'step': 9350, 'algorithm': 'minimum'}
I0715 11:03:47.773048 130291845821952 run.py:723] (val) algo minimum step 9400: {'min': 0.968017578125, 'score': 0.968017578125, 'examples_seen': 483568, 'step': 9400, 'algorithm': 'minimum'}
I0715 11:03:49.527404 130291845821952 run.py:723] (val) algo minimum step 9450: {'min': 0.986083984375, 'score': 0.986083984375, 'examples_seen': 486176, 'step': 9450, 'algorithm': 'minimum'}
I0715 11:03:51.263062 130291845821952 run.py:723] (val) algo minimum step 9500: {'min': 0.993896484375, 'score': 0.993896484375, 'examples_seen': 488752, 'step': 9500, 'algorithm': 'minimum'}
I0715 11:03:53.019449 130291845821952 run.py:723] (val) algo minimum step 9550: {'min': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 491312, 'step': 9550, 'algorithm': 'minimum'}
I0715 11:03:54.767117 130291845821952 run.py:723] (val) algo minimum step 9600: {'min': 0.99169921875, 'score': 0.99169921875, 'examples_seen': 493840, 'step': 9600, 'algorithm': 'minimum'}
I0715 11:03:56.496913 130291845821952 run.py:723] (val) algo minimum step 9650: {'min': 0.994384765625, 'score': 0.994384765625, 'examples_seen': 496400, 'step': 9650, 'algorithm': 'minimum'}
I0715 11:03:58.252155 130291845821952 run.py:723] (val) algo minimum step 9700: {'min': 0.978759765625, 'score': 0.978759765625, 'examples_seen': 498928, 'step': 9700, 'algorithm': 'minimum'}
I0715 11:04:00.005008 130291845821952 run.py:723] (val) algo minimum step 9750: {'min': 0.982666015625, 'score': 0.982666015625, 'examples_seen': 501552, 'step': 9750, 'algorithm': 'minimum'}
I0715 11:04:01.763556 130291845821952 run.py:723] (val) algo minimum step 9800: {'min': 0.974609375, 'score': 0.974609375, 'examples_seen': 504176, 'step': 9800, 'algorithm': 'minimum'}
I0715 11:04:03.493477 130291845821952 run.py:723] (val) algo minimum step 9850: {'min': 0.975341796875, 'score': 0.975341796875, 'examples_seen': 506736, 'step': 9850, 'algorithm': 'minimum'}
I0715 11:04:05.234519 130291845821952 run.py:723] (val) algo minimum step 9900: {'min': 0.95703125, 'score': 0.95703125, 'examples_seen': 509312, 'step': 9900, 'algorithm': 'minimum'}
I0715 11:04:06.979475 130291845821952 run.py:723] (val) algo minimum step 9950: {'min': 0.972900390625, 'score': 0.972900390625, 'examples_seen': 511840, 'step': 9950, 'algorithm': 'minimum'}
I0715 11:04:07.967942 130291845821952 run.py:753] Restoring best model from checkpoint...
I0715 11:04:25.880661 130291845821952 run.py:768] (test) algo minimum : {'min': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 514368, 'step': 10000, 'algorithm': 'minimum'}
I0715 11:04:25.880862 130291845821952 run.py:770] Done!
