I0715 10:28:29.489971 126542653699584 run.py:723] (val) algo lcs_length step 0: {'b': 0.162353515625, 'score': 0.162353515625, 'examples_seen': 256, 'step': 0, 'algorithm': 'lcs_length'}
I0715 10:36:49.785144 126542653699584 run.py:723] (val) algo lcs_length step 6900: {'b': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 818498, 'step': 6900, 'algorithm': 'lcs_length'}
I0715 10:36:52.942498 126542653699584 run.py:723] (val) algo lcs_length step 6950: {'b': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 824566, 'step': 6950, 'algorithm': 'lcs_length'}
I0715 10:36:56.108019 126542653699584 run.py:723] (val) algo lcs_length step 7000: {'b': 0.968017578125, 'score': 0.968017578125, 'examples_seen': 830642, 'step': 7000, 'algorithm': 'lcs_length'}
I0715 10:36:59.282470 126542653699584 run.py:723] (val) algo lcs_length step 7050: {'b': 0.969970703125, 'score': 0.969970703125, 'examples_seen': 836581, 'step': 7050, 'algorithm': 'lcs_length'}
I0715 10:37:02.411783 126542653699584 run.py:723] (val) algo lcs_length step 7100: {'b': 0.98046875, 'score': 0.98046875, 'examples_seen': 842479, 'step': 7100, 'algorithm': 'lcs_length'}
I0715 10:37:05.484045 126542653699584 run.py:723] (val) algo lcs_length step 7150: {'b': 0.946044921875, 'score': 0.946044921875, 'examples_seen': 848321, 'step': 7150, 'algorithm': 'lcs_length'}
I0715 10:37:08.653944 126542653699584 run.py:723] (val) algo lcs_length step 7200: {'b': 0.97607421875, 'score': 0.97607421875, 'examples_seen': 854180, 'step': 7200, 'algorithm': 'lcs_length'}
I0715 10:37:11.758703 126542653699584 run.py:723] (val) algo lcs_length step 7250: {'b': 0.97509765625, 'score': 0.97509765625, 'examples_seen': 860019, 'step': 7250, 'algorithm': 'lcs_length'}
I0715 10:37:14.926110 126542653699584 run.py:723] (val) algo lcs_length step 7300: {'b': 0.97900390625, 'score': 0.97900390625, 'examples_seen': 866098, 'step': 7300, 'algorithm': 'lcs_length'}
I0715 10:37:18.164862 126542653699584 run.py:723] (val) algo lcs_length step 7350: {'b': 0.978271484375, 'score': 0.978271484375, 'examples_seen': 872170, 'step': 7350, 'algorithm': 'lcs_length'}
I0715 10:37:21.329251 126542653699584 run.py:723] (val) algo lcs_length step 7400: {'b': 0.980224609375, 'score': 0.980224609375, 'examples_seen': 878116, 'step': 7400, 'algorithm': 'lcs_length'}
I0715 10:37:24.498010 126542653699584 run.py:723] (val) algo lcs_length step 7450: {'b': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 884023, 'step': 7450, 'algorithm': 'lcs_length'}
I0715 10:37:27.625851 126542653699584 run.py:723] (val) algo lcs_length step 7500: {'b': 0.982177734375, 'score': 0.982177734375, 'examples_seen': 889862, 'step': 7500, 'algorithm': 'lcs_length'}
I0715 10:37:30.751101 126542653699584 run.py:723] (val) algo lcs_length step 7550: {'b': 0.96826171875, 'score': 0.96826171875, 'examples_seen': 895720, 'step': 7550, 'algorithm': 'lcs_length'}
I0715 10:37:33.874520 126542653699584 run.py:723] (val) algo lcs_length step 7600: {'b': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 901554, 'step': 7600, 'algorithm': 'lcs_length'}
I0715 10:37:36.976954 126542653699584 run.py:723] (val) algo lcs_length step 7650: {'b': 0.975341796875, 'score': 0.975341796875, 'examples_seen': 907603, 'step': 7650, 'algorithm': 'lcs_length'}
I0715 10:37:40.196303 126542653699584 run.py:723] (val) algo lcs_length step 7700: {'b': 0.969482421875, 'score': 0.969482421875, 'examples_seen': 913683, 'step': 7700, 'algorithm': 'lcs_length'}
I0715 10:37:43.395354 126542653699584 run.py:723] (val) algo lcs_length step 7750: {'b': 0.98291015625, 'score': 0.98291015625, 'examples_seen': 919657, 'step': 7750, 'algorithm': 'lcs_length'}
I0715 10:37:46.579498 126542653699584 run.py:723] (val) algo lcs_length step 7800: {'b': 0.97900390625, 'score': 0.97900390625, 'examples_seen': 925545, 'step': 7800, 'algorithm': 'lcs_length'}
I0715 10:37:49.743130 126542653699584 run.py:723] (val) algo lcs_length step 7850: {'b': 0.974609375, 'score': 0.974609375, 'examples_seen': 931403, 'step': 7850, 'algorithm': 'lcs_length'}
I0715 10:37:52.890341 126542653699584 run.py:723] (val) algo lcs_length step 7900: {'b': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 937257, 'step': 7900, 'algorithm': 'lcs_length'}
I0715 10:37:56.070567 126542653699584 run.py:723] (val) algo lcs_length step 7950: {'b': 0.972900390625, 'score': 0.972900390625, 'examples_seen': 943112, 'step': 7950, 'algorithm': 'lcs_length'}
I0715 10:37:59.272851 126542653699584 run.py:723] (val) algo lcs_length step 8000: {'b': 0.97705078125, 'score': 0.97705078125, 'examples_seen': 949192, 'step': 8000, 'algorithm': 'lcs_length'}
I0715 10:38:02.470944 126542653699584 run.py:723] (val) algo lcs_length step 8050: {'b': 0.980712890625, 'score': 0.980712890625, 'examples_seen': 955267, 'step': 8050, 'algorithm': 'lcs_length'}
I0715 10:38:05.592066 126542653699584 run.py:723] (val) algo lcs_length step 8100: {'b': 0.977294921875, 'score': 0.977294921875, 'examples_seen': 961221, 'step': 8100, 'algorithm': 'lcs_length'}
I0715 10:38:08.792227 126542653699584 run.py:723] (val) algo lcs_length step 8150: {'b': 0.982666015625, 'score': 0.982666015625, 'examples_seen': 967132, 'step': 8150, 'algorithm': 'lcs_length'}
I0715 10:38:11.919032 126542653699584 run.py:723] (val) algo lcs_length step 8200: {'b': 0.9765625, 'score': 0.9765625, 'examples_seen': 972997, 'step': 8200, 'algorithm': 'lcs_length'}
I0715 10:38:15.108947 126542653699584 run.py:723] (val) algo lcs_length step 8250: {'b': 0.97998046875, 'score': 0.97998046875, 'examples_seen': 978858, 'step': 8250, 'algorithm': 'lcs_length'}
I0715 10:38:18.275578 126542653699584 run.py:723] (val) algo lcs_length step 8300: {'b': 0.977783203125, 'score': 0.977783203125, 'examples_seen': 984709, 'step': 8300, 'algorithm': 'lcs_length'}
I0715 10:38:21.489987 126542653699584 run.py:723] (val) algo lcs_length step 8350: {'b': 0.982177734375, 'score': 0.982177734375, 'examples_seen': 990785, 'step': 8350, 'algorithm': 'lcs_length'}
I0715 10:38:24.680361 126542653699584 run.py:723] (val) algo lcs_length step 8400: {'b': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 996840, 'step': 8400, 'algorithm': 'lcs_length'}
I0715 10:38:27.805673 126542653699584 run.py:723] (val) algo lcs_length step 8450: {'b': 0.97998046875, 'score': 0.97998046875, 'examples_seen': 1002785, 'step': 8450, 'algorithm': 'lcs_length'}
I0715 10:38:30.945642 126542653699584 run.py:723] (val) algo lcs_length step 8500: {'b': 0.97265625, 'score': 0.97265625, 'examples_seen': 1008690, 'step': 8500, 'algorithm': 'lcs_length'}
I0715 10:38:34.086749 126542653699584 run.py:723] (val) algo lcs_length step 8550: {'b': 0.982421875, 'score': 0.982421875, 'examples_seen': 1014549, 'step': 8550, 'algorithm': 'lcs_length'}
I0715 10:38:37.211976 126542653699584 run.py:723] (val) algo lcs_length step 8600: {'b': 0.97900390625, 'score': 0.97900390625, 'examples_seen': 1020397, 'step': 8600, 'algorithm': 'lcs_length'}
I0715 10:38:40.415793 126542653699584 run.py:723] (val) algo lcs_length step 8650: {'b': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 1026245, 'step': 8650, 'algorithm': 'lcs_length'}
I0715 10:38:43.599863 126542653699584 run.py:723] (val) algo lcs_length step 8700: {'b': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 1032315, 'step': 8700, 'algorithm': 'lcs_length'}
I0715 10:38:46.820250 126542653699584 run.py:723] (val) algo lcs_length step 8750: {'b': 0.980712890625, 'score': 0.980712890625, 'examples_seen': 1038394, 'step': 8750, 'algorithm': 'lcs_length'}
I0715 10:38:49.960740 126542653699584 run.py:723] (val) algo lcs_length step 8800: {'b': 0.974365234375, 'score': 0.974365234375, 'examples_seen': 1044347, 'step': 8800, 'algorithm': 'lcs_length'}
I0715 10:38:53.120788 126542653699584 run.py:723] (val) algo lcs_length step 8850: {'b': 0.971923828125, 'score': 0.971923828125, 'examples_seen': 1050242, 'step': 8850, 'algorithm': 'lcs_length'}
I0715 10:38:56.254415 126542653699584 run.py:723] (val) algo lcs_length step 8900: {'b': 0.982177734375, 'score': 0.982177734375, 'examples_seen': 1056101, 'step': 8900, 'algorithm': 'lcs_length'}
I0715 10:38:59.390017 126542653699584 run.py:723] (val) algo lcs_length step 8950: {'b': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 1061953, 'step': 8950, 'algorithm': 'lcs_length'}
I0715 10:39:02.517072 126542653699584 run.py:723] (val) algo lcs_length step 9000: {'b': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 1067810, 'step': 9000, 'algorithm': 'lcs_length'}
I0715 10:39:05.675942 126542653699584 run.py:723] (val) algo lcs_length step 9050: {'b': 0.983154296875, 'score': 0.983154296875, 'examples_seen': 1073877, 'step': 9050, 'algorithm': 'lcs_length'}
I0715 10:39:08.815808 126542653699584 run.py:723] (val) algo lcs_length step 9100: {'b': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 1079949, 'step': 9100, 'algorithm': 'lcs_length'}
I0715 10:39:11.993088 126542653699584 run.py:723] (val) algo lcs_length step 9150: {'b': 0.976806640625, 'score': 0.976806640625, 'examples_seen': 1085884, 'step': 9150, 'algorithm': 'lcs_length'}
I0715 10:39:15.135728 126542653699584 run.py:723] (val) algo lcs_length step 9200: {'b': 0.97802734375, 'score': 0.97802734375, 'examples_seen': 1091781, 'step': 9200, 'algorithm': 'lcs_length'}
I0715 10:39:18.264950 126542653699584 run.py:723] (val) algo lcs_length step 9250: {'b': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 1097649, 'step': 9250, 'algorithm': 'lcs_length'}
I0715 10:39:21.420847 126542653699584 run.py:723] (val) algo lcs_length step 9300: {'b': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 1103504, 'step': 9300, 'algorithm': 'lcs_length'}
I0715 10:39:24.614248 126542653699584 run.py:723] (val) algo lcs_length step 9350: {'b': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 1109357, 'step': 9350, 'algorithm': 'lcs_length'}
I0715 10:39:27.786360 126542653699584 run.py:723] (val) algo lcs_length step 9400: {'b': 0.977783203125, 'score': 0.977783203125, 'examples_seen': 1115423, 'step': 9400, 'algorithm': 'lcs_length'}
I0715 10:39:30.977363 126542653699584 run.py:723] (val) algo lcs_length step 9450: {'b': 0.983154296875, 'score': 0.983154296875, 'examples_seen': 1121494, 'step': 9450, 'algorithm': 'lcs_length'}
I0715 10:39:34.127691 126542653699584 run.py:723] (val) algo lcs_length step 9500: {'b': 0.974365234375, 'score': 0.974365234375, 'examples_seen': 1127444, 'step': 9500, 'algorithm': 'lcs_length'}
I0715 10:39:37.285002 126542653699584 run.py:723] (val) algo lcs_length step 9550: {'b': 0.979248046875, 'score': 0.979248046875, 'examples_seen': 1133347, 'step': 9550, 'algorithm': 'lcs_length'}
I0715 10:39:40.383061 126542653699584 run.py:723] (val) algo lcs_length step 9600: {'b': 0.981201171875, 'score': 0.981201171875, 'examples_seen': 1139190, 'step': 9600, 'algorithm': 'lcs_length'}
I0715 10:39:43.603913 126542653699584 run.py:723] (val) algo lcs_length step 9650: {'b': 0.98046875, 'score': 0.98046875, 'examples_seen': 1145061, 'step': 9650, 'algorithm': 'lcs_length'}
I0715 10:39:46.804006 126542653699584 run.py:723] (val) algo lcs_length step 9700: {'b': 0.982666015625, 'score': 0.982666015625, 'examples_seen': 1150908, 'step': 9700, 'algorithm': 'lcs_length'}
I0715 10:39:50.029649 126542653699584 run.py:723] (val) algo lcs_length step 9750: {'b': 0.982421875, 'score': 0.982421875, 'examples_seen': 1156968, 'step': 9750, 'algorithm': 'lcs_length'}
I0715 10:39:53.276695 126542653699584 run.py:723] (val) algo lcs_length step 9800: {'b': 0.982421875, 'score': 0.982421875, 'examples_seen': 1163043, 'step': 9800, 'algorithm': 'lcs_length'}
I0715 10:39:56.402058 126542653699584 run.py:723] (val) algo lcs_length step 9850: {'b': 0.98876953125, 'score': 0.98876953125, 'examples_seen': 1168992, 'step': 9850, 'algorithm': 'lcs_length'}
I0715 10:39:59.541128 126542653699584 run.py:723] (val) algo lcs_length step 9900: {'b': 0.98388671875, 'score': 0.98388671875, 'examples_seen': 1174894, 'step': 9900, 'algorithm': 'lcs_length'}
I0715 10:40:02.646391 126542653699584 run.py:723] (val) algo lcs_length step 9950: {'b': 0.98193359375, 'score': 0.98193359375, 'examples_seen': 1180727, 'step': 9950, 'algorithm': 'lcs_length'}
