I0715 09:49:23.435779 126481778218496 run.py:723] (val) algo insertion_sort step 0: {'pred': 0.251953125, 'score': 0.251953125, 'examples_seen': 80, 'step': 0, 'algorithm': 'insertion_sort'}
I0715 10:01:12.390491 126481778218496 run.py:723] (val) algo insertion_sort step 6750: {'pred': 0.9609375, 'score': 0.9609375, 'examples_seen': 347280, 'step': 6750, 'algorithm': 'insertion_sort'}
I0715 10:01:16.857394 126481778218496 run.py:723] (val) algo insertion_sort step 6800: {'pred': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 349824, 'step': 6800, 'algorithm': 'insertion_sort'}
I0715 10:01:21.306392 126481778218496 run.py:723] (val) algo insertion_sort step 6850: {'pred': 0.962890625, 'score': 0.962890625, 'examples_seen': 352368, 'step': 6850, 'algorithm': 'insertion_sort'}
I0715 10:01:25.778310 126481778218496 run.py:723] (val) algo insertion_sort step 6900: {'pred': 0.951171875, 'score': 0.951171875, 'examples_seen': 354896, 'step': 6900, 'algorithm': 'insertion_sort'}
I0715 10:01:30.316522 126481778218496 run.py:723] (val) algo insertion_sort step 6950: {'pred': 0.953125, 'score': 0.953125, 'examples_seen': 357536, 'step': 6950, 'algorithm': 'insertion_sort'}
I0715 10:01:34.923626 126481778218496 run.py:723] (val) algo insertion_sort step 7000: {'pred': 0.935546875, 'score': 0.935546875, 'examples_seen': 360176, 'step': 7000, 'algorithm': 'insertion_sort'}
I0715 10:01:39.479035 126481778218496 run.py:723] (val) algo insertion_sort step 7050: {'pred': 0.94921875, 'score': 0.94921875, 'examples_seen': 362720, 'step': 7050, 'algorithm': 'insertion_sort'}
I0715 10:01:44.031352 126481778218496 run.py:723] (val) algo insertion_sort step 7100: {'pred': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 365280, 'step': 7100, 'algorithm': 'insertion_sort'}
I0715 10:01:48.575950 126481778218496 run.py:723] (val) algo insertion_sort step 7150: {'pred': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 367824, 'step': 7150, 'algorithm': 'insertion_sort'}
I0715 10:01:53.107180 126481778218496 run.py:723] (val) algo insertion_sort step 7200: {'pred': 0.984375, 'score': 0.984375, 'examples_seen': 370368, 'step': 7200, 'algorithm': 'insertion_sort'}
I0715 10:01:57.597517 126481778218496 run.py:723] (val) algo insertion_sort step 7250: {'pred': 0.962890625, 'score': 0.962890625, 'examples_seen': 372896, 'step': 7250, 'algorithm': 'insertion_sort'}
I0715 10:02:02.165204 126481778218496 run.py:723] (val) algo insertion_sort step 7300: {'pred': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 375536, 'step': 7300, 'algorithm': 'insertion_sort'}
I0715 10:02:06.726727 126481778218496 run.py:723] (val) algo insertion_sort step 7350: {'pred': 0.953125, 'score': 0.953125, 'examples_seen': 378144, 'step': 7350, 'algorithm': 'insertion_sort'}
I0715 10:02:11.222091 126481778218496 run.py:723] (val) algo insertion_sort step 7400: {'pred': 0.962890625, 'score': 0.962890625, 'examples_seen': 380720, 'step': 7400, 'algorithm': 'insertion_sort'}
I0715 10:02:15.784083 126481778218496 run.py:723] (val) algo insertion_sort step 7450: {'pred': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 383280, 'step': 7450, 'algorithm': 'insertion_sort'}
I0715 10:02:20.291601 126481778218496 run.py:723] (val) algo insertion_sort step 7500: {'pred': 0.9609375, 'score': 0.9609375, 'examples_seen': 385808, 'step': 7500, 'algorithm': 'insertion_sort'}
I0715 10:02:24.748692 126481778218496 run.py:723] (val) algo insertion_sort step 7550: {'pred': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 388368, 'step': 7550, 'algorithm': 'insertion_sort'}
I0715 10:02:29.226322 126481778218496 run.py:723] (val) algo insertion_sort step 7600: {'pred': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 390896, 'step': 7600, 'algorithm': 'insertion_sort'}
I0715 10:02:33.839450 126481778218496 run.py:723] (val) algo insertion_sort step 7650: {'pred': 0.943359375, 'score': 0.943359375, 'examples_seen': 393536, 'step': 7650, 'algorithm': 'insertion_sort'}
I0715 10:02:38.434206 126481778218496 run.py:723] (val) algo insertion_sort step 7700: {'pred': 0.9609375, 'score': 0.9609375, 'examples_seen': 396160, 'step': 7700, 'algorithm': 'insertion_sort'}
I0715 10:02:42.911110 126481778218496 run.py:723] (val) algo insertion_sort step 7750: {'pred': 0.970703125, 'score': 0.970703125, 'examples_seen': 398704, 'step': 7750, 'algorithm': 'insertion_sort'}
I0715 10:02:47.409877 126481778218496 run.py:723] (val) algo insertion_sort step 7800: {'pred': 0.97265625, 'score': 0.97265625, 'examples_seen': 401280, 'step': 7800, 'algorithm': 'insertion_sort'}
I0715 10:02:51.861677 126481778218496 run.py:723] (val) algo insertion_sort step 7850: {'pred': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 403808, 'step': 7850, 'algorithm': 'insertion_sort'}
I0715 10:02:56.322001 126481778218496 run.py:723] (val) algo insertion_sort step 7900: {'pred': 0.96484375, 'score': 0.96484375, 'examples_seen': 406352, 'step': 7900, 'algorithm': 'insertion_sort'}
I0715 10:03:00.782465 126481778218496 run.py:723] (val) algo insertion_sort step 7950: {'pred': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 408896, 'step': 7950, 'algorithm': 'insertion_sort'}
I0715 10:03:05.364377 126481778218496 run.py:723] (val) algo insertion_sort step 8000: {'pred': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 411552, 'step': 8000, 'algorithm': 'insertion_sort'}
I0715 10:03:09.886046 126481778218496 run.py:723] (val) algo insertion_sort step 8050: {'pred': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 414160, 'step': 8050, 'algorithm': 'insertion_sort'}
I0715 10:03:14.366253 126481778218496 run.py:723] (val) algo insertion_sort step 8100: {'pred': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 416720, 'step': 8100, 'algorithm': 'insertion_sort'}
I0715 10:03:18.871832 126481778218496 run.py:723] (val) algo insertion_sort step 8150: {'pred': 0.978515625, 'score': 0.978515625, 'examples_seen': 419280, 'step': 8150, 'algorithm': 'insertion_sort'}
I0715 10:03:23.383253 126481778218496 run.py:723] (val) algo insertion_sort step 8200: {'pred': 0.939453125, 'score': 0.939453125, 'examples_seen': 421840, 'step': 8200, 'algorithm': 'insertion_sort'}
I0715 10:03:27.903515 126481778218496 run.py:723] (val) algo insertion_sort step 8250: {'pred': 0.97265625, 'score': 0.97265625, 'examples_seen': 424384, 'step': 8250, 'algorithm': 'insertion_sort'}
I0715 10:03:32.447010 126481778218496 run.py:723] (val) algo insertion_sort step 8300: {'pred': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 426896, 'step': 8300, 'algorithm': 'insertion_sort'}
I0715 10:03:37.073580 126481778218496 run.py:723] (val) algo insertion_sort step 8350: {'pred': 0.95703125, 'score': 0.95703125, 'examples_seen': 429552, 'step': 8350, 'algorithm': 'insertion_sort'}
I0715 10:03:41.566026 126481778218496 run.py:723] (val) algo insertion_sort step 8400: {'pred': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 432160, 'step': 8400, 'algorithm': 'insertion_sort'}
I0715 10:03:46.082799 126481778218496 run.py:723] (val) algo insertion_sort step 8450: {'pred': 0.9375, 'score': 0.9375, 'examples_seen': 434736, 'step': 8450, 'algorithm': 'insertion_sort'}
I0715 10:03:50.541141 126481778218496 run.py:723] (val) algo insertion_sort step 8500: {'pred': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 437296, 'step': 8500, 'algorithm': 'insertion_sort'}
I0715 10:03:54.958870 126481778218496 run.py:723] (val) algo insertion_sort step 8550: {'pred': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 439824, 'step': 8550, 'algorithm': 'insertion_sort'}
I0715 10:03:59.504648 126481778218496 run.py:723] (val) algo insertion_sort step 8600: {'pred': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 442384, 'step': 8600, 'algorithm': 'insertion_sort'}
I0715 10:04:03.966492 126481778218496 run.py:723] (val) algo insertion_sort step 8650: {'pred': 0.982421875, 'score': 0.982421875, 'examples_seen': 444912, 'step': 8650, 'algorithm': 'insertion_sort'}
I0715 10:04:08.553280 126481778218496 run.py:723] (val) algo insertion_sort step 8700: {'pred': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 447552, 'step': 8700, 'algorithm': 'insertion_sort'}
I0715 10:04:13.095027 126481778218496 run.py:723] (val) algo insertion_sort step 8750: {'pred': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 450160, 'step': 8750, 'algorithm': 'insertion_sort'}
I0715 10:04:17.658660 126481778218496 run.py:723] (val) algo insertion_sort step 8800: {'pred': 0.955078125, 'score': 0.955078125, 'examples_seen': 452720, 'step': 8800, 'algorithm': 'insertion_sort'}
I0715 10:04:22.154041 126481778218496 run.py:723] (val) algo insertion_sort step 8850: {'pred': 0.953125, 'score': 0.953125, 'examples_seen': 455296, 'step': 8850, 'algorithm': 'insertion_sort'}
I0715 10:04:26.690105 126481778218496 run.py:723] (val) algo insertion_sort step 8900: {'pred': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 457824, 'step': 8900, 'algorithm': 'insertion_sort'}
I0715 10:04:31.217540 126481778218496 run.py:723] (val) algo insertion_sort step 8950: {'pred': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 460368, 'step': 8950, 'algorithm': 'insertion_sort'}
I0715 10:04:35.728768 126481778218496 run.py:723] (val) algo insertion_sort step 9000: {'pred': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 462928, 'step': 9000, 'algorithm': 'insertion_sort'}
I0715 10:04:40.343593 126481778218496 run.py:723] (val) algo insertion_sort step 9050: {'pred': 0.970703125, 'score': 0.970703125, 'examples_seen': 465552, 'step': 9050, 'algorithm': 'insertion_sort'}
I0715 10:04:44.900843 126481778218496 run.py:723] (val) algo insertion_sort step 9100: {'pred': 0.974609375, 'score': 0.974609375, 'examples_seen': 468176, 'step': 9100, 'algorithm': 'insertion_sort'}
I0715 10:04:49.381730 126481778218496 run.py:723] (val) algo insertion_sort step 9150: {'pred': 0.953125, 'score': 0.953125, 'examples_seen': 470720, 'step': 9150, 'algorithm': 'insertion_sort'}
I0715 10:04:53.842202 126481778218496 run.py:723] (val) algo insertion_sort step 9200: {'pred': 0.95703125, 'score': 0.95703125, 'examples_seen': 473296, 'step': 9200, 'algorithm': 'insertion_sort'}
I0715 10:04:58.335863 126481778218496 run.py:723] (val) algo insertion_sort step 9250: {'pred': 0.8974609375, 'score': 0.8974609375, 'examples_seen': 475856, 'step': 9250, 'algorithm': 'insertion_sort'}
I0715 10:05:02.783785 126481778218496 run.py:723] (val) algo insertion_sort step 9300: {'pred': 0.974609375, 'score': 0.974609375, 'examples_seen': 478384, 'step': 9300, 'algorithm': 'insertion_sort'}
I0715 10:05:07.260645 126481778218496 run.py:723] (val) algo insertion_sort step 9350: {'pred': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 480912, 'step': 9350, 'algorithm': 'insertion_sort'}
I0715 10:05:11.822039 126481778218496 run.py:723] (val) algo insertion_sort step 9400: {'pred': 0.97265625, 'score': 0.97265625, 'examples_seen': 483568, 'step': 9400, 'algorithm': 'insertion_sort'}
I0715 10:05:16.376343 126481778218496 run.py:723] (val) algo insertion_sort step 9450: {'pred': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 486176, 'step': 9450, 'algorithm': 'insertion_sort'}
I0715 10:05:20.866312 126481778218496 run.py:723] (val) algo insertion_sort step 9500: {'pred': 0.9609375, 'score': 0.9609375, 'examples_seen': 488752, 'step': 9500, 'algorithm': 'insertion_sort'}
I0715 10:05:25.347032 126481778218496 run.py:723] (val) algo insertion_sort step 9550: {'pred': 0.970703125, 'score': 0.970703125, 'examples_seen': 491312, 'step': 9550, 'algorithm': 'insertion_sort'}
I0715 10:05:29.736914 126481778218496 run.py:723] (val) algo insertion_sort step 9600: {'pred': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 493840, 'step': 9600, 'algorithm': 'insertion_sort'}
I0715 10:05:34.110351 126481778218496 run.py:723] (val) algo insertion_sort step 9650: {'pred': 0.978515625, 'score': 0.978515625, 'examples_seen': 496400, 'step': 9650, 'algorithm': 'insertion_sort'}
I0715 10:05:38.532691 126481778218496 run.py:723] (val) algo insertion_sort step 9700: {'pred': 0.98046875, 'score': 0.98046875, 'examples_seen': 498928, 'step': 9700, 'algorithm': 'insertion_sort'}
I0715 10:05:43.004749 126481778218496 run.py:723] (val) algo insertion_sort step 9750: {'pred': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 501552, 'step': 9750, 'algorithm': 'insertion_sort'}
I0715 10:05:47.505681 126481778218496 run.py:723] (val) algo insertion_sort step 9800: {'pred': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 504176, 'step': 9800, 'algorithm': 'insertion_sort'}
I0715 10:05:51.891937 126481778218496 run.py:723] (val) algo insertion_sort step 9850: {'pred': 0.9765625, 'score': 0.9765625, 'examples_seen': 506736, 'step': 9850, 'algorithm': 'insertion_sort'}
I0715 10:05:56.344844 126481778218496 run.py:723] (val) algo insertion_sort step 9900: {'pred': 0.982421875, 'score': 0.982421875, 'examples_seen': 509312, 'step': 9900, 'algorithm': 'insertion_sort'}
I0715 10:06:00.724580 126481778218496 run.py:723] (val) algo insertion_sort step 9950: {'pred': 0.96875, 'score': 0.96875, 'examples_seen': 511840, 'step': 9950, 'algorithm': 'insertion_sort'}
I0715 10:06:04.953853 126481778218496 run.py:753] Restoring best model from checkpoint...
I0715 10:06:13.200179 126481778218496 run.py:768] (test) algo insertion_sort : {'pred': 0.76904296875, 'score': 0.76904296875, 'examples_seen': 514368, 'step': 10000, 'algorithm': 'insertion_sort'}
I0715 10:06:13.200349 126481778218496 run.py:770] Done!
