I0715 09:16:51.442838 133453536179712 run.py:723] (val) algo floyd_warshall step 0: {'Pi': 0.0775146484375, 'score': 0.0775146484375, 'examples_seen': 80, 'step': 0, 'algorithm': 'floyd_warshall'}
I0715 09:23:21.286144 133453536179712 run.py:723] (val) algo floyd_warshall step 6400: {'Pi': 0.83038330078125, 'score': 0.83038330078125, 'examples_seen': 329264, 'step': 6400, 'algorithm': 'floyd_warshall'}
I0715 09:23:23.564454 133453536179712 run.py:723] (val) algo floyd_warshall step 6450: {'Pi': 0.80560302734375, 'score': 0.80560302734375, 'examples_seen': 331792, 'step': 6450, 'algorithm': 'floyd_warshall'}
I0715 09:23:25.930526 133453536179712 run.py:723] (val) algo floyd_warshall step 6500: {'Pi': 0.79156494140625, 'score': 0.79156494140625, 'examples_seen': 334352, 'step': 6500, 'algorithm': 'floyd_warshall'}
I0715 09:23:28.361701 133453536179712 run.py:723] (val) algo floyd_warshall step 6550: {'Pi': 0.81854248046875, 'score': 0.81854248046875, 'examples_seen': 336880, 'step': 6550, 'algorithm': 'floyd_warshall'}
I0715 09:23:30.734403 133453536179712 run.py:723] (val) algo floyd_warshall step 6600: {'Pi': 0.8050537109375, 'score': 0.8050537109375, 'examples_seen': 339520, 'step': 6600, 'algorithm': 'floyd_warshall'}
I0715 09:23:33.036520 133453536179712 run.py:723] (val) algo floyd_warshall step 6650: {'Pi': 0.82891845703125, 'score': 0.82891845703125, 'examples_seen': 342144, 'step': 6650, 'algorithm': 'floyd_warshall'}
I0715 09:23:35.318251 133453536179712 run.py:723] (val) algo floyd_warshall step 6700: {'Pi': 0.82867431640625, 'score': 0.82867431640625, 'examples_seen': 344704, 'step': 6700, 'algorithm': 'floyd_warshall'}
I0715 09:23:37.564368 133453536179712 run.py:723] (val) algo floyd_warshall step 6750: {'Pi': 0.8135986328125, 'score': 0.8135986328125, 'examples_seen': 347280, 'step': 6750, 'algorithm': 'floyd_warshall'}
I0715 09:23:39.874284 133453536179712 run.py:723] (val) algo floyd_warshall step 6800: {'Pi': 0.83599853515625, 'score': 0.83599853515625, 'examples_seen': 349824, 'step': 6800, 'algorithm': 'floyd_warshall'}
I0715 09:23:42.212867 133453536179712 run.py:723] (val) algo floyd_warshall step 6850: {'Pi': 0.8153076171875, 'score': 0.8153076171875, 'examples_seen': 352368, 'step': 6850, 'algorithm': 'floyd_warshall'}
I0715 09:23:44.634943 133453536179712 run.py:723] (val) algo floyd_warshall step 6900: {'Pi': 0.81463623046875, 'score': 0.81463623046875, 'examples_seen': 354896, 'step': 6900, 'algorithm': 'floyd_warshall'}
I0715 09:23:47.003408 133453536179712 run.py:723] (val) algo floyd_warshall step 6950: {'Pi': 0.82989501953125, 'score': 0.82989501953125, 'examples_seen': 357536, 'step': 6950, 'algorithm': 'floyd_warshall'}
I0715 09:23:49.305995 133453536179712 run.py:723] (val) algo floyd_warshall step 7000: {'Pi': 0.81683349609375, 'score': 0.81683349609375, 'examples_seen': 360176, 'step': 7000, 'algorithm': 'floyd_warshall'}
I0715 09:23:51.612240 133453536179712 run.py:723] (val) algo floyd_warshall step 7050: {'Pi': 0.8397216796875, 'score': 0.8397216796875, 'examples_seen': 362720, 'step': 7050, 'algorithm': 'floyd_warshall'}
I0715 09:23:53.879559 133453536179712 run.py:723] (val) algo floyd_warshall step 7100: {'Pi': 0.80267333984375, 'score': 0.80267333984375, 'examples_seen': 365280, 'step': 7100, 'algorithm': 'floyd_warshall'}
I0715 09:23:56.155836 133453536179712 run.py:723] (val) algo floyd_warshall step 7150: {'Pi': 0.80035400390625, 'score': 0.80035400390625, 'examples_seen': 367824, 'step': 7150, 'algorithm': 'floyd_warshall'}
I0715 09:23:58.484264 133453536179712 run.py:723] (val) algo floyd_warshall step 7200: {'Pi': 0.7952880859375, 'score': 0.7952880859375, 'examples_seen': 370368, 'step': 7200, 'algorithm': 'floyd_warshall'}
I0715 09:24:00.893989 133453536179712 run.py:723] (val) algo floyd_warshall step 7250: {'Pi': 0.8228759765625, 'score': 0.8228759765625, 'examples_seen': 372896, 'step': 7250, 'algorithm': 'floyd_warshall'}
I0715 09:24:03.219100 133453536179712 run.py:723] (val) algo floyd_warshall step 7300: {'Pi': 0.83966064453125, 'score': 0.83966064453125, 'examples_seen': 375536, 'step': 7300, 'algorithm': 'floyd_warshall'}
I0715 09:24:05.520279 133453536179712 run.py:723] (val) algo floyd_warshall step 7350: {'Pi': 0.824951171875, 'score': 0.824951171875, 'examples_seen': 378144, 'step': 7350, 'algorithm': 'floyd_warshall'}
I0715 09:24:07.812857 133453536179712 run.py:723] (val) algo floyd_warshall step 7400: {'Pi': 0.82421875, 'score': 0.82421875, 'examples_seen': 380720, 'step': 7400, 'algorithm': 'floyd_warshall'}
I0715 09:24:10.110749 133453536179712 run.py:723] (val) algo floyd_warshall step 7450: {'Pi': 0.8087158203125, 'score': 0.8087158203125, 'examples_seen': 383280, 'step': 7450, 'algorithm': 'floyd_warshall'}
I0715 09:24:12.383898 133453536179712 run.py:723] (val) algo floyd_warshall step 7500: {'Pi': 0.83349609375, 'score': 0.83349609375, 'examples_seen': 385808, 'step': 7500, 'algorithm': 'floyd_warshall'}
I0715 09:24:14.736089 133453536179712 run.py:723] (val) algo floyd_warshall step 7550: {'Pi': 0.813720703125, 'score': 0.813720703125, 'examples_seen': 388368, 'step': 7550, 'algorithm': 'floyd_warshall'}
I0715 09:24:17.129698 133453536179712 run.py:723] (val) algo floyd_warshall step 7600: {'Pi': 0.81939697265625, 'score': 0.81939697265625, 'examples_seen': 390896, 'step': 7600, 'algorithm': 'floyd_warshall'}
I0715 09:24:19.463158 133453536179712 run.py:723] (val) algo floyd_warshall step 7650: {'Pi': 0.80615234375, 'score': 0.80615234375, 'examples_seen': 393536, 'step': 7650, 'algorithm': 'floyd_warshall'}
I0715 09:24:21.737087 133453536179712 run.py:723] (val) algo floyd_warshall step 7700: {'Pi': 0.84576416015625, 'score': 0.84576416015625, 'examples_seen': 396160, 'step': 7700, 'algorithm': 'floyd_warshall'}
I0715 09:24:23.984748 133453536179712 run.py:723] (val) algo floyd_warshall step 7750: {'Pi': 0.8411865234375, 'score': 0.8411865234375, 'examples_seen': 398704, 'step': 7750, 'algorithm': 'floyd_warshall'}
I0715 09:24:26.281780 133453536179712 run.py:723] (val) algo floyd_warshall step 7800: {'Pi': 0.84173583984375, 'score': 0.84173583984375, 'examples_seen': 401280, 'step': 7800, 'algorithm': 'floyd_warshall'}
I0715 09:24:28.599445 133453536179712 run.py:723] (val) algo floyd_warshall step 7850: {'Pi': 0.85675048828125, 'score': 0.85675048828125, 'examples_seen': 403808, 'step': 7850, 'algorithm': 'floyd_warshall'}
I0715 09:24:30.975128 133453536179712 run.py:723] (val) algo floyd_warshall step 7900: {'Pi': 0.83892822265625, 'score': 0.83892822265625, 'examples_seen': 406352, 'step': 7900, 'algorithm': 'floyd_warshall'}
I0715 09:24:33.383184 133453536179712 run.py:723] (val) algo floyd_warshall step 7950: {'Pi': 0.827880859375, 'score': 0.827880859375, 'examples_seen': 408896, 'step': 7950, 'algorithm': 'floyd_warshall'}
I0715 09:24:35.747180 133453536179712 run.py:723] (val) algo floyd_warshall step 8000: {'Pi': 0.8466796875, 'score': 0.8466796875, 'examples_seen': 411552, 'step': 8000, 'algorithm': 'floyd_warshall'}
I0715 09:24:38.092421 133453536179712 run.py:723] (val) algo floyd_warshall step 8050: {'Pi': 0.841064453125, 'score': 0.841064453125, 'examples_seen': 414160, 'step': 8050, 'algorithm': 'floyd_warshall'}
I0715 09:24:40.362663 133453536179712 run.py:723] (val) algo floyd_warshall step 8100: {'Pi': 0.82025146484375, 'score': 0.82025146484375, 'examples_seen': 416720, 'step': 8100, 'algorithm': 'floyd_warshall'}
I0715 09:24:42.618855 133453536179712 run.py:723] (val) algo floyd_warshall step 8150: {'Pi': 0.8375244140625, 'score': 0.8375244140625, 'examples_seen': 419280, 'step': 8150, 'algorithm': 'floyd_warshall'}
I0715 09:24:44.919085 133453536179712 run.py:723] (val) algo floyd_warshall step 8200: {'Pi': 0.856201171875, 'score': 0.856201171875, 'examples_seen': 421840, 'step': 8200, 'algorithm': 'floyd_warshall'}
I0715 09:24:47.258128 133453536179712 run.py:723] (val) algo floyd_warshall step 8250: {'Pi': 0.860595703125, 'score': 0.860595703125, 'examples_seen': 424384, 'step': 8250, 'algorithm': 'floyd_warshall'}
I0715 09:24:49.652197 133453536179712 run.py:723] (val) algo floyd_warshall step 8300: {'Pi': 0.83782958984375, 'score': 0.83782958984375, 'examples_seen': 426896, 'step': 8300, 'algorithm': 'floyd_warshall'}
I0715 09:24:52.017134 133453536179712 run.py:723] (val) algo floyd_warshall step 8350: {'Pi': 0.80194091796875, 'score': 0.80194091796875, 'examples_seen': 429552, 'step': 8350, 'algorithm': 'floyd_warshall'}
I0715 09:24:54.348735 133453536179712 run.py:723] (val) algo floyd_warshall step 8400: {'Pi': 0.82904052734375, 'score': 0.82904052734375, 'examples_seen': 432160, 'step': 8400, 'algorithm': 'floyd_warshall'}
I0715 09:24:56.619353 133453536179712 run.py:723] (val) algo floyd_warshall step 8450: {'Pi': 0.84600830078125, 'score': 0.84600830078125, 'examples_seen': 434736, 'step': 8450, 'algorithm': 'floyd_warshall'}
I0715 09:24:58.885381 133453536179712 run.py:723] (val) algo floyd_warshall step 8500: {'Pi': 0.8175048828125, 'score': 0.8175048828125, 'examples_seen': 437296, 'step': 8500, 'algorithm': 'floyd_warshall'}
I0715 09:25:01.194292 133453536179712 run.py:723] (val) algo floyd_warshall step 8550: {'Pi': 0.83624267578125, 'score': 0.83624267578125, 'examples_seen': 439824, 'step': 8550, 'algorithm': 'floyd_warshall'}
I0715 09:25:03.546654 133453536179712 run.py:723] (val) algo floyd_warshall step 8600: {'Pi': 0.81451416015625, 'score': 0.81451416015625, 'examples_seen': 442384, 'step': 8600, 'algorithm': 'floyd_warshall'}
I0715 09:25:05.946019 133453536179712 run.py:723] (val) algo floyd_warshall step 8650: {'Pi': 0.8592529296875, 'score': 0.8592529296875, 'examples_seen': 444912, 'step': 8650, 'algorithm': 'floyd_warshall'}
I0715 09:25:08.321430 133453536179712 run.py:723] (val) algo floyd_warshall step 8700: {'Pi': 0.8668212890625, 'score': 0.8668212890625, 'examples_seen': 447552, 'step': 8700, 'algorithm': 'floyd_warshall'}
I0715 09:25:10.615437 133453536179712 run.py:723] (val) algo floyd_warshall step 8750: {'Pi': 0.84832763671875, 'score': 0.84832763671875, 'examples_seen': 450160, 'step': 8750, 'algorithm': 'floyd_warshall'}
I0715 09:25:12.898325 133453536179712 run.py:723] (val) algo floyd_warshall step 8800: {'Pi': 0.861083984375, 'score': 0.861083984375, 'examples_seen': 452720, 'step': 8800, 'algorithm': 'floyd_warshall'}
I0715 09:25:15.172704 133453536179712 run.py:723] (val) algo floyd_warshall step 8850: {'Pi': 0.83026123046875, 'score': 0.83026123046875, 'examples_seen': 455296, 'step': 8850, 'algorithm': 'floyd_warshall'}
I0715 09:25:17.464717 133453536179712 run.py:723] (val) algo floyd_warshall step 8900: {'Pi': 0.814208984375, 'score': 0.814208984375, 'examples_seen': 457824, 'step': 8900, 'algorithm': 'floyd_warshall'}
I0715 09:25:19.774108 133453536179712 run.py:723] (val) algo floyd_warshall step 8950: {'Pi': 0.8502197265625, 'score': 0.8502197265625, 'examples_seen': 460368, 'step': 8950, 'algorithm': 'floyd_warshall'}
I0715 09:25:22.202790 133453536179712 run.py:723] (val) algo floyd_warshall step 9000: {'Pi': 0.83331298828125, 'score': 0.83331298828125, 'examples_seen': 462928, 'step': 9000, 'algorithm': 'floyd_warshall'}
I0715 09:25:24.586526 133453536179712 run.py:723] (val) algo floyd_warshall step 9050: {'Pi': 0.8204345703125, 'score': 0.8204345703125, 'examples_seen': 465552, 'step': 9050, 'algorithm': 'floyd_warshall'}
I0715 09:25:26.915267 133453536179712 run.py:723] (val) algo floyd_warshall step 9100: {'Pi': 0.847900390625, 'score': 0.847900390625, 'examples_seen': 468176, 'step': 9100, 'algorithm': 'floyd_warshall'}
I0715 09:25:29.183123 133453536179712 run.py:723] (val) algo floyd_warshall step 9150: {'Pi': 0.8172607421875, 'score': 0.8172607421875, 'examples_seen': 470720, 'step': 9150, 'algorithm': 'floyd_warshall'}
I0715 09:25:31.481192 133453536179712 run.py:723] (val) algo floyd_warshall step 9200: {'Pi': 0.8236083984375, 'score': 0.8236083984375, 'examples_seen': 473296, 'step': 9200, 'algorithm': 'floyd_warshall'}
I0715 09:25:33.785080 133453536179712 run.py:723] (val) algo floyd_warshall step 9250: {'Pi': 0.82940673828125, 'score': 0.82940673828125, 'examples_seen': 475856, 'step': 9250, 'algorithm': 'floyd_warshall'}
I0715 09:25:36.110519 133453536179712 run.py:723] (val) algo floyd_warshall step 9300: {'Pi': 0.84442138671875, 'score': 0.84442138671875, 'examples_seen': 478384, 'step': 9300, 'algorithm': 'floyd_warshall'}
I0715 09:25:38.513941 133453536179712 run.py:723] (val) algo floyd_warshall step 9350: {'Pi': 0.8466796875, 'score': 0.8466796875, 'examples_seen': 480912, 'step': 9350, 'algorithm': 'floyd_warshall'}
I0715 09:25:40.852662 133453536179712 run.py:723] (val) algo floyd_warshall step 9400: {'Pi': 0.8421630859375, 'score': 0.8421630859375, 'examples_seen': 483568, 'step': 9400, 'algorithm': 'floyd_warshall'}
I0715 09:25:43.159878 133453536179712 run.py:723] (val) algo floyd_warshall step 9450: {'Pi': 0.82330322265625, 'score': 0.82330322265625, 'examples_seen': 486176, 'step': 9450, 'algorithm': 'floyd_warshall'}
I0715 09:25:45.412669 133453536179712 run.py:723] (val) algo floyd_warshall step 9500: {'Pi': 0.85223388671875, 'score': 0.85223388671875, 'examples_seen': 488752, 'step': 9500, 'algorithm': 'floyd_warshall'}
I0715 09:25:47.675824 133453536179712 run.py:723] (val) algo floyd_warshall step 9550: {'Pi': 0.8575439453125, 'score': 0.8575439453125, 'examples_seen': 491312, 'step': 9550, 'algorithm': 'floyd_warshall'}
I0715 09:25:49.968398 133453536179712 run.py:723] (val) algo floyd_warshall step 9600: {'Pi': 0.8468017578125, 'score': 0.8468017578125, 'examples_seen': 493840, 'step': 9600, 'algorithm': 'floyd_warshall'}
I0715 09:25:52.262409 133453536179712 run.py:723] (val) algo floyd_warshall step 9650: {'Pi': 0.83941650390625, 'score': 0.83941650390625, 'examples_seen': 496400, 'step': 9650, 'algorithm': 'floyd_warshall'}
I0715 09:25:54.655610 133453536179712 run.py:723] (val) algo floyd_warshall step 9700: {'Pi': 0.862548828125, 'score': 0.862548828125, 'examples_seen': 498928, 'step': 9700, 'algorithm': 'floyd_warshall'}
I0715 09:25:56.991776 133453536179712 run.py:723] (val) algo floyd_warshall step 9750: {'Pi': 0.825439453125, 'score': 0.825439453125, 'examples_seen': 501552, 'step': 9750, 'algorithm': 'floyd_warshall'}
I0715 09:25:59.299225 133453536179712 run.py:723] (val) algo floyd_warshall step 9800: {'Pi': 0.84063720703125, 'score': 0.84063720703125, 'examples_seen': 504176, 'step': 9800, 'algorithm': 'floyd_warshall'}
I0715 09:26:01.593312 133453536179712 run.py:723] (val) algo floyd_warshall step 9850: {'Pi': 0.8502197265625, 'score': 0.8502197265625, 'examples_seen': 506736, 'step': 9850, 'algorithm': 'floyd_warshall'}
I0715 09:26:03.901261 133453536179712 run.py:723] (val) algo floyd_warshall step 9900: {'Pi': 0.84698486328125, 'score': 0.84698486328125, 'examples_seen': 509312, 'step': 9900, 'algorithm': 'floyd_warshall'}
I0715 09:26:06.182154 133453536179712 run.py:723] (val) algo floyd_warshall step 9950: {'Pi': 0.84832763671875, 'score': 0.84832763671875, 'examples_seen': 511840, 'step': 9950, 'algorithm': 'floyd_warshall'}
I0715 09:26:08.272511 133453536179712 run.py:753] Restoring best model from checkpoint...
I0715 09:26:19.399165 133453536179712 run.py:768] (test) algo floyd_warshall : {'Pi': 0.345001220703125, 'score': 0.345001220703125, 'examples_seen': 514368, 'step': 10000, 'algorithm': 'floyd_warshall'}
I0715 09:26:19.399351 133453536179712 run.py:770] Done!
