I0715 11:37:38.895432 133586423690752 run.py:723] (val) algo optimal_bst step 0: {'root': 0.477238321799308, 'score': 0.477238321799308, 'examples_seen': 64, 'step': 0, 'algorithm': 'optimal_bst'}
I0715 11:45:34.969717 133586423690752 run.py:723] (val) algo optimal_bst step 6500: {'root': 0.9451773356401384, 'score': 0.9451773356401384, 'examples_seen': 258816, 'step': 6500, 'algorithm': 'optimal_bst'}
I0715 11:45:37.988211 133586423690752 run.py:723] (val) algo optimal_bst step 6550: {'root': 0.9546388408304498, 'score': 0.9546388408304498, 'examples_seen': 260752, 'step': 6550, 'algorithm': 'optimal_bst'}
I0715 11:45:40.870823 133586423690752 run.py:723] (val) algo optimal_bst step 6600: {'root': 0.9567474048442907, 'score': 0.9567474048442907, 'examples_seen': 262800, 'step': 6600, 'algorithm': 'optimal_bst'}
I0715 11:45:43.721261 133586423690752 run.py:723] (val) algo optimal_bst step 6650: {'root': 0.9511786332179931, 'score': 0.9511786332179931, 'examples_seen': 264832, 'step': 6650, 'algorithm': 'optimal_bst'}
I0715 11:45:46.596084 133586423690752 run.py:723] (val) algo optimal_bst step 6700: {'root': 0.9505298442906575, 'score': 0.9505298442906575, 'examples_seen': 266800, 'step': 6700, 'algorithm': 'optimal_bst'}
I0715 11:45:49.460580 133586423690752 run.py:723] (val) algo optimal_bst step 6750: {'root': 0.9324178200692042, 'score': 0.9324178200692042, 'examples_seen': 268800, 'step': 6750, 'algorithm': 'optimal_bst'}
I0715 11:45:52.365064 133586423690752 run.py:723] (val) algo optimal_bst step 6800: {'root': 0.9459883217993079, 'score': 0.9459883217993079, 'examples_seen': 270752, 'step': 6800, 'algorithm': 'optimal_bst'}
I0715 11:45:55.294617 133586423690752 run.py:723] (val) algo optimal_bst step 6850: {'root': 0.9484212802768166, 'score': 0.9484212802768166, 'examples_seen': 272736, 'step': 6850, 'algorithm': 'optimal_bst'}
I0715 11:45:58.289808 133586423690752 run.py:723] (val) algo optimal_bst step 6900: {'root': 0.9526384083044983, 'score': 0.9526384083044983, 'examples_seen': 274720, 'step': 6900, 'algorithm': 'optimal_bst'}
I0715 11:46:01.200038 133586423690752 run.py:723] (val) algo optimal_bst step 6950: {'root': 0.9510705017301038, 'score': 0.9510705017301038, 'examples_seen': 276736, 'step': 6950, 'algorithm': 'optimal_bst'}
I0715 11:46:04.081519 133586423690752 run.py:723] (val) algo optimal_bst step 7000: {'root': 0.9516652249134948, 'score': 0.9516652249134948, 'examples_seen': 278768, 'step': 7000, 'algorithm': 'optimal_bst'}
I0715 11:46:06.944705 133586423690752 run.py:723] (val) algo optimal_bst step 7050: {'root': 0.9383650519031141, 'score': 0.9383650519031141, 'examples_seen': 280752, 'step': 7050, 'algorithm': 'optimal_bst'}
I0715 11:46:09.824958 133586423690752 run.py:723] (val) algo optimal_bst step 7100: {'root': 0.9377703287197232, 'score': 0.9377703287197232, 'examples_seen': 282736, 'step': 7100, 'algorithm': 'optimal_bst'}
I0715 11:46:12.733720 133586423690752 run.py:723] (val) algo optimal_bst step 7150: {'root': 0.9553957612456747, 'score': 0.9553957612456747, 'examples_seen': 284720, 'step': 7150, 'algorithm': 'optimal_bst'}
I0715 11:46:15.692953 133586423690752 run.py:723] (val) algo optimal_bst step 7200: {'root': 0.9599372837370242, 'score': 0.9599372837370242, 'examples_seen': 286672, 'step': 7200, 'algorithm': 'optimal_bst'}
I0715 11:46:18.722245 133586423690752 run.py:723] (val) algo optimal_bst step 7250: {'root': 0.9533412629757786, 'score': 0.9533412629757786, 'examples_seen': 288640, 'step': 7250, 'algorithm': 'optimal_bst'}
I0715 11:46:21.623044 133586423690752 run.py:723] (val) algo optimal_bst step 7300: {'root': 0.9583693771626297, 'score': 0.9583693771626297, 'examples_seen': 290688, 'step': 7300, 'algorithm': 'optimal_bst'}
I0715 11:46:24.502597 133586423690752 run.py:723] (val) algo optimal_bst step 7350: {'root': 0.9536656574394463, 'score': 0.9536656574394463, 'examples_seen': 292688, 'step': 7350, 'algorithm': 'optimal_bst'}
I0715 11:46:27.378540 133586423690752 run.py:723] (val) algo optimal_bst step 7400: {'root': 0.9551794982698962, 'score': 0.9551794982698962, 'examples_seen': 294688, 'step': 7400, 'algorithm': 'optimal_bst'}
I0715 11:46:30.259524 133586423690752 run.py:723] (val) algo optimal_bst step 7450: {'root': 0.9338235294117647, 'score': 0.9338235294117647, 'examples_seen': 296672, 'step': 7450, 'algorithm': 'optimal_bst'}
I0715 11:46:33.176786 133586423690752 run.py:723] (val) algo optimal_bst step 7500: {'root': 0.9565311418685121, 'score': 0.9565311418685121, 'examples_seen': 298624, 'step': 7500, 'algorithm': 'optimal_bst'}
I0715 11:46:36.119816 133586423690752 run.py:723] (val) algo optimal_bst step 7550: {'root': 0.9411224048442907, 'score': 0.9411224048442907, 'examples_seen': 300624, 'step': 7550, 'algorithm': 'optimal_bst'}
I0715 11:46:39.133090 133586423690752 run.py:723] (val) algo optimal_bst step 7600: {'root': 0.9538819204152249, 'score': 0.9538819204152249, 'examples_seen': 302576, 'step': 7600, 'algorithm': 'optimal_bst'}
I0715 11:46:42.038237 133586423690752 run.py:723] (val) algo optimal_bst step 7650: {'root': 0.9536656574394463, 'score': 0.9536656574394463, 'examples_seen': 304608, 'step': 7650, 'algorithm': 'optimal_bst'}
I0715 11:46:44.910427 133586423690752 run.py:723] (val) algo optimal_bst step 7700: {'root': 0.9571258650519031, 'score': 0.9571258650519031, 'examples_seen': 306640, 'step': 7700, 'algorithm': 'optimal_bst'}
I0715 11:46:47.786886 133586423690752 run.py:723] (val) algo optimal_bst step 7750: {'root': 0.9490160034602076, 'score': 0.9490160034602076, 'examples_seen': 308608, 'step': 7750, 'algorithm': 'optimal_bst'}
I0715 11:46:50.654067 133586423690752 run.py:723] (val) algo optimal_bst step 7800: {'root': 0.9523140138408305, 'score': 0.9523140138408305, 'examples_seen': 310608, 'step': 7800, 'algorithm': 'optimal_bst'}
I0715 11:46:53.559416 133586423690752 run.py:723] (val) algo optimal_bst step 7850: {'root': 0.9563148788927336, 'score': 0.9563148788927336, 'examples_seen': 312576, 'step': 7850, 'algorithm': 'optimal_bst'}
I0715 11:46:56.501542 133586423690752 run.py:723] (val) algo optimal_bst step 7900: {'root': 0.9587478373702422, 'score': 0.9587478373702422, 'examples_seen': 314528, 'step': 7900, 'algorithm': 'optimal_bst'}
I0715 11:46:59.515144 133586423690752 run.py:723] (val) algo optimal_bst step 7950: {'root': 0.9582612456747405, 'score': 0.9582612456747405, 'examples_seen': 316528, 'step': 7950, 'algorithm': 'optimal_bst'}
I0715 11:47:02.423893 133586423690752 run.py:723] (val) algo optimal_bst step 8000: {'root': 0.9619917820069204, 'score': 0.9619917820069204, 'examples_seen': 318528, 'step': 8000, 'algorithm': 'optimal_bst'}
I0715 11:47:05.323231 133586423690752 run.py:723] (val) algo optimal_bst step 8050: {'root': 0.9611267301038062, 'score': 0.9611267301038062, 'examples_seen': 320560, 'step': 8050, 'algorithm': 'optimal_bst'}
I0715 11:47:08.190541 133586423690752 run.py:723] (val) algo optimal_bst step 8100: {'root': 0.9551794982698962, 'score': 0.9551794982698962, 'examples_seen': 322544, 'step': 8100, 'algorithm': 'optimal_bst'}
I0715 11:47:11.066704 133586423690752 run.py:723] (val) algo optimal_bst step 8150: {'root': 0.9493944636678201, 'score': 0.9493944636678201, 'examples_seen': 324528, 'step': 8150, 'algorithm': 'optimal_bst'}
I0715 11:47:13.971040 133586423690752 run.py:723] (val) algo optimal_bst step 8200: {'root': 0.9408520761245674, 'score': 0.9408520761245674, 'examples_seen': 326528, 'step': 8200, 'algorithm': 'optimal_bst'}
I0715 11:47:16.917899 133586423690752 run.py:723] (val) algo optimal_bst step 8250: {'root': 0.9632352941176471, 'score': 0.9632352941176471, 'examples_seen': 328464, 'step': 8250, 'algorithm': 'optimal_bst'}
I0715 11:47:19.941823 133586423690752 run.py:723] (val) algo optimal_bst step 8300: {'root': 0.9555579584775087, 'score': 0.9555579584775087, 'examples_seen': 330432, 'step': 8300, 'algorithm': 'optimal_bst'}
I0715 11:47:22.838245 133586423690752 run.py:723] (val) algo optimal_bst step 8350: {'root': 0.9553957612456747, 'score': 0.9553957612456747, 'examples_seen': 332480, 'step': 8350, 'algorithm': 'optimal_bst'}
I0715 11:47:25.719802 133586423690752 run.py:723] (val) algo optimal_bst step 8400: {'root': 0.9567474048442907, 'score': 0.9567474048442907, 'examples_seen': 334480, 'step': 8400, 'algorithm': 'optimal_bst'}
I0715 11:47:28.596765 133586423690752 run.py:723] (val) algo optimal_bst step 8450: {'root': 0.9472858996539792, 'score': 0.9472858996539792, 'examples_seen': 336480, 'step': 8450, 'algorithm': 'optimal_bst'}
I0715 11:47:31.460979 133586423690752 run.py:723] (val) algo optimal_bst step 8500: {'root': 0.9364186851211073, 'score': 0.9364186851211073, 'examples_seen': 338464, 'step': 8500, 'algorithm': 'optimal_bst'}
I0715 11:47:34.379142 133586423690752 run.py:723] (val) algo optimal_bst step 8550: {'root': 0.9510705017301038, 'score': 0.9510705017301038, 'examples_seen': 340432, 'step': 8550, 'algorithm': 'optimal_bst'}
I0715 11:47:37.321775 133586423690752 run.py:723] (val) algo optimal_bst step 8600: {'root': 0.9584234429065744, 'score': 0.9584234429065744, 'examples_seen': 342416, 'step': 8600, 'algorithm': 'optimal_bst'}
I0715 11:47:40.337751 133586423690752 run.py:723] (val) algo optimal_bst step 8650: {'root': 0.9597750865051903, 'score': 0.9597750865051903, 'examples_seen': 344368, 'step': 8650, 'algorithm': 'optimal_bst'}
I0715 11:47:43.231865 133586423690752 run.py:723] (val) algo optimal_bst step 8700: {'root': 0.957450259515571, 'score': 0.957450259515571, 'examples_seen': 346400, 'step': 8700, 'algorithm': 'optimal_bst'}
I0715 11:47:46.102915 133586423690752 run.py:723] (val) algo optimal_bst step 8750: {'root': 0.9578287197231834, 'score': 0.9578287197231834, 'examples_seen': 348432, 'step': 8750, 'algorithm': 'optimal_bst'}
I0715 11:47:48.979794 133586423690752 run.py:723] (val) algo optimal_bst step 8800: {'root': 0.9417711937716263, 'score': 0.9417711937716263, 'examples_seen': 350416, 'step': 8800, 'algorithm': 'optimal_bst'}
I0715 11:47:51.849169 133586423690752 run.py:723] (val) algo optimal_bst step 8850: {'root': 0.9492322664359861, 'score': 0.9492322664359861, 'examples_seen': 352400, 'step': 8850, 'algorithm': 'optimal_bst'}
I0715 11:47:54.757389 133586423690752 run.py:723] (val) algo optimal_bst step 8900: {'root': 0.9518274221453287, 'score': 0.9518274221453287, 'examples_seen': 354368, 'step': 8900, 'algorithm': 'optimal_bst'}
I0715 11:47:57.700385 133586423690752 run.py:723] (val) algo optimal_bst step 8950: {'root': 0.9539359861591695, 'score': 0.9539359861591695, 'examples_seen': 356320, 'step': 8950, 'algorithm': 'optimal_bst'}
I0715 11:48:00.720552 133586423690752 run.py:723] (val) algo optimal_bst step 9000: {'root': 0.9616673875432526, 'score': 0.9616673875432526, 'examples_seen': 358320, 'step': 9000, 'algorithm': 'optimal_bst'}
I0715 11:48:03.627462 133586423690752 run.py:723] (val) algo optimal_bst step 9050: {'root': 0.9552876297577855, 'score': 0.9552876297577855, 'examples_seen': 360320, 'step': 9050, 'algorithm': 'optimal_bst'}
I0715 11:48:06.508176 133586423690752 run.py:723] (val) algo optimal_bst step 9100: {'root': 0.9441500865051903, 'score': 0.9441500865051903, 'examples_seen': 362352, 'step': 9100, 'algorithm': 'optimal_bst'}
I0715 11:48:09.374517 133586423690752 run.py:723] (val) algo optimal_bst step 9150: {'root': 0.9621539792387543, 'score': 0.9621539792387543, 'examples_seen': 364352, 'step': 9150, 'algorithm': 'optimal_bst'}
I0715 11:48:12.247341 133586423690752 run.py:723] (val) algo optimal_bst step 9200: {'root': 0.9496647923875432, 'score': 0.9496647923875432, 'examples_seen': 366320, 'step': 9200, 'algorithm': 'optimal_bst'}
I0715 11:48:15.152286 133586423690752 run.py:723] (val) algo optimal_bst step 9250: {'root': 0.9539359861591695, 'score': 0.9539359861591695, 'examples_seen': 368320, 'step': 9250, 'algorithm': 'optimal_bst'}
I0715 11:48:18.095041 133586423690752 run.py:723] (val) algo optimal_bst step 9300: {'root': 0.9611267301038062, 'score': 0.9611267301038062, 'examples_seen': 370272, 'step': 9300, 'algorithm': 'optimal_bst'}
I0715 11:48:21.115235 133586423690752 run.py:723] (val) algo optimal_bst step 9350: {'root': 0.9485294117647058, 'score': 0.9485294117647058, 'examples_seen': 372240, 'step': 9350, 'algorithm': 'optimal_bst'}
I0715 11:48:24.010849 133586423690752 run.py:723] (val) algo optimal_bst step 9400: {'root': 0.9624243079584776, 'score': 0.9624243079584776, 'examples_seen': 374288, 'step': 9400, 'algorithm': 'optimal_bst'}
I0715 11:48:26.892102 133586423690752 run.py:723] (val) algo optimal_bst step 9450: {'root': 0.954746972318339, 'score': 0.954746972318339, 'examples_seen': 376288, 'step': 9450, 'algorithm': 'optimal_bst'}
I0715 11:48:29.765230 133586423690752 run.py:723] (val) algo optimal_bst step 9500: {'root': 0.9356076989619377, 'score': 0.9356076989619377, 'examples_seen': 378304, 'step': 9500, 'algorithm': 'optimal_bst'}
I0715 11:48:32.633360 133586423690752 run.py:723] (val) algo optimal_bst step 9550: {'root': 0.9546388408304498, 'score': 0.9546388408304498, 'examples_seen': 380272, 'step': 9550, 'algorithm': 'optimal_bst'}
I0715 11:48:35.554772 133586423690752 run.py:723] (val) algo optimal_bst step 9600: {'root': 0.9592884948096886, 'score': 0.9592884948096886, 'examples_seen': 382240, 'step': 9600, 'algorithm': 'optimal_bst'}
I0715 11:48:38.510124 133586423690752 run.py:723] (val) algo optimal_bst step 9650: {'root': 0.9571799307958477, 'score': 0.9571799307958477, 'examples_seen': 384224, 'step': 9650, 'algorithm': 'optimal_bst'}
I0715 11:48:41.529751 133586423690752 run.py:723] (val) algo optimal_bst step 9700: {'root': 0.9564230103806228, 'score': 0.9564230103806228, 'examples_seen': 386176, 'step': 9700, 'algorithm': 'optimal_bst'}
I0715 11:48:44.430437 133586423690752 run.py:723] (val) algo optimal_bst step 9750: {'root': 0.9530168685121108, 'score': 0.9530168685121108, 'examples_seen': 388224, 'step': 9750, 'algorithm': 'optimal_bst'}
I0715 11:48:47.302084 133586423690752 run.py:723] (val) algo optimal_bst step 9800: {'root': 0.9542063148788927, 'score': 0.9542063148788927, 'examples_seen': 390240, 'step': 9800, 'algorithm': 'optimal_bst'}
I0715 11:48:50.176647 133586423690752 run.py:723] (val) algo optimal_bst step 9850: {'root': 0.9604238754325259, 'score': 0.9604238754325259, 'examples_seen': 392224, 'step': 9850, 'algorithm': 'optimal_bst'}
I0715 11:48:53.043606 133586423690752 run.py:723] (val) algo optimal_bst step 9900: {'root': 0.9531790657439446, 'score': 0.9531790657439446, 'examples_seen': 394208, 'step': 9900, 'algorithm': 'optimal_bst'}
I0715 11:48:55.950612 133586423690752 run.py:723] (val) algo optimal_bst step 9950: {'root': 0.9572339965397924, 'score': 0.9572339965397924, 'examples_seen': 396176, 'step': 9950, 'algorithm': 'optimal_bst'}
I0715 11:48:58.604836 133586423690752 run.py:753] Restoring best model from checkpoint...
I0715 11:49:12.334219 133586423690752 run.py:768] (test) algo optimal_bst : {'root': 0.7649334319526627, 'score': 0.7649334319526627, 'examples_seen': 398112, 'step': 10000, 'algorithm': 'optimal_bst'}
I0715 11:49:12.334399 133586423690752 run.py:770] Done!
