I0715 23:29:37.217289 127998535931392 run.py:722] (val) algo lcs_length step 0: {'b': 0.162353515625, 'score': 0.162353515625, 'examples_seen': 256, 'step': 0, 'algorithm': 'lcs_length'}
I0715 23:38:01.460487 127998535931392 run.py:722] (val) algo lcs_length step 6900: {'b': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 818498, 'step': 6900, 'algorithm': 'lcs_length'}
I0715 23:38:04.652546 127998535931392 run.py:722] (val) algo lcs_length step 6950: {'b': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 824566, 'step': 6950, 'algorithm': 'lcs_length'}
I0715 23:38:07.858599 127998535931392 run.py:722] (val) algo lcs_length step 7000: {'b': 0.968017578125, 'score': 0.968017578125, 'examples_seen': 830642, 'step': 7000, 'algorithm': 'lcs_length'}
I0715 23:38:11.023965 127998535931392 run.py:722] (val) algo lcs_length step 7050: {'b': 0.969970703125, 'score': 0.969970703125, 'examples_seen': 836581, 'step': 7050, 'algorithm': 'lcs_length'}
I0715 23:38:14.144180 127998535931392 run.py:722] (val) algo lcs_length step 7100: {'b': 0.98046875, 'score': 0.98046875, 'examples_seen': 842479, 'step': 7100, 'algorithm': 'lcs_length'}
I0715 23:38:17.207687 127998535931392 run.py:722] (val) algo lcs_length step 7150: {'b': 0.946044921875, 'score': 0.946044921875, 'examples_seen': 848321, 'step': 7150, 'algorithm': 'lcs_length'}
I0715 23:38:20.373300 127998535931392 run.py:722] (val) algo lcs_length step 7200: {'b': 0.97607421875, 'score': 0.97607421875, 'examples_seen': 854180, 'step': 7200, 'algorithm': 'lcs_length'}
I0715 23:38:23.496420 127998535931392 run.py:722] (val) algo lcs_length step 7250: {'b': 0.97509765625, 'score': 0.97509765625, 'examples_seen': 860019, 'step': 7250, 'algorithm': 'lcs_length'}
I0715 23:38:26.650589 127998535931392 run.py:722] (val) algo lcs_length step 7300: {'b': 0.97900390625, 'score': 0.97900390625, 'examples_seen': 866098, 'step': 7300, 'algorithm': 'lcs_length'}
I0715 23:38:29.910778 127998535931392 run.py:722] (val) algo lcs_length step 7350: {'b': 0.978271484375, 'score': 0.978271484375, 'examples_seen': 872170, 'step': 7350, 'algorithm': 'lcs_length'}
I0715 23:38:33.087367 127998535931392 run.py:722] (val) algo lcs_length step 7400: {'b': 0.980224609375, 'score': 0.980224609375, 'examples_seen': 878116, 'step': 7400, 'algorithm': 'lcs_length'}
I0715 23:38:36.236882 127998535931392 run.py:722] (val) algo lcs_length step 7450: {'b': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 884023, 'step': 7450, 'algorithm': 'lcs_length'}
I0715 23:38:39.348740 127998535931392 run.py:722] (val) algo lcs_length step 7500: {'b': 0.982177734375, 'score': 0.982177734375, 'examples_seen': 889862, 'step': 7500, 'algorithm': 'lcs_length'}
I0715 23:38:42.488234 127998535931392 run.py:722] (val) algo lcs_length step 7550: {'b': 0.96826171875, 'score': 0.96826171875, 'examples_seen': 895720, 'step': 7550, 'algorithm': 'lcs_length'}
I0715 23:38:45.633977 127998535931392 run.py:722] (val) algo lcs_length step 7600: {'b': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 901554, 'step': 7600, 'algorithm': 'lcs_length'}
I0715 23:38:48.798211 127998535931392 run.py:722] (val) algo lcs_length step 7650: {'b': 0.975341796875, 'score': 0.975341796875, 'examples_seen': 907603, 'step': 7650, 'algorithm': 'lcs_length'}
I0715 23:38:52.061616 127998535931392 run.py:722] (val) algo lcs_length step 7700: {'b': 0.969482421875, 'score': 0.969482421875, 'examples_seen': 913683, 'step': 7700, 'algorithm': 'lcs_length'}
I0715 23:38:55.285457 127998535931392 run.py:722] (val) algo lcs_length step 7750: {'b': 0.98291015625, 'score': 0.98291015625, 'examples_seen': 919657, 'step': 7750, 'algorithm': 'lcs_length'}
I0715 23:38:58.490558 127998535931392 run.py:722] (val) algo lcs_length step 7800: {'b': 0.97900390625, 'score': 0.97900390625, 'examples_seen': 925545, 'step': 7800, 'algorithm': 'lcs_length'}
I0715 23:39:01.673918 127998535931392 run.py:722] (val) algo lcs_length step 7850: {'b': 0.974609375, 'score': 0.974609375, 'examples_seen': 931403, 'step': 7850, 'algorithm': 'lcs_length'}
I0715 23:39:04.837093 127998535931392 run.py:722] (val) algo lcs_length step 7900: {'b': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 937257, 'step': 7900, 'algorithm': 'lcs_length'}
I0715 23:39:08.036177 127998535931392 run.py:722] (val) algo lcs_length step 7950: {'b': 0.972900390625, 'score': 0.972900390625, 'examples_seen': 943112, 'step': 7950, 'algorithm': 'lcs_length'}
I0715 23:39:11.252277 127998535931392 run.py:722] (val) algo lcs_length step 8000: {'b': 0.97705078125, 'score': 0.97705078125, 'examples_seen': 949192, 'step': 8000, 'algorithm': 'lcs_length'}
I0715 23:39:14.469171 127998535931392 run.py:722] (val) algo lcs_length step 8050: {'b': 0.980712890625, 'score': 0.980712890625, 'examples_seen': 955267, 'step': 8050, 'algorithm': 'lcs_length'}
I0715 23:39:17.611354 127998535931392 run.py:722] (val) algo lcs_length step 8100: {'b': 0.977294921875, 'score': 0.977294921875, 'examples_seen': 961221, 'step': 8100, 'algorithm': 'lcs_length'}
I0715 23:39:20.820308 127998535931392 run.py:722] (val) algo lcs_length step 8150: {'b': 0.982666015625, 'score': 0.982666015625, 'examples_seen': 967132, 'step': 8150, 'algorithm': 'lcs_length'}
I0715 23:39:23.951890 127998535931392 run.py:722] (val) algo lcs_length step 8200: {'b': 0.9765625, 'score': 0.9765625, 'examples_seen': 972997, 'step': 8200, 'algorithm': 'lcs_length'}
I0715 23:39:27.124546 127998535931392 run.py:722] (val) algo lcs_length step 8250: {'b': 0.97998046875, 'score': 0.97998046875, 'examples_seen': 978858, 'step': 8250, 'algorithm': 'lcs_length'}
I0715 23:39:30.265536 127998535931392 run.py:722] (val) algo lcs_length step 8300: {'b': 0.977783203125, 'score': 0.977783203125, 'examples_seen': 984709, 'step': 8300, 'algorithm': 'lcs_length'}
I0715 23:39:33.461135 127998535931392 run.py:722] (val) algo lcs_length step 8350: {'b': 0.982177734375, 'score': 0.982177734375, 'examples_seen': 990785, 'step': 8350, 'algorithm': 'lcs_length'}
I0715 23:39:36.631587 127998535931392 run.py:722] (val) algo lcs_length step 8400: {'b': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 996840, 'step': 8400, 'algorithm': 'lcs_length'}
I0715 23:39:39.738427 127998535931392 run.py:722] (val) algo lcs_length step 8450: {'b': 0.97998046875, 'score': 0.97998046875, 'examples_seen': 1002785, 'step': 8450, 'algorithm': 'lcs_length'}
I0715 23:39:42.897633 127998535931392 run.py:722] (val) algo lcs_length step 8500: {'b': 0.97265625, 'score': 0.97265625, 'examples_seen': 1008690, 'step': 8500, 'algorithm': 'lcs_length'}
I0715 23:39:46.030851 127998535931392 run.py:722] (val) algo lcs_length step 8550: {'b': 0.982421875, 'score': 0.982421875, 'examples_seen': 1014549, 'step': 8550, 'algorithm': 'lcs_length'}
I0715 23:39:49.145863 127998535931392 run.py:722] (val) algo lcs_length step 8600: {'b': 0.97900390625, 'score': 0.97900390625, 'examples_seen': 1020397, 'step': 8600, 'algorithm': 'lcs_length'}
I0715 23:39:52.322262 127998535931392 run.py:722] (val) algo lcs_length step 8650: {'b': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 1026245, 'step': 8650, 'algorithm': 'lcs_length'}
I0715 23:39:55.502722 127998535931392 run.py:722] (val) algo lcs_length step 8700: {'b': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 1032315, 'step': 8700, 'algorithm': 'lcs_length'}
I0715 23:39:58.728531 127998535931392 run.py:722] (val) algo lcs_length step 8750: {'b': 0.980712890625, 'score': 0.980712890625, 'examples_seen': 1038394, 'step': 8750, 'algorithm': 'lcs_length'}
I0715 23:40:01.886099 127998535931392 run.py:722] (val) algo lcs_length step 8800: {'b': 0.974365234375, 'score': 0.974365234375, 'examples_seen': 1044347, 'step': 8800, 'algorithm': 'lcs_length'}
I0715 23:40:05.065120 127998535931392 run.py:722] (val) algo lcs_length step 8850: {'b': 0.971923828125, 'score': 0.971923828125, 'examples_seen': 1050242, 'step': 8850, 'algorithm': 'lcs_length'}
I0715 23:40:08.223359 127998535931392 run.py:722] (val) algo lcs_length step 8900: {'b': 0.982177734375, 'score': 0.982177734375, 'examples_seen': 1056101, 'step': 8900, 'algorithm': 'lcs_length'}
I0715 23:40:11.391468 127998535931392 run.py:722] (val) algo lcs_length step 8950: {'b': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 1061953, 'step': 8950, 'algorithm': 'lcs_length'}
I0715 23:40:14.578510 127998535931392 run.py:722] (val) algo lcs_length step 9000: {'b': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 1067810, 'step': 9000, 'algorithm': 'lcs_length'}
I0715 23:40:17.797305 127998535931392 run.py:722] (val) algo lcs_length step 9050: {'b': 0.983154296875, 'score': 0.983154296875, 'examples_seen': 1073877, 'step': 9050, 'algorithm': 'lcs_length'}
I0715 23:40:20.967685 127998535931392 run.py:722] (val) algo lcs_length step 9100: {'b': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 1079949, 'step': 9100, 'algorithm': 'lcs_length'}
I0715 23:40:24.174852 127998535931392 run.py:722] (val) algo lcs_length step 9150: {'b': 0.976806640625, 'score': 0.976806640625, 'examples_seen': 1085884, 'step': 9150, 'algorithm': 'lcs_length'}
I0715 23:40:27.338805 127998535931392 run.py:722] (val) algo lcs_length step 9200: {'b': 0.97802734375, 'score': 0.97802734375, 'examples_seen': 1091781, 'step': 9200, 'algorithm': 'lcs_length'}
I0715 23:40:30.482500 127998535931392 run.py:722] (val) algo lcs_length step 9250: {'b': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 1097649, 'step': 9250, 'algorithm': 'lcs_length'}
I0715 23:40:33.626244 127998535931392 run.py:722] (val) algo lcs_length step 9300: {'b': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 1103504, 'step': 9300, 'algorithm': 'lcs_length'}
I0715 23:40:36.803646 127998535931392 run.py:722] (val) algo lcs_length step 9350: {'b': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 1109357, 'step': 9350, 'algorithm': 'lcs_length'}
I0715 23:40:39.967765 127998535931392 run.py:722] (val) algo lcs_length step 9400: {'b': 0.977783203125, 'score': 0.977783203125, 'examples_seen': 1115423, 'step': 9400, 'algorithm': 'lcs_length'}
I0715 23:40:43.153904 127998535931392 run.py:722] (val) algo lcs_length step 9450: {'b': 0.983154296875, 'score': 0.983154296875, 'examples_seen': 1121494, 'step': 9450, 'algorithm': 'lcs_length'}
I0715 23:40:46.296364 127998535931392 run.py:722] (val) algo lcs_length step 9500: {'b': 0.974365234375, 'score': 0.974365234375, 'examples_seen': 1127444, 'step': 9500, 'algorithm': 'lcs_length'}
I0715 23:40:49.448536 127998535931392 run.py:722] (val) algo lcs_length step 9550: {'b': 0.979248046875, 'score': 0.979248046875, 'examples_seen': 1133347, 'step': 9550, 'algorithm': 'lcs_length'}
I0715 23:40:52.543168 127998535931392 run.py:722] (val) algo lcs_length step 9600: {'b': 0.981201171875, 'score': 0.981201171875, 'examples_seen': 1139190, 'step': 9600, 'algorithm': 'lcs_length'}
I0715 23:40:55.677490 127998535931392 run.py:722] (val) algo lcs_length step 9650: {'b': 0.98046875, 'score': 0.98046875, 'examples_seen': 1145061, 'step': 9650, 'algorithm': 'lcs_length'}
I0715 23:40:58.866111 127998535931392 run.py:722] (val) algo lcs_length step 9700: {'b': 0.982666015625, 'score': 0.982666015625, 'examples_seen': 1150908, 'step': 9700, 'algorithm': 'lcs_length'}
I0715 23:41:02.078083 127998535931392 run.py:722] (val) algo lcs_length step 9750: {'b': 0.982421875, 'score': 0.982421875, 'examples_seen': 1156968, 'step': 9750, 'algorithm': 'lcs_length'}
I0715 23:41:05.347968 127998535931392 run.py:722] (val) algo lcs_length step 9800: {'b': 0.982421875, 'score': 0.982421875, 'examples_seen': 1163043, 'step': 9800, 'algorithm': 'lcs_length'}
I0715 23:41:08.520832 127998535931392 run.py:722] (val) algo lcs_length step 9850: {'b': 0.98876953125, 'score': 0.98876953125, 'examples_seen': 1168992, 'step': 9850, 'algorithm': 'lcs_length'}
I0715 23:41:11.706313 127998535931392 run.py:722] (val) algo lcs_length step 9900: {'b': 0.98388671875, 'score': 0.98388671875, 'examples_seen': 1174894, 'step': 9900, 'algorithm': 'lcs_length'}
I0715 23:41:14.845434 127998535931392 run.py:722] (val) algo lcs_length step 9950: {'b': 0.98193359375, 'score': 0.98193359375, 'examples_seen': 1180727, 'step': 9950, 'algorithm': 'lcs_length'}
I0715 23:41:17.925251 127998535931392 run.py:752] Restoring best model from checkpoint...
I0715 23:41:23.817659 127998535931392 run.py:767] (test) algo lcs_length : {'b': 0.84893798828125, 'score': 0.84893798828125, 'examples_seen': 1186537, 'step': 10000, 'algorithm': 'lcs_length'}
I0715 23:41:23.817788 127998535931392 run.py:769] Done!
