I0715 22:36:36.870032 129017870476800 run.py:722] (val) algo heapsort step 0: {'pred': 0.1005859375, 'score': 0.1005859375, 'examples_seen': 16, 'step': 0, 'algorithm': 'heapsort'}
I0715 22:45:48.753262 129017870476800 run.py:722] (val) algo heapsort step 7050: {'pred': 0.7421875, 'score': 0.7421875, 'examples_seen': 109604, 'step': 7050, 'algorithm': 'heapsort'}
I0715 22:45:52.256976 129017870476800 run.py:722] (val) algo heapsort step 7100: {'pred': 0.80078125, 'score': 0.80078125, 'examples_seen': 110373, 'step': 7100, 'algorithm': 'heapsort'}
I0715 22:45:55.431926 129017870476800 run.py:722] (val) algo heapsort step 7150: {'pred': 0.7880859375, 'score': 0.7880859375, 'examples_seen': 111144, 'step': 7150, 'algorithm': 'heapsort'}
I0715 22:45:58.573894 129017870476800 run.py:722] (val) algo heapsort step 7200: {'pred': 0.7705078125, 'score': 0.7705078125, 'examples_seen': 111911, 'step': 7200, 'algorithm': 'heapsort'}
I0715 22:46:01.697284 129017870476800 run.py:722] (val) algo heapsort step 7250: {'pred': 0.732421875, 'score': 0.732421875, 'examples_seen': 112667, 'step': 7250, 'algorithm': 'heapsort'}
I0715 22:46:04.877934 129017870476800 run.py:722] (val) algo heapsort step 7300: {'pred': 0.8017578125, 'score': 0.8017578125, 'examples_seen': 113477, 'step': 7300, 'algorithm': 'heapsort'}
I0715 22:46:08.067716 129017870476800 run.py:722] (val) algo heapsort step 7350: {'pred': 0.8076171875, 'score': 0.8076171875, 'examples_seen': 114265, 'step': 7350, 'algorithm': 'heapsort'}
I0715 22:46:11.230939 129017870476800 run.py:722] (val) algo heapsort step 7400: {'pred': 0.7255859375, 'score': 0.7255859375, 'examples_seen': 115037, 'step': 7400, 'algorithm': 'heapsort'}
I0715 22:46:14.412064 129017870476800 run.py:722] (val) algo heapsort step 7450: {'pred': 0.7099609375, 'score': 0.7099609375, 'examples_seen': 115809, 'step': 7450, 'algorithm': 'heapsort'}
I0715 22:46:17.573240 129017870476800 run.py:722] (val) algo heapsort step 7500: {'pred': 0.6787109375, 'score': 0.6787109375, 'examples_seen': 116575, 'step': 7500, 'algorithm': 'heapsort'}
I0715 22:46:20.763143 129017870476800 run.py:722] (val) algo heapsort step 7550: {'pred': 0.7314453125, 'score': 0.7314453125, 'examples_seen': 117334, 'step': 7550, 'algorithm': 'heapsort'}
I0715 22:46:24.002892 129017870476800 run.py:722] (val) algo heapsort step 7600: {'pred': 0.748046875, 'score': 0.748046875, 'examples_seen': 118096, 'step': 7600, 'algorithm': 'heapsort'}
I0715 22:46:27.242699 129017870476800 run.py:722] (val) algo heapsort step 7650: {'pred': 0.748046875, 'score': 0.748046875, 'examples_seen': 118905, 'step': 7650, 'algorithm': 'heapsort'}
I0715 22:46:30.415206 129017870476800 run.py:722] (val) algo heapsort step 7700: {'pred': 0.75390625, 'score': 0.75390625, 'examples_seen': 119697, 'step': 7700, 'algorithm': 'heapsort'}
I0715 22:46:33.633172 129017870476800 run.py:722] (val) algo heapsort step 7750: {'pred': 0.736328125, 'score': 0.736328125, 'examples_seen': 120477, 'step': 7750, 'algorithm': 'heapsort'}
I0715 22:46:36.742385 129017870476800 run.py:722] (val) algo heapsort step 7800: {'pred': 0.78515625, 'score': 0.78515625, 'examples_seen': 121238, 'step': 7800, 'algorithm': 'heapsort'}
I0715 22:46:39.920034 129017870476800 run.py:722] (val) algo heapsort step 7850: {'pred': 0.736328125, 'score': 0.736328125, 'examples_seen': 122006, 'step': 7850, 'algorithm': 'heapsort'}
I0715 22:46:43.053028 129017870476800 run.py:722] (val) algo heapsort step 7900: {'pred': 0.79296875, 'score': 0.79296875, 'examples_seen': 122769, 'step': 7900, 'algorithm': 'heapsort'}
I0715 22:46:46.198536 129017870476800 run.py:722] (val) algo heapsort step 7950: {'pred': 0.8193359375, 'score': 0.8193359375, 'examples_seen': 123525, 'step': 7950, 'algorithm': 'heapsort'}
I0715 22:46:49.412386 129017870476800 run.py:722] (val) algo heapsort step 8000: {'pred': 0.82421875, 'score': 0.82421875, 'examples_seen': 124336, 'step': 8000, 'algorithm': 'heapsort'}
I0715 22:46:52.606441 129017870476800 run.py:722] (val) algo heapsort step 8050: {'pred': 0.75, 'score': 0.75, 'examples_seen': 125125, 'step': 8050, 'algorithm': 'heapsort'}
I0715 22:46:55.767194 129017870476800 run.py:722] (val) algo heapsort step 8100: {'pred': 0.7431640625, 'score': 0.7431640625, 'examples_seen': 125903, 'step': 8100, 'algorithm': 'heapsort'}
I0715 22:46:58.948016 129017870476800 run.py:722] (val) algo heapsort step 8150: {'pred': 0.67578125, 'score': 0.67578125, 'examples_seen': 126671, 'step': 8150, 'algorithm': 'heapsort'}
I0715 22:47:02.065057 129017870476800 run.py:722] (val) algo heapsort step 8200: {'pred': 0.7763671875, 'score': 0.7763671875, 'examples_seen': 127435, 'step': 8200, 'algorithm': 'heapsort'}
I0715 22:47:05.211898 129017870476800 run.py:722] (val) algo heapsort step 8250: {'pred': 0.7626953125, 'score': 0.7626953125, 'examples_seen': 128197, 'step': 8250, 'algorithm': 'heapsort'}
I0715 22:47:08.387388 129017870476800 run.py:722] (val) algo heapsort step 8300: {'pred': 0.7353515625, 'score': 0.7353515625, 'examples_seen': 128970, 'step': 8300, 'algorithm': 'heapsort'}
I0715 22:47:11.580651 129017870476800 run.py:722] (val) algo heapsort step 8350: {'pred': 0.8017578125, 'score': 0.8017578125, 'examples_seen': 129777, 'step': 8350, 'algorithm': 'heapsort'}
I0715 22:47:14.804664 129017870476800 run.py:722] (val) algo heapsort step 8400: {'pred': 0.8271484375, 'score': 0.8271484375, 'examples_seen': 130566, 'step': 8400, 'algorithm': 'heapsort'}
I0715 22:47:17.966861 129017870476800 run.py:722] (val) algo heapsort step 8450: {'pred': 0.775390625, 'score': 0.775390625, 'examples_seen': 131338, 'step': 8450, 'algorithm': 'heapsort'}
I0715 22:47:21.090010 129017870476800 run.py:722] (val) algo heapsort step 8500: {'pred': 0.7177734375, 'score': 0.7177734375, 'examples_seen': 132114, 'step': 8500, 'algorithm': 'heapsort'}
I0715 22:47:24.219989 129017870476800 run.py:722] (val) algo heapsort step 8550: {'pred': 0.8251953125, 'score': 0.8251953125, 'examples_seen': 132882, 'step': 8550, 'algorithm': 'heapsort'}
I0715 22:47:27.392410 129017870476800 run.py:722] (val) algo heapsort step 8600: {'pred': 0.83203125, 'score': 0.83203125, 'examples_seen': 133653, 'step': 8600, 'algorithm': 'heapsort'}
I0715 22:47:30.552505 129017870476800 run.py:722] (val) algo heapsort step 8650: {'pred': 0.796875, 'score': 0.796875, 'examples_seen': 134407, 'step': 8650, 'algorithm': 'heapsort'}
I0715 22:47:33.800995 129017870476800 run.py:722] (val) algo heapsort step 8700: {'pred': 0.7373046875, 'score': 0.7373046875, 'examples_seen': 135221, 'step': 8700, 'algorithm': 'heapsort'}
I0715 22:47:36.965455 129017870476800 run.py:722] (val) algo heapsort step 8750: {'pred': 0.6865234375, 'score': 0.6865234375, 'examples_seen': 136012, 'step': 8750, 'algorithm': 'heapsort'}
I0715 22:47:40.088938 129017870476800 run.py:722] (val) algo heapsort step 8800: {'pred': 0.76171875, 'score': 0.76171875, 'examples_seen': 136793, 'step': 8800, 'algorithm': 'heapsort'}
I0715 22:47:43.254731 129017870476800 run.py:722] (val) algo heapsort step 8850: {'pred': 0.71875, 'score': 0.71875, 'examples_seen': 137560, 'step': 8850, 'algorithm': 'heapsort'}
I0715 22:47:46.420135 129017870476800 run.py:722] (val) algo heapsort step 8900: {'pred': 0.7392578125, 'score': 0.7392578125, 'examples_seen': 138332, 'step': 8900, 'algorithm': 'heapsort'}
I0715 22:47:49.574003 129017870476800 run.py:722] (val) algo heapsort step 8950: {'pred': 0.7314453125, 'score': 0.7314453125, 'examples_seen': 139086, 'step': 8950, 'algorithm': 'heapsort'}
I0715 22:47:52.735248 129017870476800 run.py:722] (val) algo heapsort step 9000: {'pred': 0.7060546875, 'score': 0.7060546875, 'examples_seen': 139858, 'step': 9000, 'algorithm': 'heapsort'}
I0715 22:47:55.896340 129017870476800 run.py:722] (val) algo heapsort step 9050: {'pred': 0.71484375, 'score': 0.71484375, 'examples_seen': 140655, 'step': 9050, 'algorithm': 'heapsort'}
I0715 22:47:59.104233 129017870476800 run.py:722] (val) algo heapsort step 9100: {'pred': 0.71875, 'score': 0.71875, 'examples_seen': 141445, 'step': 9100, 'algorithm': 'heapsort'}
I0715 22:48:02.289630 129017870476800 run.py:722] (val) algo heapsort step 9150: {'pred': 0.6708984375, 'score': 0.6708984375, 'examples_seen': 142226, 'step': 9150, 'algorithm': 'heapsort'}
I0715 22:48:05.446171 129017870476800 run.py:722] (val) algo heapsort step 9200: {'pred': 0.650390625, 'score': 0.650390625, 'examples_seen': 142996, 'step': 9200, 'algorithm': 'heapsort'}
I0715 22:48:08.601914 129017870476800 run.py:722] (val) algo heapsort step 9250: {'pred': 0.7001953125, 'score': 0.7001953125, 'examples_seen': 143758, 'step': 9250, 'algorithm': 'heapsort'}
I0715 22:48:11.790339 129017870476800 run.py:722] (val) algo heapsort step 9300: {'pred': 0.7841796875, 'score': 0.7841796875, 'examples_seen': 144526, 'step': 9300, 'algorithm': 'heapsort'}
I0715 22:48:14.938802 129017870476800 run.py:722] (val) algo heapsort step 9350: {'pred': 0.7294921875, 'score': 0.7294921875, 'examples_seen': 145295, 'step': 9350, 'algorithm': 'heapsort'}
I0715 22:48:18.127384 129017870476800 run.py:722] (val) algo heapsort step 9400: {'pred': 0.7158203125, 'score': 0.7158203125, 'examples_seen': 146103, 'step': 9400, 'algorithm': 'heapsort'}
I0715 22:48:21.301211 129017870476800 run.py:722] (val) algo heapsort step 9450: {'pred': 0.765625, 'score': 0.765625, 'examples_seen': 146891, 'step': 9450, 'algorithm': 'heapsort'}
I0715 22:48:24.483385 129017870476800 run.py:722] (val) algo heapsort step 9500: {'pred': 0.7685546875, 'score': 0.7685546875, 'examples_seen': 147664, 'step': 9500, 'algorithm': 'heapsort'}
I0715 22:48:27.700214 129017870476800 run.py:722] (val) algo heapsort step 9550: {'pred': 0.7265625, 'score': 0.7265625, 'examples_seen': 148443, 'step': 9550, 'algorithm': 'heapsort'}
I0715 22:48:30.852697 129017870476800 run.py:722] (val) algo heapsort step 9600: {'pred': 0.7646484375, 'score': 0.7646484375, 'examples_seen': 149211, 'step': 9600, 'algorithm': 'heapsort'}
I0715 22:48:34.015140 129017870476800 run.py:722] (val) algo heapsort step 9650: {'pred': 0.7724609375, 'score': 0.7724609375, 'examples_seen': 149979, 'step': 9650, 'algorithm': 'heapsort'}
I0715 22:48:37.144616 129017870476800 run.py:722] (val) algo heapsort step 9700: {'pred': 0.740234375, 'score': 0.740234375, 'examples_seen': 150738, 'step': 9700, 'algorithm': 'heapsort'}
I0715 22:48:40.333339 129017870476800 run.py:722] (val) algo heapsort step 9750: {'pred': 0.7626953125, 'score': 0.7626953125, 'examples_seen': 151554, 'step': 9750, 'algorithm': 'heapsort'}
I0715 22:48:43.490119 129017870476800 run.py:722] (val) algo heapsort step 9800: {'pred': 0.7724609375, 'score': 0.7724609375, 'examples_seen': 152337, 'step': 9800, 'algorithm': 'heapsort'}
I0715 22:48:46.620455 129017870476800 run.py:722] (val) algo heapsort step 9850: {'pred': 0.7900390625, 'score': 0.7900390625, 'examples_seen': 153118, 'step': 9850, 'algorithm': 'heapsort'}
I0715 22:48:49.787379 129017870476800 run.py:722] (val) algo heapsort step 9900: {'pred': 0.826171875, 'score': 0.826171875, 'examples_seen': 153884, 'step': 9900, 'algorithm': 'heapsort'}
I0715 22:48:52.938413 129017870476800 run.py:722] (val) algo heapsort step 9950: {'pred': 0.7666015625, 'score': 0.7666015625, 'examples_seen': 154648, 'step': 9950, 'algorithm': 'heapsort'}
I0715 22:48:55.792144 129017870476800 run.py:752] Restoring best model from checkpoint...
I0715 22:49:06.884036 129017870476800 run.py:767] (test) algo heapsort : {'pred': 0.06494140625, 'score': 0.06494140625, 'examples_seen': 155410, 'step': 10000, 'algorithm': 'heapsort'}
I0715 22:49:06.884208 129017870476800 run.py:769] Done!
