I0716 01:45:25.741418 135189866526208 run.py:722] (val) algo task_scheduling step 0: {'selected': 0.030513176144244102, 'score': 0.030513176144244102, 'examples_seen': 64, 'step': 0, 'algorithm': 'task_scheduling'}
I0716 01:48:43.530657 135189866526208 run.py:722] (val) algo task_scheduling step 6450: {'selected': 0.9522388059701492, 'score': 0.9522388059701492, 'examples_seen': 256816, 'step': 6450, 'algorithm': 'task_scheduling'}
I0716 01:48:44.537263 135189866526208 run.py:722] (val) algo task_scheduling step 6500: {'selected': 0.9418521177315148, 'score': 0.9418521177315148, 'examples_seen': 258816, 'step': 6500, 'algorithm': 'task_scheduling'}
I0716 01:48:45.543848 135189866526208 run.py:722] (val) algo task_scheduling step 6550: {'selected': 0.9552669552669554, 'score': 0.9552669552669554, 'examples_seen': 260752, 'step': 6550, 'algorithm': 'task_scheduling'}
I0716 01:48:46.563917 135189866526208 run.py:722] (val) algo task_scheduling step 6600: {'selected': 0.9421364985163204, 'score': 0.9421364985163204, 'examples_seen': 262800, 'step': 6600, 'algorithm': 'task_scheduling'}
I0716 01:48:47.567115 135189866526208 run.py:722] (val) algo task_scheduling step 6650: {'selected': 0.9553158705701079, 'score': 0.9553158705701079, 'examples_seen': 264832, 'step': 6650, 'algorithm': 'task_scheduling'}
I0716 01:48:48.569625 135189866526208 run.py:722] (val) algo task_scheduling step 6700: {'selected': 0.9596958174904944, 'score': 0.9596958174904944, 'examples_seen': 266800, 'step': 6700, 'algorithm': 'task_scheduling'}
I0716 01:48:49.575332 135189866526208 run.py:722] (val) algo task_scheduling step 6750: {'selected': 0.9582712369597616, 'score': 0.9582712369597616, 'examples_seen': 268800, 'step': 6750, 'algorithm': 'task_scheduling'}
I0716 01:48:50.587273 135189866526208 run.py:722] (val) algo task_scheduling step 6800: {'selected': 0.9406719085060758, 'score': 0.9406719085060758, 'examples_seen': 270752, 'step': 6800, 'algorithm': 'task_scheduling'}
I0716 01:48:51.600872 135189866526208 run.py:722] (val) algo task_scheduling step 6850: {'selected': 0.9707174231332358, 'score': 0.9707174231332358, 'examples_seen': 272736, 'step': 6850, 'algorithm': 'task_scheduling'}
I0716 01:48:52.614310 135189866526208 run.py:722] (val) algo task_scheduling step 6900: {'selected': 0.9641025641025641, 'score': 0.9641025641025641, 'examples_seen': 274720, 'step': 6900, 'algorithm': 'task_scheduling'}
I0716 01:48:53.644857 135189866526208 run.py:722] (val) algo task_scheduling step 6950: {'selected': 0.9590469099032018, 'score': 0.9590469099032018, 'examples_seen': 276736, 'step': 6950, 'algorithm': 'task_scheduling'}
I0716 01:48:54.661291 135189866526208 run.py:722] (val) algo task_scheduling step 7000: {'selected': 0.9651515151515151, 'score': 0.9651515151515151, 'examples_seen': 278768, 'step': 7000, 'algorithm': 'task_scheduling'}
I0716 01:48:55.659845 135189866526208 run.py:722] (val) algo task_scheduling step 7050: {'selected': 0.9560685033507074, 'score': 0.9560685033507074, 'examples_seen': 280752, 'step': 7050, 'algorithm': 'task_scheduling'}
I0716 01:48:56.675297 135189866526208 run.py:722] (val) algo task_scheduling step 7100: {'selected': 0.9382716049382716, 'score': 0.9382716049382716, 'examples_seen': 282736, 'step': 7100, 'algorithm': 'task_scheduling'}
I0716 01:48:57.655314 135189866526208 run.py:722] (val) algo task_scheduling step 7150: {'selected': 0.9412662090007627, 'score': 0.9412662090007627, 'examples_seen': 284720, 'step': 7150, 'algorithm': 'task_scheduling'}
I0716 01:48:58.672693 135189866526208 run.py:722] (val) algo task_scheduling step 7200: {'selected': 0.9696071163825056, 'score': 0.9696071163825056, 'examples_seen': 286672, 'step': 7200, 'algorithm': 'task_scheduling'}
I0716 01:48:59.678691 135189866526208 run.py:722] (val) algo task_scheduling step 7250: {'selected': 0.9697428139183056, 'score': 0.9697428139183056, 'examples_seen': 288640, 'step': 7250, 'algorithm': 'task_scheduling'}
I0716 01:49:00.690659 135189866526208 run.py:722] (val) algo task_scheduling step 7300: {'selected': 0.9633587786259543, 'score': 0.9633587786259543, 'examples_seen': 290688, 'step': 7300, 'algorithm': 'task_scheduling'}
I0716 01:49:01.702736 135189866526208 run.py:722] (val) algo task_scheduling step 7350: {'selected': 0.9495733126454615, 'score': 0.9495733126454615, 'examples_seen': 292688, 'step': 7350, 'algorithm': 'task_scheduling'}
I0716 01:49:02.696276 135189866526208 run.py:722] (val) algo task_scheduling step 7400: {'selected': 0.9491268033409264, 'score': 0.9491268033409264, 'examples_seen': 294688, 'step': 7400, 'algorithm': 'task_scheduling'}
I0716 01:49:03.711410 135189866526208 run.py:722] (val) algo task_scheduling step 7450: {'selected': 0.9601203912716328, 'score': 0.9601203912716328, 'examples_seen': 296672, 'step': 7450, 'algorithm': 'task_scheduling'}
I0716 01:49:04.714756 135189866526208 run.py:722] (val) algo task_scheduling step 7500: {'selected': 0.9439655172413793, 'score': 0.9439655172413793, 'examples_seen': 298624, 'step': 7500, 'algorithm': 'task_scheduling'}
I0716 01:49:05.725399 135189866526208 run.py:722] (val) algo task_scheduling step 7550: {'selected': 0.9441764300482426, 'score': 0.9441764300482426, 'examples_seen': 300624, 'step': 7550, 'algorithm': 'task_scheduling'}
I0716 01:49:06.752426 135189866526208 run.py:722] (val) algo task_scheduling step 7600: {'selected': 0.9684684684684685, 'score': 0.9684684684684685, 'examples_seen': 302576, 'step': 7600, 'algorithm': 'task_scheduling'}
I0716 01:49:07.768141 135189866526208 run.py:722] (val) algo task_scheduling step 7650: {'selected': 0.9615952732644018, 'score': 0.9615952732644018, 'examples_seen': 304608, 'step': 7650, 'algorithm': 'task_scheduling'}
I0716 01:49:08.788244 135189866526208 run.py:722] (val) algo task_scheduling step 7700: {'selected': 0.9675925925925927, 'score': 0.9675925925925927, 'examples_seen': 306640, 'step': 7700, 'algorithm': 'task_scheduling'}
I0716 01:49:09.807404 135189866526208 run.py:722] (val) algo task_scheduling step 7750: {'selected': 0.926076360682372, 'score': 0.926076360682372, 'examples_seen': 308608, 'step': 7750, 'algorithm': 'task_scheduling'}
I0716 01:49:10.811969 135189866526208 run.py:722] (val) algo task_scheduling step 7800: {'selected': 0.9496951219512196, 'score': 0.9496951219512196, 'examples_seen': 310608, 'step': 7800, 'algorithm': 'task_scheduling'}
I0716 01:49:11.819382 135189866526208 run.py:722] (val) algo task_scheduling step 7850: {'selected': 0.9465763732129421, 'score': 0.9465763732129421, 'examples_seen': 312576, 'step': 7850, 'algorithm': 'task_scheduling'}
I0716 01:49:12.828222 135189866526208 run.py:722] (val) algo task_scheduling step 7900: {'selected': 0.9576642335766424, 'score': 0.9576642335766424, 'examples_seen': 314528, 'step': 7900, 'algorithm': 'task_scheduling'}
I0716 01:49:13.839298 135189866526208 run.py:722] (val) algo task_scheduling step 7950: {'selected': 0.9528023598820059, 'score': 0.9528023598820059, 'examples_seen': 316528, 'step': 7950, 'algorithm': 'task_scheduling'}
I0716 01:49:14.858857 135189866526208 run.py:722] (val) algo task_scheduling step 8000: {'selected': 0.9680696661828737, 'score': 0.9680696661828737, 'examples_seen': 318528, 'step': 8000, 'algorithm': 'task_scheduling'}
I0716 01:49:15.878613 135189866526208 run.py:722] (val) algo task_scheduling step 8050: {'selected': 0.9566495224099927, 'score': 0.9566495224099927, 'examples_seen': 320560, 'step': 8050, 'algorithm': 'task_scheduling'}
I0716 01:49:16.866694 135189866526208 run.py:722] (val) algo task_scheduling step 8100: {'selected': 0.9506084466714387, 'score': 0.9506084466714387, 'examples_seen': 322544, 'step': 8100, 'algorithm': 'task_scheduling'}
I0716 01:49:17.887608 135189866526208 run.py:722] (val) algo task_scheduling step 8150: {'selected': 0.9540229885057472, 'score': 0.9540229885057472, 'examples_seen': 324528, 'step': 8150, 'algorithm': 'task_scheduling'}
I0716 01:49:18.896744 135189866526208 run.py:722] (val) algo task_scheduling step 8200: {'selected': 0.9535055350553505, 'score': 0.9535055350553505, 'examples_seen': 326528, 'step': 8200, 'algorithm': 'task_scheduling'}
I0716 01:49:19.909573 135189866526208 run.py:722] (val) algo task_scheduling step 8250: {'selected': 0.9576642335766423, 'score': 0.9576642335766423, 'examples_seen': 328464, 'step': 8250, 'algorithm': 'task_scheduling'}
I0716 01:49:20.927475 135189866526208 run.py:722] (val) algo task_scheduling step 8300: {'selected': 0.9722846441947565, 'score': 0.9722846441947565, 'examples_seen': 330432, 'step': 8300, 'algorithm': 'task_scheduling'}
I0716 01:49:21.962208 135189866526208 run.py:722] (val) algo task_scheduling step 8350: {'selected': 0.9544401544401545, 'score': 0.9544401544401545, 'examples_seen': 332480, 'step': 8350, 'algorithm': 'task_scheduling'}
I0716 01:49:22.997660 135189866526208 run.py:722] (val) algo task_scheduling step 8400: {'selected': 0.9684055841293167, 'score': 0.9684055841293167, 'examples_seen': 334480, 'step': 8400, 'algorithm': 'task_scheduling'}
I0716 01:49:24.005423 135189866526208 run.py:722] (val) algo task_scheduling step 8450: {'selected': 0.946219797349961, 'score': 0.946219797349961, 'examples_seen': 336480, 'step': 8450, 'algorithm': 'task_scheduling'}
I0716 01:49:25.024404 135189866526208 run.py:722] (val) algo task_scheduling step 8500: {'selected': 0.9471999999999999, 'score': 0.9471999999999999, 'examples_seen': 338464, 'step': 8500, 'algorithm': 'task_scheduling'}
I0716 01:49:26.044100 135189866526208 run.py:722] (val) algo task_scheduling step 8550: {'selected': 0.9744744744744743, 'score': 0.9744744744744743, 'examples_seen': 340432, 'step': 8550, 'algorithm': 'task_scheduling'}
I0716 01:49:27.057668 135189866526208 run.py:722] (val) algo task_scheduling step 8600: {'selected': 0.9714714714714714, 'score': 0.9714714714714714, 'examples_seen': 342416, 'step': 8600, 'algorithm': 'task_scheduling'}
I0716 01:49:28.083829 135189866526208 run.py:722] (val) algo task_scheduling step 8650: {'selected': 0.9657142857142857, 'score': 0.9657142857142857, 'examples_seen': 344368, 'step': 8650, 'algorithm': 'task_scheduling'}
I0716 01:49:29.101311 135189866526208 run.py:722] (val) algo task_scheduling step 8700: {'selected': 0.9729323308270678, 'score': 0.9729323308270678, 'examples_seen': 346400, 'step': 8700, 'algorithm': 'task_scheduling'}
I0716 01:49:30.120046 135189866526208 run.py:722] (val) algo task_scheduling step 8750: {'selected': 0.9496514329976763, 'score': 0.9496514329976763, 'examples_seen': 348432, 'step': 8750, 'algorithm': 'task_scheduling'}
I0716 01:49:31.123129 135189866526208 run.py:722] (val) algo task_scheduling step 8800: {'selected': 0.9274653626731867, 'score': 0.9274653626731867, 'examples_seen': 350416, 'step': 8800, 'algorithm': 'task_scheduling'}
I0716 01:49:32.125412 135189866526208 run.py:722] (val) algo task_scheduling step 8850: {'selected': 0.9410828025477707, 'score': 0.9410828025477707, 'examples_seen': 352400, 'step': 8850, 'algorithm': 'task_scheduling'}
I0716 01:49:33.144230 135189866526208 run.py:722] (val) algo task_scheduling step 8900: {'selected': 0.9650557620817843, 'score': 0.9650557620817843, 'examples_seen': 354368, 'step': 8900, 'algorithm': 'task_scheduling'}
I0716 01:49:34.136991 135189866526208 run.py:722] (val) algo task_scheduling step 8950: {'selected': 0.9533132530120482, 'score': 0.9533132530120482, 'examples_seen': 356320, 'step': 8950, 'algorithm': 'task_scheduling'}
I0716 01:49:35.139965 135189866526208 run.py:722] (val) algo task_scheduling step 9000: {'selected': 0.9724497393894267, 'score': 0.9724497393894267, 'examples_seen': 358320, 'step': 9000, 'algorithm': 'task_scheduling'}
I0716 01:49:36.148071 135189866526208 run.py:722] (val) algo task_scheduling step 9050: {'selected': 0.9510086455331412, 'score': 0.9510086455331412, 'examples_seen': 360320, 'step': 9050, 'algorithm': 'task_scheduling'}
I0716 01:49:37.166712 135189866526208 run.py:722] (val) algo task_scheduling step 9100: {'selected': 0.9643874643874644, 'score': 0.9643874643874644, 'examples_seen': 362352, 'step': 9100, 'algorithm': 'task_scheduling'}
I0716 01:49:38.175989 135189866526208 run.py:722] (val) algo task_scheduling step 9150: {'selected': 0.9591527987897126, 'score': 0.9591527987897126, 'examples_seen': 364352, 'step': 9150, 'algorithm': 'task_scheduling'}
I0716 01:49:39.177428 135189866526208 run.py:722] (val) algo task_scheduling step 9200: {'selected': 0.9592760180995475, 'score': 0.9592760180995475, 'examples_seen': 366320, 'step': 9200, 'algorithm': 'task_scheduling'}
I0716 01:49:40.179624 135189866526208 run.py:722] (val) algo task_scheduling step 9250: {'selected': 0.963076923076923, 'score': 0.963076923076923, 'examples_seen': 368320, 'step': 9250, 'algorithm': 'task_scheduling'}
I0716 01:49:41.186514 135189866526208 run.py:722] (val) algo task_scheduling step 9300: {'selected': 0.9610194902548725, 'score': 0.9610194902548725, 'examples_seen': 370272, 'step': 9300, 'algorithm': 'task_scheduling'}
I0716 01:49:42.201666 135189866526208 run.py:722] (val) algo task_scheduling step 9350: {'selected': 0.970342205323194, 'score': 0.970342205323194, 'examples_seen': 372240, 'step': 9350, 'algorithm': 'task_scheduling'}
I0716 01:49:43.204972 135189866526208 run.py:722] (val) algo task_scheduling step 9400: {'selected': 0.9675090252707581, 'score': 0.9675090252707581, 'examples_seen': 374288, 'step': 9400, 'algorithm': 'task_scheduling'}
I0716 01:49:44.220451 135189866526208 run.py:722] (val) algo task_scheduling step 9450: {'selected': 0.9535864978902954, 'score': 0.9535864978902954, 'examples_seen': 376288, 'step': 9450, 'algorithm': 'task_scheduling'}
I0716 01:49:45.227357 135189866526208 run.py:722] (val) algo task_scheduling step 9500: {'selected': 0.9607982893799002, 'score': 0.9607982893799002, 'examples_seen': 378304, 'step': 9500, 'algorithm': 'task_scheduling'}
I0716 01:49:46.225132 135189866526208 run.py:722] (val) algo task_scheduling step 9550: {'selected': 0.9646153846153847, 'score': 0.9646153846153847, 'examples_seen': 380272, 'step': 9550, 'algorithm': 'task_scheduling'}
I0716 01:49:47.240719 135189866526208 run.py:722] (val) algo task_scheduling step 9600: {'selected': 0.9633431085043989, 'score': 0.9633431085043989, 'examples_seen': 382240, 'step': 9600, 'algorithm': 'task_scheduling'}
I0716 01:49:48.234019 135189866526208 run.py:722] (val) algo task_scheduling step 9650: {'selected': 0.9324894514767933, 'score': 0.9324894514767933, 'examples_seen': 384224, 'step': 9650, 'algorithm': 'task_scheduling'}
I0716 01:49:49.250023 135189866526208 run.py:722] (val) algo task_scheduling step 9700: {'selected': 0.9569160997732427, 'score': 0.9569160997732427, 'examples_seen': 386176, 'step': 9700, 'algorithm': 'task_scheduling'}
I0716 01:49:50.258424 135189866526208 run.py:722] (val) algo task_scheduling step 9750: {'selected': 0.962800875273523, 'score': 0.962800875273523, 'examples_seen': 388224, 'step': 9750, 'algorithm': 'task_scheduling'}
I0716 01:49:51.265041 135189866526208 run.py:722] (val) algo task_scheduling step 9800: {'selected': 0.9376443418013857, 'score': 0.9376443418013857, 'examples_seen': 390240, 'step': 9800, 'algorithm': 'task_scheduling'}
I0716 01:49:52.278515 135189866526208 run.py:722] (val) algo task_scheduling step 9850: {'selected': 0.9690721649484536, 'score': 0.9690721649484536, 'examples_seen': 392224, 'step': 9850, 'algorithm': 'task_scheduling'}
I0716 01:49:53.259428 135189866526208 run.py:722] (val) algo task_scheduling step 9900: {'selected': 0.965675057208238, 'score': 0.965675057208238, 'examples_seen': 394208, 'step': 9900, 'algorithm': 'task_scheduling'}
I0716 01:49:54.269396 135189866526208 run.py:722] (val) algo task_scheduling step 9950: {'selected': 0.9597615499254842, 'score': 0.9597615499254842, 'examples_seen': 396176, 'step': 9950, 'algorithm': 'task_scheduling'}
I0716 01:49:55.218351 135189866526208 run.py:752] Restoring best model from checkpoint...
I0716 01:50:01.011292 135189866526208 run.py:767] (test) algo task_scheduling : {'selected': 0.9148017275225755, 'score': 0.9148017275225755, 'examples_seen': 398112, 'step': 10000, 'algorithm': 'task_scheduling'}
I0716 01:50:01.011440 135189866526208 run.py:769] Done!
