I0716 01:51:28.190580 123750057129472 run.py:722] (val) algo topological_sort step 0: {'topo': 0.1552734375, 'topo_head': 0.09375, 'score': 0.12451171875, 'examples_seen': 19, 'step': 0, 'algorithm': 'topological_sort'}
I0716 01:55:51.771465 123750057129472 run.py:722] (val) algo topological_sort step 6100: {'topo': 0.57421875, 'topo_head': 1.0, 'score': 0.787109375, 'examples_seen': 116368, 'step': 6100, 'algorithm': 'topological_sort'}
I0716 01:55:53.135303 123750057129472 run.py:722] (val) algo topological_sort step 6150: {'topo': 0.4482421875, 'topo_head': 1.0, 'score': 0.72412109375, 'examples_seen': 117312, 'step': 6150, 'algorithm': 'topological_sort'}
I0716 01:55:54.511279 123750057129472 run.py:722] (val) algo topological_sort step 6200: {'topo': 0.5068359375, 'topo_head': 1.0, 'score': 0.75341796875, 'examples_seen': 118258, 'step': 6200, 'algorithm': 'topological_sort'}
I0716 01:55:55.867011 123750057129472 run.py:722] (val) algo topological_sort step 6250: {'topo': 0.4091796875, 'topo_head': 0.984375, 'score': 0.69677734375, 'examples_seen': 119234, 'step': 6250, 'algorithm': 'topological_sort'}
I0716 01:55:57.243746 123750057129472 run.py:722] (val) algo topological_sort step 6300: {'topo': 0.4833984375, 'topo_head': 1.0, 'score': 0.74169921875, 'examples_seen': 120200, 'step': 6300, 'algorithm': 'topological_sort'}
I0716 01:55:58.565593 123750057129472 run.py:722] (val) algo topological_sort step 6350: {'topo': 0.4130859375, 'topo_head': 1.0, 'score': 0.70654296875, 'examples_seen': 121160, 'step': 6350, 'algorithm': 'topological_sort'}
I0716 01:55:59.883059 123750057129472 run.py:722] (val) algo topological_sort step 6400: {'topo': 0.41796875, 'topo_head': 1.0, 'score': 0.708984375, 'examples_seen': 122109, 'step': 6400, 'algorithm': 'topological_sort'}
I0716 01:56:01.226006 123750057129472 run.py:722] (val) algo topological_sort step 6450: {'topo': 0.4384765625, 'topo_head': 1.0, 'score': 0.71923828125, 'examples_seen': 123050, 'step': 6450, 'algorithm': 'topological_sort'}
I0716 01:56:02.579433 123750057129472 run.py:722] (val) algo topological_sort step 6500: {'topo': 0.423828125, 'topo_head': 1.0, 'score': 0.7119140625, 'examples_seen': 123994, 'step': 6500, 'algorithm': 'topological_sort'}
I0716 01:56:03.927688 123750057129472 run.py:722] (val) algo topological_sort step 6550: {'topo': 0.4052734375, 'topo_head': 0.984375, 'score': 0.69482421875, 'examples_seen': 124936, 'step': 6550, 'algorithm': 'topological_sort'}
I0716 01:56:05.263753 123750057129472 run.py:722] (val) algo topological_sort step 6600: {'topo': 0.43359375, 'topo_head': 0.984375, 'score': 0.708984375, 'examples_seen': 125911, 'step': 6600, 'algorithm': 'topological_sort'}
I0716 01:56:06.588633 123750057129472 run.py:722] (val) algo topological_sort step 6650: {'topo': 0.5009765625, 'topo_head': 1.0, 'score': 0.75048828125, 'examples_seen': 126875, 'step': 6650, 'algorithm': 'topological_sort'}
I0716 01:56:07.910881 123750057129472 run.py:722] (val) algo topological_sort step 6700: {'topo': 0.3974609375, 'topo_head': 1.0, 'score': 0.69873046875, 'examples_seen': 127829, 'step': 6700, 'algorithm': 'topological_sort'}
I0716 01:56:09.242512 123750057129472 run.py:722] (val) algo topological_sort step 6750: {'topo': 0.5087890625, 'topo_head': 1.0, 'score': 0.75439453125, 'examples_seen': 128777, 'step': 6750, 'algorithm': 'topological_sort'}
I0716 01:56:10.546632 123750057129472 run.py:722] (val) algo topological_sort step 6800: {'topo': 0.4111328125, 'topo_head': 1.0, 'score': 0.70556640625, 'examples_seen': 129720, 'step': 6800, 'algorithm': 'topological_sort'}
I0716 01:56:11.905359 123750057129472 run.py:722] (val) algo topological_sort step 6850: {'topo': 0.453125, 'topo_head': 1.0, 'score': 0.7265625, 'examples_seen': 130661, 'step': 6850, 'algorithm': 'topological_sort'}
I0716 01:56:13.234140 123750057129472 run.py:722] (val) algo topological_sort step 6900: {'topo': 0.4677734375, 'topo_head': 1.0, 'score': 0.73388671875, 'examples_seen': 131604, 'step': 6900, 'algorithm': 'topological_sort'}
I0716 01:56:14.590608 123750057129472 run.py:722] (val) algo topological_sort step 6950: {'topo': 0.39453125, 'topo_head': 1.0, 'score': 0.697265625, 'examples_seen': 132589, 'step': 6950, 'algorithm': 'topological_sort'}
I0716 01:56:15.905364 123750057129472 run.py:722] (val) algo topological_sort step 7000: {'topo': 0.4541015625, 'topo_head': 0.984375, 'score': 0.71923828125, 'examples_seen': 133548, 'step': 7000, 'algorithm': 'topological_sort'}
I0716 01:56:17.244236 123750057129472 run.py:722] (val) algo topological_sort step 7050: {'topo': 0.427734375, 'topo_head': 1.0, 'score': 0.7138671875, 'examples_seen': 134506, 'step': 7050, 'algorithm': 'topological_sort'}
I0716 01:56:18.570322 123750057129472 run.py:722] (val) algo topological_sort step 7100: {'topo': 0.4560546875, 'topo_head': 1.0, 'score': 0.72802734375, 'examples_seen': 135458, 'step': 7100, 'algorithm': 'topological_sort'}
I0716 01:56:19.900448 123750057129472 run.py:722] (val) algo topological_sort step 7150: {'topo': 0.515625, 'topo_head': 1.0, 'score': 0.7578125, 'examples_seen': 136403, 'step': 7150, 'algorithm': 'topological_sort'}
I0716 01:56:21.260326 123750057129472 run.py:722] (val) algo topological_sort step 7200: {'topo': 0.4287109375, 'topo_head': 0.984375, 'score': 0.70654296875, 'examples_seen': 137346, 'step': 7200, 'algorithm': 'topological_sort'}
I0716 01:56:22.610298 123750057129472 run.py:722] (val) algo topological_sort step 7250: {'topo': 0.4287109375, 'topo_head': 1.0, 'score': 0.71435546875, 'examples_seen': 138288, 'step': 7250, 'algorithm': 'topological_sort'}
I0716 01:56:23.969717 123750057129472 run.py:722] (val) algo topological_sort step 7300: {'topo': 0.3896484375, 'topo_head': 0.984375, 'score': 0.68701171875, 'examples_seen': 139269, 'step': 7300, 'algorithm': 'topological_sort'}
I0716 01:56:25.312275 123750057129472 run.py:722] (val) algo topological_sort step 7350: {'topo': 0.4345703125, 'topo_head': 1.0, 'score': 0.71728515625, 'examples_seen': 140230, 'step': 7350, 'algorithm': 'topological_sort'}
I0716 01:56:26.622923 123750057129472 run.py:722] (val) algo topological_sort step 7400: {'topo': 0.55859375, 'topo_head': 1.0, 'score': 0.779296875, 'examples_seen': 141183, 'step': 7400, 'algorithm': 'topological_sort'}
I0716 01:56:27.981792 123750057129472 run.py:722] (val) algo topological_sort step 7450: {'topo': 0.4208984375, 'topo_head': 0.875, 'score': 0.64794921875, 'examples_seen': 142135, 'step': 7450, 'algorithm': 'topological_sort'}
I0716 01:56:29.320454 123750057129472 run.py:722] (val) algo topological_sort step 7500: {'topo': 0.484375, 'topo_head': 1.0, 'score': 0.7421875, 'examples_seen': 143080, 'step': 7500, 'algorithm': 'topological_sort'}
I0716 01:56:30.688455 123750057129472 run.py:722] (val) algo topological_sort step 7550: {'topo': 0.4443359375, 'topo_head': 1.0, 'score': 0.72216796875, 'examples_seen': 144019, 'step': 7550, 'algorithm': 'topological_sort'}
I0716 01:56:32.081608 123750057129472 run.py:722] (val) algo topological_sort step 7600: {'topo': 0.412109375, 'topo_head': 1.0, 'score': 0.7060546875, 'examples_seen': 144962, 'step': 7600, 'algorithm': 'topological_sort'}
I0716 01:56:33.454133 123750057129472 run.py:722] (val) algo topological_sort step 7650: {'topo': 0.4287109375, 'topo_head': 0.984375, 'score': 0.70654296875, 'examples_seen': 145939, 'step': 7650, 'algorithm': 'topological_sort'}
I0716 01:56:34.808040 123750057129472 run.py:722] (val) algo topological_sort step 7700: {'topo': 0.404296875, 'topo_head': 0.9375, 'score': 0.6708984375, 'examples_seen': 146901, 'step': 7700, 'algorithm': 'topological_sort'}
I0716 01:56:36.145469 123750057129472 run.py:722] (val) algo topological_sort step 7750: {'topo': 0.4619140625, 'topo_head': 1.0, 'score': 0.73095703125, 'examples_seen': 147858, 'step': 7750, 'algorithm': 'topological_sort'}
I0716 01:56:37.483198 123750057129472 run.py:722] (val) algo topological_sort step 7800: {'topo': 0.4306640625, 'topo_head': 1.0, 'score': 0.71533203125, 'examples_seen': 148802, 'step': 7800, 'algorithm': 'topological_sort'}
I0716 01:56:38.832563 123750057129472 run.py:722] (val) algo topological_sort step 7850: {'topo': 0.439453125, 'topo_head': 0.984375, 'score': 0.7119140625, 'examples_seen': 149747, 'step': 7850, 'algorithm': 'topological_sort'}
I0716 01:56:40.175106 123750057129472 run.py:722] (val) algo topological_sort step 7900: {'topo': 0.54296875, 'topo_head': 1.0, 'score': 0.771484375, 'examples_seen': 150693, 'step': 7900, 'algorithm': 'topological_sort'}
I0716 01:56:41.535259 123750057129472 run.py:722] (val) algo topological_sort step 7950: {'topo': 0.404296875, 'topo_head': 1.0, 'score': 0.7021484375, 'examples_seen': 151634, 'step': 7950, 'algorithm': 'topological_sort'}
I0716 01:56:42.899790 123750057129472 run.py:722] (val) algo topological_sort step 8000: {'topo': 0.4853515625, 'topo_head': 1.0, 'score': 0.74267578125, 'examples_seen': 152612, 'step': 8000, 'algorithm': 'topological_sort'}
I0716 01:56:44.229019 123750057129472 run.py:722] (val) algo topological_sort step 8050: {'topo': 0.431640625, 'topo_head': 1.0, 'score': 0.7158203125, 'examples_seen': 153580, 'step': 8050, 'algorithm': 'topological_sort'}
I0716 01:56:45.540239 123750057129472 run.py:722] (val) algo topological_sort step 8100: {'topo': 0.4248046875, 'topo_head': 0.96875, 'score': 0.69677734375, 'examples_seen': 154530, 'step': 8100, 'algorithm': 'topological_sort'}
I0716 01:56:46.870545 123750057129472 run.py:722] (val) algo topological_sort step 8150: {'topo': 0.4111328125, 'topo_head': 0.984375, 'score': 0.69775390625, 'examples_seen': 155479, 'step': 8150, 'algorithm': 'topological_sort'}
I0716 01:56:48.209858 123750057129472 run.py:722] (val) algo topological_sort step 8200: {'topo': 0.419921875, 'topo_head': 1.0, 'score': 0.7099609375, 'examples_seen': 156426, 'step': 8200, 'algorithm': 'topological_sort'}
I0716 01:56:49.575554 123750057129472 run.py:722] (val) algo topological_sort step 8250: {'topo': 0.4501953125, 'topo_head': 1.0, 'score': 0.72509765625, 'examples_seen': 157368, 'step': 8250, 'algorithm': 'topological_sort'}
I0716 01:56:50.971791 123750057129472 run.py:722] (val) algo topological_sort step 8300: {'topo': 0.4208984375, 'topo_head': 1.0, 'score': 0.71044921875, 'examples_seen': 158311, 'step': 8300, 'algorithm': 'topological_sort'}
I0716 01:56:52.308511 123750057129472 run.py:722] (val) algo topological_sort step 8350: {'topo': 0.4697265625, 'topo_head': 0.984375, 'score': 0.72705078125, 'examples_seen': 159280, 'step': 8350, 'algorithm': 'topological_sort'}
I0716 01:56:53.634335 123750057129472 run.py:722] (val) algo topological_sort step 8400: {'topo': 0.4853515625, 'topo_head': 1.0, 'score': 0.74267578125, 'examples_seen': 160259, 'step': 8400, 'algorithm': 'topological_sort'}
I0716 01:56:54.933902 123750057129472 run.py:722] (val) algo topological_sort step 8450: {'topo': 0.4482421875, 'topo_head': 0.984375, 'score': 0.71630859375, 'examples_seen': 161207, 'step': 8450, 'algorithm': 'topological_sort'}
I0716 01:56:56.261588 123750057129472 run.py:722] (val) algo topological_sort step 8500: {'topo': 0.3486328125, 'topo_head': 0.96875, 'score': 0.65869140625, 'examples_seen': 162156, 'step': 8500, 'algorithm': 'topological_sort'}
I0716 01:56:57.576951 123750057129472 run.py:722] (val) algo topological_sort step 8550: {'topo': 0.556640625, 'topo_head': 1.0, 'score': 0.7783203125, 'examples_seen': 163098, 'step': 8550, 'algorithm': 'topological_sort'}
I0716 01:56:58.911731 123750057129472 run.py:722] (val) algo topological_sort step 8600: {'topo': 0.486328125, 'topo_head': 1.0, 'score': 0.7431640625, 'examples_seen': 164037, 'step': 8600, 'algorithm': 'topological_sort'}
I0716 01:57:00.272064 123750057129472 run.py:722] (val) algo topological_sort step 8650: {'topo': 0.453125, 'topo_head': 1.0, 'score': 0.7265625, 'examples_seen': 164978, 'step': 8650, 'algorithm': 'topological_sort'}
I0716 01:57:01.623530 123750057129472 run.py:722] (val) algo topological_sort step 8700: {'topo': 0.3701171875, 'topo_head': 0.9375, 'score': 0.65380859375, 'examples_seen': 165956, 'step': 8700, 'algorithm': 'topological_sort'}
I0716 01:57:02.953448 123750057129472 run.py:722] (val) algo topological_sort step 8750: {'topo': 0.4248046875, 'topo_head': 0.9375, 'score': 0.68115234375, 'examples_seen': 166921, 'step': 8750, 'algorithm': 'topological_sort'}
I0716 01:57:04.292424 123750057129472 run.py:722] (val) algo topological_sort step 8800: {'topo': 0.4755859375, 'topo_head': 1.0, 'score': 0.73779296875, 'examples_seen': 167880, 'step': 8800, 'algorithm': 'topological_sort'}
I0716 01:57:05.626426 123750057129472 run.py:722] (val) algo topological_sort step 8850: {'topo': 0.4609375, 'topo_head': 1.0, 'score': 0.73046875, 'examples_seen': 168826, 'step': 8850, 'algorithm': 'topological_sort'}
I0716 01:57:06.993947 123750057129472 run.py:722] (val) algo topological_sort step 8900: {'topo': 0.455078125, 'topo_head': 1.0, 'score': 0.7275390625, 'examples_seen': 169774, 'step': 8900, 'algorithm': 'topological_sort'}
I0716 01:57:08.334834 123750057129472 run.py:722] (val) algo topological_sort step 8950: {'topo': 0.4609375, 'topo_head': 0.890625, 'score': 0.67578125, 'examples_seen': 170716, 'step': 8950, 'algorithm': 'topological_sort'}
I0716 01:57:09.709975 123750057129472 run.py:722] (val) algo topological_sort step 9000: {'topo': 0.447265625, 'topo_head': 1.0, 'score': 0.7236328125, 'examples_seen': 171653, 'step': 9000, 'algorithm': 'topological_sort'}
I0716 01:57:11.093592 123750057129472 run.py:722] (val) algo topological_sort step 9050: {'topo': 0.490234375, 'topo_head': 1.0, 'score': 0.7451171875, 'examples_seen': 172631, 'step': 9050, 'algorithm': 'topological_sort'}
I0716 01:57:12.436886 123750057129472 run.py:722] (val) algo topological_sort step 9100: {'topo': 0.484375, 'topo_head': 1.0, 'score': 0.7421875, 'examples_seen': 173602, 'step': 9100, 'algorithm': 'topological_sort'}
I0716 01:57:13.750480 123750057129472 run.py:722] (val) algo topological_sort step 9150: {'topo': 0.4619140625, 'topo_head': 0.984375, 'score': 0.72314453125, 'examples_seen': 174550, 'step': 9150, 'algorithm': 'topological_sort'}
I0716 01:57:15.090936 123750057129472 run.py:722] (val) algo topological_sort step 9200: {'topo': 0.521484375, 'topo_head': 1.0, 'score': 0.7607421875, 'examples_seen': 175496, 'step': 9200, 'algorithm': 'topological_sort'}
I0716 01:57:16.440715 123750057129472 run.py:722] (val) algo topological_sort step 9250: {'topo': 0.5048828125, 'topo_head': 1.0, 'score': 0.75244140625, 'examples_seen': 176447, 'step': 9250, 'algorithm': 'topological_sort'}
I0716 01:57:17.799471 123750057129472 run.py:722] (val) algo topological_sort step 9300: {'topo': 0.5185546875, 'topo_head': 1.0, 'score': 0.75927734375, 'examples_seen': 177387, 'step': 9300, 'algorithm': 'topological_sort'}
I0716 01:57:19.174369 123750057129472 run.py:722] (val) algo topological_sort step 9350: {'topo': 0.4912109375, 'topo_head': 1.0, 'score': 0.74560546875, 'examples_seen': 178332, 'step': 9350, 'algorithm': 'topological_sort'}
I0716 01:57:20.545651 123750057129472 run.py:722] (val) algo topological_sort step 9400: {'topo': 0.4521484375, 'topo_head': 1.0, 'score': 0.72607421875, 'examples_seen': 179309, 'step': 9400, 'algorithm': 'topological_sort'}
I0716 01:57:21.902175 123750057129472 run.py:722] (val) algo topological_sort step 9450: {'topo': 0.4794921875, 'topo_head': 1.0, 'score': 0.73974609375, 'examples_seen': 180274, 'step': 9450, 'algorithm': 'topological_sort'}
I0716 01:57:23.244602 123750057129472 run.py:722] (val) algo topological_sort step 9500: {'topo': 0.4814453125, 'topo_head': 1.0, 'score': 0.74072265625, 'examples_seen': 181229, 'step': 9500, 'algorithm': 'topological_sort'}
I0716 01:57:24.549406 123750057129472 run.py:722] (val) algo topological_sort step 9550: {'topo': 0.4765625, 'topo_head': 1.0, 'score': 0.73828125, 'examples_seen': 182170, 'step': 9550, 'algorithm': 'topological_sort'}
I0716 01:57:25.914107 123750057129472 run.py:722] (val) algo topological_sort step 9600: {'topo': 0.4228515625, 'topo_head': 1.0, 'score': 0.71142578125, 'examples_seen': 183124, 'step': 9600, 'algorithm': 'topological_sort'}
I0716 01:57:27.297968 123750057129472 run.py:722] (val) algo topological_sort step 9650: {'topo': 0.4599609375, 'topo_head': 1.0, 'score': 0.72998046875, 'examples_seen': 184059, 'step': 9650, 'algorithm': 'topological_sort'}
I0716 01:57:28.669363 123750057129472 run.py:722] (val) algo topological_sort step 9700: {'topo': 0.44140625, 'topo_head': 1.0, 'score': 0.720703125, 'examples_seen': 185007, 'step': 9700, 'algorithm': 'topological_sort'}
I0716 01:57:30.048105 123750057129472 run.py:722] (val) algo topological_sort step 9750: {'topo': 0.41015625, 'topo_head': 0.984375, 'score': 0.697265625, 'examples_seen': 185983, 'step': 9750, 'algorithm': 'topological_sort'}
I0716 01:57:31.390588 123750057129472 run.py:722] (val) algo topological_sort step 9800: {'topo': 0.4990234375, 'topo_head': 1.0, 'score': 0.74951171875, 'examples_seen': 186950, 'step': 9800, 'algorithm': 'topological_sort'}
I0716 01:57:32.699156 123750057129472 run.py:722] (val) algo topological_sort step 9850: {'topo': 0.4765625, 'topo_head': 1.0, 'score': 0.73828125, 'examples_seen': 187907, 'step': 9850, 'algorithm': 'topological_sort'}
I0716 01:57:34.050669 123750057129472 run.py:722] (val) algo topological_sort step 9900: {'topo': 0.3974609375, 'topo_head': 0.984375, 'score': 0.69091796875, 'examples_seen': 188858, 'step': 9900, 'algorithm': 'topological_sort'}
I0716 01:57:35.380289 123750057129472 run.py:722] (val) algo topological_sort step 9950: {'topo': 0.453125, 'topo_head': 1.0, 'score': 0.7265625, 'examples_seen': 189805, 'step': 9950, 'algorithm': 'topological_sort'}
