I0715 21:35:50.119848 129309696415232 run.py:722] (val) algo bubble_sort step 0: {'pred': 0.16796875, 'score': 0.16796875, 'examples_seen': 64, 'step': 0, 'algorithm': 'bubble_sort'}
I0715 21:45:58.599173 129309696415232 run.py:722] (val) algo bubble_sort step 6750: {'pred': 0.9208984375, 'score': 0.9208984375, 'examples_seen': 228400, 'step': 6750, 'algorithm': 'bubble_sort'}
I0715 21:46:02.334747 129309696415232 run.py:722] (val) algo bubble_sort step 6800: {'pred': 0.880859375, 'score': 0.880859375, 'examples_seen': 230064, 'step': 6800, 'algorithm': 'bubble_sort'}
I0715 21:46:06.117105 129309696415232 run.py:722] (val) algo bubble_sort step 6850: {'pred': 0.83984375, 'score': 0.83984375, 'examples_seen': 231728, 'step': 6850, 'algorithm': 'bubble_sort'}
I0715 21:46:09.854130 129309696415232 run.py:722] (val) algo bubble_sort step 6900: {'pred': 0.87890625, 'score': 0.87890625, 'examples_seen': 233376, 'step': 6900, 'algorithm': 'bubble_sort'}
I0715 21:46:13.776885 129309696415232 run.py:722] (val) algo bubble_sort step 6950: {'pred': 0.9169921875, 'score': 0.9169921875, 'examples_seen': 235168, 'step': 6950, 'algorithm': 'bubble_sort'}
I0715 21:46:17.576079 129309696415232 run.py:722] (val) algo bubble_sort step 7000: {'pred': 0.822265625, 'score': 0.822265625, 'examples_seen': 236912, 'step': 7000, 'algorithm': 'bubble_sort'}
I0715 21:46:21.348754 129309696415232 run.py:722] (val) algo bubble_sort step 7050: {'pred': 0.921875, 'score': 0.921875, 'examples_seen': 238592, 'step': 7050, 'algorithm': 'bubble_sort'}
I0715 21:46:25.067718 129309696415232 run.py:722] (val) algo bubble_sort step 7100: {'pred': 0.9052734375, 'score': 0.9052734375, 'examples_seen': 240240, 'step': 7100, 'algorithm': 'bubble_sort'}
I0715 21:46:28.818215 129309696415232 run.py:722] (val) algo bubble_sort step 7150: {'pred': 0.91796875, 'score': 0.91796875, 'examples_seen': 241920, 'step': 7150, 'algorithm': 'bubble_sort'}
I0715 21:46:32.602180 129309696415232 run.py:722] (val) algo bubble_sort step 7200: {'pred': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 243584, 'step': 7200, 'algorithm': 'bubble_sort'}
I0715 21:46:36.388557 129309696415232 run.py:722] (val) algo bubble_sort step 7250: {'pred': 0.9091796875, 'score': 0.9091796875, 'examples_seen': 245248, 'step': 7250, 'algorithm': 'bubble_sort'}
I0715 21:46:40.263317 129309696415232 run.py:722] (val) algo bubble_sort step 7300: {'pred': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 247024, 'step': 7300, 'algorithm': 'bubble_sort'}
I0715 21:46:44.043960 129309696415232 run.py:722] (val) algo bubble_sort step 7350: {'pred': 0.8994140625, 'score': 0.8994140625, 'examples_seen': 248720, 'step': 7350, 'algorithm': 'bubble_sort'}
I0715 21:46:47.833429 129309696415232 run.py:722] (val) algo bubble_sort step 7400: {'pred': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 250416, 'step': 7400, 'algorithm': 'bubble_sort'}
I0715 21:46:51.590011 129309696415232 run.py:722] (val) algo bubble_sort step 7450: {'pred': 0.90234375, 'score': 0.90234375, 'examples_seen': 252080, 'step': 7450, 'algorithm': 'bubble_sort'}
I0715 21:46:55.306046 129309696415232 run.py:722] (val) algo bubble_sort step 7500: {'pred': 0.8876953125, 'score': 0.8876953125, 'examples_seen': 253744, 'step': 7500, 'algorithm': 'bubble_sort'}
I0715 21:46:59.069460 129309696415232 run.py:722] (val) algo bubble_sort step 7550: {'pred': 0.8916015625, 'score': 0.8916015625, 'examples_seen': 255392, 'step': 7550, 'algorithm': 'bubble_sort'}
I0715 21:47:02.891829 129309696415232 run.py:722] (val) algo bubble_sort step 7600: {'pred': 0.923828125, 'score': 0.923828125, 'examples_seen': 257072, 'step': 7600, 'algorithm': 'bubble_sort'}
I0715 21:47:06.768287 129309696415232 run.py:722] (val) algo bubble_sort step 7650: {'pred': 0.8779296875, 'score': 0.8779296875, 'examples_seen': 258848, 'step': 7650, 'algorithm': 'bubble_sort'}
I0715 21:47:10.600040 129309696415232 run.py:722] (val) algo bubble_sort step 7700: {'pred': 0.8896484375, 'score': 0.8896484375, 'examples_seen': 260560, 'step': 7700, 'algorithm': 'bubble_sort'}
I0715 21:47:14.398665 129309696415232 run.py:722] (val) algo bubble_sort step 7750: {'pred': 0.859375, 'score': 0.859375, 'examples_seen': 262256, 'step': 7750, 'algorithm': 'bubble_sort'}
I0715 21:47:18.133793 129309696415232 run.py:722] (val) algo bubble_sort step 7800: {'pred': 0.87109375, 'score': 0.87109375, 'examples_seen': 263920, 'step': 7800, 'algorithm': 'bubble_sort'}
I0715 21:47:21.873042 129309696415232 run.py:722] (val) algo bubble_sort step 7850: {'pred': 0.9150390625, 'score': 0.9150390625, 'examples_seen': 265584, 'step': 7850, 'algorithm': 'bubble_sort'}
I0715 21:47:25.624646 129309696415232 run.py:722] (val) algo bubble_sort step 7900: {'pred': 0.93359375, 'score': 0.93359375, 'examples_seen': 267232, 'step': 7900, 'algorithm': 'bubble_sort'}
I0715 21:47:29.370745 129309696415232 run.py:722] (val) algo bubble_sort step 7950: {'pred': 0.89453125, 'score': 0.89453125, 'examples_seen': 268896, 'step': 7950, 'algorithm': 'bubble_sort'}
I0715 21:47:33.265500 129309696415232 run.py:722] (val) algo bubble_sort step 8000: {'pred': 0.8857421875, 'score': 0.8857421875, 'examples_seen': 270704, 'step': 8000, 'algorithm': 'bubble_sort'}
I0715 21:47:37.119415 129309696415232 run.py:722] (val) algo bubble_sort step 8050: {'pred': 0.939453125, 'score': 0.939453125, 'examples_seen': 272432, 'step': 8050, 'algorithm': 'bubble_sort'}
I0715 21:47:40.894640 129309696415232 run.py:722] (val) algo bubble_sort step 8100: {'pred': 0.9052734375, 'score': 0.9052734375, 'examples_seen': 274096, 'step': 8100, 'algorithm': 'bubble_sort'}
I0715 21:47:44.647363 129309696415232 run.py:722] (val) algo bubble_sort step 8150: {'pred': 0.9609375, 'score': 0.9609375, 'examples_seen': 275776, 'step': 8150, 'algorithm': 'bubble_sort'}
I0715 21:47:48.452687 129309696415232 run.py:722] (val) algo bubble_sort step 8200: {'pred': 0.947265625, 'score': 0.947265625, 'examples_seen': 277440, 'step': 8200, 'algorithm': 'bubble_sort'}
I0715 21:47:52.167161 129309696415232 run.py:722] (val) algo bubble_sort step 8250: {'pred': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 279088, 'step': 8250, 'algorithm': 'bubble_sort'}
I0715 21:47:55.974799 129309696415232 run.py:722] (val) algo bubble_sort step 8300: {'pred': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 280752, 'step': 8300, 'algorithm': 'bubble_sort'}
I0715 21:47:59.840309 129309696415232 run.py:722] (val) algo bubble_sort step 8350: {'pred': 0.900390625, 'score': 0.900390625, 'examples_seen': 282528, 'step': 8350, 'algorithm': 'bubble_sort'}
I0715 21:48:03.656730 129309696415232 run.py:722] (val) algo bubble_sort step 8400: {'pred': 0.9296875, 'score': 0.9296875, 'examples_seen': 284256, 'step': 8400, 'algorithm': 'bubble_sort'}
I0715 21:48:07.463302 129309696415232 run.py:722] (val) algo bubble_sort step 8450: {'pred': 0.923828125, 'score': 0.923828125, 'examples_seen': 285936, 'step': 8450, 'algorithm': 'bubble_sort'}
I0715 21:48:11.231412 129309696415232 run.py:722] (val) algo bubble_sort step 8500: {'pred': 0.92578125, 'score': 0.92578125, 'examples_seen': 287616, 'step': 8500, 'algorithm': 'bubble_sort'}
I0715 21:48:14.968724 129309696415232 run.py:722] (val) algo bubble_sort step 8550: {'pred': 0.931640625, 'score': 0.931640625, 'examples_seen': 289264, 'step': 8550, 'algorithm': 'bubble_sort'}
I0715 21:48:18.756412 129309696415232 run.py:722] (val) algo bubble_sort step 8600: {'pred': 0.9189453125, 'score': 0.9189453125, 'examples_seen': 290944, 'step': 8600, 'algorithm': 'bubble_sort'}
I0715 21:48:22.501032 129309696415232 run.py:722] (val) algo bubble_sort step 8650: {'pred': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 292592, 'step': 8650, 'algorithm': 'bubble_sort'}
I0715 21:48:26.365663 129309696415232 run.py:722] (val) algo bubble_sort step 8700: {'pred': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 294368, 'step': 8700, 'algorithm': 'bubble_sort'}
I0715 21:48:30.225600 129309696415232 run.py:722] (val) algo bubble_sort step 8750: {'pred': 0.92578125, 'score': 0.92578125, 'examples_seen': 296096, 'step': 8750, 'algorithm': 'bubble_sort'}
I0715 21:48:33.977418 129309696415232 run.py:722] (val) algo bubble_sort step 8800: {'pred': 0.927734375, 'score': 0.927734375, 'examples_seen': 297776, 'step': 8800, 'algorithm': 'bubble_sort'}
I0715 21:48:37.722626 129309696415232 run.py:722] (val) algo bubble_sort step 8850: {'pred': 0.9150390625, 'score': 0.9150390625, 'examples_seen': 299456, 'step': 8850, 'algorithm': 'bubble_sort'}
I0715 21:48:41.485584 129309696415232 run.py:722] (val) algo bubble_sort step 8900: {'pred': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 301104, 'step': 8900, 'algorithm': 'bubble_sort'}
I0715 21:48:45.253954 129309696415232 run.py:722] (val) algo bubble_sort step 8950: {'pred': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 302768, 'step': 8950, 'algorithm': 'bubble_sort'}
I0715 21:48:49.061670 129309696415232 run.py:722] (val) algo bubble_sort step 9000: {'pred': 0.939453125, 'score': 0.939453125, 'examples_seen': 304448, 'step': 9000, 'algorithm': 'bubble_sort'}
I0715 21:48:53.014775 129309696415232 run.py:722] (val) algo bubble_sort step 9050: {'pred': 0.9072265625, 'score': 0.9072265625, 'examples_seen': 306240, 'step': 9050, 'algorithm': 'bubble_sort'}
I0715 21:48:56.816066 129309696415232 run.py:722] (val) algo bubble_sort step 9100: {'pred': 0.953125, 'score': 0.953125, 'examples_seen': 307952, 'step': 9100, 'algorithm': 'bubble_sort'}
I0715 21:49:00.602433 129309696415232 run.py:722] (val) algo bubble_sort step 9150: {'pred': 0.91015625, 'score': 0.91015625, 'examples_seen': 309616, 'step': 9150, 'algorithm': 'bubble_sort'}
I0715 21:49:04.441823 129309696415232 run.py:722] (val) algo bubble_sort step 9200: {'pred': 0.9189453125, 'score': 0.9189453125, 'examples_seen': 311296, 'step': 9200, 'algorithm': 'bubble_sort'}
I0715 21:49:08.201636 129309696415232 run.py:722] (val) algo bubble_sort step 9250: {'pred': 0.943359375, 'score': 0.943359375, 'examples_seen': 312960, 'step': 9250, 'algorithm': 'bubble_sort'}
I0715 21:49:11.947805 129309696415232 run.py:722] (val) algo bubble_sort step 9300: {'pred': 0.9345703125, 'score': 0.9345703125, 'examples_seen': 314624, 'step': 9300, 'algorithm': 'bubble_sort'}
I0715 21:49:15.669059 129309696415232 run.py:722] (val) algo bubble_sort step 9350: {'pred': 0.8740234375, 'score': 0.8740234375, 'examples_seen': 316272, 'step': 9350, 'algorithm': 'bubble_sort'}
I0715 21:49:19.492908 129309696415232 run.py:722] (val) algo bubble_sort step 9400: {'pred': 0.8876953125, 'score': 0.8876953125, 'examples_seen': 318064, 'step': 9400, 'algorithm': 'bubble_sort'}
I0715 21:49:23.261318 129309696415232 run.py:722] (val) algo bubble_sort step 9450: {'pred': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 319792, 'step': 9450, 'algorithm': 'bubble_sort'}
I0715 21:49:26.934265 129309696415232 run.py:722] (val) algo bubble_sort step 9500: {'pred': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 321472, 'step': 9500, 'algorithm': 'bubble_sort'}
I0715 21:49:30.615721 129309696415232 run.py:722] (val) algo bubble_sort step 9550: {'pred': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 323136, 'step': 9550, 'algorithm': 'bubble_sort'}
I0715 21:49:34.401588 129309696415232 run.py:722] (val) algo bubble_sort step 9600: {'pred': 0.908203125, 'score': 0.908203125, 'examples_seen': 324800, 'step': 9600, 'algorithm': 'bubble_sort'}
I0715 21:49:38.120139 129309696415232 run.py:722] (val) algo bubble_sort step 9650: {'pred': 0.935546875, 'score': 0.935546875, 'examples_seen': 326464, 'step': 9650, 'algorithm': 'bubble_sort'}
I0715 21:49:41.807132 129309696415232 run.py:722] (val) algo bubble_sort step 9700: {'pred': 0.935546875, 'score': 0.935546875, 'examples_seen': 328112, 'step': 9700, 'algorithm': 'bubble_sort'}
I0715 21:49:45.693109 129309696415232 run.py:722] (val) algo bubble_sort step 9750: {'pred': 0.8857421875, 'score': 0.8857421875, 'examples_seen': 329904, 'step': 9750, 'algorithm': 'bubble_sort'}
I0715 21:49:49.463015 129309696415232 run.py:722] (val) algo bubble_sort step 9800: {'pred': 0.900390625, 'score': 0.900390625, 'examples_seen': 331616, 'step': 9800, 'algorithm': 'bubble_sort'}
I0715 21:49:53.220296 129309696415232 run.py:722] (val) algo bubble_sort step 9850: {'pred': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 333328, 'step': 9850, 'algorithm': 'bubble_sort'}
I0715 21:49:56.967848 129309696415232 run.py:722] (val) algo bubble_sort step 9900: {'pred': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 334976, 'step': 9900, 'algorithm': 'bubble_sort'}
I0715 21:50:00.628687 129309696415232 run.py:722] (val) algo bubble_sort step 9950: {'pred': 0.953125, 'score': 0.953125, 'examples_seen': 336640, 'step': 9950, 'algorithm': 'bubble_sort'}
I0715 21:50:04.053534 129309696415232 run.py:752] Restoring best model from checkpoint...
I0715 21:50:26.757457 129309696415232 run.py:767] (test) algo bubble_sort : {'pred': 0.24365234375, 'score': 0.24365234375, 'examples_seen': 338304, 'step': 10000, 'algorithm': 'bubble_sort'}
I0715 21:50:26.757594 129309696415232 run.py:769] Done!
