I0715 23:43:00.056048 135181243684352 run.py:722] (val) algo matrix_chain_order step 0: {'s': 0.16259765625, 'score': 0.16259765625, 'examples_seen': 128, 'step': 0, 'algorithm': 'matrix_chain_order'}
I0715 23:52:31.865904 135181243684352 run.py:722] (val) algo matrix_chain_order step 6400: {'s': 0.9918212890625, 'score': 0.9918212890625, 'examples_seen': 526058, 'step': 6400, 'algorithm': 'matrix_chain_order'}
I0715 23:52:35.593748 135181243684352 run.py:722] (val) algo matrix_chain_order step 6450: {'s': 0.99267578125, 'score': 0.99267578125, 'examples_seen': 530112, 'step': 6450, 'algorithm': 'matrix_chain_order'}
I0715 23:52:39.476144 135181243684352 run.py:722] (val) algo matrix_chain_order step 6500: {'s': 0.98907470703125, 'score': 0.98907470703125, 'examples_seen': 534174, 'step': 6500, 'algorithm': 'matrix_chain_order'}
I0715 23:52:43.386640 135181243684352 run.py:722] (val) algo matrix_chain_order step 6550: {'s': 0.98779296875, 'score': 0.98779296875, 'examples_seen': 538226, 'step': 6550, 'algorithm': 'matrix_chain_order'}
I0715 23:52:47.242577 135181243684352 run.py:722] (val) algo matrix_chain_order step 6600: {'s': 0.99365234375, 'score': 0.99365234375, 'examples_seen': 542517, 'step': 6600, 'algorithm': 'matrix_chain_order'}
I0715 23:52:50.909319 135181243684352 run.py:722] (val) algo matrix_chain_order step 6650: {'s': 0.99102783203125, 'score': 0.99102783203125, 'examples_seen': 546671, 'step': 6650, 'algorithm': 'matrix_chain_order'}
I0715 23:52:54.650791 135181243684352 run.py:722] (val) algo matrix_chain_order step 6700: {'s': 0.98681640625, 'score': 0.98681640625, 'examples_seen': 550759, 'step': 6700, 'algorithm': 'matrix_chain_order'}
I0715 23:52:58.446308 135181243684352 run.py:722] (val) algo matrix_chain_order step 6750: {'s': 0.99310302734375, 'score': 0.99310302734375, 'examples_seen': 554853, 'step': 6750, 'algorithm': 'matrix_chain_order'}
I0715 23:53:02.154916 135181243684352 run.py:722] (val) algo matrix_chain_order step 6800: {'s': 0.992919921875, 'score': 0.992919921875, 'examples_seen': 558906, 'step': 6800, 'algorithm': 'matrix_chain_order'}
I0715 23:53:05.922574 135181243684352 run.py:722] (val) algo matrix_chain_order step 6850: {'s': 0.99041748046875, 'score': 0.99041748046875, 'examples_seen': 562957, 'step': 6850, 'algorithm': 'matrix_chain_order'}
I0715 23:53:09.880177 135181243684352 run.py:722] (val) algo matrix_chain_order step 6900: {'s': 0.98724365234375, 'score': 0.98724365234375, 'examples_seen': 567008, 'step': 6900, 'algorithm': 'matrix_chain_order'}
I0715 23:53:13.441399 135181243684352 run.py:722] (val) algo matrix_chain_order step 6950: {'s': 0.99151611328125, 'score': 0.99151611328125, 'examples_seen': 571289, 'step': 6950, 'algorithm': 'matrix_chain_order'}
I0715 23:53:17.124188 135181243684352 run.py:722] (val) algo matrix_chain_order step 7000: {'s': 0.994384765625, 'score': 0.994384765625, 'examples_seen': 575448, 'step': 7000, 'algorithm': 'matrix_chain_order'}
I0715 23:53:20.940079 135181243684352 run.py:722] (val) algo matrix_chain_order step 7050: {'s': 0.99298095703125, 'score': 0.99298095703125, 'examples_seen': 579539, 'step': 7050, 'algorithm': 'matrix_chain_order'}
I0715 23:53:24.746648 135181243684352 run.py:722] (val) algo matrix_chain_order step 7100: {'s': 0.99267578125, 'score': 0.99267578125, 'examples_seen': 583617, 'step': 7100, 'algorithm': 'matrix_chain_order'}
I0715 23:53:28.289200 135181243684352 run.py:722] (val) algo matrix_chain_order step 7150: {'s': 0.991943359375, 'score': 0.991943359375, 'examples_seen': 587678, 'step': 7150, 'algorithm': 'matrix_chain_order'}
I0715 23:53:32.091050 135181243684352 run.py:722] (val) algo matrix_chain_order step 7200: {'s': 0.9931640625, 'score': 0.9931640625, 'examples_seen': 591723, 'step': 7200, 'algorithm': 'matrix_chain_order'}
I0715 23:53:35.931015 135181243684352 run.py:722] (val) algo matrix_chain_order step 7250: {'s': 0.9921875, 'score': 0.9921875, 'examples_seen': 595781, 'step': 7250, 'algorithm': 'matrix_chain_order'}
I0715 23:53:39.622909 135181243684352 run.py:722] (val) algo matrix_chain_order step 7300: {'s': 0.9947509765625, 'score': 0.9947509765625, 'examples_seen': 600059, 'step': 7300, 'algorithm': 'matrix_chain_order'}
I0715 23:53:43.424168 135181243684352 run.py:722] (val) algo matrix_chain_order step 7350: {'s': 0.99163818359375, 'score': 0.99163818359375, 'examples_seen': 604225, 'step': 7350, 'algorithm': 'matrix_chain_order'}
I0715 23:53:47.059283 135181243684352 run.py:722] (val) algo matrix_chain_order step 7400: {'s': 0.98980712890625, 'score': 0.98980712890625, 'examples_seen': 608318, 'step': 7400, 'algorithm': 'matrix_chain_order'}
I0715 23:53:50.779713 135181243684352 run.py:722] (val) algo matrix_chain_order step 7450: {'s': 0.994384765625, 'score': 0.994384765625, 'examples_seen': 612400, 'step': 7450, 'algorithm': 'matrix_chain_order'}
I0715 23:53:54.478136 135181243684352 run.py:722] (val) algo matrix_chain_order step 7500: {'s': 0.99261474609375, 'score': 0.99261474609375, 'examples_seen': 616466, 'step': 7500, 'algorithm': 'matrix_chain_order'}
I0715 23:53:58.224971 135181243684352 run.py:722] (val) algo matrix_chain_order step 7550: {'s': 0.9901123046875, 'score': 0.9901123046875, 'examples_seen': 620522, 'step': 7550, 'algorithm': 'matrix_chain_order'}
I0715 23:54:02.104801 135181243684352 run.py:722] (val) algo matrix_chain_order step 7600: {'s': 0.98858642578125, 'score': 0.98858642578125, 'examples_seen': 624568, 'step': 7600, 'algorithm': 'matrix_chain_order'}
I0715 23:54:05.889745 135181243684352 run.py:722] (val) algo matrix_chain_order step 7650: {'s': 0.99322509765625, 'score': 0.99322509765625, 'examples_seen': 628853, 'step': 7650, 'algorithm': 'matrix_chain_order'}
I0715 23:54:09.505031 135181243684352 run.py:722] (val) algo matrix_chain_order step 7700: {'s': 0.99072265625, 'score': 0.99072265625, 'examples_seen': 633018, 'step': 7700, 'algorithm': 'matrix_chain_order'}
I0715 23:54:13.225718 135181243684352 run.py:722] (val) algo matrix_chain_order step 7750: {'s': 0.9908447265625, 'score': 0.9908447265625, 'examples_seen': 637118, 'step': 7750, 'algorithm': 'matrix_chain_order'}
I0715 23:54:16.724655 135181243684352 run.py:722] (val) algo matrix_chain_order step 7800: {'s': 0.98590087890625, 'score': 0.98590087890625, 'examples_seen': 641183, 'step': 7800, 'algorithm': 'matrix_chain_order'}
I0715 23:54:20.574646 135181243684352 run.py:722] (val) algo matrix_chain_order step 7850: {'s': 0.992431640625, 'score': 0.992431640625, 'examples_seen': 645252, 'step': 7850, 'algorithm': 'matrix_chain_order'}
I0715 23:54:24.233394 135181243684352 run.py:722] (val) algo matrix_chain_order step 7900: {'s': 0.99383544921875, 'score': 0.99383544921875, 'examples_seen': 649298, 'step': 7900, 'algorithm': 'matrix_chain_order'}
I0715 23:54:28.282693 135181243684352 run.py:722] (val) algo matrix_chain_order step 7950: {'s': 0.994384765625, 'score': 0.994384765625, 'examples_seen': 653333, 'step': 7950, 'algorithm': 'matrix_chain_order'}
I0715 23:54:31.926742 135181243684352 run.py:722] (val) algo matrix_chain_order step 8000: {'s': 0.99310302734375, 'score': 0.99310302734375, 'examples_seen': 657628, 'step': 8000, 'algorithm': 'matrix_chain_order'}
I0715 23:54:35.562036 135181243684352 run.py:722] (val) algo matrix_chain_order step 8050: {'s': 0.99237060546875, 'score': 0.99237060546875, 'examples_seen': 661777, 'step': 8050, 'algorithm': 'matrix_chain_order'}
I0715 23:54:39.414946 135181243684352 run.py:722] (val) algo matrix_chain_order step 8100: {'s': 0.99005126953125, 'score': 0.99005126953125, 'examples_seen': 665870, 'step': 8100, 'algorithm': 'matrix_chain_order'}
I0715 23:54:43.096960 135181243684352 run.py:722] (val) algo matrix_chain_order step 8150: {'s': 0.99481201171875, 'score': 0.99481201171875, 'examples_seen': 669942, 'step': 8150, 'algorithm': 'matrix_chain_order'}
I0715 23:54:46.871913 135181243684352 run.py:722] (val) algo matrix_chain_order step 8200: {'s': 0.99365234375, 'score': 0.99365234375, 'examples_seen': 673997, 'step': 8200, 'algorithm': 'matrix_chain_order'}
I0715 23:54:50.716052 135181243684352 run.py:722] (val) algo matrix_chain_order step 8250: {'s': 0.98907470703125, 'score': 0.98907470703125, 'examples_seen': 678045, 'step': 8250, 'algorithm': 'matrix_chain_order'}
I0715 23:54:54.583194 135181243684352 run.py:722] (val) algo matrix_chain_order step 8300: {'s': 0.9920654296875, 'score': 0.9920654296875, 'examples_seen': 682090, 'step': 8300, 'algorithm': 'matrix_chain_order'}
I0715 23:54:58.352976 135181243684352 run.py:722] (val) algo matrix_chain_order step 8350: {'s': 0.99395751953125, 'score': 0.99395751953125, 'examples_seen': 686373, 'step': 8350, 'algorithm': 'matrix_chain_order'}
I0715 23:55:01.917050 135181243684352 run.py:722] (val) algo matrix_chain_order step 8400: {'s': 0.99169921875, 'score': 0.99169921875, 'examples_seen': 690526, 'step': 8400, 'algorithm': 'matrix_chain_order'}
I0715 23:55:05.411430 135181243684352 run.py:722] (val) algo matrix_chain_order step 8450: {'s': 0.98541259765625, 'score': 0.98541259765625, 'examples_seen': 694616, 'step': 8450, 'algorithm': 'matrix_chain_order'}
I0715 23:55:09.153210 135181243684352 run.py:722] (val) algo matrix_chain_order step 8500: {'s': 0.9906005859375, 'score': 0.9906005859375, 'examples_seen': 698698, 'step': 8500, 'algorithm': 'matrix_chain_order'}
I0715 23:55:12.983058 135181243684352 run.py:722] (val) algo matrix_chain_order step 8550: {'s': 0.99237060546875, 'score': 0.99237060546875, 'examples_seen': 702745, 'step': 8550, 'algorithm': 'matrix_chain_order'}
I0715 23:55:16.855791 135181243684352 run.py:722] (val) algo matrix_chain_order step 8600: {'s': 0.99371337890625, 'score': 0.99371337890625, 'examples_seen': 706807, 'step': 8600, 'algorithm': 'matrix_chain_order'}
I0715 23:55:20.693511 135181243684352 run.py:722] (val) algo matrix_chain_order step 8650: {'s': 0.9923095703125, 'score': 0.9923095703125, 'examples_seen': 710854, 'step': 8650, 'algorithm': 'matrix_chain_order'}
I0715 23:55:24.281819 135181243684352 run.py:722] (val) algo matrix_chain_order step 8700: {'s': 0.9918212890625, 'score': 0.9918212890625, 'examples_seen': 715146, 'step': 8700, 'algorithm': 'matrix_chain_order'}
I0715 23:55:27.956873 135181243684352 run.py:722] (val) algo matrix_chain_order step 8750: {'s': 0.99237060546875, 'score': 0.99237060546875, 'examples_seen': 719294, 'step': 8750, 'algorithm': 'matrix_chain_order'}
I0715 23:55:31.758306 135181243684352 run.py:722] (val) algo matrix_chain_order step 8800: {'s': 0.991943359375, 'score': 0.991943359375, 'examples_seen': 723399, 'step': 8800, 'algorithm': 'matrix_chain_order'}
I0715 23:55:35.389858 135181243684352 run.py:722] (val) algo matrix_chain_order step 8850: {'s': 0.98675537109375, 'score': 0.98675537109375, 'examples_seen': 727465, 'step': 8850, 'algorithm': 'matrix_chain_order'}
I0715 23:55:39.128687 135181243684352 run.py:722] (val) algo matrix_chain_order step 8900: {'s': 0.987060546875, 'score': 0.987060546875, 'examples_seen': 731519, 'step': 8900, 'algorithm': 'matrix_chain_order'}
I0715 23:55:43.121817 135181243684352 run.py:722] (val) algo matrix_chain_order step 8950: {'s': 0.99432373046875, 'score': 0.99432373046875, 'examples_seen': 735576, 'step': 8950, 'algorithm': 'matrix_chain_order'}
I0715 23:55:46.910903 135181243684352 run.py:722] (val) algo matrix_chain_order step 9000: {'s': 0.9925537109375, 'score': 0.9925537109375, 'examples_seen': 739617, 'step': 9000, 'algorithm': 'matrix_chain_order'}
I0715 23:55:50.645732 135181243684352 run.py:722] (val) algo matrix_chain_order step 9050: {'s': 0.99310302734375, 'score': 0.99310302734375, 'examples_seen': 743910, 'step': 9050, 'algorithm': 'matrix_chain_order'}
I0715 23:55:54.521958 135181243684352 run.py:722] (val) algo matrix_chain_order step 9100: {'s': 0.9937744140625, 'score': 0.9937744140625, 'examples_seen': 748062, 'step': 9100, 'algorithm': 'matrix_chain_order'}
I0715 23:55:58.244294 135181243684352 run.py:722] (val) algo matrix_chain_order step 9150: {'s': 0.99029541015625, 'score': 0.99029541015625, 'examples_seen': 752168, 'step': 9150, 'algorithm': 'matrix_chain_order'}
I0715 23:56:01.727215 135181243684352 run.py:722] (val) algo matrix_chain_order step 9200: {'s': 0.99517822265625, 'score': 0.99517822265625, 'examples_seen': 756246, 'step': 9200, 'algorithm': 'matrix_chain_order'}
I0715 23:56:05.690281 135181243684352 run.py:722] (val) algo matrix_chain_order step 9250: {'s': 0.9935302734375, 'score': 0.9935302734375, 'examples_seen': 760304, 'step': 9250, 'algorithm': 'matrix_chain_order'}
I0715 23:56:09.507188 135181243684352 run.py:722] (val) algo matrix_chain_order step 9300: {'s': 0.99359130859375, 'score': 0.99359130859375, 'examples_seen': 764357, 'step': 9300, 'algorithm': 'matrix_chain_order'}
I0715 23:56:13.503679 135181243684352 run.py:722] (val) algo matrix_chain_order step 9350: {'s': 0.9945068359375, 'score': 0.9945068359375, 'examples_seen': 768397, 'step': 9350, 'algorithm': 'matrix_chain_order'}
I0715 23:56:17.195435 135181243684352 run.py:722] (val) algo matrix_chain_order step 9400: {'s': 0.98138427734375, 'score': 0.98138427734375, 'examples_seen': 772678, 'step': 9400, 'algorithm': 'matrix_chain_order'}
I0715 23:56:20.901781 135181243684352 run.py:722] (val) algo matrix_chain_order step 9450: {'s': 0.9908447265625, 'score': 0.9908447265625, 'examples_seen': 776835, 'step': 9450, 'algorithm': 'matrix_chain_order'}
I0715 23:56:24.454526 135181243684352 run.py:722] (val) algo matrix_chain_order step 9500: {'s': 0.9876708984375, 'score': 0.9876708984375, 'examples_seen': 780931, 'step': 9500, 'algorithm': 'matrix_chain_order'}
I0715 23:56:28.129532 135181243684352 run.py:722] (val) algo matrix_chain_order step 9550: {'s': 0.99371337890625, 'score': 0.99371337890625, 'examples_seen': 785000, 'step': 9550, 'algorithm': 'matrix_chain_order'}
I0715 23:56:31.852378 135181243684352 run.py:722] (val) algo matrix_chain_order step 9600: {'s': 0.994873046875, 'score': 0.994873046875, 'examples_seen': 789059, 'step': 9600, 'algorithm': 'matrix_chain_order'}
I0715 23:56:35.754715 135181243684352 run.py:722] (val) algo matrix_chain_order step 9650: {'s': 0.99285888671875, 'score': 0.99285888671875, 'examples_seen': 793114, 'step': 9650, 'algorithm': 'matrix_chain_order'}
I0715 23:56:39.559511 135181243684352 run.py:722] (val) algo matrix_chain_order step 9700: {'s': 0.9876708984375, 'score': 0.9876708984375, 'examples_seen': 797161, 'step': 9700, 'algorithm': 'matrix_chain_order'}
I0715 23:56:43.322418 135181243684352 run.py:722] (val) algo matrix_chain_order step 9750: {'s': 0.9921875, 'score': 0.9921875, 'examples_seen': 801440, 'step': 9750, 'algorithm': 'matrix_chain_order'}
I0715 23:56:47.115455 135181243684352 run.py:722] (val) algo matrix_chain_order step 9800: {'s': 0.99554443359375, 'score': 0.99554443359375, 'examples_seen': 805599, 'step': 9800, 'algorithm': 'matrix_chain_order'}
I0715 23:56:50.823542 135181243684352 run.py:722] (val) algo matrix_chain_order step 9850: {'s': 0.99249267578125, 'score': 0.99249267578125, 'examples_seen': 809693, 'step': 9850, 'algorithm': 'matrix_chain_order'}
I0715 23:56:54.500971 135181243684352 run.py:722] (val) algo matrix_chain_order step 9900: {'s': 0.9921875, 'score': 0.9921875, 'examples_seen': 813773, 'step': 9900, 'algorithm': 'matrix_chain_order'}
I0715 23:56:58.255076 135181243684352 run.py:722] (val) algo matrix_chain_order step 9950: {'s': 0.98870849609375, 'score': 0.98870849609375, 'examples_seen': 817821, 'step': 9950, 'algorithm': 'matrix_chain_order'}
I0715 23:57:01.818414 135181243684352 run.py:752] Restoring best model from checkpoint...
I0715 23:57:12.558912 135181243684352 run.py:767] (test) algo matrix_chain_order : {'s': 0.911376953125, 'score': 0.911376953125, 'examples_seen': 821852, 'step': 10000, 'algorithm': 'matrix_chain_order'}
I0715 23:57:12.559106 135181243684352 run.py:769] Done!
