I0716 10:16:03.122539 138429420811776 run.py:722] (val) algo mst_kruskal step 0: {'in_mst': 0.36396946564885496, 'score': 0.36396946564885496, 'examples_seen': 173, 'step': 0, 'algorithm': 'mst_kruskal'}
I0716 10:24:37.211390 138429420811776 run.py:722] (val) algo mst_kruskal step 6200: {'in_mst': 0.8013403542364768, 'score': 0.8013403542364768, 'examples_seen': 512546, 'step': 6200, 'algorithm': 'mst_kruskal'}
I0716 10:24:40.667866 138429420811776 run.py:722] (val) algo mst_kruskal step 6250: {'in_mst': 0.8124999999999999, 'score': 0.8124999999999999, 'examples_seen': 516773, 'step': 6250, 'algorithm': 'mst_kruskal'}
I0716 10:24:43.978579 138429420811776 run.py:722] (val) algo mst_kruskal step 6300: {'in_mst': 0.8336483931947071, 'score': 0.8336483931947071, 'examples_seen': 521103, 'step': 6300, 'algorithm': 'mst_kruskal'}
I0716 10:24:47.514742 138429420811776 run.py:722] (val) algo mst_kruskal step 6350: {'in_mst': 0.8129267182521621, 'score': 0.8129267182521621, 'examples_seen': 525291, 'step': 6350, 'algorithm': 'mst_kruskal'}
I0716 10:24:50.556027 138429420811776 run.py:722] (val) algo mst_kruskal step 6400: {'in_mst': 0.7560975609756099, 'score': 0.7560975609756099, 'examples_seen': 529346, 'step': 6400, 'algorithm': 'mst_kruskal'}
I0716 10:24:53.886549 138429420811776 run.py:722] (val) algo mst_kruskal step 6450: {'in_mst': 0.8174433518597691, 'score': 0.8174433518597691, 'examples_seen': 533444, 'step': 6450, 'algorithm': 'mst_kruskal'}
I0716 10:24:57.334489 138429420811776 run.py:722] (val) algo mst_kruskal step 6500: {'in_mst': 0.7853803654908628, 'score': 0.7853803654908628, 'examples_seen': 537444, 'step': 6500, 'algorithm': 'mst_kruskal'}
I0716 10:25:00.758324 138429420811776 run.py:722] (val) algo mst_kruskal step 6550: {'in_mst': 0.8426294820717131, 'score': 0.8426294820717131, 'examples_seen': 541500, 'step': 6550, 'algorithm': 'mst_kruskal'}
I0716 10:25:04.082272 138429420811776 run.py:722] (val) algo mst_kruskal step 6600: {'in_mst': 0.771668219944082, 'score': 0.771668219944082, 'examples_seen': 545735, 'step': 6600, 'algorithm': 'mst_kruskal'}
I0716 10:25:07.496216 138429420811776 run.py:722] (val) algo mst_kruskal step 6650: {'in_mst': 0.779522978475858, 'score': 0.779522978475858, 'examples_seen': 549996, 'step': 6650, 'algorithm': 'mst_kruskal'}
I0716 10:25:10.750716 138429420811776 run.py:722] (val) algo mst_kruskal step 6700: {'in_mst': 0.8287551139684395, 'score': 0.8287551139684395, 'examples_seen': 554159, 'step': 6700, 'algorithm': 'mst_kruskal'}
I0716 10:25:13.891376 138429420811776 run.py:722] (val) algo mst_kruskal step 6750: {'in_mst': 0.8217213114754099, 'score': 0.8217213114754099, 'examples_seen': 558263, 'step': 6750, 'algorithm': 'mst_kruskal'}
I0716 10:25:17.173610 138429420811776 run.py:722] (val) algo mst_kruskal step 6800: {'in_mst': 0.8004168837936425, 'score': 0.8004168837936425, 'examples_seen': 562347, 'step': 6800, 'algorithm': 'mst_kruskal'}
I0716 10:25:20.435867 138429420811776 run.py:722] (val) algo mst_kruskal step 6850: {'in_mst': 0.8357924797715373, 'score': 0.8357924797715373, 'examples_seen': 566427, 'step': 6850, 'algorithm': 'mst_kruskal'}
I0716 10:25:23.742256 138429420811776 run.py:722] (val) algo mst_kruskal step 6900: {'in_mst': 0.8209414870215574, 'score': 0.8209414870215574, 'examples_seen': 570480, 'step': 6900, 'algorithm': 'mst_kruskal'}
I0716 10:25:26.994748 138429420811776 run.py:722] (val) algo mst_kruskal step 6950: {'in_mst': 0.7759412304866851, 'score': 0.7759412304866851, 'examples_seen': 574739, 'step': 6950, 'algorithm': 'mst_kruskal'}
I0716 10:25:30.354735 138429420811776 run.py:722] (val) algo mst_kruskal step 7000: {'in_mst': 0.802498798654493, 'score': 0.802498798654493, 'examples_seen': 578958, 'step': 7000, 'algorithm': 'mst_kruskal'}
I0716 10:25:33.690846 138429420811776 run.py:722] (val) algo mst_kruskal step 7050: {'in_mst': 0.8408249603384452, 'score': 0.8408249603384452, 'examples_seen': 583081, 'step': 7050, 'algorithm': 'mst_kruskal'}
I0716 10:25:36.902390 138429420811776 run.py:722] (val) algo mst_kruskal step 7100: {'in_mst': 0.8317399617590823, 'score': 0.8317399617590823, 'examples_seen': 587241, 'step': 7100, 'algorithm': 'mst_kruskal'}
I0716 10:25:40.297322 138429420811776 run.py:722] (val) algo mst_kruskal step 7150: {'in_mst': 0.8398420359806934, 'score': 0.8398420359806934, 'examples_seen': 591256, 'step': 7150, 'algorithm': 'mst_kruskal'}
I0716 10:25:43.618474 138429420811776 run.py:722] (val) algo mst_kruskal step 7200: {'in_mst': 0.8440366972477065, 'score': 0.8440366972477065, 'examples_seen': 595196, 'step': 7200, 'algorithm': 'mst_kruskal'}
I0716 10:25:47.023048 138429420811776 run.py:722] (val) algo mst_kruskal step 7250: {'in_mst': 0.7185185185185186, 'score': 0.7185185185185186, 'examples_seen': 599231, 'step': 7250, 'algorithm': 'mst_kruskal'}
I0716 10:25:50.483778 138429420811776 run.py:722] (val) algo mst_kruskal step 7300: {'in_mst': 0.8547456738332458, 'score': 0.8547456738332458, 'examples_seen': 603495, 'step': 7300, 'algorithm': 'mst_kruskal'}
I0716 10:25:53.843333 138429420811776 run.py:722] (val) algo mst_kruskal step 7350: {'in_mst': 0.8106508875739644, 'score': 0.8106508875739644, 'examples_seen': 607719, 'step': 7350, 'algorithm': 'mst_kruskal'}
I0716 10:25:57.305252 138429420811776 run.py:722] (val) algo mst_kruskal step 7400: {'in_mst': 0.8106280193236715, 'score': 0.8106280193236715, 'examples_seen': 611854, 'step': 7400, 'algorithm': 'mst_kruskal'}
I0716 10:26:00.689361 138429420811776 run.py:722] (val) algo mst_kruskal step 7450: {'in_mst': 0.773474801061008, 'score': 0.773474801061008, 'examples_seen': 615942, 'step': 7450, 'algorithm': 'mst_kruskal'}
I0716 10:26:03.945899 138429420811776 run.py:722] (val) algo mst_kruskal step 7500: {'in_mst': 0.8519362186788155, 'score': 0.8519362186788155, 'examples_seen': 620008, 'step': 7500, 'algorithm': 'mst_kruskal'}
I0716 10:26:07.380877 138429420811776 run.py:722] (val) algo mst_kruskal step 7550: {'in_mst': 0.8239171374764596, 'score': 0.8239171374764596, 'examples_seen': 623992, 'step': 7550, 'algorithm': 'mst_kruskal'}
I0716 10:26:10.753014 138429420811776 run.py:722] (val) algo mst_kruskal step 7600: {'in_mst': 0.814348036839554, 'score': 0.814348036839554, 'examples_seen': 628035, 'step': 7600, 'algorithm': 'mst_kruskal'}
I0716 10:26:14.045789 138429420811776 run.py:722] (val) algo mst_kruskal step 7650: {'in_mst': 0.7947238252267106, 'score': 0.7947238252267106, 'examples_seen': 632291, 'step': 7650, 'algorithm': 'mst_kruskal'}
I0716 10:26:17.388413 138429420811776 run.py:722] (val) algo mst_kruskal step 7700: {'in_mst': 0.8669950738916256, 'score': 0.8669950738916256, 'examples_seen': 636581, 'step': 7700, 'algorithm': 'mst_kruskal'}
I0716 10:26:20.651818 138429420811776 run.py:722] (val) algo mst_kruskal step 7750: {'in_mst': 0.848800834202294, 'score': 0.848800834202294, 'examples_seen': 640717, 'step': 7750, 'algorithm': 'mst_kruskal'}
I0716 10:26:24.019489 138429420811776 run.py:722] (val) algo mst_kruskal step 7800: {'in_mst': 0.8589743589743589, 'score': 0.8589743589743589, 'examples_seen': 644736, 'step': 7800, 'algorithm': 'mst_kruskal'}
I0716 10:26:27.233394 138429420811776 run.py:722] (val) algo mst_kruskal step 7850: {'in_mst': 0.796137339055794, 'score': 0.796137339055794, 'examples_seen': 648722, 'step': 7850, 'algorithm': 'mst_kruskal'}
I0716 10:26:30.510400 138429420811776 run.py:722] (val) algo mst_kruskal step 7900: {'in_mst': 0.8072727272727273, 'score': 0.8072727272727273, 'examples_seen': 652743, 'step': 7900, 'algorithm': 'mst_kruskal'}
I0716 10:26:33.824574 138429420811776 run.py:722] (val) algo mst_kruskal step 7950: {'in_mst': 0.8318661971830985, 'score': 0.8318661971830985, 'examples_seen': 656781, 'step': 7950, 'algorithm': 'mst_kruskal'}
I0716 10:26:37.424506 138429420811776 run.py:722] (val) algo mst_kruskal step 8000: {'in_mst': 0.8521017125064868, 'score': 0.8521017125064868, 'examples_seen': 661107, 'step': 8000, 'algorithm': 'mst_kruskal'}
I0716 10:26:40.836207 138429420811776 run.py:722] (val) algo mst_kruskal step 8050: {'in_mst': 0.8323754789272031, 'score': 0.8323754789272031, 'examples_seen': 665312, 'step': 8050, 'algorithm': 'mst_kruskal'}
I0716 10:26:44.265590 138429420811776 run.py:722] (val) algo mst_kruskal step 8100: {'in_mst': 0.8446917014371812, 'score': 0.8446917014371812, 'examples_seen': 669514, 'step': 8100, 'algorithm': 'mst_kruskal'}
I0716 10:26:47.669718 138429420811776 run.py:722] (val) algo mst_kruskal step 8150: {'in_mst': 0.840594566888775, 'score': 0.840594566888775, 'examples_seen': 673610, 'step': 8150, 'algorithm': 'mst_kruskal'}
I0716 10:26:50.953065 138429420811776 run.py:722] (val) algo mst_kruskal step 8200: {'in_mst': 0.884781269254467, 'score': 0.884781269254467, 'examples_seen': 677630, 'step': 8200, 'algorithm': 'mst_kruskal'}
I0716 10:26:54.484998 138429420811776 run.py:722] (val) algo mst_kruskal step 8250: {'in_mst': 0.8104052026013006, 'score': 0.8104052026013006, 'examples_seen': 681670, 'step': 8250, 'algorithm': 'mst_kruskal'}
I0716 10:26:57.930995 138429420811776 run.py:722] (val) algo mst_kruskal step 8300: {'in_mst': 0.8234117058529264, 'score': 0.8234117058529264, 'examples_seen': 685760, 'step': 8300, 'algorithm': 'mst_kruskal'}
I0716 10:27:01.510185 138429420811776 run.py:722] (val) algo mst_kruskal step 8350: {'in_mst': 0.7961243439644732, 'score': 0.7961243439644732, 'examples_seen': 690001, 'step': 8350, 'algorithm': 'mst_kruskal'}
I0716 10:27:04.832898 138429420811776 run.py:722] (val) algo mst_kruskal step 8400: {'in_mst': 0.7664399092970521, 'score': 0.7664399092970521, 'examples_seen': 694183, 'step': 8400, 'algorithm': 'mst_kruskal'}
I0716 10:27:08.207386 138429420811776 run.py:722] (val) algo mst_kruskal step 8450: {'in_mst': 0.8348708487084872, 'score': 0.8348708487084872, 'examples_seen': 698448, 'step': 8450, 'algorithm': 'mst_kruskal'}
I0716 10:27:11.410373 138429420811776 run.py:722] (val) algo mst_kruskal step 8500: {'in_mst': 0.857002457002457, 'score': 0.857002457002457, 'examples_seen': 702512, 'step': 8500, 'algorithm': 'mst_kruskal'}
I0716 10:27:14.726061 138429420811776 run.py:722] (val) algo mst_kruskal step 8550: {'in_mst': 0.8894736842105263, 'score': 0.8894736842105263, 'examples_seen': 706645, 'step': 8550, 'algorithm': 'mst_kruskal'}
I0716 10:27:18.077720 138429420811776 run.py:722] (val) algo mst_kruskal step 8600: {'in_mst': 0.8442367601246107, 'score': 0.8442367601246107, 'examples_seen': 710734, 'step': 8600, 'algorithm': 'mst_kruskal'}
I0716 10:27:21.390806 138429420811776 run.py:722] (val) algo mst_kruskal step 8650: {'in_mst': 0.8398760330578512, 'score': 0.8398760330578512, 'examples_seen': 714825, 'step': 8650, 'algorithm': 'mst_kruskal'}
I0716 10:27:24.760369 138429420811776 run.py:722] (val) algo mst_kruskal step 8700: {'in_mst': 0.8437333333333332, 'score': 0.8437333333333332, 'examples_seen': 719034, 'step': 8700, 'algorithm': 'mst_kruskal'}
I0716 10:27:28.060606 138429420811776 run.py:722] (val) algo mst_kruskal step 8750: {'in_mst': 0.8636594019260011, 'score': 0.8636594019260011, 'examples_seen': 723317, 'step': 8750, 'algorithm': 'mst_kruskal'}
I0716 10:27:31.377821 138429420811776 run.py:722] (val) algo mst_kruskal step 8800: {'in_mst': 0.8743016759776536, 'score': 0.8743016759776536, 'examples_seen': 727517, 'step': 8800, 'algorithm': 'mst_kruskal'}
I0716 10:27:34.647745 138429420811776 run.py:722] (val) algo mst_kruskal step 8850: {'in_mst': 0.8717201166180758, 'score': 0.8717201166180758, 'examples_seen': 731606, 'step': 8850, 'algorithm': 'mst_kruskal'}
I0716 10:27:37.853659 138429420811776 run.py:722] (val) algo mst_kruskal step 8900: {'in_mst': 0.8461219411032767, 'score': 0.8461219411032767, 'examples_seen': 735693, 'step': 8900, 'algorithm': 'mst_kruskal'}
I0716 10:27:41.246666 138429420811776 run.py:722] (val) algo mst_kruskal step 8950: {'in_mst': 0.8436018957345971, 'score': 0.8436018957345971, 'examples_seen': 739713, 'step': 8950, 'algorithm': 'mst_kruskal'}
I0716 10:27:44.664037 138429420811776 run.py:722] (val) algo mst_kruskal step 9000: {'in_mst': 0.8574218750000001, 'score': 0.8574218750000001, 'examples_seen': 743772, 'step': 9000, 'algorithm': 'mst_kruskal'}
I0716 10:27:48.062138 138429420811776 run.py:722] (val) algo mst_kruskal step 9050: {'in_mst': 0.8166409861325115, 'score': 0.8166409861325115, 'examples_seen': 748079, 'step': 9050, 'algorithm': 'mst_kruskal'}
I0716 10:27:51.414597 138429420811776 run.py:722] (val) algo mst_kruskal step 9100: {'in_mst': 0.8250559284116332, 'score': 0.8250559284116332, 'examples_seen': 752297, 'step': 9100, 'algorithm': 'mst_kruskal'}
I0716 10:27:54.939496 138429420811776 run.py:722] (val) algo mst_kruskal step 9150: {'in_mst': 0.8258011503697618, 'score': 0.8258011503697618, 'examples_seen': 756412, 'step': 9150, 'algorithm': 'mst_kruskal'}
I0716 10:27:58.347249 138429420811776 run.py:722] (val) algo mst_kruskal step 9200: {'in_mst': 0.838255977496484, 'score': 0.838255977496484, 'examples_seen': 760501, 'step': 9200, 'algorithm': 'mst_kruskal'}
I0716 10:28:01.654593 138429420811776 run.py:722] (val) algo mst_kruskal step 9250: {'in_mst': 0.8016443987667009, 'score': 0.8016443987667009, 'examples_seen': 764613, 'step': 9250, 'algorithm': 'mst_kruskal'}
I0716 10:28:04.931993 138429420811776 run.py:722] (val) algo mst_kruskal step 9300: {'in_mst': 0.8156424581005585, 'score': 0.8156424581005585, 'examples_seen': 768645, 'step': 9300, 'algorithm': 'mst_kruskal'}
I0716 10:28:08.316556 138429420811776 run.py:722] (val) algo mst_kruskal step 9350: {'in_mst': 0.8500477554918816, 'score': 0.8500477554918816, 'examples_seen': 772729, 'step': 9350, 'algorithm': 'mst_kruskal'}
I0716 10:28:11.683502 138429420811776 run.py:722] (val) algo mst_kruskal step 9400: {'in_mst': 0.8096789204281062, 'score': 0.8096789204281062, 'examples_seen': 777009, 'step': 9400, 'algorithm': 'mst_kruskal'}
I0716 10:28:15.243314 138429420811776 run.py:722] (val) algo mst_kruskal step 9450: {'in_mst': 0.8115257439773264, 'score': 0.8115257439773264, 'examples_seen': 781289, 'step': 9450, 'algorithm': 'mst_kruskal'}
I0716 10:28:18.650758 138429420811776 run.py:722] (val) algo mst_kruskal step 9500: {'in_mst': 0.8080279232111692, 'score': 0.8080279232111692, 'examples_seen': 785379, 'step': 9500, 'algorithm': 'mst_kruskal'}
I0716 10:28:22.176011 138429420811776 run.py:722] (val) algo mst_kruskal step 9550: {'in_mst': 0.7855805243445694, 'score': 0.7855805243445694, 'examples_seen': 789502, 'step': 9550, 'algorithm': 'mst_kruskal'}
I0716 10:28:25.555603 138429420811776 run.py:722] (val) algo mst_kruskal step 9600: {'in_mst': 0.8234146341463415, 'score': 0.8234146341463415, 'examples_seen': 793523, 'step': 9600, 'algorithm': 'mst_kruskal'}
I0716 10:28:29.103019 138429420811776 run.py:722] (val) algo mst_kruskal step 9650: {'in_mst': 0.8677345537757437, 'score': 0.8677345537757437, 'examples_seen': 797699, 'step': 9650, 'algorithm': 'mst_kruskal'}
I0716 10:28:32.555372 138429420811776 run.py:722] (val) algo mst_kruskal step 9700: {'in_mst': 0.8137535816618912, 'score': 0.8137535816618912, 'examples_seen': 801823, 'step': 9700, 'algorithm': 'mst_kruskal'}
I0716 10:28:36.101048 138429420811776 run.py:722] (val) algo mst_kruskal step 9750: {'in_mst': 0.7918781725888325, 'score': 0.7918781725888325, 'examples_seen': 806112, 'step': 9750, 'algorithm': 'mst_kruskal'}
I0716 10:28:39.654596 138429420811776 run.py:722] (val) algo mst_kruskal step 9800: {'in_mst': 0.7720090293453724, 'score': 0.7720090293453724, 'examples_seen': 810324, 'step': 9800, 'algorithm': 'mst_kruskal'}
I0716 10:28:42.914956 138429420811776 run.py:722] (val) algo mst_kruskal step 9850: {'in_mst': 0.8421559191530318, 'score': 0.8421559191530318, 'examples_seen': 814514, 'step': 9850, 'algorithm': 'mst_kruskal'}
I0716 10:28:46.030244 138429420811776 run.py:722] (val) algo mst_kruskal step 9900: {'in_mst': 0.7992259313014031, 'score': 0.7992259313014031, 'examples_seen': 818634, 'step': 9900, 'algorithm': 'mst_kruskal'}
I0716 10:28:49.388824 138429420811776 run.py:722] (val) algo mst_kruskal step 9950: {'in_mst': 0.853028798411122, 'score': 0.853028798411122, 'examples_seen': 822740, 'step': 9950, 'algorithm': 'mst_kruskal'}
I0716 10:28:52.438977 138429420811776 run.py:752] Restoring best model from checkpoint...
I0716 10:29:03.184336 138429420811776 run.py:767] (test) algo mst_kruskal : {'in_mst': 0.8095292899067787, 'score': 0.8095292899067787, 'examples_seen': 826765, 'step': 10000, 'algorithm': 'mst_kruskal'}
I0716 10:29:03.184458 138429420811776 run.py:769] Done!
