I0716 06:31:53.923326 125155326850560 run.py:722] (val) algo activity_selector step 0: {'selected': 0.18060200668896323, 'score': 0.18060200668896323, 'examples_seen': 64, 'step': 0, 'algorithm': 'activity_selector'}
I0716 06:35:15.272066 125155326850560 run.py:722] (val) algo activity_selector step 6600: {'selected': 0.9681050656660414, 'score': 0.9681050656660414, 'examples_seen': 262800, 'step': 6600, 'algorithm': 'activity_selector'}
I0716 06:35:16.291229 125155326850560 run.py:722] (val) algo activity_selector step 6650: {'selected': 0.9465346534653465, 'score': 0.9465346534653465, 'examples_seen': 264832, 'step': 6650, 'algorithm': 'activity_selector'}
I0716 06:35:17.304537 125155326850560 run.py:722] (val) algo activity_selector step 6700: {'selected': 0.9593495934959351, 'score': 0.9593495934959351, 'examples_seen': 266800, 'step': 6700, 'algorithm': 'activity_selector'}
I0716 06:35:18.321722 125155326850560 run.py:722] (val) algo activity_selector step 6750: {'selected': 0.9766606822262119, 'score': 0.9766606822262119, 'examples_seen': 268800, 'step': 6750, 'algorithm': 'activity_selector'}
I0716 06:35:19.335613 125155326850560 run.py:722] (val) algo activity_selector step 6800: {'selected': 0.9512670565302144, 'score': 0.9512670565302144, 'examples_seen': 270752, 'step': 6800, 'algorithm': 'activity_selector'}
I0716 06:35:20.364286 125155326850560 run.py:722] (val) algo activity_selector step 6850: {'selected': 0.9683794466403162, 'score': 0.9683794466403162, 'examples_seen': 272736, 'step': 6850, 'algorithm': 'activity_selector'}
I0716 06:35:21.379039 125155326850560 run.py:722] (val) algo activity_selector step 6900: {'selected': 0.9520153550863724, 'score': 0.9520153550863724, 'examples_seen': 274720, 'step': 6900, 'algorithm': 'activity_selector'}
I0716 06:35:22.420536 125155326850560 run.py:722] (val) algo activity_selector step 6950: {'selected': 0.9681050656660413, 'score': 0.9681050656660413, 'examples_seen': 276736, 'step': 6950, 'algorithm': 'activity_selector'}
I0716 06:35:23.461574 125155326850560 run.py:722] (val) algo activity_selector step 7000: {'selected': 0.9576923076923077, 'score': 0.9576923076923077, 'examples_seen': 278768, 'step': 7000, 'algorithm': 'activity_selector'}
I0716 06:35:24.481117 125155326850560 run.py:722] (val) algo activity_selector step 7050: {'selected': 0.97165991902834, 'score': 0.97165991902834, 'examples_seen': 280752, 'step': 7050, 'algorithm': 'activity_selector'}
I0716 06:35:25.510929 125155326850560 run.py:722] (val) algo activity_selector step 7100: {'selected': 0.9609375, 'score': 0.9609375, 'examples_seen': 282736, 'step': 7100, 'algorithm': 'activity_selector'}
I0716 06:35:26.515767 125155326850560 run.py:722] (val) algo activity_selector step 7150: {'selected': 0.9722222222222222, 'score': 0.9722222222222222, 'examples_seen': 284720, 'step': 7150, 'algorithm': 'activity_selector'}
I0716 06:35:27.556867 125155326850560 run.py:722] (val) algo activity_selector step 7200: {'selected': 0.9596928982725527, 'score': 0.9596928982725527, 'examples_seen': 286672, 'step': 7200, 'algorithm': 'activity_selector'}
I0716 06:35:28.592804 125155326850560 run.py:722] (val) algo activity_selector step 7250: {'selected': 0.9831144465290806, 'score': 0.9831144465290806, 'examples_seen': 288640, 'step': 7250, 'algorithm': 'activity_selector'}
I0716 06:35:29.633560 125155326850560 run.py:722] (val) algo activity_selector step 7300: {'selected': 0.9500924214417745, 'score': 0.9500924214417745, 'examples_seen': 290688, 'step': 7300, 'algorithm': 'activity_selector'}
I0716 06:35:30.672183 125155326850560 run.py:722] (val) algo activity_selector step 7350: {'selected': 0.9585798816568047, 'score': 0.9585798816568047, 'examples_seen': 292688, 'step': 7350, 'algorithm': 'activity_selector'}
I0716 06:35:31.689396 125155326850560 run.py:722] (val) algo activity_selector step 7400: {'selected': 0.9674796747967479, 'score': 0.9674796747967479, 'examples_seen': 294688, 'step': 7400, 'algorithm': 'activity_selector'}
I0716 06:35:32.720786 125155326850560 run.py:722] (val) algo activity_selector step 7450: {'selected': 0.9685039370078741, 'score': 0.9685039370078741, 'examples_seen': 296672, 'step': 7450, 'algorithm': 'activity_selector'}
I0716 06:35:33.747084 125155326850560 run.py:722] (val) algo activity_selector step 7500: {'selected': 0.9844961240310077, 'score': 0.9844961240310077, 'examples_seen': 298624, 'step': 7500, 'algorithm': 'activity_selector'}
I0716 06:35:34.774012 125155326850560 run.py:722] (val) algo activity_selector step 7550: {'selected': 0.9774127310061602, 'score': 0.9774127310061602, 'examples_seen': 300624, 'step': 7550, 'algorithm': 'activity_selector'}
I0716 06:35:35.811104 125155326850560 run.py:722] (val) algo activity_selector step 7600: {'selected': 0.9361702127659575, 'score': 0.9361702127659575, 'examples_seen': 302576, 'step': 7600, 'algorithm': 'activity_selector'}
I0716 06:35:36.838646 125155326850560 run.py:722] (val) algo activity_selector step 7650: {'selected': 0.9939393939393938, 'score': 0.9939393939393938, 'examples_seen': 304608, 'step': 7650, 'algorithm': 'activity_selector'}
I0716 06:35:37.887398 125155326850560 run.py:722] (val) algo activity_selector step 7700: {'selected': 0.973630831643002, 'score': 0.973630831643002, 'examples_seen': 306640, 'step': 7700, 'algorithm': 'activity_selector'}
I0716 06:35:38.909293 125155326850560 run.py:722] (val) algo activity_selector step 7750: {'selected': 0.9770114942528735, 'score': 0.9770114942528735, 'examples_seen': 308608, 'step': 7750, 'algorithm': 'activity_selector'}
I0716 06:35:39.919866 125155326850560 run.py:722] (val) algo activity_selector step 7800: {'selected': 0.930327868852459, 'score': 0.930327868852459, 'examples_seen': 310608, 'step': 7800, 'algorithm': 'activity_selector'}
I0716 06:35:40.930037 125155326850560 run.py:722] (val) algo activity_selector step 7850: {'selected': 0.9728682170542636, 'score': 0.9728682170542636, 'examples_seen': 312576, 'step': 7850, 'algorithm': 'activity_selector'}
I0716 06:35:41.944680 125155326850560 run.py:722] (val) algo activity_selector step 7900: {'selected': 0.9563492063492063, 'score': 0.9563492063492063, 'examples_seen': 314528, 'step': 7900, 'algorithm': 'activity_selector'}
I0716 06:35:42.960725 125155326850560 run.py:722] (val) algo activity_selector step 7950: {'selected': 0.9694793536804308, 'score': 0.9694793536804308, 'examples_seen': 316528, 'step': 7950, 'algorithm': 'activity_selector'}
I0716 06:35:43.991362 125155326850560 run.py:722] (val) algo activity_selector step 8000: {'selected': 0.9715370018975333, 'score': 0.9715370018975333, 'examples_seen': 318528, 'step': 8000, 'algorithm': 'activity_selector'}
I0716 06:35:45.023447 125155326850560 run.py:722] (val) algo activity_selector step 8050: {'selected': 0.934131736526946, 'score': 0.934131736526946, 'examples_seen': 320560, 'step': 8050, 'algorithm': 'activity_selector'}
I0716 06:35:46.037619 125155326850560 run.py:722] (val) algo activity_selector step 8100: {'selected': 0.9771863117870724, 'score': 0.9771863117870724, 'examples_seen': 322544, 'step': 8100, 'algorithm': 'activity_selector'}
I0716 06:35:47.074020 125155326850560 run.py:722] (val) algo activity_selector step 8150: {'selected': 0.9681050656660413, 'score': 0.9681050656660413, 'examples_seen': 324528, 'step': 8150, 'algorithm': 'activity_selector'}
I0716 06:35:48.091595 125155326850560 run.py:722] (val) algo activity_selector step 8200: {'selected': 0.96484375, 'score': 0.96484375, 'examples_seen': 326528, 'step': 8200, 'algorithm': 'activity_selector'}
I0716 06:35:49.120900 125155326850560 run.py:722] (val) algo activity_selector step 8250: {'selected': 0.9366602687140115, 'score': 0.9366602687140115, 'examples_seen': 328464, 'step': 8250, 'algorithm': 'activity_selector'}
I0716 06:35:50.156897 125155326850560 run.py:722] (val) algo activity_selector step 8300: {'selected': 0.9689922480620156, 'score': 0.9689922480620156, 'examples_seen': 330432, 'step': 8300, 'algorithm': 'activity_selector'}
I0716 06:35:51.185148 125155326850560 run.py:722] (val) algo activity_selector step 8350: {'selected': 0.9310344827586207, 'score': 0.9310344827586207, 'examples_seen': 332480, 'step': 8350, 'algorithm': 'activity_selector'}
I0716 06:35:52.221159 125155326850560 run.py:722] (val) algo activity_selector step 8400: {'selected': 0.9551656920077972, 'score': 0.9551656920077972, 'examples_seen': 334480, 'step': 8400, 'algorithm': 'activity_selector'}
I0716 06:35:53.235984 125155326850560 run.py:722] (val) algo activity_selector step 8450: {'selected': 0.98, 'score': 0.98, 'examples_seen': 336480, 'step': 8450, 'algorithm': 'activity_selector'}
I0716 06:35:54.274314 125155326850560 run.py:722] (val) algo activity_selector step 8500: {'selected': 0.9688715953307394, 'score': 0.9688715953307394, 'examples_seen': 338464, 'step': 8500, 'algorithm': 'activity_selector'}
I0716 06:35:55.306201 125155326850560 run.py:722] (val) algo activity_selector step 8550: {'selected': 0.9818181818181818, 'score': 0.9818181818181818, 'examples_seen': 340432, 'step': 8550, 'algorithm': 'activity_selector'}
I0716 06:35:56.315185 125155326850560 run.py:722] (val) algo activity_selector step 8600: {'selected': 0.967741935483871, 'score': 0.967741935483871, 'examples_seen': 342416, 'step': 8600, 'algorithm': 'activity_selector'}
I0716 06:35:57.348885 125155326850560 run.py:722] (val) algo activity_selector step 8650: {'selected': 0.9540918163672655, 'score': 0.9540918163672655, 'examples_seen': 344368, 'step': 8650, 'algorithm': 'activity_selector'}
I0716 06:35:58.371271 125155326850560 run.py:722] (val) algo activity_selector step 8700: {'selected': 0.9651162790697674, 'score': 0.9651162790697674, 'examples_seen': 346400, 'step': 8700, 'algorithm': 'activity_selector'}
I0716 06:35:59.409594 125155326850560 run.py:722] (val) algo activity_selector step 8750: {'selected': 0.9808429118773947, 'score': 0.9808429118773947, 'examples_seen': 348432, 'step': 8750, 'algorithm': 'activity_selector'}
I0716 06:36:00.437157 125155326850560 run.py:722] (val) algo activity_selector step 8800: {'selected': 0.984, 'score': 0.984, 'examples_seen': 350416, 'step': 8800, 'algorithm': 'activity_selector'}
I0716 06:36:01.457392 125155326850560 run.py:722] (val) algo activity_selector step 8850: {'selected': 0.9383177570093457, 'score': 0.9383177570093457, 'examples_seen': 352400, 'step': 8850, 'algorithm': 'activity_selector'}
I0716 06:36:02.498220 125155326850560 run.py:722] (val) algo activity_selector step 8900: {'selected': 0.9534883720930232, 'score': 0.9534883720930232, 'examples_seen': 354368, 'step': 8900, 'algorithm': 'activity_selector'}
I0716 06:36:03.524340 125155326850560 run.py:722] (val) algo activity_selector step 8950: {'selected': 0.9748549323017408, 'score': 0.9748549323017408, 'examples_seen': 356320, 'step': 8950, 'algorithm': 'activity_selector'}
I0716 06:36:04.570868 125155326850560 run.py:722] (val) algo activity_selector step 9000: {'selected': 0.974459724950884, 'score': 0.974459724950884, 'examples_seen': 358320, 'step': 9000, 'algorithm': 'activity_selector'}
I0716 06:36:05.616347 125155326850560 run.py:722] (val) algo activity_selector step 9050: {'selected': 0.9769230769230769, 'score': 0.9769230769230769, 'examples_seen': 360320, 'step': 9050, 'algorithm': 'activity_selector'}
I0716 06:36:06.660862 125155326850560 run.py:722] (val) algo activity_selector step 9100: {'selected': 0.9775967413441955, 'score': 0.9775967413441955, 'examples_seen': 362352, 'step': 9100, 'algorithm': 'activity_selector'}
I0716 06:36:07.692022 125155326850560 run.py:722] (val) algo activity_selector step 9150: {'selected': 0.9215686274509804, 'score': 0.9215686274509804, 'examples_seen': 364352, 'step': 9150, 'algorithm': 'activity_selector'}
I0716 06:36:08.723883 125155326850560 run.py:722] (val) algo activity_selector step 9200: {'selected': 0.984313725490196, 'score': 0.984313725490196, 'examples_seen': 366320, 'step': 9200, 'algorithm': 'activity_selector'}
I0716 06:36:09.758856 125155326850560 run.py:722] (val) algo activity_selector step 9250: {'selected': 0.9860279441117764, 'score': 0.9860279441117764, 'examples_seen': 368320, 'step': 9250, 'algorithm': 'activity_selector'}
I0716 06:36:10.772982 125155326850560 run.py:722] (val) algo activity_selector step 9300: {'selected': 0.9618320610687024, 'score': 0.9618320610687024, 'examples_seen': 370272, 'step': 9300, 'algorithm': 'activity_selector'}
I0716 06:36:11.791818 125155326850560 run.py:722] (val) algo activity_selector step 9350: {'selected': 0.9715370018975333, 'score': 0.9715370018975333, 'examples_seen': 372240, 'step': 9350, 'algorithm': 'activity_selector'}
I0716 06:36:12.846839 125155326850560 run.py:722] (val) algo activity_selector step 9400: {'selected': 0.9370078740157479, 'score': 0.9370078740157479, 'examples_seen': 374288, 'step': 9400, 'algorithm': 'activity_selector'}
I0716 06:36:13.889186 125155326850560 run.py:722] (val) algo activity_selector step 9450: {'selected': 0.935672514619883, 'score': 0.935672514619883, 'examples_seen': 376288, 'step': 9450, 'algorithm': 'activity_selector'}
I0716 06:36:14.921924 125155326850560 run.py:722] (val) algo activity_selector step 9500: {'selected': 0.9810606060606061, 'score': 0.9810606060606061, 'examples_seen': 378304, 'step': 9500, 'algorithm': 'activity_selector'}
I0716 06:36:15.935132 125155326850560 run.py:722] (val) algo activity_selector step 9550: {'selected': 0.9636711281070747, 'score': 0.9636711281070747, 'examples_seen': 380272, 'step': 9550, 'algorithm': 'activity_selector'}
I0716 06:36:16.963086 125155326850560 run.py:722] (val) algo activity_selector step 9600: {'selected': 0.9749518304431599, 'score': 0.9749518304431599, 'examples_seen': 382240, 'step': 9600, 'algorithm': 'activity_selector'}
I0716 06:36:17.974929 125155326850560 run.py:722] (val) algo activity_selector step 9650: {'selected': 0.9732824427480916, 'score': 0.9732824427480916, 'examples_seen': 384224, 'step': 9650, 'algorithm': 'activity_selector'}
I0716 06:36:19.009694 125155326850560 run.py:722] (val) algo activity_selector step 9700: {'selected': 0.972, 'score': 0.972, 'examples_seen': 386176, 'step': 9700, 'algorithm': 'activity_selector'}
I0716 06:36:20.033634 125155326850560 run.py:722] (val) algo activity_selector step 9750: {'selected': 0.9616858237547893, 'score': 0.9616858237547893, 'examples_seen': 388224, 'step': 9750, 'algorithm': 'activity_selector'}
I0716 06:36:21.059355 125155326850560 run.py:722] (val) algo activity_selector step 9800: {'selected': 0.9810606060606061, 'score': 0.9810606060606061, 'examples_seen': 390240, 'step': 9800, 'algorithm': 'activity_selector'}
I0716 06:36:22.091619 125155326850560 run.py:722] (val) algo activity_selector step 9850: {'selected': 0.9901380670611438, 'score': 0.9901380670611438, 'examples_seen': 392224, 'step': 9850, 'algorithm': 'activity_selector'}
I0716 06:36:23.098872 125155326850560 run.py:722] (val) algo activity_selector step 9900: {'selected': 0.9568627450980393, 'score': 0.9568627450980393, 'examples_seen': 394208, 'step': 9900, 'algorithm': 'activity_selector'}
I0716 06:36:24.129768 125155326850560 run.py:722] (val) algo activity_selector step 9950: {'selected': 0.9603174603174602, 'score': 0.9603174603174602, 'examples_seen': 396176, 'step': 9950, 'algorithm': 'activity_selector'}
