I0716 08:05:20.132418 140312253715968 run.py:722] (val) algo dijkstra step 0: {'pi': 0.4375, 'score': 0.4375, 'examples_seen': 84, 'step': 0, 'algorithm': 'dijkstra'}
I0716 08:11:17.428085 140312253715968 run.py:722] (val) algo dijkstra step 6900: {'pi': 0.9912109375, 'score': 0.9912109375, 'examples_seen': 389507, 'step': 6900, 'algorithm': 'dijkstra'}
I0716 08:11:19.543701 140312253715968 run.py:722] (val) algo dijkstra step 6950: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 392435, 'step': 6950, 'algorithm': 'dijkstra'}
I0716 08:11:21.435023 140312253715968 run.py:722] (val) algo dijkstra step 7000: {'pi': 0.986328125, 'score': 0.986328125, 'examples_seen': 395323, 'step': 7000, 'algorithm': 'dijkstra'}
I0716 08:11:23.265176 140312253715968 run.py:722] (val) algo dijkstra step 7050: {'pi': 0.9873046875, 'score': 0.9873046875, 'examples_seen': 398132, 'step': 7050, 'algorithm': 'dijkstra'}
I0716 08:11:25.167059 140312253715968 run.py:722] (val) algo dijkstra step 7100: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 400911, 'step': 7100, 'algorithm': 'dijkstra'}
I0716 08:11:27.047868 140312253715968 run.py:722] (val) algo dijkstra step 7150: {'pi': 0.986328125, 'score': 0.986328125, 'examples_seen': 403707, 'step': 7150, 'algorithm': 'dijkstra'}
I0716 08:11:28.885859 140312253715968 run.py:722] (val) algo dijkstra step 7200: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 406508, 'step': 7200, 'algorithm': 'dijkstra'}
I0716 08:11:30.814763 140312253715968 run.py:722] (val) algo dijkstra step 7250: {'pi': 0.9931640625, 'score': 0.9931640625, 'examples_seen': 409318, 'step': 7250, 'algorithm': 'dijkstra'}
I0716 08:11:32.740608 140312253715968 run.py:722] (val) algo dijkstra step 7300: {'pi': 0.98046875, 'score': 0.98046875, 'examples_seen': 412205, 'step': 7300, 'algorithm': 'dijkstra'}
I0716 08:11:34.687285 140312253715968 run.py:722] (val) algo dijkstra step 7350: {'pi': 0.9931640625, 'score': 0.9931640625, 'examples_seen': 415058, 'step': 7350, 'algorithm': 'dijkstra'}
I0716 08:11:36.568441 140312253715968 run.py:722] (val) algo dijkstra step 7400: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 417912, 'step': 7400, 'algorithm': 'dijkstra'}
I0716 08:11:38.433656 140312253715968 run.py:722] (val) algo dijkstra step 7450: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 420715, 'step': 7450, 'algorithm': 'dijkstra'}
I0716 08:11:40.356347 140312253715968 run.py:722] (val) algo dijkstra step 7500: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 423528, 'step': 7500, 'algorithm': 'dijkstra'}
I0716 08:11:42.278453 140312253715968 run.py:722] (val) algo dijkstra step 7550: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 426306, 'step': 7550, 'algorithm': 'dijkstra'}
I0716 08:11:44.134226 140312253715968 run.py:722] (val) algo dijkstra step 7600: {'pi': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 429096, 'step': 7600, 'algorithm': 'dijkstra'}
I0716 08:11:46.048991 140312253715968 run.py:722] (val) algo dijkstra step 7650: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 431991, 'step': 7650, 'algorithm': 'dijkstra'}
I0716 08:11:47.984968 140312253715968 run.py:722] (val) algo dijkstra step 7700: {'pi': 0.9873046875, 'score': 0.9873046875, 'examples_seen': 434881, 'step': 7700, 'algorithm': 'dijkstra'}
I0716 08:11:49.817662 140312253715968 run.py:722] (val) algo dijkstra step 7750: {'pi': 0.990234375, 'score': 0.990234375, 'examples_seen': 437695, 'step': 7750, 'algorithm': 'dijkstra'}
I0716 08:11:51.667673 140312253715968 run.py:722] (val) algo dijkstra step 7800: {'pi': 0.98828125, 'score': 0.98828125, 'examples_seen': 440510, 'step': 7800, 'algorithm': 'dijkstra'}
I0716 08:11:53.537286 140312253715968 run.py:722] (val) algo dijkstra step 7850: {'pi': 0.990234375, 'score': 0.990234375, 'examples_seen': 443292, 'step': 7850, 'algorithm': 'dijkstra'}
I0716 08:11:55.400082 140312253715968 run.py:722] (val) algo dijkstra step 7900: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 446072, 'step': 7900, 'algorithm': 'dijkstra'}
I0716 08:11:57.334294 140312253715968 run.py:722] (val) algo dijkstra step 7950: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 448868, 'step': 7950, 'algorithm': 'dijkstra'}
I0716 08:11:59.226749 140312253715968 run.py:722] (val) algo dijkstra step 8000: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 451752, 'step': 8000, 'algorithm': 'dijkstra'}
I0716 08:12:01.144997 140312253715968 run.py:722] (val) algo dijkstra step 8050: {'pi': 0.98046875, 'score': 0.98046875, 'examples_seen': 454601, 'step': 8050, 'algorithm': 'dijkstra'}
I0716 08:12:02.995668 140312253715968 run.py:722] (val) algo dijkstra step 8100: {'pi': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 457450, 'step': 8100, 'algorithm': 'dijkstra'}
I0716 08:12:04.879335 140312253715968 run.py:722] (val) algo dijkstra step 8150: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 460254, 'step': 8150, 'algorithm': 'dijkstra'}
I0716 08:12:06.743853 140312253715968 run.py:722] (val) algo dijkstra step 8200: {'pi': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 463060, 'step': 8200, 'algorithm': 'dijkstra'}
I0716 08:12:08.633013 140312253715968 run.py:722] (val) algo dijkstra step 8250: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 465871, 'step': 8250, 'algorithm': 'dijkstra'}
I0716 08:12:10.590060 140312253715968 run.py:722] (val) algo dijkstra step 8300: {'pi': 0.9921875, 'score': 0.9921875, 'examples_seen': 468672, 'step': 8300, 'algorithm': 'dijkstra'}
I0716 08:12:12.497859 140312253715968 run.py:722] (val) algo dijkstra step 8350: {'pi': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 471526, 'step': 8350, 'algorithm': 'dijkstra'}
I0716 08:12:14.468550 140312253715968 run.py:722] (val) algo dijkstra step 8400: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 474409, 'step': 8400, 'algorithm': 'dijkstra'}
I0716 08:12:16.385908 140312253715968 run.py:722] (val) algo dijkstra step 8450: {'pi': 0.98046875, 'score': 0.98046875, 'examples_seen': 477268, 'step': 8450, 'algorithm': 'dijkstra'}
I0716 08:12:18.304102 140312253715968 run.py:722] (val) algo dijkstra step 8500: {'pi': 0.990234375, 'score': 0.990234375, 'examples_seen': 480081, 'step': 8500, 'algorithm': 'dijkstra'}
I0716 08:12:20.232751 140312253715968 run.py:722] (val) algo dijkstra step 8550: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 482868, 'step': 8550, 'algorithm': 'dijkstra'}
I0716 08:12:22.092922 140312253715968 run.py:722] (val) algo dijkstra step 8600: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 485664, 'step': 8600, 'algorithm': 'dijkstra'}
I0716 08:12:23.954701 140312253715968 run.py:722] (val) algo dijkstra step 8650: {'pi': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 488441, 'step': 8650, 'algorithm': 'dijkstra'}
I0716 08:12:25.835222 140312253715968 run.py:722] (val) algo dijkstra step 8700: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 491333, 'step': 8700, 'algorithm': 'dijkstra'}
I0716 08:12:27.704759 140312253715968 run.py:722] (val) algo dijkstra step 8750: {'pi': 0.990234375, 'score': 0.990234375, 'examples_seen': 494213, 'step': 8750, 'algorithm': 'dijkstra'}
I0716 08:12:29.567274 140312253715968 run.py:722] (val) algo dijkstra step 8800: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 497025, 'step': 8800, 'algorithm': 'dijkstra'}
I0716 08:12:31.468940 140312253715968 run.py:722] (val) algo dijkstra step 8850: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 499850, 'step': 8850, 'algorithm': 'dijkstra'}
I0716 08:12:33.335513 140312253715968 run.py:722] (val) algo dijkstra step 8900: {'pi': 0.9921875, 'score': 0.9921875, 'examples_seen': 502637, 'step': 8900, 'algorithm': 'dijkstra'}
I0716 08:12:35.178618 140312253715968 run.py:722] (val) algo dijkstra step 8950: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 505392, 'step': 8950, 'algorithm': 'dijkstra'}
I0716 08:12:37.098241 140312253715968 run.py:722] (val) algo dijkstra step 9000: {'pi': 0.9921875, 'score': 0.9921875, 'examples_seen': 508139, 'step': 9000, 'algorithm': 'dijkstra'}
I0716 08:12:39.056811 140312253715968 run.py:722] (val) algo dijkstra step 9050: {'pi': 0.990234375, 'score': 0.990234375, 'examples_seen': 511068, 'step': 9050, 'algorithm': 'dijkstra'}
I0716 08:12:40.980032 140312253715968 run.py:722] (val) algo dijkstra step 9100: {'pi': 0.984375, 'score': 0.984375, 'examples_seen': 513951, 'step': 9100, 'algorithm': 'dijkstra'}
I0716 08:12:42.861027 140312253715968 run.py:722] (val) algo dijkstra step 9150: {'pi': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 516763, 'step': 9150, 'algorithm': 'dijkstra'}
I0716 08:12:44.767651 140312253715968 run.py:722] (val) algo dijkstra step 9200: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 519585, 'step': 9200, 'algorithm': 'dijkstra'}
I0716 08:12:46.655290 140312253715968 run.py:722] (val) algo dijkstra step 9250: {'pi': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 522382, 'step': 9250, 'algorithm': 'dijkstra'}
I0716 08:12:48.513236 140312253715968 run.py:722] (val) algo dijkstra step 9300: {'pi': 0.984375, 'score': 0.984375, 'examples_seen': 525200, 'step': 9300, 'algorithm': 'dijkstra'}
I0716 08:12:50.440850 140312253715968 run.py:722] (val) algo dijkstra step 9350: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 527972, 'step': 9350, 'algorithm': 'dijkstra'}
I0716 08:12:52.378438 140312253715968 run.py:722] (val) algo dijkstra step 9400: {'pi': 0.9912109375, 'score': 0.9912109375, 'examples_seen': 530840, 'step': 9400, 'algorithm': 'dijkstra'}
I0716 08:12:54.267902 140312253715968 run.py:722] (val) algo dijkstra step 9450: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 533704, 'step': 9450, 'algorithm': 'dijkstra'}
I0716 08:12:56.163201 140312253715968 run.py:722] (val) algo dijkstra step 9500: {'pi': 0.994140625, 'score': 0.994140625, 'examples_seen': 536567, 'step': 9500, 'algorithm': 'dijkstra'}
I0716 08:12:58.042949 140312253715968 run.py:722] (val) algo dijkstra step 9550: {'pi': 0.986328125, 'score': 0.986328125, 'examples_seen': 539410, 'step': 9550, 'algorithm': 'dijkstra'}
I0716 08:12:59.965153 140312253715968 run.py:722] (val) algo dijkstra step 9600: {'pi': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 542217, 'step': 9600, 'algorithm': 'dijkstra'}
I0716 08:13:01.840774 140312253715968 run.py:722] (val) algo dijkstra step 9650: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 545004, 'step': 9650, 'algorithm': 'dijkstra'}
I0716 08:13:03.762232 140312253715968 run.py:722] (val) algo dijkstra step 9700: {'pi': 0.9912109375, 'score': 0.9912109375, 'examples_seen': 547822, 'step': 9700, 'algorithm': 'dijkstra'}
I0716 08:13:05.601119 140312253715968 run.py:722] (val) algo dijkstra step 9750: {'pi': 0.9931640625, 'score': 0.9931640625, 'examples_seen': 550670, 'step': 9750, 'algorithm': 'dijkstra'}
I0716 08:13:07.455972 140312253715968 run.py:722] (val) algo dijkstra step 9800: {'pi': 0.986328125, 'score': 0.986328125, 'examples_seen': 553548, 'step': 9800, 'algorithm': 'dijkstra'}
I0716 08:13:09.363449 140312253715968 run.py:722] (val) algo dijkstra step 9850: {'pi': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 556410, 'step': 9850, 'algorithm': 'dijkstra'}
I0716 08:13:11.231988 140312253715968 run.py:722] (val) algo dijkstra step 9900: {'pi': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 559220, 'step': 9900, 'algorithm': 'dijkstra'}
I0716 08:13:13.076822 140312253715968 run.py:722] (val) algo dijkstra step 9950: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 561977, 'step': 9950, 'algorithm': 'dijkstra'}
