I0716 10:07:28.947261 130024657290752 run.py:722] (val) algo minimum step 0: {'min': 0.09033203125, 'score': 0.09033203125, 'examples_seen': 80, 'step': 0, 'algorithm': 'minimum'}
I0716 10:12:39.113989 130024657290752 run.py:722] (val) algo minimum step 7200: {'min': 0.989501953125, 'score': 0.989501953125, 'examples_seen': 370368, 'step': 7200, 'algorithm': 'minimum'}
I0716 10:12:40.825717 130024657290752 run.py:722] (val) algo minimum step 7250: {'min': 0.983642578125, 'score': 0.983642578125, 'examples_seen': 372896, 'step': 7250, 'algorithm': 'minimum'}
I0716 10:12:42.549614 130024657290752 run.py:722] (val) algo minimum step 7300: {'min': 0.96728515625, 'score': 0.96728515625, 'examples_seen': 375536, 'step': 7300, 'algorithm': 'minimum'}
I0716 10:12:44.277058 130024657290752 run.py:722] (val) algo minimum step 7350: {'min': 0.978515625, 'score': 0.978515625, 'examples_seen': 378144, 'step': 7350, 'algorithm': 'minimum'}
I0716 10:12:45.989267 130024657290752 run.py:722] (val) algo minimum step 7400: {'min': 0.95556640625, 'score': 0.95556640625, 'examples_seen': 380720, 'step': 7400, 'algorithm': 'minimum'}
I0716 10:12:47.700756 130024657290752 run.py:722] (val) algo minimum step 7450: {'min': 0.984375, 'score': 0.984375, 'examples_seen': 383280, 'step': 7450, 'algorithm': 'minimum'}
I0716 10:12:49.411413 130024657290752 run.py:722] (val) algo minimum step 7500: {'min': 0.949951171875, 'score': 0.949951171875, 'examples_seen': 385808, 'step': 7500, 'algorithm': 'minimum'}
I0716 10:12:51.121452 130024657290752 run.py:722] (val) algo minimum step 7550: {'min': 0.97900390625, 'score': 0.97900390625, 'examples_seen': 388368, 'step': 7550, 'algorithm': 'minimum'}
I0716 10:12:52.846153 130024657290752 run.py:722] (val) algo minimum step 7600: {'min': 0.953125, 'score': 0.953125, 'examples_seen': 390896, 'step': 7600, 'algorithm': 'minimum'}
I0716 10:12:54.573410 130024657290752 run.py:722] (val) algo minimum step 7650: {'min': 0.969482421875, 'score': 0.969482421875, 'examples_seen': 393536, 'step': 7650, 'algorithm': 'minimum'}
I0716 10:12:56.300415 130024657290752 run.py:722] (val) algo minimum step 7700: {'min': 0.950927734375, 'score': 0.950927734375, 'examples_seen': 396160, 'step': 7700, 'algorithm': 'minimum'}
I0716 10:12:58.007786 130024657290752 run.py:722] (val) algo minimum step 7750: {'min': 0.974853515625, 'score': 0.974853515625, 'examples_seen': 398704, 'step': 7750, 'algorithm': 'minimum'}
I0716 10:12:59.727576 130024657290752 run.py:722] (val) algo minimum step 7800: {'min': 0.94384765625, 'score': 0.94384765625, 'examples_seen': 401280, 'step': 7800, 'algorithm': 'minimum'}
I0716 10:13:01.432893 130024657290752 run.py:722] (val) algo minimum step 7850: {'min': 0.964111328125, 'score': 0.964111328125, 'examples_seen': 403808, 'step': 7850, 'algorithm': 'minimum'}
I0716 10:13:03.129905 130024657290752 run.py:722] (val) algo minimum step 7900: {'min': 0.978759765625, 'score': 0.978759765625, 'examples_seen': 406352, 'step': 7900, 'algorithm': 'minimum'}
I0716 10:13:04.847500 130024657290752 run.py:722] (val) algo minimum step 7950: {'min': 0.98388671875, 'score': 0.98388671875, 'examples_seen': 408896, 'step': 7950, 'algorithm': 'minimum'}
I0716 10:13:06.569156 130024657290752 run.py:722] (val) algo minimum step 8000: {'min': 0.962890625, 'score': 0.962890625, 'examples_seen': 411552, 'step': 8000, 'algorithm': 'minimum'}
I0716 10:13:08.303639 130024657290752 run.py:722] (val) algo minimum step 8050: {'min': 0.974365234375, 'score': 0.974365234375, 'examples_seen': 414160, 'step': 8050, 'algorithm': 'minimum'}
I0716 10:13:10.014842 130024657290752 run.py:722] (val) algo minimum step 8100: {'min': 0.97216796875, 'score': 0.97216796875, 'examples_seen': 416720, 'step': 8100, 'algorithm': 'minimum'}
I0716 10:13:11.726424 130024657290752 run.py:722] (val) algo minimum step 8150: {'min': 0.98046875, 'score': 0.98046875, 'examples_seen': 419280, 'step': 8150, 'algorithm': 'minimum'}
I0716 10:13:13.440351 130024657290752 run.py:722] (val) algo minimum step 8200: {'min': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 421840, 'step': 8200, 'algorithm': 'minimum'}
I0716 10:13:15.152667 130024657290752 run.py:722] (val) algo minimum step 8250: {'min': 0.988525390625, 'score': 0.988525390625, 'examples_seen': 424384, 'step': 8250, 'algorithm': 'minimum'}
I0716 10:13:16.853648 130024657290752 run.py:722] (val) algo minimum step 8300: {'min': 0.97802734375, 'score': 0.97802734375, 'examples_seen': 426896, 'step': 8300, 'algorithm': 'minimum'}
I0716 10:13:18.582581 130024657290752 run.py:722] (val) algo minimum step 8350: {'min': 0.97509765625, 'score': 0.97509765625, 'examples_seen': 429552, 'step': 8350, 'algorithm': 'minimum'}
I0716 10:13:20.302891 130024657290752 run.py:722] (val) algo minimum step 8400: {'min': 0.973876953125, 'score': 0.973876953125, 'examples_seen': 432160, 'step': 8400, 'algorithm': 'minimum'}
I0716 10:13:22.019357 130024657290752 run.py:722] (val) algo minimum step 8450: {'min': 0.988037109375, 'score': 0.988037109375, 'examples_seen': 434736, 'step': 8450, 'algorithm': 'minimum'}
I0716 10:13:23.727871 130024657290752 run.py:722] (val) algo minimum step 8500: {'min': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 437296, 'step': 8500, 'algorithm': 'minimum'}
I0716 10:13:25.424900 130024657290752 run.py:722] (val) algo minimum step 8550: {'min': 0.990234375, 'score': 0.990234375, 'examples_seen': 439824, 'step': 8550, 'algorithm': 'minimum'}
I0716 10:13:27.141337 130024657290752 run.py:722] (val) algo minimum step 8600: {'min': 0.94140625, 'score': 0.94140625, 'examples_seen': 442384, 'step': 8600, 'algorithm': 'minimum'}
I0716 10:13:28.863620 130024657290752 run.py:722] (val) algo minimum step 8650: {'min': 0.978271484375, 'score': 0.978271484375, 'examples_seen': 444912, 'step': 8650, 'algorithm': 'minimum'}
I0716 10:13:30.584244 130024657290752 run.py:722] (val) algo minimum step 8700: {'min': 0.992919921875, 'score': 0.992919921875, 'examples_seen': 447552, 'step': 8700, 'algorithm': 'minimum'}
I0716 10:13:32.298158 130024657290752 run.py:722] (val) algo minimum step 8750: {'min': 0.970703125, 'score': 0.970703125, 'examples_seen': 450160, 'step': 8750, 'algorithm': 'minimum'}
I0716 10:13:34.011442 130024657290752 run.py:722] (val) algo minimum step 8800: {'min': 0.990478515625, 'score': 0.990478515625, 'examples_seen': 452720, 'step': 8800, 'algorithm': 'minimum'}
I0716 10:13:35.721874 130024657290752 run.py:722] (val) algo minimum step 8850: {'min': 0.97412109375, 'score': 0.97412109375, 'examples_seen': 455296, 'step': 8850, 'algorithm': 'minimum'}
I0716 10:13:37.443002 130024657290752 run.py:722] (val) algo minimum step 8900: {'min': 0.9765625, 'score': 0.9765625, 'examples_seen': 457824, 'step': 8900, 'algorithm': 'minimum'}
I0716 10:13:39.149242 130024657290752 run.py:722] (val) algo minimum step 8950: {'min': 0.973388671875, 'score': 0.973388671875, 'examples_seen': 460368, 'step': 8950, 'algorithm': 'minimum'}
I0716 10:13:40.852792 130024657290752 run.py:722] (val) algo minimum step 9000: {'min': 0.9912109375, 'score': 0.9912109375, 'examples_seen': 462928, 'step': 9000, 'algorithm': 'minimum'}
I0716 10:13:42.595785 130024657290752 run.py:722] (val) algo minimum step 9050: {'min': 0.982666015625, 'score': 0.982666015625, 'examples_seen': 465552, 'step': 9050, 'algorithm': 'minimum'}
I0716 10:13:44.320744 130024657290752 run.py:722] (val) algo minimum step 9100: {'min': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 468176, 'step': 9100, 'algorithm': 'minimum'}
I0716 10:13:46.230545 130024657290752 run.py:722] (val) algo minimum step 9150: {'min': 0.98046875, 'score': 0.98046875, 'examples_seen': 470720, 'step': 9150, 'algorithm': 'minimum'}
I0716 10:13:47.940694 130024657290752 run.py:722] (val) algo minimum step 9200: {'min': 0.970703125, 'score': 0.970703125, 'examples_seen': 473296, 'step': 9200, 'algorithm': 'minimum'}
I0716 10:13:49.652708 130024657290752 run.py:722] (val) algo minimum step 9250: {'min': 0.989990234375, 'score': 0.989990234375, 'examples_seen': 475856, 'step': 9250, 'algorithm': 'minimum'}
I0716 10:13:51.359593 130024657290752 run.py:722] (val) algo minimum step 9300: {'min': 0.988525390625, 'score': 0.988525390625, 'examples_seen': 478384, 'step': 9300, 'algorithm': 'minimum'}
I0716 10:13:53.082647 130024657290752 run.py:722] (val) algo minimum step 9350: {'min': 0.96728515625, 'score': 0.96728515625, 'examples_seen': 480912, 'step': 9350, 'algorithm': 'minimum'}
I0716 10:13:54.809383 130024657290752 run.py:722] (val) algo minimum step 9400: {'min': 0.98388671875, 'score': 0.98388671875, 'examples_seen': 483568, 'step': 9400, 'algorithm': 'minimum'}
I0716 10:13:56.537511 130024657290752 run.py:722] (val) algo minimum step 9450: {'min': 0.951416015625, 'score': 0.951416015625, 'examples_seen': 486176, 'step': 9450, 'algorithm': 'minimum'}
I0716 10:13:58.250877 130024657290752 run.py:722] (val) algo minimum step 9500: {'min': 0.968505859375, 'score': 0.968505859375, 'examples_seen': 488752, 'step': 9500, 'algorithm': 'minimum'}
I0716 10:13:59.953053 130024657290752 run.py:722] (val) algo minimum step 9550: {'min': 0.989013671875, 'score': 0.989013671875, 'examples_seen': 491312, 'step': 9550, 'algorithm': 'minimum'}
I0716 10:14:01.650574 130024657290752 run.py:722] (val) algo minimum step 9600: {'min': 0.983154296875, 'score': 0.983154296875, 'examples_seen': 493840, 'step': 9600, 'algorithm': 'minimum'}
I0716 10:14:03.346869 130024657290752 run.py:722] (val) algo minimum step 9650: {'min': 0.985595703125, 'score': 0.985595703125, 'examples_seen': 496400, 'step': 9650, 'algorithm': 'minimum'}
I0716 10:14:05.047695 130024657290752 run.py:722] (val) algo minimum step 9700: {'min': 0.982177734375, 'score': 0.982177734375, 'examples_seen': 498928, 'step': 9700, 'algorithm': 'minimum'}
I0716 10:14:06.758537 130024657290752 run.py:722] (val) algo minimum step 9750: {'min': 0.9912109375, 'score': 0.9912109375, 'examples_seen': 501552, 'step': 9750, 'algorithm': 'minimum'}
I0716 10:14:08.471119 130024657290752 run.py:722] (val) algo minimum step 9800: {'min': 0.990478515625, 'score': 0.990478515625, 'examples_seen': 504176, 'step': 9800, 'algorithm': 'minimum'}
I0716 10:14:10.169198 130024657290752 run.py:722] (val) algo minimum step 9850: {'min': 0.986572265625, 'score': 0.986572265625, 'examples_seen': 506736, 'step': 9850, 'algorithm': 'minimum'}
I0716 10:14:11.876531 130024657290752 run.py:722] (val) algo minimum step 9900: {'min': 0.976318359375, 'score': 0.976318359375, 'examples_seen': 509312, 'step': 9900, 'algorithm': 'minimum'}
I0716 10:14:13.570161 130024657290752 run.py:722] (val) algo minimum step 9950: {'min': 0.98583984375, 'score': 0.98583984375, 'examples_seen': 511840, 'step': 9950, 'algorithm': 'minimum'}
