I0716 08:24:20.907296 129472666056192 run.py:722] (val) algo floyd_warshall step 0: {'Pi': 0.0855712890625, 'score': 0.0855712890625, 'examples_seen': 80, 'step': 0, 'algorithm': 'floyd_warshall'}
I0716 08:31:00.851466 129472666056192 run.py:722] (val) algo floyd_warshall step 6400: {'Pi': 0.8507080078125, 'score': 0.8507080078125, 'examples_seen': 329264, 'step': 6400, 'algorithm': 'floyd_warshall'}
I0716 08:31:03.215512 129472666056192 run.py:722] (val) algo floyd_warshall step 6450: {'Pi': 0.81683349609375, 'score': 0.81683349609375, 'examples_seen': 331792, 'step': 6450, 'algorithm': 'floyd_warshall'}
I0716 08:31:05.623507 129472666056192 run.py:722] (val) algo floyd_warshall step 6500: {'Pi': 0.8338623046875, 'score': 0.8338623046875, 'examples_seen': 334352, 'step': 6500, 'algorithm': 'floyd_warshall'}
I0716 08:31:08.121730 129472666056192 run.py:722] (val) algo floyd_warshall step 6550: {'Pi': 0.86224365234375, 'score': 0.86224365234375, 'examples_seen': 336880, 'step': 6550, 'algorithm': 'floyd_warshall'}
I0716 08:31:10.547022 129472666056192 run.py:722] (val) algo floyd_warshall step 6600: {'Pi': 0.8521728515625, 'score': 0.8521728515625, 'examples_seen': 339520, 'step': 6600, 'algorithm': 'floyd_warshall'}
I0716 08:31:12.910061 129472666056192 run.py:722] (val) algo floyd_warshall step 6650: {'Pi': 0.85662841796875, 'score': 0.85662841796875, 'examples_seen': 342144, 'step': 6650, 'algorithm': 'floyd_warshall'}
I0716 08:31:15.263819 129472666056192 run.py:722] (val) algo floyd_warshall step 6700: {'Pi': 0.8094482421875, 'score': 0.8094482421875, 'examples_seen': 344704, 'step': 6700, 'algorithm': 'floyd_warshall'}
I0716 08:31:17.575993 129472666056192 run.py:722] (val) algo floyd_warshall step 6750: {'Pi': 0.8602294921875, 'score': 0.8602294921875, 'examples_seen': 347280, 'step': 6750, 'algorithm': 'floyd_warshall'}
I0716 08:31:19.956430 129472666056192 run.py:722] (val) algo floyd_warshall step 6800: {'Pi': 0.82659912109375, 'score': 0.82659912109375, 'examples_seen': 349824, 'step': 6800, 'algorithm': 'floyd_warshall'}
I0716 08:31:22.341159 129472666056192 run.py:722] (val) algo floyd_warshall step 6850: {'Pi': 0.82080078125, 'score': 0.82080078125, 'examples_seen': 352368, 'step': 6850, 'algorithm': 'floyd_warshall'}
I0716 08:31:24.793600 129472666056192 run.py:722] (val) algo floyd_warshall step 6900: {'Pi': 0.852294921875, 'score': 0.852294921875, 'examples_seen': 354896, 'step': 6900, 'algorithm': 'floyd_warshall'}
I0716 08:31:27.225718 129472666056192 run.py:722] (val) algo floyd_warshall step 6950: {'Pi': 0.85247802734375, 'score': 0.85247802734375, 'examples_seen': 357536, 'step': 6950, 'algorithm': 'floyd_warshall'}
I0716 08:31:29.618872 129472666056192 run.py:722] (val) algo floyd_warshall step 7000: {'Pi': 0.865478515625, 'score': 0.865478515625, 'examples_seen': 360176, 'step': 7000, 'algorithm': 'floyd_warshall'}
I0716 08:31:31.988993 129472666056192 run.py:722] (val) algo floyd_warshall step 7050: {'Pi': 0.8426513671875, 'score': 0.8426513671875, 'examples_seen': 362720, 'step': 7050, 'algorithm': 'floyd_warshall'}
I0716 08:31:34.310612 129472666056192 run.py:722] (val) algo floyd_warshall step 7100: {'Pi': 0.8497314453125, 'score': 0.8497314453125, 'examples_seen': 365280, 'step': 7100, 'algorithm': 'floyd_warshall'}
I0716 08:31:36.684851 129472666056192 run.py:722] (val) algo floyd_warshall step 7150: {'Pi': 0.849365234375, 'score': 0.849365234375, 'examples_seen': 367824, 'step': 7150, 'algorithm': 'floyd_warshall'}
I0716 08:31:39.101215 129472666056192 run.py:722] (val) algo floyd_warshall step 7200: {'Pi': 0.8349609375, 'score': 0.8349609375, 'examples_seen': 370368, 'step': 7200, 'algorithm': 'floyd_warshall'}
I0716 08:31:41.593084 129472666056192 run.py:722] (val) algo floyd_warshall step 7250: {'Pi': 0.865966796875, 'score': 0.865966796875, 'examples_seen': 372896, 'step': 7250, 'algorithm': 'floyd_warshall'}
I0716 08:31:43.980347 129472666056192 run.py:722] (val) algo floyd_warshall step 7300: {'Pi': 0.8807373046875, 'score': 0.8807373046875, 'examples_seen': 375536, 'step': 7300, 'algorithm': 'floyd_warshall'}
I0716 08:31:46.350219 129472666056192 run.py:722] (val) algo floyd_warshall step 7350: {'Pi': 0.87152099609375, 'score': 0.87152099609375, 'examples_seen': 378144, 'step': 7350, 'algorithm': 'floyd_warshall'}
I0716 08:31:48.691039 129472666056192 run.py:722] (val) algo floyd_warshall step 7400: {'Pi': 0.80169677734375, 'score': 0.80169677734375, 'examples_seen': 380720, 'step': 7400, 'algorithm': 'floyd_warshall'}
I0716 08:31:51.029600 129472666056192 run.py:722] (val) algo floyd_warshall step 7450: {'Pi': 0.85198974609375, 'score': 0.85198974609375, 'examples_seen': 383280, 'step': 7450, 'algorithm': 'floyd_warshall'}
I0716 08:31:53.369069 129472666056192 run.py:722] (val) algo floyd_warshall step 7500: {'Pi': 0.8697509765625, 'score': 0.8697509765625, 'examples_seen': 385808, 'step': 7500, 'algorithm': 'floyd_warshall'}
I0716 08:31:55.781424 129472666056192 run.py:722] (val) algo floyd_warshall step 7550: {'Pi': 0.81500244140625, 'score': 0.81500244140625, 'examples_seen': 388368, 'step': 7550, 'algorithm': 'floyd_warshall'}
I0716 08:31:58.245154 129472666056192 run.py:722] (val) algo floyd_warshall step 7600: {'Pi': 0.87066650390625, 'score': 0.87066650390625, 'examples_seen': 390896, 'step': 7600, 'algorithm': 'floyd_warshall'}
I0716 08:32:00.626917 129472666056192 run.py:722] (val) algo floyd_warshall step 7650: {'Pi': 0.85211181640625, 'score': 0.85211181640625, 'examples_seen': 393536, 'step': 7650, 'algorithm': 'floyd_warshall'}
I0716 08:32:02.983238 129472666056192 run.py:722] (val) algo floyd_warshall step 7700: {'Pi': 0.87469482421875, 'score': 0.87469482421875, 'examples_seen': 396160, 'step': 7700, 'algorithm': 'floyd_warshall'}
I0716 08:32:05.307211 129472666056192 run.py:722] (val) algo floyd_warshall step 7750: {'Pi': 0.87261962890625, 'score': 0.87261962890625, 'examples_seen': 398704, 'step': 7750, 'algorithm': 'floyd_warshall'}
I0716 08:32:07.662599 129472666056192 run.py:722] (val) algo floyd_warshall step 7800: {'Pi': 0.87628173828125, 'score': 0.87628173828125, 'examples_seen': 401280, 'step': 7800, 'algorithm': 'floyd_warshall'}
I0716 08:32:10.007824 129472666056192 run.py:722] (val) algo floyd_warshall step 7850: {'Pi': 0.85772705078125, 'score': 0.85772705078125, 'examples_seen': 403808, 'step': 7850, 'algorithm': 'floyd_warshall'}
I0716 08:32:12.438813 129472666056192 run.py:722] (val) algo floyd_warshall step 7900: {'Pi': 0.8681640625, 'score': 0.8681640625, 'examples_seen': 406352, 'step': 7900, 'algorithm': 'floyd_warshall'}
I0716 08:32:14.940623 129472666056192 run.py:722] (val) algo floyd_warshall step 7950: {'Pi': 0.85205078125, 'score': 0.85205078125, 'examples_seen': 408896, 'step': 7950, 'algorithm': 'floyd_warshall'}
I0716 08:32:17.378047 129472666056192 run.py:722] (val) algo floyd_warshall step 8000: {'Pi': 0.8726806640625, 'score': 0.8726806640625, 'examples_seen': 411552, 'step': 8000, 'algorithm': 'floyd_warshall'}
I0716 08:32:19.771057 129472666056192 run.py:722] (val) algo floyd_warshall step 8050: {'Pi': 0.83819580078125, 'score': 0.83819580078125, 'examples_seen': 414160, 'step': 8050, 'algorithm': 'floyd_warshall'}
I0716 08:32:22.129111 129472666056192 run.py:722] (val) algo floyd_warshall step 8100: {'Pi': 0.8673095703125, 'score': 0.8673095703125, 'examples_seen': 416720, 'step': 8100, 'algorithm': 'floyd_warshall'}
I0716 08:32:24.456059 129472666056192 run.py:722] (val) algo floyd_warshall step 8150: {'Pi': 0.8853759765625, 'score': 0.8853759765625, 'examples_seen': 419280, 'step': 8150, 'algorithm': 'floyd_warshall'}
I0716 08:32:26.844896 129472666056192 run.py:722] (val) algo floyd_warshall step 8200: {'Pi': 0.865478515625, 'score': 0.865478515625, 'examples_seen': 421840, 'step': 8200, 'algorithm': 'floyd_warshall'}
I0716 08:32:29.235640 129472666056192 run.py:722] (val) algo floyd_warshall step 8250: {'Pi': 0.8887939453125, 'score': 0.8887939453125, 'examples_seen': 424384, 'step': 8250, 'algorithm': 'floyd_warshall'}
I0716 08:32:31.717504 129472666056192 run.py:722] (val) algo floyd_warshall step 8300: {'Pi': 0.871826171875, 'score': 0.871826171875, 'examples_seen': 426896, 'step': 8300, 'algorithm': 'floyd_warshall'}
I0716 08:32:34.136408 129472666056192 run.py:722] (val) algo floyd_warshall step 8350: {'Pi': 0.862060546875, 'score': 0.862060546875, 'examples_seen': 429552, 'step': 8350, 'algorithm': 'floyd_warshall'}
I0716 08:32:36.531983 129472666056192 run.py:722] (val) algo floyd_warshall step 8400: {'Pi': 0.864990234375, 'score': 0.864990234375, 'examples_seen': 432160, 'step': 8400, 'algorithm': 'floyd_warshall'}
I0716 08:32:38.875562 129472666056192 run.py:722] (val) algo floyd_warshall step 8450: {'Pi': 0.8643798828125, 'score': 0.8643798828125, 'examples_seen': 434736, 'step': 8450, 'algorithm': 'floyd_warshall'}
I0716 08:32:41.215910 129472666056192 run.py:722] (val) algo floyd_warshall step 8500: {'Pi': 0.87872314453125, 'score': 0.87872314453125, 'examples_seen': 437296, 'step': 8500, 'algorithm': 'floyd_warshall'}
I0716 08:32:43.585471 129472666056192 run.py:722] (val) algo floyd_warshall step 8550: {'Pi': 0.84002685546875, 'score': 0.84002685546875, 'examples_seen': 439824, 'step': 8550, 'algorithm': 'floyd_warshall'}
I0716 08:32:46.028220 129472666056192 run.py:722] (val) algo floyd_warshall step 8600: {'Pi': 0.84283447265625, 'score': 0.84283447265625, 'examples_seen': 442384, 'step': 8600, 'algorithm': 'floyd_warshall'}
I0716 08:32:48.522101 129472666056192 run.py:722] (val) algo floyd_warshall step 8650: {'Pi': 0.9034423828125, 'score': 0.9034423828125, 'examples_seen': 444912, 'step': 8650, 'algorithm': 'floyd_warshall'}
I0716 08:32:50.953524 129472666056192 run.py:722] (val) algo floyd_warshall step 8700: {'Pi': 0.906005859375, 'score': 0.906005859375, 'examples_seen': 447552, 'step': 8700, 'algorithm': 'floyd_warshall'}
I0716 08:32:53.303055 129472666056192 run.py:722] (val) algo floyd_warshall step 8750: {'Pi': 0.89251708984375, 'score': 0.89251708984375, 'examples_seen': 450160, 'step': 8750, 'algorithm': 'floyd_warshall'}
I0716 08:32:55.650930 129472666056192 run.py:722] (val) algo floyd_warshall step 8800: {'Pi': 0.884521484375, 'score': 0.884521484375, 'examples_seen': 452720, 'step': 8800, 'algorithm': 'floyd_warshall'}
I0716 08:32:57.987231 129472666056192 run.py:722] (val) algo floyd_warshall step 8850: {'Pi': 0.8763427734375, 'score': 0.8763427734375, 'examples_seen': 455296, 'step': 8850, 'algorithm': 'floyd_warshall'}
I0716 08:33:00.369433 129472666056192 run.py:722] (val) algo floyd_warshall step 8900: {'Pi': 0.8424072265625, 'score': 0.8424072265625, 'examples_seen': 457824, 'step': 8900, 'algorithm': 'floyd_warshall'}
I0716 08:33:02.754479 129472666056192 run.py:722] (val) algo floyd_warshall step 8950: {'Pi': 0.85565185546875, 'score': 0.85565185546875, 'examples_seen': 460368, 'step': 8950, 'algorithm': 'floyd_warshall'}
I0716 08:33:05.222561 129472666056192 run.py:722] (val) algo floyd_warshall step 9000: {'Pi': 0.88311767578125, 'score': 0.88311767578125, 'examples_seen': 462928, 'step': 9000, 'algorithm': 'floyd_warshall'}
I0716 08:33:07.653105 129472666056192 run.py:722] (val) algo floyd_warshall step 9050: {'Pi': 0.8472900390625, 'score': 0.8472900390625, 'examples_seen': 465552, 'step': 9050, 'algorithm': 'floyd_warshall'}
I0716 08:33:10.034474 129472666056192 run.py:722] (val) algo floyd_warshall step 9100: {'Pi': 0.8724365234375, 'score': 0.8724365234375, 'examples_seen': 468176, 'step': 9100, 'algorithm': 'floyd_warshall'}
I0716 08:33:12.370281 129472666056192 run.py:722] (val) algo floyd_warshall step 9150: {'Pi': 0.85162353515625, 'score': 0.85162353515625, 'examples_seen': 470720, 'step': 9150, 'algorithm': 'floyd_warshall'}
I0716 08:33:14.720655 129472666056192 run.py:722] (val) algo floyd_warshall step 9200: {'Pi': 0.87078857421875, 'score': 0.87078857421875, 'examples_seen': 473296, 'step': 9200, 'algorithm': 'floyd_warshall'}
I0716 08:33:17.083705 129472666056192 run.py:722] (val) algo floyd_warshall step 9250: {'Pi': 0.8709716796875, 'score': 0.8709716796875, 'examples_seen': 475856, 'step': 9250, 'algorithm': 'floyd_warshall'}
I0716 08:33:19.455652 129472666056192 run.py:722] (val) algo floyd_warshall step 9300: {'Pi': 0.886474609375, 'score': 0.886474609375, 'examples_seen': 478384, 'step': 9300, 'algorithm': 'floyd_warshall'}
I0716 08:33:21.938644 129472666056192 run.py:722] (val) algo floyd_warshall step 9350: {'Pi': 0.8785400390625, 'score': 0.8785400390625, 'examples_seen': 480912, 'step': 9350, 'algorithm': 'floyd_warshall'}
I0716 08:33:24.345330 129472666056192 run.py:722] (val) algo floyd_warshall step 9400: {'Pi': 0.878173828125, 'score': 0.878173828125, 'examples_seen': 483568, 'step': 9400, 'algorithm': 'floyd_warshall'}
I0716 08:33:26.723344 129472666056192 run.py:722] (val) algo floyd_warshall step 9450: {'Pi': 0.8619384765625, 'score': 0.8619384765625, 'examples_seen': 486176, 'step': 9450, 'algorithm': 'floyd_warshall'}
I0716 08:33:29.058246 129472666056192 run.py:722] (val) algo floyd_warshall step 9500: {'Pi': 0.89141845703125, 'score': 0.89141845703125, 'examples_seen': 488752, 'step': 9500, 'algorithm': 'floyd_warshall'}
I0716 08:33:31.384435 129472666056192 run.py:722] (val) algo floyd_warshall step 9550: {'Pi': 0.8951416015625, 'score': 0.8951416015625, 'examples_seen': 491312, 'step': 9550, 'algorithm': 'floyd_warshall'}
I0716 08:33:33.745671 129472666056192 run.py:722] (val) algo floyd_warshall step 9600: {'Pi': 0.87158203125, 'score': 0.87158203125, 'examples_seen': 493840, 'step': 9600, 'algorithm': 'floyd_warshall'}
I0716 08:33:36.128806 129472666056192 run.py:722] (val) algo floyd_warshall step 9650: {'Pi': 0.876708984375, 'score': 0.876708984375, 'examples_seen': 496400, 'step': 9650, 'algorithm': 'floyd_warshall'}
I0716 08:33:38.574465 129472666056192 run.py:722] (val) algo floyd_warshall step 9700: {'Pi': 0.90460205078125, 'score': 0.90460205078125, 'examples_seen': 498928, 'step': 9700, 'algorithm': 'floyd_warshall'}
I0716 08:33:40.970262 129472666056192 run.py:722] (val) algo floyd_warshall step 9750: {'Pi': 0.86376953125, 'score': 0.86376953125, 'examples_seen': 501552, 'step': 9750, 'algorithm': 'floyd_warshall'}
I0716 08:33:43.334671 129472666056192 run.py:722] (val) algo floyd_warshall step 9800: {'Pi': 0.86627197265625, 'score': 0.86627197265625, 'examples_seen': 504176, 'step': 9800, 'algorithm': 'floyd_warshall'}
I0716 08:33:45.688492 129472666056192 run.py:722] (val) algo floyd_warshall step 9850: {'Pi': 0.89337158203125, 'score': 0.89337158203125, 'examples_seen': 506736, 'step': 9850, 'algorithm': 'floyd_warshall'}
I0716 08:33:48.042721 129472666056192 run.py:722] (val) algo floyd_warshall step 9900: {'Pi': 0.85736083984375, 'score': 0.85736083984375, 'examples_seen': 509312, 'step': 9900, 'algorithm': 'floyd_warshall'}
I0716 08:33:50.387653 129472666056192 run.py:722] (val) algo floyd_warshall step 9950: {'Pi': 0.87298583984375, 'score': 0.87298583984375, 'examples_seen': 511840, 'step': 9950, 'algorithm': 'floyd_warshall'}
